measured_on,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed
2003-01-01,1866.3960000000002,10204.0,30102.0
2003-02-01,1722.0210000000002,9414.0,27773.0
2003-03-01,1898.32,10378.0,30617.0
2003-04-01,1795.2140000000002,9814.0,28954.0
2003-05-01,2055.489,11237.0,33152.0
2003-06-01,2141.614,11708.0,34541.0
2003-07-01,2749.638,15032.0,44347.0
2003-08-01,2583.188,14122.0,41662.0
2003-09-01,2360.545,12905.0,38072.0
2003-10-01,2221.481,12145.0,35829.0
2003-11-01,1880.4830000000002,10281.0,30329.0
2003-12-01,1996.613,10915.0,32202.0
2004-01-01,1695.0330000000001,7924.65,44369.17
2004-02-01,1533.212,7168.11,40133.35
2004-03-01,1519.987,7106.28,39787.18
2004-04-01,1435.8310000000001,6712.83,37584.3
2004-05-01,1577.987,7377.44,41305.37
2004-06-01,1437.896,6722.48,37638.37
2004-07-01,1617.797,7563.56,42347.43
2004-08-01,1613.97,7545.67,42247.26
2004-09-01,1572.0130000000001,7349.51,41149.0
2004-10-01,1421.126,6644.08,37199.38
2004-11-01,1536.314,7182.61,40214.56
2004-12-01,1565.7340000000002,7320.16,40984.65
2005-01-01,1179.784,5515.75,17011.8
2005-02-01,1064.8780000000002,4978.54,15354.93
2005-03-01,1149.219,5372.86,16571.08
2005-04-01,1154.738,5398.66,16650.66
2005-05-01,1268.256,5929.38,18287.52
2005-06-01,1629.001,7615.94,23489.26
2005-07-01,2085.966,9752.36,30078.43
2005-08-01,2161.725,10106.55,31170.83
2005-09-01,1630.402,7622.49,23509.46
2005-10-01,1265.507,5916.53,18247.88
2005-11-01,1129.134,5278.95,16281.47
2005-12-01,1288.309,6023.13,18576.68
2006-01-01,1510.958,7064.07,27714.78
2006-02-01,1332.173,6228.2,24435.42
2006-03-01,1475.5620000000001,6898.58,27065.53
2006-04-01,1405.9180000000001,6572.98,25788.09
2006-05-01,1638.7140000000002,7661.35,30058.14
2006-06-01,1736.957,8120.66,31860.18
2006-07-01,1955.737,9143.51,35873.16
2006-08-01,2020.3960000000002,9445.8,37059.15
2006-09-01,1645.08,7691.11,30174.92
2006-10-01,1724.517,8062.5,31631.98
2006-11-01,1456.727,6810.52,26720.05
2006-12-01,1633.56,7637.26,29963.61
2007-01-01,1464.0790000000002,6752.0,27679.0
2007-02-01,1331.742,6141.0,25177.0
2007-03-01,1231.894,5681.0,23289.0
2007-04-01,1226.194,5655.0,23181.0
2007-05-01,1367.719,6307.0,25857.0
2007-06-01,1617.104,7457.0,30572.0
2007-07-01,2202.848,10158.0,41645.0
2007-08-01,2442.081,11262.0,46168.0
2007-09-01,1924.41,8874.0,36381.0
2007-10-01,1823.7710000000002,8410.0,34479.0
2007-11-01,1733.9440000000002,7996.0,32780.0
2007-12-01,1932.215,8910.0,36529.0
2008-01-01,1571.126,7246.0,31929.0
2008-02-01,1316.457,6072.0,26753.0
2008-03-01,1235.49,5698.0,25108.0
2008-04-01,1405.476,6482.0,28562.0
