measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed
2003-01-01,-48.0,0.0,0.0
2003-02-01,-44.0,0.0,0.0
2003-04-01,-20.0,0.0,0.0
2003-06-01,159.0,2413.0,2413.0
2003-07-01,-34.0,0.0,0.0
2003-08-01,1003.0,14448.0,14448.0
2003-09-01,-17.0,0.0,0.0
2003-10-01,0.0,0.0,0.0
2003-11-01,33.0,545.0,545.0
2003-12-01,95.0,1775.0,1775.0
2004-01-01,933.113,15551.0,15551.0
2004-02-01,9.777000000000001,163.0,163.0
2004-03-01,65.901,1098.0,1098.0
2004-04-01,37.658,628.0,628.0
2004-05-01,55.762,929.0,929.0
2004-06-01,15.932,266.0,266.0
2004-07-01,3.862,64.0,64.0
2004-08-01,2.8970000000000002,48.0,48.0
2004-09-01,58.659000000000006,978.0,978.0
2004-10-01,4.224,70.0,70.0
2004-11-01,56.969,949.0,949.0
2004-12-01,63.246,1054.0,1054.0
2005-01-01,47.477000000000004,1583.35,1583.35
2005-02-01,16.312,543.99,543.99
2005-03-01,18.079,602.95,602.95
2005-04-01,21.899,730.34,730.34
2005-05-01,20.339000000000002,678.3,678.3
2005-06-01,26.398,880.37,880.37
2005-07-01,26.87,896.1,896.1
2005-08-01,31.565,1052.7,1052.7
2005-09-01,20.663,689.11,689.11
2005-10-01,22.946,765.27,765.27
2005-11-01,18.447,615.2,615.2
2005-12-01,39.006,1300.84,1300.84
2006-01-01,20.214000000000002,507.0,507.0
2006-02-01,10.577,266.0,266.0
2006-03-01,8.885,223.0,223.0
2006-04-01,17.02,427.0,427.0
2006-05-01,15.909,399.0,399.0
2006-06-01,14.46,363.0,363.0
2006-07-01,20.946,526.0,526.0
2006-08-01,20.318,510.0,510.0
2006-09-01,9.334,234.0,234.0
2006-10-01,9.86,248.0,248.0
2006-11-01,11.611,291.0,291.0
2006-12-01,12.865,323.0,323.0
2007-01-01,62.627,1208.0,1208.0
2007-02-01,99.53200000000001,1921.0,1921.0
2007-03-01,47.873000000000005,926.0,926.0
2007-04-01,44.25,857.0,857.0
2007-05-01,95.903,1852.0,1852.0
2007-06-01,26.846,518.0,518.0
2007-07-01,35.742000000000004,690.0,690.0
2007-08-01,16.769000000000002,322.0,322.0
2007-09-01,46.43,897.0,897.0
2007-10-01,55.208000000000006,1064.0,1064.0
2007-11-01,56.835,1098.0,1098.0
2007-12-01,78.985,1524.0,1524.0
2008-01-01,0.0,0.0,0.0
2008-02-01,3.0,529.0,529.0
2008-03-01,-36.0,0.0,0.0
2008-04-01,61.0,1179.0,1179.0
2008-05-01,-30.0,0.0,0.0
2008-06-01,95.0,1541.0,1541.0
2008-07-01,-26.0,0.0,0.0
2008-08-01,-25.0,0.0,0.0
2008-09-01,-22.0,0.0,0.0
2008-10-01,45.0,1369.0,1369.0
2008-11-01,11.0,46.0,46.0
2008-12-01,-5.0,0.0,0.0
2009-01-01,-43.0,0.0,0.0
2009-02-01,-24.0,0.0,0.0
2009-03-01,16.0,581.0,581.0
2009-04-01,-31.0,0.0,0.0
2009-05-01,245.0,3918.0,3918.0
2009-06-01,-25.0,0.0,0.0
2009-07-01,-26.0,0.0,0.0
2009-08-01,-27.0,0.0,0.0
2009-09-01,-22.0,0.0,0.0
2009-10-01,-34.0,0.0,0.0
2009-11-01,-33.0,0.0,0.0
2009-12-01,-49.0,0.0,0.0
2010-01-01,-54.0,0.0,0.0
2010-02-01,-46.0,0.0,0.0
2010-03-01,-38.0,0.0,0.0
2010-04-01,-30.0,0.0,0.0
2010-05-01,-24.0,0.0,0.0
2010-06-01,94.0,1536.0,1536.0
2010-07-01,-26.0,0.0,0.0
2010-08-01,-26.0,0.0,0.0
2010-09-01,-26.0,0.0,0.0
2010-10-01,-27.0,0.0,0.0
2010-11-01,-35.0,0.0,0.0
2010-12-01,-48.0,0.0,0.0
2011-01-01,-50.0,0.0,0.0
2011-02-01,-42.0,0.0,0.0
2011-03-01,-39.0,0.0,0.0
2011-04-01,-25.0,0.0,0.0
2011-05-01,-36.0,0.0,0.0
2011-06-01,24.0,0.0,0.0
2011-07-01,324.0,4477.0,4477.0
2011-08-01,-26.0,0.0,0.0
2011-09-01,-24.0,0.0,0.0
2011-10-01,-29.0,0.0,0.0
2011-11-01,-36.0,0.0,0.0
2011-12-01,-41.0,0.0,0.0
2012-01-01,-40.0,0.0,0.0
2012-02-01,-38.0,0.0,0.0
2012-03-01,-31.0,0.0,0.0
2012-04-01,-32.0,0.0,0.0
2012-05-01,-27.0,0.0,0.0
2012-06-01,-25.0,0.0,0.0
2012-07-01,772.0,8855.0,8855.0
2012-08-01,-27.0,0.0,0.0
2012-09-01,-26.0,0.0,0.0
2012-10-01,-29.0,0.0,0.0
2012-11-01,-35.0,0.0,0.0
2012-12-01,-42.0,0.0,0.0
2013-01-01,-47.0,0.0,0.0
2013-02-01,-42.0,0.0,0.0
2013-03-01,-46.0,0.0,0.0
2013-04-01,-30.0,0.0,0.0
2013-05-01,-30.0,0.0,0.0
2013-06-01,-26.0,0.0,0.0
2013-07-01,92.0,1795.0,1795.0
2013-08-01,-29.0,0.0,0.0
2013-09-01,-31.0,0.0,0.0
2013-10-01,-26.0,0.0,0.0
2013-11-01,9.0,898.0,898.0
2013-12-01,-38.0,178.0,178.0
