measured_on,Natural Gas - Fuel Cell - Natural Gas - Generation,Natural Gas - Fuel Cell - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Fuel Cell - Natural Gas - Total Fuel Consumed
2020-10-01,1201.35,7524.0,7524.0
2020-11-01,1238.41,7757.0,7757.0
2020-12-01,1262.24,7906.0,7906.0
2021-01-01,1392.19,9236.0,9236.0
2021-02-01,1170.038,7763.0,7763.0
2021-03-01,1153.585,7654.0,7654.0
2021-04-01,981.148,6510.0,6510.0
2021-05-01,1240.846,8233.0,8233.0
2021-06-01,1763.308,11700.0,11700.0
2021-07-01,1961.891,13017.0,13017.0
2021-08-01,2134.631,14163.0,14163.0
2021-09-01,1451.758,9633.0,9633.0
2021-10-01,1436.362,9531.0,9531.0
2021-11-01,1447.232,9602.0,9602.0
2021-12-01,1434.011,9514.0,9514.0
2022-01-01,1113.519,7907.0,7907.0
2022-02-01,1023.442,7267.0,7267.0
2022-03-01,1120.899,7959.0,7959.0
2022-04-01,1227.274,8714.0,8714.0
2022-05-01,1439.11,10219.0,10219.0
2022-06-01,1507.849,10707.0,10707.0
2022-07-01,2035.264,14452.0,14452.0
2022-08-01,2027.335,14395.0,14395.0
2022-09-01,1375.394,9766.0,9766.0
2022-10-01,1293.091,9182.0,9182.0
2022-11-01,1195.597,8489.0,8489.0
2022-12-01,1276.226,9062.0,9062.0
2023-01-01,1372.0,10153.0,10153.0
2023-02-01,1205.0,8936.0,8936.0
2023-03-01,1344.0,9873.0,9873.0
2023-04-01,1220.0,9320.0,9320.0
2023-05-01,1259.0,9288.0,9288.0
2023-06-01,1217.0,8987.0,8987.0
2023-07-01,1233.0,9207.0,9207.0
2023-08-01,1189.0,8975.0,8975.0
2023-09-01,872.0,8909.0,8909.0
2023-10-01,915.0,8933.0,8933.0
2023-11-01,1239.0,8845.0,8845.0
2023-12-01,1318.0,9911.0,9911.0
2024-01-01,1238.0,8945.0,8945.0
2024-02-01,1141.0,8211.0,8211.0
2024-03-01,1274.0,9083.0,9083.0
2024-04-01,1358.0,9514.0,9514.0
2024-05-01,1403.0,9886.0,9886.0
2024-06-01,1334.0,9234.0,9234.0
2024-07-01,1326.0,8960.0,8960.0
2024-08-01,1290.0,9189.0,9189.0
2024-09-01,1099.0,7526.0,7526.0
2024-10-01,1392.0,9491.0,9491.0
2024-11-01,1351.0,9379.0,9379.0
2024-12-01,1391.0,9825.0,9825.0
