measured_on,Natural Gas-Fuel Cell Generation,Natural Gas-Fuel Cell Quantity Consumed For Electricity,Natural Gas-Fuel Cell Total Fuel Consumed
2019-03-01,707.254,4521.0,4521.0
2019-04-01,496.278,3171.0,3171.0
2019-05-01,427.65,2732.0,2732.0
2019-06-01,571.845,3654.0,3654.0
2019-07-01,901.459,5760.0,5760.0
2019-08-01,1058.871,6766.0,6766.0
2019-09-01,931.728,5953.0,5953.0
2019-10-01,954.29,6097.0,6097.0
2019-11-01,935.91,5980.0,5980.0
2019-12-01,970.715,6203.0,6203.0
2020-01-01,792.843,5321.0,5321.0
2020-02-01,700.155,4699.0,4699.0
2020-03-01,777.219,5216.0,5216.0
2020-04-01,549.649,3689.0,3689.0
2020-05-01,516.819,3469.0,3469.0
2020-06-01,727.015,4880.0,4880.0
2020-07-01,1017.018,6826.0,6826.0
2020-08-01,1264.732,8488.0,8488.0
2020-09-01,1101.385,7392.0,7392.0
2020-10-01,1143.816,7678.0,7678.0
2020-11-01,913.639,6132.0,6132.0
2020-12-01,1012.71,6797.0,6797.0
2021-01-01,731.149,5164.0,5164.0
2021-02-01,620.036,4379.0,4379.0
2021-03-01,666.659,4707.0,4707.0
2021-04-01,591.549,4177.0,4177.0
2021-05-01,618.245,4366.0,4366.0
2021-06-01,845.415,5970.0,5970.0
2021-07-01,1166.656,8239.0,8239.0
2021-08-01,1065.196,7523.0,7523.0
2021-09-01,906.357,6401.0,6401.0
2021-10-01,864.036,6102.0,6102.0
2021-11-01,794.092,5608.0,5608.0
2021-12-01,819.61,5787.0,5787.0
2022-01-01,612.014,4408.0,4408.0
2022-02-01,508.136,3658.0,3658.0
2022-03-01,470.161,3384.0,3384.0
2022-04-01,481.602,3467.0,3467.0
2022-05-01,441.951,3181.0,3181.0
2022-06-01,601.083,4327.0,4327.0
2022-07-01,802.987,5780.0,5780.0
2022-08-01,968.911,6975.0,6975.0
2022-09-01,888.004,6392.0,6392.0
2022-10-01,815.495,5870.0,5870.0
2022-11-01,748.892,5391.0,5391.0
2022-12-01,827.764,5959.0,5959.0
2023-01-01,768.954,5202.0,5202.0
2023-02-01,654.999,4430.0,4430.0
2023-03-01,629.539,4258.0,4258.0
2023-04-01,491.801,3327.0,3327.0
2023-05-01,318.537,2155.0,2155.0
2023-06-01,419.047,2834.0,2834.0
2023-07-01,970.012,6561.0,6561.0
2023-08-01,978.761,6620.0,6620.0
2023-09-01,692.794,4686.0,4686.0
2023-10-01,846.031,5723.0,5723.0
2023-11-01,794.751,5376.0,5376.0
2023-12-01,894.774,6052.0,6052.0
2024-01-01,555.0,3390.0,3390.0
2024-02-01,487.0,3164.0,3164.0
2024-03-01,505.0,3460.0,3460.0
2024-04-01,0.0,0.0,0.0
2024-05-01,0.0,0.0,0.0
2024-06-01,0.0,0.0,0.0
2024-07-01,0.0,0.0,0.0
2024-08-01,0.0,0.0,0.0
2024-09-01,0.0,0.0,0.0
2024-10-01,0.0,0.0,0.0
2024-11-01,0.0,0.0,0.0
2024-12-01,0.0,0.0,0.0
