measured_on,"Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2003-01-01,9278.419,53451.0,104796.0
2003-02-01,8285.468,45238.0,98154.0
2003-03-01,9387.893,54089.0,102753.0
2003-04-01,9773.933,64109.0,103824.0
2003-05-01,8246.096,56174.0,87885.0
2003-06-01,9959.271,74443.0,102105.0
2003-07-01,10086.991,77390.0,102852.0
2003-08-01,8818.435000000001,68121.0,95256.0
2003-09-01,9498.327000000001,68262.0,103419.0
2003-10-01,7740.978,42596.0,87750.0
2003-12-01,8669.588,36018.0,105372.0
2004-01-01,2718.5930000000003,30888.09,30888.09
2004-02-01,2409.89,27380.61,27380.61
2004-03-01,2551.581,28990.53,28990.53
2004-04-01,2369.373,26920.26,26920.26
2004-05-01,2251.235,25578.0,25578.0
2004-06-01,2683.83,30493.08,30493.08
2004-07-01,2837.3920000000003,32237.82,32237.82
2004-08-01,2803.117,31848.39,31848.39
2004-09-01,2668.0950000000003,30314.34,30314.34
2004-10-01,2688.4680000000003,30545.82,30545.82
2004-11-01,2319.8520000000003,26357.67,26357.67
2004-12-01,2662.914,30255.48,30255.48
