measured_on,"Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Generation","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Quantity Consumed For Electricity","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Total Fuel Consumed"
2003-01-01,,,,410.0,7004.0,7004.0,0.0,0.0,0.0
2003-02-01,,,,5084.0,57105.0,57105.0,12.0,116.0,116.0
2003-03-01,,,,1314.0,16750.0,16750.0,0.0,0.0,0.0
2003-04-01,,,,7760.0,93679.0,93679.0,0.0,0.0,0.0
2003-05-01,,,,1918.0,21984.0,21984.0,0.0,0.0,0.0
2003-06-01,,,,9706.0,119276.0,119276.0,0.0,0.0,0.0
2003-07-01,,,,25720.0,306174.0,306174.0,0.0,0.0,0.0
2003-08-01,,,,25559.0,303611.0,303611.0,217.0,2554.0,2554.0
2003-09-01,,,,6398.0,80285.0,80285.0,0.0,0.0,0.0
2003-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2003-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2003-12-01,,,,3126.0,37175.0,37175.0,0.0,0.0,0.0
2004-01-01,,,,952.836,11933.0,11933.0,72.583,908.0,908.0
2004-02-01,,,,1459.241,18275.0,18275.0,72.583,908.0,908.0
2004-03-01,,,,1346.442,16863.0,16863.0,72.583,908.0,908.0
2004-04-01,,,,1817.498,22762.0,22762.0,72.583,908.0,908.0
2004-05-01,,,,1517.23,19001.0,19001.0,72.583,908.0,908.0
2004-06-01,,,,1961.675,24568.0,24568.0,72.583,908.0,908.0
2004-07-01,,,,1359.152,17022.0,17022.0,72.583,908.0,908.0
