measured_on,"Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Total Fuel Consumed","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2011-01-01,720.599,7240.0,7240.0,,,
2011-02-01,673.433,6766.0,6766.0,,,
2011-03-01,746.775,7503.0,7503.0,,,
2011-04-01,803.162,8070.0,8070.0,,,
2011-05-01,850.09,8541.0,8541.0,,,
2011-06-01,896.199,9005.0,9005.0,,,
2011-07-01,944.091,9486.0,9486.0,,,
2011-08-01,854.139,8582.0,8582.0,,,
2011-09-01,873.681,8778.0,8778.0,,,
2011-10-01,924.871,9293.0,9293.0,,,
2011-11-01,867.716,8719.0,8719.0,,,
2011-12-01,912.244,9166.0,9166.0,,,
2012-01-01,1136.476,10938.0,10938.0,,,
2012-02-01,985.2,9482.0,9482.0,,,
2012-03-01,1004.298,9666.0,9666.0,,,
2012-04-01,1141.255,10985.0,10985.0,,,
2012-05-01,1184.0,11396.0,11396.0,,,
2012-06-01,1232.362,11862.0,11862.0,,,
2012-07-01,1288.727,12404.0,12404.0,,,
2012-08-01,1097.422,10563.0,10563.0,,,
2012-09-01,1257.921,12108.0,12108.0,,,
2012-10-01,1200.109,11551.0,11551.0,,,
2012-11-01,1168.122,11243.0,11243.0,,,
2012-12-01,1168.108,11243.0,11243.0,,,
2013-01-01,789.606,7530.0,7530.0,0.0,0.0,0.0
2013-02-01,522.942,4987.0,4987.0,0.0,0.0,0.0
2013-03-01,770.799,7351.0,7351.0,0.0,0.0,0.0
