measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed",Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2024-01-01,-3.0,0.0,0.0,62.0,212.0,212.0
2024-02-01,-1.0,0.0,0.0,117.0,399.0,399.0
2024-03-01,-2.0,0.0,0.0,196.0,669.0,669.0
2024-04-01,-3.0,0.0,0.0,246.0,839.0,839.0
2024-05-01,0.0,0.0,0.0,306.0,1044.0,1044.0
2024-06-01,-2.0,0.0,0.0,263.0,897.0,897.0
2024-07-01,-1.0,0.0,0.0,276.0,942.0,942.0
2024-08-01,0.0,0.0,0.0,229.0,781.0,781.0
2024-09-01,0.0,0.0,0.0,125.0,427.0,427.0
2024-10-01,-1.0,0.0,0.0,74.0,252.0,252.0
2024-11-01,0.0,0.0,0.0,34.0,116.0,116.0
2024-12-01,-1.0,0.0,0.0,37.0,126.0,126.0
