measured_on,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Generation,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Quantity Consumed For Electricity,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Total Fuel Consumed
2003-01-01,12738.0,130449.86,130449.86
2003-02-01,4474.0,45818.23,45818.23
2003-03-01,2223.0,22765.74,22765.74
2003-04-01,300.0,3072.3,3072.3
2003-05-01,763.0,7813.88,7813.88
2003-06-01,1679.0,17194.64,17194.64
2003-07-01,1947.0,19939.23,19939.23
2003-08-01,3445.0,35280.25,35280.25
2003-09-01,3377.0,34583.86,34583.86
2003-10-01,37.0,378.92,378.92
2003-11-01,435.0,4454.84,4454.84
2003-12-01,3173.0,32494.69,32494.69
2004-01-01,2422.969,24283.0,24283.0
2004-02-01,2116.8,21214.57,21214.57
2004-03-01,3461.9390000000003,34695.55,34695.55
2004-04-01,3191.0530000000003,31980.73,31980.73
2004-05-01,3905.577,39141.69,39141.69
2004-06-01,4764.544,47750.26,47750.26
2004-07-01,5655.076,56675.17,56675.17
2004-08-01,3290.99,32982.3,32982.3
2004-09-01,1334.044,13369.79,13369.79
2004-10-01,1623.641,16272.13,16272.13
2004-11-01,2901.135,29075.17,29075.17
2004-12-01,4708.231000000001,47185.89,47185.89
2005-01-01,2252.82,22525.95,22525.95
2005-02-01,1947.7820000000002,19475.87,19475.87
2005-03-01,2133.714,21335.01,21335.01
2005-04-01,2038.133,20379.3,20379.3
2005-05-01,1843.673,18434.88,18434.88
2005-06-01,2076.723,20765.15,20765.15
2005-07-01,2229.106,22288.83,22288.83
2005-08-01,1886.102,18859.14,18859.14
2005-09-01,1560.645,15604.89,15604.89
2005-10-01,1331.986,13318.53,13318.53
2005-11-01,1425.49,14253.47,14253.47
2005-12-01,1744.826,17446.51,17446.51
2006-01-01,1612.221,15992.0,15992.0
2006-02-01,1453.747,14420.0,14420.0
2006-03-01,1280.7720000000002,12704.0,12704.0
2006-04-01,1394.078,13828.0,13828.0
2006-05-01,1648.2640000000001,16349.0,16349.0
2006-06-01,1619.527,16064.0,16064.0
2006-07-01,1698.295,16845.0,16845.0
2006-08-01,1686.0230000000001,16724.0,16724.0
2006-09-01,1094.428,10856.0,10856.0
2006-10-01,964.816,9570.0,9570.0
2006-11-01,1130.1180000000002,11210.0,11210.0
2006-12-01,1196.71,11870.0,11870.0
2007-01-01,5087.8820000000005,50289.0,50289.0
2007-02-01,5378.57,53162.0,53162.0
2007-03-01,2534.942,25055.0,25055.0
2007-04-01,3316.346,32779.0,32779.0
2007-05-01,2508.443,24793.0,24793.0
2007-06-01,2877.175,28438.0,28438.0
2007-07-01,2384.536,23569.0,23569.0
2007-08-01,3919.55,38741.0,38741.0
2007-09-01,2788.1530000000002,27558.0,27558.0
2007-10-01,2093.279,20690.0,20690.0
2007-11-01,1144.354,11311.0,11311.0
2007-12-01,2213.7690000000002,21881.0,21881.0
2008-01-01,2272.195,22390.0,22390.0
2008-02-01,2790.536,27498.0,27498.0
2008-03-01,3621.107,35682.0,35682.0
2008-04-01,4968.107,48956.0,48956.0
2008-05-01,4949.763,48775.0,48775.0
2008-06-01,5349.719,52716.0,52716.0
2008-07-01,6414.09,63204.0,63204.0
2008-08-01,6025.726000000001,59378.0,59378.0
2008-09-01,3913.992,38568.0,38568.0
2008-10-01,5542.109,54612.0,54612.0
2008-11-01,4658.67,45907.0,45907.0
2008-12-01,2435.9860000000003,24004.0,24004.0
2009-01-01,3706.96,36180.0,36180.0
2009-02-01,6539.687,63827.0,63827.0
2009-03-01,3735.748,36461.0,36461.0
2009-04-01,5986.218,58425.0,58425.0
2009-05-01,3393.9280000000003,33125.0,33125.0
2009-06-01,5912.546,57706.0,57706.0
2009-07-01,6010.844,58666.0,58666.0
2009-08-01,4646.2210000000005,45347.0,45347.0
2009-09-01,3820.757,37291.0,37291.0
2009-10-01,4479.456,43719.0,43719.0
2009-11-01,4411.229,43054.0,43054.0
2009-12-01,8302.406,81031.0,81031.0
2010-01-01,5186.33,50598.0,50598.0
2010-02-01,3769.924,36779.0,36779.0
