measured_on,Natural Gas-Fuel Cell Generation,Natural Gas-Fuel Cell Quantity Consumed For Electricity,Natural Gas-Fuel Cell Total Fuel Consumed
2012-09-01,575.043,3685.0,3685.0
2012-10-01,532.11,3410.0,3410.0
2012-11-01,459.433,2945.0,2945.0
2012-12-01,433.414,2778.0,2778.0
2013-01-01,554.804,3946.0,3946.0
2013-02-01,511.063,3635.0,3635.0
2013-03-01,492.888,3506.0,3506.0
2013-04-01,424.133,3016.0,3016.0
2013-05-01,447.917,3186.0,3186.0
2013-06-01,529.918,3770.0,3770.0
2013-07-01,672.406,4783.0,4783.0
2013-08-01,685.761,4878.0,4878.0
2013-09-01,684.047,4865.0,4865.0
2013-10-01,593.534,4222.0,4222.0
2013-11-01,585.444,4165.0,4165.0
2013-12-01,681.755,4849.0,4849.0
2014-01-01,478.621,3495.0,3495.0
2014-02-01,446.95,3262.0,3262.0
2014-03-01,387.854,2831.0,2831.0
2014-04-01,368.796,2691.0,2691.0
2014-05-01,371.872,2714.0,2714.0
2014-06-01,366.6,2676.0,2676.0
2014-07-01,518.696,3786.0,3786.0
2014-08-01,535.424,3908.0,3908.0
2014-09-01,560.064,4087.0,4087.0
2014-10-01,552.497,4033.0,4033.0
2014-11-01,399.29,2914.0,2914.0
2014-12-01,434.336,3170.0,3170.0
2015-01-01,247.636,1904.0,1904.0
2015-02-01,183.367,1410.0,1410.0
2015-03-01,214.82,1652.0,1652.0
2015-04-01,206.145,1585.0,1585.0
2015-05-01,201.252,1547.0,1547.0
2015-06-01,282.995,2175.0,2175.0
2015-07-01,319.182,2454.0,2454.0
2015-08-01,336.678,2589.0,2589.0
2015-09-01,334.352,2570.0,2570.0
2015-10-01,322.081,2476.0,2476.0
2015-11-01,237.478,1826.0,1826.0
2015-12-01,254.014,1953.0,1953.0
2016-01-01,577.846,4103.0,4103.0
2016-02-01,458.594,3256.0,3256.0
2016-03-01,356.663,2532.0,2532.0
2016-04-01,341.086,2421.0,2421.0
2016-05-01,368.185,2614.0,2614.0
2016-06-01,560.13,3977.0,3977.0
2016-07-01,660.682,4690.0,4690.0
2016-08-01,730.738,5188.0,5188.0
2016-09-01,604.938,4294.0,4294.0
2016-10-01,596.727,4236.0,4236.0
2016-11-01,458.832,3258.0,3258.0
2016-12-01,519.579,3688.0,3688.0
2017-01-01,697.302,5096.0,5096.0
2017-02-01,532.236,3890.0,3890.0
2017-03-01,440.763,3221.0,3221.0
2017-04-01,393.735,2878.0,2878.0
2017-05-01,488.465,3570.0,3570.0
2017-06-01,642.65,4697.0,4697.0
2017-07-01,876.363,6405.0,6405.0
2017-08-01,989.292,7230.0,7230.0
2017-09-01,814.003,5949.0,5949.0
2017-10-01,770.915,5635.0,5635.0
2017-11-01,669.985,4896.0,4896.0
2017-12-01,710.291,5192.0,5192.0
2018-01-01,677.721,5872.0,5872.0
2018-02-01,595.055,5155.0,5155.0
2018-03-01,618.879,5362.0,5362.0
2018-04-01,465.758,4034.0,4034.0
2018-05-01,425.171,3683.0,3683.0
2018-06-01,581.616,5039.0,5039.0
2018-07-01,1014.918,8792.0,8792.0
2018-08-01,938.889,8134.0,8134.0
2018-09-01,755.62,6547.0,6547.0
2018-10-01,844.611,7317.0,7317.0
2018-11-01,755.049,6541.0,6541.0
2018-12-01,760.713,6590.0,6590.0
2019-01-01,690.92,6155.0,6155.0
2019-02-01,640.63,5706.0,5706.0
2019-03-01,558.66,4976.0,4976.0
2019-04-01,392.011,3492.0,3492.0
2019-05-01,337.801,3009.0,3009.0
2019-06-01,451.7,4024.0,4024.0
2019-07-01,712.063,6344.0,6344.0
2019-08-01,836.403,7451.0,7451.0
2019-09-01,735.972,6556.0,6556.0
2019-10-01,753.795,6715.0,6715.0
2019-11-01,739.276,6586.0,6586.0
2019-12-01,766.769,6831.0,6831.0
2020-01-01,229.78,1799.0,1799.0
2020-02-01,202.916,1590.0,1590.0
2020-03-01,225.251,1765.0,1765.0
2020-04-01,159.297,1248.0,1248.0
2020-05-01,149.783,1174.0,1174.0
2020-06-01,210.701,1650.0,1650.0
2020-07-01,294.748,2309.0,2309.0
2020-08-01,366.54,2872.0,2872.0
2020-09-01,319.199,2501.0,2501.0
2020-10-01,331.497,2597.0,2597.0
2020-11-01,264.788,2075.0,2075.0
2020-12-01,293.5,2300.0,2300.0
2021-01-01,445.449,3943.0,3943.0
2021-02-01,377.756,3344.0,3344.0
2021-03-01,406.16,3596.0,3596.0
2021-04-01,360.4,3191.0,3191.0
2021-05-01,376.664,3334.0,3334.0
2021-06-01,515.067,4559.0,4559.0
2021-07-01,710.783,6292.0,6292.0
2021-08-01,648.968,5745.0,5745.0
2021-09-01,552.196,4888.0,4888.0
2021-10-01,526.412,4660.0,4660.0
2021-11-01,483.799,4283.0,4283.0
2021-12-01,499.346,4421.0,4421.0
2022-01-01,605.945,4617.0,4617.0
2022-02-01,503.096,3833.0,3833.0
2022-03-01,465.497,3547.0,3547.0
2022-04-01,476.825,3633.0,3633.0
2022-05-01,437.568,3334.0,3334.0
2022-06-01,595.122,4535.0,4535.0
2022-07-01,795.023,6058.0,6058.0
2022-08-01,959.301,7309.0,7309.0
2022-09-01,879.197,6699.0,6699.0
2022-10-01,807.407,6152.0,6152.0
2022-11-01,741.464,5650.0,5650.0
2022-12-01,819.555,6244.0,6244.0
2023-01-01,671.516,4777.0,4777.0
2023-02-01,572.002,4069.0,4069.0
2023-03-01,549.767,3911.0,3911.0
2023-04-01,429.483,3055.0,3055.0
2023-05-01,278.174,1979.0,1979.0
2023-06-01,365.948,2603.0,2603.0
2023-07-01,847.098,6026.0,6026.0
2023-08-01,854.739,6080.0,6080.0
2023-09-01,605.008,4304.0,4304.0
2023-10-01,738.827,5256.0,5256.0
2023-11-01,694.045,4937.0,4937.0
2023-12-01,781.393,5558.0,5558.0
