measured_on,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2022-01-01,474.706,7544.0,7544.0
2022-02-01,422.63,6716.0,6716.0
2022-03-01,336.545,5348.0,5348.0
2022-04-01,350.826,5575.0,5575.0
2022-05-01,518.264,8236.0,8236.0
2022-06-01,630.874,10026.0,10026.0
2022-07-01,743.417,11814.0,11814.0
2022-08-01,747.286,11875.0,11875.0
2022-09-01,629.917,10010.0,10010.0
2022-10-01,486.843,7736.0,7736.0
2022-11-01,456.306,7252.0,7252.0
2022-12-01,506.386,8047.0,8047.0
2023-01-01,459.14,7352.0,7352.0
2023-02-01,433.047,6936.0,6936.0
2023-03-01,427.384,6845.0,6845.0
2023-04-01,412.757,6611.0,6611.0
2023-05-01,589.291,9438.0,9438.0
2023-06-01,680.736,10903.0,10903.0
2023-07-01,746.561,11957.0,11957.0
2023-08-01,821.715,13160.0,13160.0
2023-09-01,692.242,11087.0,11087.0
2023-10-01,510.975,8184.0,8184.0
2023-11-01,473.751,7588.0,7588.0
2023-12-01,503.401,8063.0,8063.0
2024-01-01,550.645,9259.0,9259.0
2024-02-01,380.175,6392.0,6392.0
2024-03-01,431.428,7254.0,7254.0
2024-04-01,405.337,6816.0,6816.0
2024-05-01,541.575,9107.0,9107.0
2024-06-01,610.993,10273.0,10273.0
2024-07-01,660.435,11105.0,11105.0
2024-08-01,746.247,12548.0,12548.0
2024-09-01,619.183,10411.0,10411.0
2024-10-01,536.349,9018.0,9018.0
2024-11-01,429.686,7225.0,7225.0
2024-12-01,460.947,7751.0,7751.0
