measured_on,"Wind - Wind Turbine, Onshore - Wind - Generation","Wind - Wind Turbine, Onshore - Wind - Quantity Consumed For Electricity","Wind - Wind Turbine, Onshore - Wind - Total Fuel Consumed"
2009-03-01,16944.0,165373.0,165373.0
2009-04-01,22182.0,216496.0,216496.0
2009-05-01,20169.0,196849.0,196849.0
2009-06-01,9648.0,94164.0,94164.0
2009-07-01,9848.0,96116.0,96116.0
2009-08-01,15270.0,149035.0,149035.0
2009-09-01,16303.0,159117.0,159117.0
2009-10-01,19789.0,193141.0,193141.0
2009-11-01,19639.0,191677.0,191677.0
2009-12-01,14870.0,145131.0,145131.0
2010-01-01,20145.0,196535.0,196535.0
2010-02-01,14694.0,143355.0,143355.0
2010-03-01,21008.0,204954.0,204954.0
2010-04-01,19878.0,193930.0,193930.0
2010-05-01,19078.0,186125.0,186125.0
2010-06-01,10887.0,106214.0,106214.0
2010-07-01,11763.0,114760.0,114760.0
2010-08-01,13078.0,127589.0,127589.0
2010-09-01,13096.0,127765.0,127765.0
2010-10-01,16843.0,164320.0,164320.0
2010-11-01,19829.0,193452.0,193452.0
2010-12-01,21247.0,207286.0,207286.0
2011-01-01,23921.0,232416.0,232416.0
2011-02-01,22776.0,221292.0,221292.0
2011-03-01,22779.0,221321.0,221321.0
2011-04-01,25317.0,245980.0,245980.0
2011-05-01,26190.0,254462.0,254462.0
2011-06-01,19832.0,192688.0,192688.0
2011-07-01,13033.0,126629.0,126629.0
2011-08-01,11978.0,116378.0,116378.0
2011-09-01,14164.0,137617.0,137617.0
2011-10-01,23978.0,232970.0,232970.0
2011-11-01,26506.0,257532.0,257532.0
2011-12-01,25641.0,249128.0,249128.0
2012-01-01,28128.0,267666.0,267666.0
2012-02-01,21827.0,207706.0,207706.0
2012-03-01,27154.0,258397.0,258397.0
2012-04-01,25257.0,240346.0,240346.0
2012-05-01,23433.0,222988.0,222988.0
2012-06-01,22240.0,211636.0,211636.0
2012-07-01,17787.0,169261.0,169261.0
2012-08-01,18149.0,172706.0,172706.0
2012-09-01,17833.0,169699.0,169699.0
2012-10-01,25833.0,245827.0,245827.0
2012-11-01,23885.0,227290.0,227290.0
2012-12-01,21231.0,202034.0,202034.0
2013-01-01,25070.0,239193.0,239193.0
2013-02-01,21573.0,205828.0,205828.0
2013-03-01,24670.0,235376.0,235376.0
2013-04-01,22637.0,215980.0,215980.0
2013-05-01,21893.0,208881.0,208881.0
2013-06-01,15095.0,144021.0,144021.0
2013-07-01,14614.0,139432.0,139432.0
2013-08-01,15545.0,148315.0,148315.0
2013-09-01,23138.0,220760.0,220760.0
2013-10-01,24699.0,235653.0,235653.0
2013-11-01,28709.0,273913.0,273913.0
2013-12-01,22175.0,211572.0,211572.0
2014-01-01,31917.0,303531.0,303531.0
2014-02-01,22834.0,217151.0,217151.0
2014-03-01,27966.0,265957.0,265957.0
2014-04-01,30528.0,290321.0,290321.0
2014-05-01,19774.0,188051.0,188051.0
2014-06-01,16655.0,158389.0,158389.0
2014-07-01,16190.0,153967.0,153967.0
2014-08-01,9792.0,93122.0,93122.0
2014-09-01,19102.0,181660.0,181660.0
2014-10-01,22148.0,210627.0,210627.0
2014-11-01,32173.0,305965.0,305965.0
2014-12-01,22694.0,215820.0,215820.0
2015-01-01,28174.0,262554.0,262554.0
2015-02-01,22976.0,214113.0,214113.0
2015-03-01,24595.0,229201.0,229201.0
2015-04-01,21412.0,199538.0,199538.0
2015-05-01,20513.0,191161.0,191161.0
2015-06-01,12894.0,120159.0,120159.0
2015-07-01,12256.0,114214.0,114214.0
2015-08-01,17585.0,163875.0,163875.0
2015-09-01,22602.0,210628.0,210628.0
2015-10-01,23971.0,223386.0,223386.0
2015-11-01,26932.0,250979.0,250979.0
2015-12-01,23601.0,219938.0,219938.0
2016-01-01,23612.0,217986.0,217986.0
2016-02-01,22365.0,206474.0,206474.0
2016-03-01,26902.0,248359.0,248359.0
2016-04-01,28442.0,262577.0,262577.0
2016-05-01,17069.0,157581.0,157581.0
2016-06-01,16574.0,153011.0,153011.0
2016-07-01,13703.0,126506.0,126506.0
2016-08-01,13815.0,127540.0,127540.0
2016-09-01,19035.0,175731.0,175731.0
2016-10-01,22454.0,207295.0,207295.0
2016-11-01,24776.0,228732.0,228732.0
2016-12-01,31257.0,288565.0,288565.0
2017-01-01,20585.932,189658.0,189658.0
2017-02-01,22310.14,205543.0,205543.0
2017-03-01,24839.612,228847.0,228847.0
2017-04-01,23289.109,214563.0,214563.0
2017-05-01,21051.337,193946.0,193946.0
2017-06-01,18204.461,167718.0,167718.0
2017-07-01,13160.712,121250.0,121250.0
2017-08-01,10825.314,99734.0,99734.0
2017-09-01,18316.179,168747.0,168747.0
2017-10-01,24084.144,221887.0,221887.0
2017-11-01,21679.009,199729.0,199729.0
2017-12-01,23117.051,212977.0,212977.0
2018-01-01,24263.05,220891.0,220891.0
2018-02-01,19986.802,181960.0,181960.0
2018-03-01,23486.325,213820.0,213820.0
2018-04-01,22488.854,204739.0,204739.0
2018-05-01,17159.493,156220.0,156220.0
2018-06-01,20567.346,187245.0,187245.0
2018-07-01,12033.285,109551.0,109551.0
2018-08-01,15293.289,139230.0,139230.0
2018-09-01,19304.753,175750.0,175750.0
2018-10-01,19088.377,173781.0,173781.0
2018-11-01,19383.695,176469.0,176469.0
2018-12-01,21765.731,198155.0,198155.0
2019-01-01,17157.418,152787.0,152787.0
2019-02-01,14601.277,130024.0,130024.0
2019-03-01,19854.472,176804.0,176804.0
2019-04-01,20036.843,178428.0,178428.0
2019-05-01,16291.425,145075.0,145075.0
2019-06-01,13846.907,123307.0,123307.0
2019-07-01,14100.62,125566.0,125566.0
2019-08-01,11559.109,102934.0,102934.0
2019-09-01,19067.916,169800.0,169800.0
