measured_on,"Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2007-06-01,0.0,0.0,0.0
2007-07-01,0.0,0.0,0.0
2007-08-01,0.0,0.0,0.0
2007-09-01,0.0,0.0,0.0
2007-10-01,0.0,0.0,0.0
2007-11-01,0.0,0.0,0.0
2007-12-01,0.0,0.0,0.0
2008-01-01,7.003,35.0,1925.0
2008-02-01,6.5040000000000004,33.0,1804.0
2008-03-01,6.66,33.0,1837.0
2008-04-01,5.777,29.0,1595.0
2008-05-01,4.812,24.0,1331.0
2008-06-01,8.059000000000001,40.0,2233.0
2008-07-01,6.861000000000001,34.0,1903.0
2008-08-01,6.832000000000001,34.0,1892.0
2008-09-01,6.644,33.0,1837.0
2008-10-01,6.171,31.0,1705.0
2008-11-01,6.958,35.0,1925.0
2008-12-01,7.259,36.0,2013.0
2009-01-01,0.0,0.0,0.0
2009-02-01,0.0,0.0,0.0
2009-03-01,0.0,0.0,0.0
2009-04-01,0.0,0.0,0.0
2009-05-01,0.0,0.0,0.0
2009-06-01,0.0,0.0,0.0
2009-07-01,0.0,0.0,0.0
2009-08-01,0.0,0.0,0.0
2009-09-01,0.0,0.0,0.0
2009-10-01,0.0,0.0,0.0
2009-11-01,0.0,0.0,0.0
2009-12-01,0.0,0.0,0.0
2012-01-01,134.532,4342.0,4342.0
2012-02-01,112.412,3631.0,3631.0
2012-03-01,116.372,3752.0,3752.0
2012-04-01,103.414,3337.0,3337.0
2012-05-01,117.318,3779.0,3779.0
2012-06-01,90.668,2921.0,2921.0
2012-07-01,114.831,3698.0,3698.0
2012-08-01,115.986,3739.0,3739.0
2012-09-01,108.495,3497.0,3497.0
2012-10-01,104.913,3390.0,3390.0
2012-11-01,106.181,3430.0,3430.0
2012-12-01,124.878,4033.0,4033.0
2013-01-01,106.239,3457.0,3457.0
2013-02-01,88.877,2868.0,2868.0
2013-03-01,94.295,3042.0,3042.0
2013-04-01,92.721,2988.0,2988.0
2013-05-01,86.945,2801.0,2801.0
2013-06-01,72.036,2318.0,2318.0
2013-07-01,89.504,2881.0,2881.0
2013-08-01,94.521,3055.0,3055.0
2013-09-01,87.01,2801.0,2801.0
2013-10-01,85.3,2747.0,2747.0
2013-11-01,87.292,2814.0,2814.0
2013-12-01,95.26,3069.0,3069.0
2014-01-01,37.492,3406.0,3406.0
2014-02-01,32.148,2915.0,2915.0
2014-03-01,41.149,3741.0,3741.0
2014-04-01,32.964,2993.0,2993.0
2014-05-01,36.808,3341.0,3341.0
2014-06-01,31.132,2825.0,2825.0
2014-07-01,36.395,3302.0,3302.0
2014-08-01,38.918,3535.0,3535.0
2014-09-01,35.289,3199.0,3199.0
2014-10-01,29.922,2722.0,2722.0
2014-11-01,29.087,2645.0,2645.0
2014-12-01,37.736,3431.0,3431.0
2015-01-01,38.922,3364.0,3364.0
2015-02-01,37.916,3287.0,3287.0
2015-03-01,36.513,3158.0,3158.0
2015-04-01,36.538,3158.0,3158.0
2015-05-01,33.398,2887.0,2887.0
2015-06-01,35.448,3068.0,3068.0
2015-07-01,33.25,2874.0,2874.0
2015-08-01,33.88,2939.0,2939.0
2015-09-01,32.598,2823.0,2823.0
2015-10-01,37.947,3287.0,3287.0
2015-11-01,34.775,3016.0,3016.0
2015-12-01,25.915,2243.0,2243.0
2016-01-01,95.373,1095.0,2720.0
2016-02-01,88.502,1016.0,2506.0
2016-03-01,95.541,1097.0,2707.0
2016-04-01,94.669,1087.0,2680.0
2016-05-01,67.826,779.0,1916.0
2016-06-01,85.961,987.0,2439.0
2016-07-01,91.739,1053.0,2600.0
2016-08-01,88.938,1021.0,2519.0
2016-09-01,77.391,889.0,2198.0
2016-10-01,85.62,983.0,2425.0
2016-11-01,81.328,934.0,2305.0
2016-12-01,87.112,1000.0,2466.0
2017-01-01,8.0,91.0,2680.0
2017-03-01,1050.0,11942.0,29480.0
2017-04-01,750.0,8530.0,25155.0
2017-05-01,800.0,9383.0,21930.0
2017-06-01,825.0,9724.0,21608.0
2017-07-01,691.0,7859.0,19995.0
2017-08-01,640.0,7279.0,19092.0
2017-09-01,0.0,0.0,19479.0
2017-10-01,775.0,8814.0,20963.0
2017-11-01,451.0,5129.0,18383.0
2017-12-01,0.0,0.0,5289.0
2018-01-01,300.0,3412.0,6128.0
2018-02-01,301.0,3423.0,5805.0
2018-03-01,300.0,3526.0,5888.0
2018-04-01,290.0,3321.0,5676.0
2018-05-01,217.0,2502.0,4838.0
2018-06-01,181.0,2115.0,3741.0
2018-07-01,156.0,1820.0,3354.0
2018-08-01,161.0,1877.0,3212.0
2018-09-01,150.0,1763.0,3161.0
2018-10-01,182.0,2138.0,3625.0
2018-11-01,96.0,1149.0,2916.0
2018-12-01,91.0,1080.0,3161.0
2019-01-01,0.0,0.0,2637.0
2019-02-01,0.0,0.0,2496.0
2019-03-01,0.0,0.0,2419.0
2019-04-01,0.0,0.0,2022.0
2019-05-01,0.0,0.0,2061.0
2019-06-01,0.0,0.0,1222.0
2019-07-01,0.0,0.0,1298.0
2019-08-01,0.0,0.0,1210.0
2019-09-01,0.0,0.0,1273.0
2019-10-01,0.0,0.0,1525.0
2019-11-01,0.0,0.0,1672.0
2019-12-01,0.0,0.0,1649.0
