measured_on,Geothermal Generation,Geothermal Quantity Consumed For Electricity,Geothermal Total Fuel Consumed
2018-10-01,14112.161,128477.0,128477.0
2018-11-01,14633.522,133224.0,133224.0
2018-12-01,15519.617,141291.0,141291.0
2019-01-01,16428.901,146299.0,146299.0
2019-02-01,15278.342,136054.0,136054.0
2019-03-01,16851.147,150059.0,150059.0
2019-04-01,15407.869,137207.0,137207.0
2019-05-01,16364.899,145729.0,145729.0
2019-06-01,16042.94,142862.0,142862.0
2019-07-01,16634.235,148128.0,148128.0
2019-08-01,16847.062,150023.0,150023.0
2019-09-01,16509.469,147017.0,147017.0
2019-10-01,13161.906,117207.0,117207.0
2019-11-01,11527.661,102654.0,102654.0
2019-12-01,14401.569,128246.0,128246.0
2020-01-01,12690.179,111255.0,111255.0
2020-02-01,13910.036,121949.0,121949.0
2020-03-01,17648.685,154726.0,154726.0
2020-04-01,16959.444,148683.0,148683.0
2020-05-01,16802.084,147304.0,147304.0
2020-06-01,15649.41,137198.0,137198.0
2020-07-01,16913.607,148282.0,148282.0
2020-08-01,16971.394,148788.0,148788.0
2020-09-01,15929.932,139658.0,139658.0
2020-10-01,15302.041,134153.0,134153.0
2020-11-01,16837.882,147618.0,147618.0
2020-12-01,16486.306,144535.0,144535.0
2021-01-01,14869.891,131509.0,131509.0
2021-02-01,14737.553,130339.0,130339.0
2021-03-01,14696.377,129975.0,129975.0
2021-04-01,14750.528,130454.0,130454.0
2021-05-01,14872.164,131529.0,131529.0
2021-06-01,14825.458,131116.0,131116.0
2021-07-01,16086.086,142265.0,142265.0
2021-08-01,15845.422,140137.0,140137.0
2021-09-01,15697.524,138829.0,138829.0
2021-10-01,14769.368,130620.0,130620.0
2021-11-01,15317.366,135467.0,135467.0
2021-12-01,16373.263,144805.0,144805.0
2022-01-01,15965.698,54475.0,54475.0
2022-02-01,13224.588,45122.0,45122.0
2022-03-01,14470.15,49372.0,49372.0
2022-04-01,14918.307,50901.0,50901.0
2022-05-01,15167.892,51753.0,51753.0
2022-06-01,14561.067,49682.0,49682.0
2022-07-01,15350.057,52374.0,52374.0
2022-08-01,15195.81,51848.0,51848.0
2022-09-01,14679.454,50086.0,50086.0
2022-10-01,14971.543,51083.0,51083.0
2022-11-01,14676.57,50076.0,50076.0
2022-12-01,15664.864,53449.0,53449.0
2023-01-01,19540.0,66670.0,66670.0
2023-02-01,17563.0,59925.0,59925.0
2023-03-01,18915.0,64538.0,64538.0
2023-04-01,16281.0,55551.0,55551.0
2023-05-01,9760.0,33301.0,33301.0
2023-06-01,9704.0,33110.0,33110.0
2023-07-01,8652.0,29521.0,29521.0
2023-08-01,9964.0,33997.0,33997.0
2023-09-01,12491.0,42619.0,42619.0
2023-10-01,15933.0,54363.0,54363.0
2023-11-01,17758.0,60590.0,60590.0
2023-12-01,19430.0,66295.0,66295.0
2024-01-01,19563.0,66749.0,66749.0
2024-02-01,17326.0,59116.0,59116.0
2024-03-01,16872.0,57567.0,57567.0
2024-04-01,15629.0,53326.0,53326.0
2024-05-01,14229.0,48549.0,48549.0
2024-06-01,10411.0,35522.0,35522.0
2024-07-01,6978.0,23809.0,23809.0
2024-08-01,8884.0,30312.0,30312.0
2024-09-01,8004.0,27310.0,27310.0
2024-10-01,15165.0,51743.0,51743.0
2024-11-01,16909.0,57694.0,57694.0
2024-12-01,18903.0,64497.0,64497.0
