measured_on,Geothermal Generation,Geothermal Quantity Consumed For Electricity,Geothermal Total Fuel Consumed
2012-12-01,16241.0,154549.0,154549.0
2013-01-01,19125.0,182472.0,182472.0
2013-02-01,15843.0,151158.0,151158.0
2013-03-01,14238.0,135845.0,135845.0
2013-04-01,12003.0,114521.0,114521.0
2013-05-01,10620.0,101325.0,101325.0
2013-06-01,9681.0,92366.0,92366.0
2013-07-01,10941.0,104388.0,104388.0
2013-08-01,9009.0,85955.0,85955.0
2013-09-01,9639.0,91966.0,91966.0
2013-10-01,15372.0,146664.0,146664.0
2013-11-01,18165.0,173312.0,173312.0
2013-12-01,20013.0,190944.0,190944.0
2014-01-01,20076.0,190923.0,190923.0
2014-02-01,17724.0,168555.0,168555.0
2014-03-01,18333.0,174347.0,174347.0
2014-04-01,16191.0,153976.0,153976.0
2014-05-01,11960.0,113740.0,113740.0
2014-06-01,12474.0,118628.0,118628.0
2014-07-01,8463.0,80483.0,80483.0
2014-08-01,10857.0,103250.0,103250.0
2014-09-01,12936.0,123021.0,123021.0
2014-10-01,16443.0,156373.0,156373.0
2014-11-01,18711.0,177942.0,177942.0
2014-12-01,19299.0,183533.0,183533.0
2015-01-01,19027.0,177313.0,177313.0
2015-02-01,16968.0,158125.0,158125.0
2015-03-01,17724.0,165170.0,165170.0
2015-04-01,16149.0,150493.0,150493.0
2015-05-01,11445.0,106656.0,106656.0
2015-06-01,9639.0,89826.0,89826.0
2015-07-01,10080.0,93936.0,93936.0
2015-08-01,10059.0,93740.0,93740.0
2015-09-01,13356.0,124465.0,124465.0
2015-10-01,15162.0,141295.0,141295.0
2015-11-01,18186.0,169475.0,169475.0
2015-12-01,19299.0,179847.0,179847.0
2016-01-01,18900.0,174485.0,174485.0
2016-02-01,17682.0,163240.0,163240.0
2016-03-01,17094.0,157812.0,157812.0
2016-04-01,14511.0,133966.0,133966.0
2016-05-01,13776.0,127180.0,127180.0
2016-06-01,10794.0,99650.0,99650.0
2016-07-01,9702.0,89569.0,89569.0
2016-08-01,8505.0,78518.0,78518.0
2016-09-01,11571.0,106823.0,106823.0
2016-10-01,17304.0,159751.0,159751.0
2016-11-01,18480.0,170607.0,170607.0
2016-12-01,21252.0,196198.0,196198.0
2017-01-01,15338.572,141314.0,141314.0
2017-02-01,13428.148,123714.0,123714.0
2017-03-01,15020.932,138388.0,138388.0
2017-04-01,14561.47,134155.0,134155.0
2017-05-01,14127.263,130154.0,130154.0
2017-06-01,14062.034,129554.0,129554.0
2017-07-01,14911.649,137381.0,137381.0
2017-08-01,14820.773,136544.0,136544.0
2017-09-01,14564.349,134181.0,134181.0
2017-10-01,13089.963,120598.0,120598.0
2017-11-01,14177.749,130620.0,130620.0
2017-12-01,14711.098,135533.0,135533.0
2018-01-01,14751.654,134299.0,134299.0
2018-02-01,14048.259,127895.0,127895.0
2018-03-01,15001.51,136574.0,136574.0
2018-04-01,13034.645,118667.0,118667.0
2018-05-01,15338.024,139637.0,139637.0
2018-06-01,14646.802,133344.0,133344.0
2018-07-01,15256.768,138898.0,138898.0
2018-08-01,15175.644,138159.0,138159.0
2018-09-01,14716.394,133978.0,133978.0
