measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2003-01-01,0.0,0.0,0.0,93.0,1043.0,1043.0
2003-02-01,84.0,1613.0,1613.0,4.0,46.0,46.0
2003-03-01,764.0,14022.0,14022.0,879.0,8818.0,8818.0
2003-04-01,,,,112.0,1154.0,1154.0
2003-05-01,1328.0,26736.0,26736.0,1907.0,19836.0,19836.0
2003-06-01,1471.0,26477.0,26477.0,816.0,8259.0,8259.0
2003-07-01,2991.0,54418.0,54418.0,720.0,7310.0,7310.0
2003-08-01,3448.0,60124.0,60124.0,430.0,4543.0,4543.0
2003-09-01,1693.0,30278.0,30278.0,33.0,416.0,416.0
2003-10-01,369.0,7410.0,7410.0,177.0,1761.0,1761.0
2003-11-01,,,,5.0,57.0,57.0
2003-12-01,265.0,5330.0,5330.0,97.0,929.0,929.0
2004-01-01,20.0,371.0,371.0,12.0,114.0,114.0
2004-02-01,0.0,0.0,0.0,6.0,86.0,86.0
2004-03-01,127.0,2747.0,2747.0,0.0,0.0,0.0
2004-04-01,3.0,371.0,371.0,26.0,279.0,279.0
2004-05-01,698.0,12973.0,12973.0,163.0,1607.0,1607.0
2004-06-01,2763.0,49687.0,49687.0,2570.0,25986.0,25986.0
2004-07-01,1105.0,19533.0,19533.0,3812.0,38526.0,38526.0
2004-08-01,2080.0,37559.0,37559.0,23.0,268.0,268.0
2004-09-01,480.0,7912.0,7912.0,160.0,1984.0,1984.0
2004-10-01,179.0,3363.0,3363.0,16.0,211.0,211.0
2004-11-01,57.0,1180.0,1180.0,51.0,519.0,519.0
2004-12-01,0.0,0.0,0.0,7.0,80.0,80.0
2005-01-01,0.0,0.0,0.0,14.0,250.36,250.36
2005-02-01,0.0,0.0,0.0,5.0,62.59,62.59
2005-03-01,210.0,3978.6,3978.6,7.0,142.25,142.25
2005-04-01,273.0,4833.6,4833.6,21.0,295.88,295.88
2005-05-01,1188.0,21078.6,21078.6,80.0,883.5,883.5
2005-06-01,3221.0,52069.5,52069.5,183.0,1846.8,1846.8
2005-07-01,3857.0,62027.4,62027.4,374.0,4503.0,4503.0
2005-08-01,1305.0,23510.19,23510.19,430.0,4967.91,4967.91
2005-09-01,0.0,0.0,0.0,537.0,6469.5,6469.5
2005-10-01,410.0,7072.67,7072.67,294.0,3021.0,3021.0
2005-11-01,203.0,3707.2,3707.2,69.0,712.5,712.5
2005-12-01,13.0,391.92,391.92,8.0,68.28,68.28
2006-01-01,308.0,4524.0,4524.0,41.0,473.0,473.0
2006-02-01,282.0,5133.0,5133.0,233.0,2348.0,2348.0
2006-03-01,112.0,1917.0,1917.0,470.0,4805.0,4805.0
2006-04-01,477.0,8826.0,8826.0,2189.0,22772.0,22772.0
2006-05-01,77.0,1553.0,1553.0,514.0,5342.0,5342.0
2006-06-01,1064.0,18935.0,18935.0,2433.0,24899.0,24899.0
2006-07-01,1254.0,23024.0,23024.0,3201.0,33022.0,33022.0
2006-08-01,1853.0,29979.0,29979.0,569.0,5986.0,5986.0
2006-09-01,264.0,5718.0,5718.0,1455.0,15210.0,15210.0
2006-10-01,495.0,5143.0,5143.0,121.0,1252.0,1252.0
2006-11-01,20.0,393.0,393.0,0.0,17.0,17.0
2006-12-01,50.0,729.0,729.0,28.0,309.0,309.0
2007-01-01,230.0,4074.0,4074.0,1623.0,16731.0,16731.0
2007-02-01,164.0,2844.0,2844.0,130.0,1358.0,1358.0
2007-03-01,54.0,1079.0,1079.0,63.0,675.0,675.0
2007-04-01,24.0,696.0,696.0,139.0,1432.0,1432.0
2007-05-01,446.0,6981.0,6981.0,520.0,5289.0,5289.0
2007-06-01,482.0,8948.0,8948.0,1881.0,18958.0,18958.0
2007-07-01,3611.0,58692.0,58692.0,3867.0,39089.0,39089.0
2007-08-01,3213.0,50757.0,50757.0,1549.0,15991.0,15991.0
2007-09-01,634.0,11479.0,11479.0,257.0,2708.0,2708.0
2007-10-01,264.0,3212.0,3212.0,385.0,3818.0,3818.0
2007-11-01,74.0,1063.0,1063.0,12.0,189.0,189.0
2007-12-01,0.0,63.0,63.0,98.0,883.0,883.0
2008-01-01,149.764,2906.0,2906.0,243.16500000000002,2472.0,2472.0
2008-02-01,132.026,2564.0,2564.0,214.363,2170.0,2170.0
2008-03-01,146.983,2855.0,2855.0,238.64700000000002,2415.0,2415.0
2008-04-01,291.295,5659.0,5659.0,472.959,4791.0,4791.0
2008-05-01,296.266,5756.0,5756.0,481.029,4871.0,4871.0
2008-06-01,418.57800000000003,8137.0,8137.0,679.621,6881.0,6881.0
2008-07-01,267.547,5202.0,5202.0,434.40000000000003,4397.0,4397.0
2008-08-01,332.264,6458.0,6458.0,539.477,5464.0,5464.0
2008-09-01,413.865,8045.0,8045.0,671.9680000000001,6806.0,6806.0
2008-10-01,195.64100000000002,3803.0,3803.0,317.65000000000003,3215.0,3215.0
2008-11-01,117.18,2278.0,2278.0,190.258,1924.0,1924.0
2008-12-01,89.59100000000001,1742.0,1742.0,145.463,1473.0,1473.0
2009-01-01,237.98600000000002,3592.0,3592.0,310.111,3249.0,3249.0
2009-02-01,280.545,4243.0,4243.0,365.565,3826.0,3826.0
2009-03-01,186.573,2821.0,2821.0,243.115,2541.0,2541.0
2009-04-01,287.046,4340.0,4340.0,374.03700000000003,3911.0,3911.0
2009-05-01,438.297,6624.0,6624.0,571.125,5973.0,5973.0
2009-06-01,495.261,7486.0,7486.0,645.352,6749.0,6749.0
2009-07-01,448.673,6783.0,6783.0,584.645,6115.0,6115.0
2009-08-01,493.79900000000004,7463.0,7463.0,643.447,6732.0,6732.0
2009-09-01,349.122,5276.0,5276.0,454.92400000000004,4756.0,4756.0
2009-10-01,391.478,5916.0,5916.0,510.117,5339.0,5339.0
2009-11-01,118.598,1793.0,1793.0,154.53900000000002,1616.0,1616.0
2009-12-01,37.622,571.0,571.0,49.023,514.0,514.0
2010-01-01,1371.9350000000002,22324.0,22324.0,807.238,8432.0,8432.0
2010-02-01,69.779,1136.0,1136.0,41.057,430.0,430.0
2010-03-01,201.639,3283.0,3283.0,118.643,1236.0,1236.0
2010-04-01,193.092,3142.0,3142.0,113.614,1189.0,1189.0
2010-05-01,502.711,8185.0,8185.0,295.79200000000003,3089.0,3089.0
2010-06-01,1058.0510000000002,17222.0,17222.0,622.5500000000001,6496.0,6496.0
2010-07-01,742.966,12092.0,12092.0,437.15700000000004,4560.0,4560.0
2010-08-01,750.302,12209.0,12209.0,441.473,4607.0,4607.0
2010-09-01,337.12600000000003,5490.0,5490.0,198.363,2071.0,2071.0
2010-10-01,110.101,1795.0,1795.0,64.783,677.0,677.0
2010-11-01,35.816,583.0,583.0,21.074,218.0,218.0
2010-12-01,571.482,9303.0,9303.0,336.25600000000003,3507.0,3507.0
2011-01-01,301.085,4590.0,4590.0,306.945,3036.0,3036.0
2011-02-01,74.051,1130.0,1130.0,75.492,747.0,747.0
2011-03-01,275.535,4207.0,4207.0,280.897,2771.0,2771.0
2011-04-01,719.919,10991.0,10991.0,733.93,7237.0,7237.0
2011-05-01,362.936,5543.0,5543.0,369.999,3648.0,3648.0
2011-06-01,223.024,3407.0,3407.0,227.364,2242.0,2242.0
2011-07-01,187.882,2866.0,2866.0,191.538,1889.0,1889.0
2011-08-01,136.972,2089.0,2089.0,139.637,1377.0,1377.0
2011-09-01,141.77,2165.0,2165.0,144.53,1424.0,1424.0
2011-10-01,94.17,1436.0,1436.0,96.003,947.0,947.0
2011-11-01,103.547,1583.0,1583.0,105.562,1041.0,1041.0
2011-12-01,51.109,783.0,783.0,52.103,512.0,512.0
2012-01-01,63.601,936.0,936.0,20.357,200.0,200.0
2012-02-01,28.065,412.0,412.0,8.983,88.0,88.0
2012-03-01,58.185,853.0,853.0,18.623,182.0,182.0
2012-04-01,77.457,1136.0,1136.0,24.792,241.0,241.0
2012-05-01,108.056,1583.0,1583.0,34.586,335.0,335.0
2012-06-01,216.192,3171.0,3171.0,69.197,671.0,671.0
2012-07-01,201.629,2954.0,2954.0,64.536,624.0,624.0
2012-08-01,162.097,2377.0,2377.0,51.883,506.0,506.0
2012-09-01,61.092,894.0,894.0,19.554,188.0,188.0
2012-10-01,80.285,1177.0,1177.0,25.697,247.0,247.0
2012-11-01,20.734,306.0,306.0,6.636,65.0,65.0
2012-12-01,28.607,418.0,418.0,9.156,88.0,88.0
2013-01-01,72.022,1106.0,1106.0,6.355,131.0,131.0
2013-02-01,97.716,1492.0,1492.0,8.62,184.0,184.0
2013-03-01,204.094,3115.0,3115.0,18.005,380.0,380.0
2013-04-01,240.098,3662.0,3662.0,21.181,452.0,452.0
2013-05-01,148.297,2259.0,2259.0,13.082,279.0,279.0
2013-06-01,97.965,1492.0,1492.0,8.642,184.0,184.0
2013-07-01,147.912,2253.0,2253.0,13.048,279.0,279.0
2013-08-01,249.208,3798.0,3798.0,21.984,470.0,470.0
2013-09-01,41.765,636.0,636.0,3.684,77.0,77.0
2013-10-01,53.103,808.0,808.0,4.685,101.0,101.0
2013-11-01,106.388,1623.0,1623.0,9.385,202.0,202.0
2013-12-01,162.432,2479.0,2479.0,14.329,303.0,303.0
2014-01-01,156.96,2443.0,2443.0,17.986,183.0,183.0
2014-02-01,89.775,1407.0,1407.0,10.288,105.0,105.0
2014-03-01,278.669,4366.0,4366.0,31.934,332.0,332.0
2014-04-01,740.853,11601.0,11601.0,84.898,881.0,881.0
2014-05-01,296.303,4637.0,4637.0,33.955,355.0,355.0
2014-06-01,251.461,3939.0,3939.0,28.816,299.0,299.0
2014-07-01,235.268,3684.0,3684.0,26.96,277.0,277.0
2014-08-01,210.034,3291.0,3291.0,24.069,249.0,249.0
2014-09-01,53.467,837.0,837.0,6.127,61.0,61.0
2014-10-01,134.438,2105.0,2105.0,15.406,161.0,161.0
2014-11-01,207.622,3252.0,3252.0,23.792,249.0,249.0
2014-12-01,120.15,1884.0,1884.0,13.769,144.0,144.0
2015-01-01,428.08,2294.0,2294.0,168.197,869.0,869.0
2015-02-01,225.033,1205.0,1205.0,88.418,462.0,462.0
2015-03-01,119.154,638.0,638.0,46.817,248.0,248.0
2015-04-01,215.348,1150.0,1150.0,84.613,446.0,446.0
2015-05-01,132.996,710.0,710.0,52.256,275.0,275.0
2015-06-01,336.744,1804.0,1804.0,132.311,693.0,693.0
2015-07-01,127.954,682.0,682.0,50.275,264.0,264.0
2015-08-01,130.505,699.0,699.0,51.277,270.0,270.0
2015-09-01,159.212,853.0,853.0,62.557,330.0,330.0
2015-10-01,162.937,869.0,869.0,64.02,336.0,336.0
2015-11-01,469.618,2514.0,2514.0,184.518,968.0,968.0
2015-12-01,88.419,473.0,473.0,34.741,182.0,182.0
2016-01-01,51.275,646.0,646.0,10.946,109.0,109.0
2016-02-01,20.189,252.0,252.0,4.309,40.0,40.0
2016-03-01,44.128,555.0,555.0,9.419,86.0,86.0
2016-04-01,54.995,687.0,687.0,11.738,109.0,109.0
2016-05-01,29.324,366.0,366.0,6.259,57.0,57.0
2016-06-01,100.107,1253.0,1253.0,21.367,200.0,200.0
2016-07-01,303.437,3804.0,3804.0,64.766,606.0,606.0
2016-08-01,224.318,2809.0,2809.0,47.879,446.0,446.0
2016-09-01,29.977,378.0,378.0,6.398,57.0,57.0
2016-10-01,82.029,1030.0,1030.0,17.508,166.0,166.0
2016-11-01,104.904,1316.0,1316.0,22.391,212.0,212.0
2016-12-01,56.317,704.0,704.0,12.02,114.0,114.0
2017-01-01,78.844,1099.0,1099.0,17.964,154.0,154.0
2017-02-01,155.038,2174.0,2174.0,35.323,303.0,303.0
2017-03-01,240.765,3376.0,3376.0,54.855,469.0,469.0
2017-04-01,146.818,2060.0,2060.0,33.45,286.0,286.0
2017-05-01,89.652,1259.0,1259.0,20.426,172.0,172.0
2017-06-01,62.189,870.0,870.0,14.169,120.0,120.0
2017-07-01,54.203,761.0,761.0,12.35,103.0,103.0
2017-08-01,64.552,904.0,904.0,14.707,126.0,126.0
2017-09-01,62.544,875.0,875.0,14.25,120.0,120.0
2017-10-01,36.772,515.0,515.0,8.378,69.0,69.0
2017-11-01,65.971,927.0,927.0,15.031,126.0,126.0
2017-12-01,70.652,990.0,990.0,16.097,137.0,137.0
2018-01-01,401.17,5624.0,5624.0,32.183,412.0,412.0
2018-02-01,44.154,621.0,621.0,3.542,46.0,46.0
2018-03-01,89.632,1254.0,1254.0,7.19,93.0,93.0
2018-04-01,124.839,1753.0,1753.0,10.015,128.0,128.0
2018-05-01,177.734,2490.0,2490.0,14.258,186.0,186.0
2018-06-01,174.302,2443.0,2443.0,13.983,180.0,180.0
2018-07-01,93.818,1318.0,1318.0,7.526,99.0,99.0
2018-08-01,204.677,2867.0,2867.0,16.42,215.0,215.0
2018-09-01,307.506,4312.0,4312.0,24.669,319.0,319.0
2018-10-01,147.03,2060.0,2060.0,11.795,151.0,151.0
2018-11-01,60.508,847.0,847.0,4.854,64.0,64.0
2018-12-01,156.63,2194.0,2194.0,12.565,163.0,163.0
2019-01-01,65.111,871.0,871.0,6.277,139.0,139.0
2019-02-01,101.024,1364.0,1364.0,9.741,209.0,209.0
2019-03-01,250.088,3372.0,3372.0,24.115,511.0,511.0
2019-04-01,174.2,2351.0,2351.0,16.797,360.0,360.0
2019-05-01,150.907,2037.0,2037.0,14.551,308.0,308.0
2019-06-01,182.285,2455.0,2455.0,17.577,371.0,371.0
2019-07-01,424.519,5723.0,5723.0,40.934,871.0,871.0
2019-08-01,413.352,5572.0,5572.0,39.857,847.0,847.0
2019-09-01,128.386,1730.0,1730.0,12.38,261.0,261.0
2019-10-01,289.757,3906.0,3906.0,27.94,592.0,592.0
2019-11-01,111.78,1509.0,1509.0,10.778,232.0,232.0
2019-12-01,197.591,2664.0,2664.0,19.053,406.0,406.0
2020-01-01,405.287,5206.0,5206.0,21.401,447.0,447.0
2020-02-01,313.989,4028.0,4028.0,16.58,348.0,348.0
2020-03-01,169.142,2171.0,2171.0,8.931,186.0,186.0
2020-04-01,170.208,2182.0,2182.0,8.987,186.0,186.0
2020-05-01,296.766,3807.0,3807.0,15.67,331.0,331.0
