measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2020-06-01,317.025,4069.0,4069.0,16.74,348.0,348.0
2020-07-01,271.705,3488.0,3488.0,14.347,302.0,302.0
2020-08-01,231.719,2972.0,2972.0,12.235,255.0,255.0
2020-09-01,212.543,2728.0,2728.0,11.223,238.0,238.0
2020-10-01,282.181,3622.0,3622.0,14.9,313.0,313.0
2020-11-01,142.413,1828.0,1828.0,7.52,157.0,157.0
2020-12-01,255.022,3273.0,3273.0,13.466,284.0,284.0
2021-01-01,245.916,3244.0,3244.0,32.956,360.0,360.0
2021-02-01,603.114,7957.0,7957.0,80.828,905.0,905.0
2021-03-01,215.504,2844.0,2844.0,28.881,325.0,325.0
2021-04-01,224.197,2954.0,2954.0,30.046,337.0,337.0
2021-05-01,263.161,3471.0,3471.0,35.268,395.0,395.0
2021-06-01,335.339,4423.0,4423.0,44.941,505.0,505.0
2021-07-01,177.12,2339.0,2339.0,23.737,267.0,267.0
2021-08-01,214.223,2827.0,2827.0,28.71,319.0,319.0
2021-09-01,166.328,2194.0,2194.0,22.291,250.0,250.0
2021-10-01,298.943,3941.0,3941.0,40.064,447.0,447.0
2021-11-01,99.642,1312.0,1312.0,13.354,151.0,151.0
2021-12-01,275.513,3633.0,3633.0,36.924,412.0,412.0
2022-01-01,389.398,5495.0,5495.0,21.431,205.0,205.0
2022-02-01,267.419,3779.0,3779.0,14.718,148.0,148.0
2022-03-01,2235.352,31589.0,31589.0,123.032,1226.0,1226.0
2022-04-01,362.065,5119.0,5119.0,19.928,200.0,200.0
2022-05-01,250.385,3540.0,3540.0,13.781,137.0,137.0
2022-06-01,303.142,4286.0,4286.0,16.685,165.0,165.0
2022-07-01,325.06,4594.0,4594.0,17.891,177.0,177.0
2022-08-01,361.68,5113.0,5113.0,19.907,200.0,200.0
2022-09-01,474.637,6709.0,6709.0,26.124,262.0,262.0
2022-10-01,337.072,4765.0,4765.0,18.552,182.0,182.0
2022-11-01,369.861,5227.0,5227.0,20.357,205.0,205.0
2022-12-01,1100.929,15555.0,15555.0,60.594,604.0,604.0
2023-01-01,133.955,1989.0,1989.0,100.978,1003.0,1003.0
2023-02-01,123.987,1841.0,1841.0,93.465,923.0,923.0
2023-03-01,136.018,2024.0,2024.0,102.534,1015.0,1015.0
2023-04-01,177.648,2639.0,2639.0,133.916,1322.0,1322.0
2023-05-01,188.533,2804.0,2804.0,142.121,1408.0,1408.0
2023-06-01,138.889,2063.0,2063.0,104.699,1037.0,1037.0
2023-07-01,149.418,2223.0,2223.0,112.636,1117.0,1117.0
2023-08-01,239.268,3557.0,3557.0,180.367,1784.0,1784.0
2023-09-01,101.157,1505.0,1505.0,76.255,752.0,752.0
2023-10-01,114.507,1704.0,1704.0,86.319,855.0,855.0
2023-11-01,104.232,1550.0,1550.0,78.573,775.0,775.0
2023-12-01,90.388,1345.0,1345.0,68.137,673.0,673.0
2024-01-01,168.972,2186.0,2186.0,55.499,844.0,844.0
2024-02-01,147.832,1916.0,1916.0,48.555,744.0,744.0
2024-03-01,136.734,1770.0,1770.0,44.91,686.0,686.0
2024-04-01,915.426,11867.0,11867.0,300.669,4594.0,4594.0
2024-05-01,239.973,3112.0,3112.0,78.818,1207.0,1207.0
2024-06-01,107.223,1389.0,1389.0,35.217,539.0,539.0
2024-07-01,114.26,1483.0,1483.0,37.528,574.0,574.0
2024-08-01,202.068,2619.0,2619.0,66.369,1014.0,1014.0
2024-09-01,160.651,2080.0,2080.0,52.765,809.0,809.0
2024-10-01,123.823,1606.0,1606.0,40.669,621.0,621.0
2024-11-01,94.74,1231.0,1231.0,31.117,475.0,475.0
2024-12-01,112.298,1453.0,1453.0,36.884,563.0,563.0
