measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed
2003-01-01,71.0,941.0,941.0,4282.0,56470.0,56470.0
2003-02-01,820.0,10528.0,10528.0,8346.0,106860.0,106860.0
2003-03-01,0.0,0.0,0.0,1367.0,17453.0,17453.0
2003-04-01,0.0,0.0,0.0,2895.0,35510.0,35510.0
2003-05-01,0.0,0.0,0.0,188.0,2650.0,2650.0
2003-06-01,0.0,0.0,0.0,188.0,1711.0,1711.0
2003-07-01,0.0,0.0,0.0,1790.0,24057.0,24057.0
2003-08-01,0.0,0.0,0.0,7611.0,84410.0,84410.0
2003-09-01,13.0,171.0,171.0,1837.0,23965.0,23965.0
2003-10-01,0.0,0.0,0.0,11867.0,154090.0,154090.0
2003-11-01,0.0,0.0,0.0,1998.0,25674.0,25674.0
2003-12-01,0.0,0.0,0.0,9910.0,123530.0,123530.0
2004-01-01,0.0,0.0,0.0,3833.947,50055.0,50055.0
2004-02-01,0.0,0.0,0.0,1592.953,20797.0,20797.0
2004-03-01,0.0,0.0,0.0,3106.226,40554.0,40554.0
2004-04-01,0.0,0.0,0.0,1162.598,15179.0,15179.0
2004-05-01,0.0,0.0,0.0,1938.692,25311.0,25311.0
2004-06-01,0.0,0.0,0.0,1857.235,24248.0,24248.0
2004-07-01,0.0,0.0,0.0,2974.2490000000003,38831.0,38831.0
2004-08-01,0.0,0.0,0.0,796.143,10394.0,10394.0
2004-09-01,0.0,0.0,0.0,1438.818,18785.0,18785.0
2004-10-01,0.0,0.0,0.0,285.81800000000004,3732.0,3732.0
2004-11-01,0.0,0.0,0.0,868.1310000000001,11334.0,11334.0
2004-12-01,0.0,0.0,0.0,1141.19,14899.0,14899.0
2005-01-01,22.666,291.15,291.15,5812.337,74038.1,74038.1
2005-02-01,7.787000000000001,100.03,100.03,4649.907,59230.96,59230.96
2005-03-01,8.631,110.87,110.87,6452.608,82193.93,82193.93
2005-04-01,10.455,134.3,134.3,6125.177000000001,78023.09,78023.09
2005-05-01,9.71,124.73,124.73,5857.126,74608.63,74608.63
2005-06-01,12.603,161.88,161.88,11056.578,140839.75,140839.75
2005-07-01,12.828000000000001,164.78,164.78,14555.463,185408.88,185408.88
2005-08-01,15.07,193.58,193.58,14459.401,184185.23,184185.23
2005-09-01,9.865,126.72,126.72,8754.239,111512.33,111512.33
2005-10-01,10.955,140.72,140.72,6207.275000000001,79068.87,79068.87
2005-11-01,8.807,113.13,113.13,5440.183,69297.57,69297.57
2005-12-01,18.622,239.21,239.21,6800.706,86628.04,86628.04
2006-01-01,0.11800000000000001,1.0,1.0,857.849,9658.0,9658.0
2006-02-01,0.061000000000000006,0.0,0.0,969.72,10917.0,10917.0
2006-03-01,0.052000000000000005,0.0,0.0,1277.8590000000002,14386.0,14386.0
2006-04-01,0.099,1.0,1.0,1057.473,11905.0,11905.0
2006-05-01,0.092,1.0,1.0,1392.962,15682.0,15682.0
2006-06-01,0.084,0.0,0.0,1794.294,20200.0,20200.0
2006-07-01,0.12200000000000001,1.0,1.0,3210.827,36147.0,36147.0
2006-08-01,0.11800000000000001,1.0,1.0,2853.103,32120.0,32120.0
2006-09-01,0.054,0.0,0.0,1678.2530000000002,18893.0,18893.0
2006-10-01,0.057,0.0,0.0,1817.881,20465.0,20465.0
2006-11-01,0.068,0.0,0.0,1222.146,13759.0,13759.0
2006-12-01,0.075,0.0,0.0,1240.632,13967.0,13967.0
2007-01-01,0.0,0.0,0.0,3419.668,43850.0,43850.0
2007-02-01,0.0,0.0,0.0,5117.0,65614.0,65614.0
2007-03-01,0.0,0.0,0.0,3855.518,49438.0,49438.0
2007-04-01,0.0,0.0,0.0,3094.7850000000003,39683.0,39683.0
2007-05-01,0.0,0.0,0.0,2631.89,33748.0,33748.0
2007-06-01,0.0,0.0,0.0,3674.471,47117.0,47117.0
2007-07-01,0.0,0.0,0.0,4091.99,52471.0,52471.0
2007-08-01,0.0,0.0,0.0,5928.9890000000005,76026.0,76026.0
2007-09-01,0.0,0.0,0.0,2290.496,29371.0,29371.0
2007-10-01,0.0,0.0,0.0,3355.1,43022.0,43022.0
2007-11-01,0.0,0.0,0.0,2170.728,27835.0,27835.0
2007-12-01,0.0,0.0,0.0,2940.366,37703.0,37703.0
2008-01-01,5.276000000000001,68.0,68.0,3439.8830000000003,44487.0,44487.0
2008-02-01,5.135000000000001,68.0,68.0,3802.286,49175.0,49175.0
2008-03-01,3.101,40.0,40.0,3617.1530000000002,46780.0,46780.0
2008-04-01,3.3000000000000003,40.0,40.0,1745.419,22573.0,22573.0
2008-05-01,1.818,23.0,23.0,1132.637,14648.0,14648.0
2008-06-01,5.659000000000001,74.0,74.0,1958.623,25331.0,25331.0
2008-07-01,3.027,40.0,40.0,3793.436,49060.0,49060.0
2008-08-01,1.5010000000000001,17.0,17.0,3266.2630000000004,42242.0,42242.0
2008-09-01,2.124,29.0,29.0,1984.0800000000002,25660.0,25660.0
2008-10-01,0.9490000000000001,11.0,11.0,3436.7290000000003,44447.0,44447.0
2008-11-01,1.325,17.0,17.0,1355.864,17535.0,17535.0
2008-12-01,3.8070000000000004,51.0,51.0,2221.605,28731.0,28731.0
2009-01-01,0.0,0.0,0.0,-896.317,337.0,337.0
2009-02-01,0.0,0.0,0.0,-680.7040000000001,257.0,257.0
2009-03-01,0.0,0.0,0.0,-660.546,249.0,249.0
2009-04-01,0.0,0.0,0.0,-811.856,306.0,306.0
2009-05-01,0.0,0.0,0.0,-420.822,159.0,159.0
2009-06-01,0.0,0.0,0.0,-731.114,276.0,276.0
2009-07-01,0.0,0.0,0.0,-384.37100000000004,145.0,145.0
2009-08-01,0.0,0.0,0.0,-817.792,308.0,308.0
2009-09-01,0.0,0.0,0.0,-715.085,270.0,270.0
2009-10-01,0.0,0.0,0.0,-537.953,203.0,203.0
2009-11-01,0.0,0.0,0.0,-524.1990000000001,198.0,198.0
2009-12-01,0.0,0.0,0.0,-701.241,264.0,264.0
2010-01-01,68.912,1167.0,1167.0,301.25,5088.0,5088.0
2010-02-01,44.212,747.0,747.0,257.833,4356.0,4356.0
2010-03-01,26.748,449.0,449.0,182.667,3085.0,3085.0
2010-04-01,23.902,403.0,403.0,92.34,1560.0,1560.0
2010-05-01,29.341,496.0,496.0,155.937,2634.0,2634.0
2010-06-01,21.055,356.0,356.0,240.877,4069.0,4069.0
2010-07-01,31.853,537.0,537.0,429.286,7252.0,7252.0
2010-08-01,89.068,1505.0,1505.0,428.29400000000004,7235.0,7235.0
2010-09-01,78.393,1325.0,1325.0,125.80900000000001,2126.0,2126.0
2010-10-01,39.606,671.0,671.0,99.387,1679.0,1679.0
2010-11-01,24.55,414.0,414.0,80.736,1364.0,1364.0
2010-12-01,58.783,992.0,992.0,116.161,1963.0,1963.0
2011-01-01,0.0,0.0,0.0,148.827,2624.0,2624.0
2011-02-01,0.0,0.0,0.0,152.282,2687.0,2687.0
2011-03-01,0.0,0.0,0.0,216.146,3814.0,3814.0
2011-04-01,0.0,0.0,0.0,137.824,2432.0,2432.0
2011-05-01,0.0,0.0,0.0,228.079,4025.0,4025.0
2011-06-01,0.0,0.0,0.0,181.835,3209.0,3209.0
2011-07-01,0.0,0.0,0.0,412.325,7276.0,7276.0
2011-08-01,0.0,0.0,0.0,290.19,5121.0,5121.0
2011-09-01,0.0,0.0,0.0,80.371,1419.0,1419.0
