measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2024-01-01,0.0,0.0,0.0
2024-02-01,0.0,0.0,0.0
2024-03-01,0.0,0.0,0.0
2024-04-01,0.0,0.0,0.0
2024-05-01,0.0,0.0,0.0
2024-06-01,0.0,0.0,0.0
2024-07-01,7.0,24.0,24.0
2024-08-01,9.0,31.0,31.0
2024-09-01,0.0,0.0,0.0
2024-10-01,59.0,201.0,201.0
2024-11-01,144.0,491.0,491.0
2024-12-01,19.0,65.0,65.0
