measured_on,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Generation,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Quantity Consumed For Electricity,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Total Fuel Consumed
2003-01-01,1065.915,10916.04,10916.04
2003-02-01,982.389,10060.65,10060.65
2003-03-01,967.5690000000001,9908.87,9908.87
2003-04-01,971.827,9952.48,9952.48
2003-05-01,848.4780000000001,8689.26,8689.26
2003-06-01,1025.285,10499.94,10499.94
2003-07-01,1330.698,13627.68,13627.68
2003-08-01,1322.651,13545.27,13545.27
2003-09-01,1093.277,11196.25,11196.25
2003-10-01,1211.722,12409.25,12409.25
2003-11-01,1096.5140000000001,11229.4,11229.4
2003-12-01,1086.6760000000002,11128.65,11128.65
2004-01-01,2438.793,24441.58,24441.58
2004-02-01,1439.075,14422.41,14422.41
2004-03-01,2374.318,23795.41,23795.41
2004-04-01,2872.031,28783.49,28783.49
2004-05-01,3043.1710000000003,30498.66,30498.66
2004-06-01,1808.3870000000002,18123.65,18123.65
2004-07-01,1233.323,12360.36,12360.36
2004-08-01,2090.942,20955.42,20955.42
2004-09-01,2530.299,25358.66,25358.66
2004-10-01,1543.914,15473.11,15473.11
2004-11-01,2130.667,21353.54,21353.54
2004-12-01,3484.081,34917.46,34917.46
2005-01-01,3043.929,30436.25,30436.25
2005-02-01,2631.773,26315.09,26315.09
2005-03-01,2882.9970000000003,28827.09,28827.09
2005-04-01,2753.8520000000003,27535.77,27535.77
2005-05-01,2491.1040000000003,24908.54,24908.54
2005-06-01,2805.993,28057.12,28057.12
2005-07-01,3011.887,30115.85,30115.85
2005-08-01,2548.433,25481.78,25481.78
2005-09-01,2108.687,21084.77,21084.77
2005-10-01,1799.731,17995.51,17995.51
2005-11-01,1926.07,19258.77,19258.77
2005-12-01,2357.545,23573.1,23573.1
2006-01-01,6125.461,60758.0,60758.0
2006-02-01,5523.3550000000005,54786.0,54786.0
2006-03-01,4866.154,48267.0,48267.0
2006-04-01,5296.649,52537.0,52537.0
2006-05-01,6262.401000000001,62117.0,62117.0
2006-06-01,6153.217000000001,61034.0,61034.0
2006-07-01,6452.49,64002.0,64002.0
2006-08-01,6405.863,63540.0,63540.0
2006-09-01,4158.1630000000005,41245.0,41245.0
2006-10-01,3665.715,36360.0,36360.0
2006-11-01,4293.763,42590.0,42590.0
2006-12-01,4546.769,45099.0,45099.0
2007-01-01,1402.69,13864.0,13864.0
2007-02-01,1005.326,9937.0,9937.0
2007-03-01,1699.893,16802.0,16802.0
2007-04-01,2062.184,20383.0,20383.0
2007-05-01,2197.741,21722.0,21722.0
2007-06-01,1204.035,11901.0,11901.0
2007-07-01,1139.914,11267.0,11267.0
2007-08-01,550.941,5446.0,5446.0
2007-09-01,326.466,3227.0,3227.0
2007-10-01,1214.632,12005.0,12005.0
2007-11-01,1872.996,18513.0,18513.0
2007-12-01,2001.1840000000002,19780.0,19780.0
