measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed"
2005-01-01,35.684000000000005,365.72,365.72
2005-02-01,12.26,125.65,125.65
2005-03-01,13.589,139.27,139.27
2005-04-01,16.46,168.7,168.7
2005-05-01,15.287,156.67,156.67
2005-06-01,19.841,203.35,203.35
2005-07-01,20.196,206.98,206.98
2005-08-01,23.725,243.16,243.16
2005-09-01,15.531,159.17,159.17
2005-10-01,17.247,176.76,176.76
2005-11-01,13.865,142.1,142.1
2005-12-01,29.317,300.47,300.47
2006-01-01,26.678,228.0,228.0
2006-02-01,13.96,119.0,119.0
2006-03-01,11.726,100.0,100.0
2006-04-01,22.462,192.0,192.0
2006-05-01,20.997,179.0,179.0
2006-06-01,19.084,163.0,163.0
2006-07-01,27.644000000000002,236.0,236.0
2006-08-01,26.815,229.0,229.0
2006-09-01,12.319,105.0,105.0
2006-10-01,13.013,111.0,111.0
2006-11-01,15.323,131.0,131.0
2006-12-01,16.978,145.0,145.0
2007-01-01,78.20100000000001,580.0,580.0
2007-02-01,167.76600000000002,1247.0,1247.0
2007-03-01,27.324,203.0,203.0
2007-04-01,19.381,145.0,145.0
2007-05-01,23.904,180.0,180.0
2007-06-01,25.505,191.0,191.0
2007-07-01,20.196,151.0,151.0
2007-08-01,1.7890000000000001,12.0,12.0
2007-09-01,6.492,46.0,46.0
2007-10-01,5.697,41.0,41.0
2007-11-01,22.14,162.0,162.0
2007-12-01,35.604,267.0,267.0
2008-01-01,26.836000000000002,278.0,278.0
2008-02-01,34.304,348.0,348.0
2008-03-01,13.566,139.0,139.0
2008-04-01,15.188,157.0,157.0
2008-05-01,6.274,64.0,64.0
2008-06-01,6.221,64.0,64.0
2008-07-01,2.95,29.0,29.0
2008-08-01,3.5940000000000003,35.0,35.0
2008-09-01,5.227,52.0,52.0
2008-10-01,4.038,41.0,41.0
2008-11-01,13.51,139.0,139.0
2008-12-01,34.292,348.0,348.0
2009-01-01,21.067,203.0,203.0
2009-02-01,3.601,35.0,35.0
2009-03-01,2.128,23.0,23.0
2009-04-01,3.025,29.0,29.0
2009-05-01,2.118,23.0,23.0
2009-06-01,2.065,23.0,23.0
2009-07-01,1.606,17.0,17.0
2009-08-01,2.025,23.0,23.0
2009-09-01,1.616,17.0,17.0
2009-10-01,2.375,23.0,23.0
2009-11-01,1.1680000000000001,12.0,12.0
2009-12-01,3.206,35.0,35.0
2010-01-01,9.967,70.0,70.0
2010-02-01,6.324000000000001,52.0,52.0
2010-03-01,1.673,12.0,12.0
2010-04-01,4.446000000000001,35.0,35.0
2010-05-01,6.611000000000001,52.0,52.0
2010-06-01,3.689,29.0,29.0
2010-07-01,3.8720000000000003,29.0,29.0
2010-08-01,4.882000000000001,41.0,41.0
2010-09-01,4.977,41.0,41.0
2010-10-01,7.413,58.0,58.0
2010-11-01,3.387,29.0,29.0
2010-12-01,3.7590000000000003,29.0,29.0
2011-01-01,2.04,17.0,17.0
2011-02-01,2.245,17.0,17.0
2011-03-01,3.614,29.0,29.0
2011-04-01,3.597,29.0,29.0
2011-05-01,1.699,17.0,17.0
2011-06-01,1.141,12.0,12.0
2011-07-01,2.749,23.0,23.0
2011-08-01,1.443,12.0,12.0
2011-09-01,1.843,17.0,17.0
2011-10-01,0.574,6.0,6.0
2011-11-01,3.156,29.0,29.0
2011-12-01,19.899,168.0,168.0
2012-01-01,0.648,6.0,6.0
2012-02-01,6.466,58.0,58.0
2012-03-01,1.534,12.0,12.0
2012-04-01,1.613,12.0,12.0
2012-05-01,20.435,168.0,168.0
2012-06-01,10.498,87.0,87.0
2012-07-01,25.535,209.0,209.0
2012-08-01,2.474,23.0,23.0
2012-09-01,1.731,12.0,12.0
2012-10-01,5.46,46.0,46.0
2012-11-01,2.269,17.0,17.0
2012-12-01,1.337,12.0,12.0
2013-01-01,3.552,17.0,17.0
2013-02-01,0.357,6.0,6.0
2013-03-01,0.95,12.0,12.0
2013-04-01,1.023,12.0,12.0
2013-05-01,3.555,35.0,35.0
2013-06-01,2.7,23.0,23.0
2013-07-01,3.099,29.0,29.0
2013-08-01,0.965,12.0,12.0
2013-09-01,7.739,75.0,75.0
2013-10-01,4.773,46.0,46.0
2013-11-01,3.588,35.0,35.0
2013-12-01,9.699,93.0,93.0
2014-01-01,12.454,110.0,110.0
2014-02-01,7.0,58.0,58.0
2014-03-01,13.367,110.0,110.0
2014-04-01,1.891,17.0,17.0
2014-05-01,1.811,17.0,17.0
2014-06-01,2.14,17.0,17.0
2014-07-01,1.707,12.0,12.0
2014-08-01,0.855,6.0,6.0
2014-09-01,0.525,6.0,6.0
2014-10-01,1.448,12.0,12.0
2014-11-01,0.994,6.0,6.0
2014-12-01,1.808,17.0,17.0
2015-01-01,1.641,12.0,12.0
2015-02-01,5.479,46.0,46.0
2015-03-01,8.436,70.0,70.0
2015-04-01,1.149,12.0,12.0
2015-05-01,5.262,46.0,46.0
2015-06-01,2.196,17.0,17.0
2015-07-01,2.309,17.0,17.0
2015-08-01,2.653,23.0,23.0
2015-09-01,3.931,35.0,35.0
2015-10-01,1.949,17.0,17.0
2015-11-01,2.557,23.0,23.0
2015-12-01,2.438,23.0,23.0
2016-01-01,6.795,46.0,46.0
2016-02-01,5.578,46.0,46.0
2016-03-01,2.471,23.0,23.0
2016-04-01,4.488,41.0,41.0
2016-05-01,5.349,46.0,46.0
2016-06-01,11.629,99.0,99.0
2016-07-01,17.621,151.0,151.0
2016-08-01,9.396,81.0,81.0
2016-09-01,3.357,29.0,29.0
2016-10-01,15.564,133.0,133.0
2016-11-01,4.991,41.0,41.0
2016-12-01,14.761,128.0,128.0
2017-01-01,4.151,46.0,46.0
2017-02-01,1.545,17.0,17.0
2017-03-01,0.542,6.0,6.0
2017-04-01,3.833,41.0,41.0
2017-05-01,2.69,29.0,29.0
2017-06-01,10.256,110.0,110.0
2017-07-01,6.974,75.0,75.0
2017-08-01,3.542,41.0,41.0
2017-09-01,3.019,35.0,35.0
2017-10-01,6.655,75.0,75.0
2017-11-01,3.22,35.0,35.0
2017-12-01,1.573,17.0,17.0
2018-01-01,4.319,52.0,52.0
2018-02-01,2.78,29.0,29.0
2018-03-01,3.076,35.0,35.0
2018-04-01,4.111,46.0,46.0
2018-05-01,10.84,122.0,122.0
2018-06-01,16.606,191.0,191.0
