measured_on,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed
2003-01-01,29536.0,255214.0,305071.0,0.0,0.0,0.0
2003-02-01,27347.0,239472.0,287382.0,0.0,0.0,0.0
2003-03-01,29999.0,240523.0,303242.0,0.0,0.0,0.0
2003-04-01,3870.0,28995.0,36828.0,0.0,0.0,0.0
2003-05-01,28782.0,255174.0,294398.0,0.0,0.0,0.0
2003-06-01,30946.0,266707.0,296191.0,0.0,0.0,0.0
2003-07-01,30406.0,271899.0,306456.0,0.0,0.0,0.0
2003-08-01,32076.0,280837.0,305901.0,0.0,0.0,0.0
2003-09-01,25884.0,230631.0,252488.0,0.0,0.0,0.0
2003-10-01,31874.0,285376.0,320991.0,0.0,0.0,0.0
2003-11-01,30245.0,250199.0,295757.0,0.0,0.0,0.0
2003-12-01,31316.0,246934.0,292078.0,0.0,0.0,0.0
2004-01-01,20309.041,193969.23,247911.49,5193.267,0.0,0.0
2004-02-01,20476.083,193264.78,249950.56,4933.607,0.0,0.0
2004-03-01,20045.095,192503.23,244689.5,5264.4710000000005,0.0,0.0
2004-04-01,20358.204,195706.27,248511.62,5372.484,0.0,0.0
2004-05-01,17639.27,172160.3,215321.71,4995.688,0.0,0.0
2004-06-01,19257.208,183323.61,235071.82,4845.457,0.0,0.0
2004-07-01,27205.262000000002,262319.33,332093.33,7283.448,0.0,0.0
2004-08-01,28062.333,270537.9,342555.55,7506.923000000001,0.0,0.0
2004-09-01,25993.076,249743.78,317296.23,6842.251,0.0,0.0
2004-10-01,24804.66,238771.88,302789.3,6588.125,0.0,0.0
2004-11-01,23390.884,224110.96,285531.41,6074.34,0.0,0.0
2004-12-01,25505.153,244917.54,311340.18,6695.639,0.0,0.0
2005-01-01,16137.412,160272.79,215226.88,4934.622,0.0,0.0
2005-02-01,14565.698,144662.91,194264.72,4454.011,0.0,0.0
2005-03-01,15719.339,156120.59,209650.98,4806.78,0.0,0.0
2005-04-01,15794.835,156870.4,210657.88,4829.866,0.0,0.0
2005-05-01,17347.561,172291.68,231366.8,5304.67,0.0,0.0
2005-06-01,22281.931,221298.63,297177.18,6813.54,0.0,0.0
2005-07-01,28532.428,283377.02,380540.91,8724.865,0.0,0.0
2005-08-01,29568.677,293668.79,394361.51,9041.737000000001,0.0,0.0
2005-09-01,22301.095,221488.96,297432.76,6819.4,0.0,0.0
2005-10-01,17309.958,171918.23,230865.3,5293.1720000000005,0.0,0.0
2005-11-01,15444.615000000002,153392.1,205986.95,4722.773,0.0,0.0
2005-12-01,17621.851000000002,175015.87,235025.05,5388.545,0.0,0.0
2006-01-01,25765.897,238096.08,259381.31,5538.036,0.0,0.0
2006-02-01,22717.138,209923.28,228689.93,4882.746,0.0,0.0
2006-03-01,25162.304,232518.43,253305.04,5408.302000000001,0.0,0.0
2006-04-01,23974.691,221544.0,241349.52,5153.04,0.0,0.0
2006-05-01,27944.479,258227.8,281312.76,6006.293000000001,0.0,0.0
2006-06-01,29619.8,273709.01,298177.96,6366.381,0.0,0.0
2006-07-01,33350.588,308184.28,335735.23,7168.264,0.0,0.0
2006-08-01,34453.188,318373.12,346834.93,7405.254,0.0,0.0
2006-09-01,28053.044,259231.02,282405.67,6029.628000000001,0.0,0.0
2006-10-01,29407.65,271748.59,296042.27,6320.782,0.0,0.0
2006-11-01,24841.121,229550.46,250071.74,5339.268,0.0,0.0
2006-12-01,27856.599000000002,257415.72,280428.09,5987.405000000001,0.0,0.0
2007-01-01,26561.15,209282.0,273954.0,0.0,0.0,0.0
2007-02-01,24160.31,190364.0,249191.0,0.0,0.0,0.0
2007-03-01,22348.888,176091.0,230507.0,0.0,0.0,0.0
2007-04-01,22245.472999999998,175277.0,229441.0,0.0,0.0,0.0
2007-05-01,24812.997,195507.0,255922.0,0.0,0.0,0.0
2007-06-01,29337.321,231156.0,302587.0,0.0,0.0,0.0
2007-07-01,39963.823000000004,314884.0,412189.0,0.0,0.0,0.0
2007-08-01,44303.952,349081.0,456954.0,0.0,0.0,0.0
2007-09-01,34912.421,275082.0,360088.0,0.0,0.0,0.0
2007-10-01,33086.639,260697.0,341258.0,0.0,0.0,0.0
2007-11-01,31457.008,247857.0,324449.0,0.0,0.0,0.0
2007-12-01,35054.019,276199.0,361549.0,0.0,0.0,0.0
2008-01-01,24965.263,249322.0,316772.0,6716.616,0.0,0.0
2008-02-01,20918.556,208909.0,265426.0,5627.896000000001,0.0,0.0
2008-03-01,19631.99,196060.0,249100.0,5281.76,0.0,0.0
2008-04-01,22333.068,223035.0,283373.0,6008.454000000001,0.0,0.0
2008-05-01,17751.373,177279.0,225239.0,4775.802000000001,0.0,0.0
2008-06-01,19428.995000000003,194032.0,246525.0,5227.147,0.0,0.0
2008-07-01,25448.288,254146.0,322901.0,6846.568,0.0,0.0
2008-08-01,29771.759,297323.0,377759.0,8009.7480000000005,0.0,0.0
2008-09-01,26814.866,267793.0,340241.0,7214.2300000000005,0.0,0.0
2008-10-01,24998.552,249654.0,317194.0,6725.572,0.0,0.0
2008-11-01,21770.614,217418.0,276236.0,5857.1320000000005,0.0,0.0
2008-12-01,24353.676,243214.0,309011.0,6552.075000000001,0.0,0.0
2009-01-01,23914.467,225383.0,278534.0,4981.994000000001,0.0,0.0
2009-02-01,22004.095,207379.0,256284.0,4584.014,0.0,0.0
2009-03-01,20474.716,192965.0,238471.0,4265.406,0.0,0.0
2009-04-01,17588.177,165761.0,204851.0,3664.0660000000003,0.0,0.0
2009-05-01,17869.133,168408.0,208124.0,3722.596,0.0,0.0
2009-06-01,16561.475,156084.0,192893.0,3450.1780000000003,0.0,0.0
2009-07-01,30304.247,285603.0,352956.0,6313.148,0.0,0.0
2009-08-01,31074.592,292864.0,361929.0,6473.63,0.0,0.0
2009-09-01,32563.796000000002,306898.0,379273.0,6783.87,0.0,0.0
2009-10-01,25464.412,239990.0,296586.0,5304.887000000001,0.0,0.0
2009-11-01,23254.484,219163.0,270847.0,4844.502,0.0,0.0
2009-12-01,26692.406,251563.0,310889.0,5560.709,0.0,0.0
2010-01-01,23538.122,218815.0,283152.0,4713.0,0.0,0.0
2010-02-01,22388.445,208128.0,269323.0,4469.0,0.0,0.0
2010-03-01,23529.478,218735.0,283049.0,4663.0,0.0,0.0
2010-04-01,19678.492,182935.0,236723.0,3989.0,0.0,0.0
2010-05-01,24614.323,228820.0,296099.0,4938.0,0.0,0.0
2010-06-01,28149.796000000002,261686.0,338629.0,5741.0,0.0,0.0
2010-07-01,29597.697,275146.0,356046.0,6050.0,0.0,0.0
2010-08-01,29779.225,276834.0,358230.0,6114.0,0.0,0.0
2010-09-01,30855.426,286839.0,371177.0,6360.0,0.0,0.0
2010-10-01,25833.154000000002,240150.0,310761.0,5226.0,0.0,0.0
2010-11-01,21450.551,199409.0,258040.0,4223.0,0.0,0.0
2010-12-01,30907.291,287320.0,371800.0,6433.0,0.0,0.0
2011-01-01,26056.843,246535.0,313217.0,5901.0,0.0,0.0
2011-02-01,17306.88,163748.0,208038.0,3832.0,0.0,0.0
2011-03-01,19209.731,181751.0,230912.0,4276.0,0.0,0.0
2011-04-01,17090.2,161697.0,205434.0,3566.0,0.0,0.0
2011-05-01,23326.665,220698.0,280400.0,5172.0,5.0,5.0
2011-06-01,28597.916,270576.0,343763.0,6515.0,0.0,0.0
2011-07-01,27628.762,261406.0,332114.0,6224.0,0.0,0.0
2011-08-01,33617.029,318065.0,404097.0,7799.0,0.0,0.0
2011-09-01,29354.329,277733.0,352856.0,6688.0,0.0,0.0
2011-10-01,24863.128,235240.0,298869.0,5648.0,0.0,0.0
2011-11-01,24201.267,228978.0,290913.0,5471.0,0.0,0.0
2011-12-01,17870.25,169078.0,214811.0,4028.0,0.0,0.0
2012-01-01,20823.693,158200.0,253500.0,5164.0,43529.0,317659.0
2012-02-01,20311.923,154312.0,247268.0,5119.0,42459.0,273701.0
2012-03-01,25002.548,189947.0,304370.0,6288.0,52264.0,278804.0
2012-04-01,17742.491,134791.0,215989.0,4239.0,37088.0,327653.0
2012-05-01,17947.199,136347.0,218481.0,4523.0,37516.0,231565.0
2012-06-01,27328.449,207617.0,332684.0,6989.0,57126.0,311471.0
2012-07-01,29781.409,226252.0,362546.0,7717.0,62254.0,315627.0
2012-08-01,30240.236,229738.0,368131.0,7822.0,63213.0,298262.0
2012-09-01,27614.333,209789.0,336164.0,7097.0,57724.0,295124.0
2012-10-01,27914.335,212068.0,339817.0,7157.0,58351.0,313811.0
2012-11-01,23608.419,179356.0,287399.0,5905.0,49350.0,302936.0
2012-12-01,25711.965,195336.0,313006.0,6549.0,53747.0,309328.0
2013-01-01,74.0,546.0,1106.0,0.0,0.0,0.0
2013-02-01,1477.0,10897.0,14315.0,0.0,0.0,0.0
2013-03-01,668.0,4928.0,7408.0,0.0,0.0,0.0
2013-04-01,9245.0,68207.0,92939.0,0.0,0.0,0.0
2013-05-01,5872.0,43322.0,60194.0,0.0,0.0,0.0
2013-06-01,31843.0,234930.0,315000.0,0.0,0.0,0.0
2013-07-01,28899.0,213210.0,325101.0,0.0,0.0,0.0
2013-08-01,4277.0,31555.0,65298.0,0.0,0.0,0.0
2013-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0
