measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2013-01-01,106.662,1018.0,1018.0
2013-02-01,109.229,1042.0,1042.0
2013-03-01,166.783,1591.0,1591.0
2013-04-01,227.089,2167.0,2167.0
2013-05-01,203.837,1945.0,1945.0
2013-06-01,210.125,2005.0,2005.0
2013-07-01,202.609,1933.0,1933.0
2013-08-01,175.749,1677.0,1677.0
2013-09-01,192.713,1839.0,1839.0
2013-10-01,155.138,1480.0,1480.0
2013-11-01,116.074,1107.0,1107.0
2013-12-01,80.992,773.0,773.0
2014-01-01,84.459,803.0,803.0
2014-02-01,120.998,1151.0,1151.0
2014-03-01,169.928,1616.0,1616.0
2014-04-01,207.324,1972.0,1972.0
2014-05-01,198.628,1889.0,1889.0
2014-06-01,208.519,1983.0,1983.0
2014-07-01,215.61,2050.0,2050.0
2014-08-01,212.848,2024.0,2024.0
2014-09-01,177.355,1687.0,1687.0
2014-10-01,130.441,1240.0,1240.0
2014-11-01,119.431,1136.0,1136.0
2014-12-01,79.459,756.0,756.0
2015-01-01,127.448,1188.0,1188.0
2015-02-01,141.463,1318.0,1318.0
2015-03-01,181.186,1688.0,1688.0
2015-04-01,233.216,2173.0,2173.0
2015-05-01,267.377,2492.0,2492.0
2015-06-01,221.128,2061.0,2061.0
2015-07-01,247.187,2304.0,2304.0
2015-08-01,268.735,2504.0,2504.0
2015-09-01,224.544,2093.0,2093.0
2015-10-01,196.164,1828.0,1828.0
2015-11-01,140.981,1314.0,1314.0
2015-12-01,78.571,732.0,732.0
2016-01-01,123.539,1141.0,1141.0
2016-02-01,107.477,992.0,992.0
2016-03-01,173.552,1602.0,1602.0
2016-04-01,191.331,1766.0,1766.0
2016-05-01,169.282,1563.0,1563.0
2016-06-01,217.999,2013.0,2013.0
2016-07-01,206.099,1903.0,1903.0
2016-08-01,200.115,1847.0,1847.0
2016-09-01,150.419,1389.0,1389.0
2016-10-01,147.444,1361.0,1361.0
2016-11-01,132.43,1223.0,1223.0
2016-12-01,96.313,889.0,889.0
2017-01-01,73.836,680.0,680.0
2017-02-01,135.323,1247.0,1247.0
2017-03-01,172.043,1585.0,1585.0
2017-04-01,179.275,1652.0,1652.0
2017-05-01,193.276,1781.0,1781.0
2017-06-01,220.419,2031.0,2031.0
2017-07-01,215.697,1987.0,1987.0
2017-08-01,215.598,1986.0,1986.0
2017-09-01,183.898,1694.0,1694.0
2017-10-01,116.831,1076.0,1076.0
2017-11-01,121.222,1117.0,1117.0
2017-12-01,79.582,733.0,733.0
2018-01-01,103.368,941.0,941.0
2018-02-01,96.079,875.0,875.0
2018-03-01,161.169,1467.0,1467.0
2018-04-01,160.376,1460.0,1460.0
2018-05-01,185.692,1691.0,1691.0
2018-06-01,206.249,1878.0,1878.0
2018-07-01,219.517,1998.0,1998.0
2018-08-01,190.846,1737.0,1737.0
