measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2013-05-01,0.0,17.0,17.0,1.319,17.0,17.0,,,,662.681,8744.0,8744.0,0.0,0.0,0.0
2013-06-01,0.0,12.0,12.0,0.954,12.0,12.0,,,,3732.046,45377.0,45377.0,0.0,0.0,0.0
2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,3572.0,46744.0,46744.0,0.0,0.0,0.0
2013-08-01,0.0,35.0,35.0,2.866,35.0,35.0,,,,13949.134,169384.0,169384.0,0.0,0.0,0.0
2013-09-01,0.0,104.0,104.0,7.833,104.0,104.0,,,,3187.167,42479.0,42479.0,0.0,0.0,0.0
2013-10-01,0.0,46.0,46.0,2.596,46.0,46.0,,,,461.404,8247.0,8247.0,0.0,0.0,0.0
2013-11-01,0.0,23.0,23.0,1.674,23.0,23.0,,,,3271.326,45339.0,45339.0,0.0,0.0,0.0
2013-12-01,0.0,35.0,35.0,2.265,35.0,35.0,,,,2374.735,36493.0,36493.0,0.0,0.0,0.0
2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,6134.0,75577.0,75577.0,0.0,0.0,0.0
2014-02-01,0.0,0.0,0.0,6.672,81.0,81.0,,,,9726.328,118373.0,118373.0,0.0,0.0,0.0
2014-03-01,0.0,267.0,267.0,21.783,267.0,267.0,,,,4993.217,61157.0,61157.0,0.0,0.0,0.0
2014-04-01,0.0,58.0,58.0,4.358,58.0,58.0,,,,1170.642,15580.0,15580.0,0.0,0.0,0.0
2014-05-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-01,0.0,0.0,0.0,,,,,,,444.0,8051.0,8051.0,0.0,0.0,0.0
2014-07-01,0.0,23.0,23.0,,,,,,,990.0,13552.0,13552.0,0.0,0.0,0.0
2014-08-01,0.0,12.0,12.0,,,,,,,9593.0,115649.0,115649.0,0.0,0.0,0.0
2014-09-01,0.0,36.0,36.0,,,,,,,2412.0,29871.0,29871.0,0.0,0.0,0.0
2014-10-01,0.0,0.0,0.0,,,,,,,67.0,1952.0,1952.0,0.0,0.0,0.0
2014-11-01,0.0,0.0,0.0,1.175,17.0,17.0,,,,1119.825,16576.0,16576.0,0.0,0.0,0.0
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,44.0,44.0,,,
2015-01-01,0.0,12.0,12.0,0.708,12.0,12.0,,,,845.292,13857.0,13857.0,,,
2015-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1156.0,16518.0,16518.0,,,
2015-03-01,0.0,0.0,0.0,1.078,17.0,17.0,,,,480.922,7764.0,7764.0,,,
2015-04-01,0.0,0.0,0.0,0.0,23.0,23.0,,,,0.0,280.0,280.0,,,
2015-05-01,0.0,0.0,0.0,0.532,12.0,12.0,,,,129.468,2822.0,2822.0,,,
2015-06-01,0.0,0.0,0.0,1.631,23.0,23.0,,,,595.369,8468.0,8468.0,,,
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,15169.0,174890.0,174890.0,,,
2015-08-01,0.0,0.0,0.0,0.505,6.0,6.0,,,,18747.495,215516.0,215516.0,,,
2015-09-01,0.0,0.0,0.0,-254.0,12.0,12.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2015-10-01,0.0,0.0,0.0,0.83,12.0,12.0,,,,735.17,10275.0,10275.0,,,
2015-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,347.0,5557.0,5557.0,,,
2015-12-01,0.0,0.0,0.0,0.0,12.0,12.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,58.0,58.0,,,
2016-02-01,0.0,0.0,0.0,0.195,23.0,23.0,,,,1.805,215.0,215.0,,,
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1719.0,20870.0,20870.0,,,
2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2067.0,25049.0,25049.0,,,
2016-05-01,2.0,12.0,12.0,0.0,6.0,6.0,,,,0.0,18.0,18.0,,,
2016-06-01,2.0,23.0,23.0,0.0,0.0,0.0,,,,1570.0,19976.0,19976.0,,,
2016-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1915.0,26811.0,26811.0,,,
2016-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,5816.0,70837.0,70837.0,,,
2016-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,4203.0,50103.0,50103.0,,,
2016-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,452.0,8018.0,8018.0,,,
2016-11-01,0.0,0.0,0.0,-0.047,0.0,0.0,,,,-244.953,0.0,0.0,,,
2016-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1098.0,20489.0,20489.0,,,
2017-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,394.0,6488.0,6488.0,,,
2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,505.0,505.0,,,
2017-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,700.0,10666.0,10666.0,,,
2017-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,18.0,18.0,,,
2017-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,41.0,41.0,,,
2017-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2017-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,4293.0,54357.0,54357.0,,,
2017-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2464.0,31004.0,31004.0,,,
2017-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2017-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,123.0,9912.0,9912.0,,,
2018-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,7553.0,97979.0,97979.0,,,
2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,233.0,3914.0,3914.0,,,
2018-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2018-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,122.0,2641.0,2641.0,,,
2018-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,6673.0,80399.0,80399.0,,,
2018-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,4054.0,57800.0,57800.0,,,
2018-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,19014.0,229284.0,229284.0,,,
2018-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1780.0,32875.0,32875.0,,,
2018-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2018-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2018-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,833.0,16144.0,16144.0,,,
2018-12-01,3.0,56.0,56.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2019-01-01,0.0,12.0,12.0,0.0,0.0,0.0,,,,232.0,7050.0,7050.0,,,
2019-02-01,0.0,25.0,25.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2019-03-01,0.0,19.0,19.0,0.0,0.0,0.0,,,,5007.0,62438.0,62438.0,,,
2019-04-01,0.0,37.0,37.0,0.0,0.0,0.0,,,,1868.0,25021.0,25021.0,,,
2019-05-01,0.0,43.0,43.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2019-06-01,0.0,25.0,25.0,0.0,0.0,0.0,,,,1465.0,54794.0,54794.0,,,
2019-07-01,0.0,12.0,12.0,0.0,0.0,0.0,,,,3026.0,47753.0,47753.0,,,
2019-08-01,0.0,12.0,12.0,0.0,0.0,0.0,,,,30255.0,370935.0,370935.0,,,
2019-09-01,0.0,12.0,12.0,0.0,0.0,0.0,,,,19250.0,231294.0,231294.0,,,
2019-10-01,0.0,19.0,19.0,0.0,0.0,0.0,,,,4483.0,59363.0,59363.0,,,
2019-11-01,0.0,43.0,43.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2019-12-01,0.0,12.0,12.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,111.0,2823.0,2823.0,,,
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2352.0,31061.0,31061.0,,,
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1899.0,25882.0,25882.0,,,
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,351.0,5196.0,5196.0,,,
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,6065.0,71803.0,71803.0,,,
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,14225.0,167127.0,167127.0,,,
2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,16534.0,194203.0,194203.0,,,
2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2199.0,38859.0,38859.0,,,
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1488.0,20270.0,20270.0,,,
2020-12-01,0.0,25.0,25.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2021-01-01,0.913,74.0,74.0,0.0,0.0,0.0,,,,0.0,7839.0,7839.0,,,
2021-02-01,1.463,124.0,124.0,0.0,0.0,0.0,,,,35477.0,414232.0,414232.0,,,
2021-03-01,0.724,62.0,62.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2021-04-01,0.701,62.0,62.0,0.0,0.0,0.0,,,,4167.0,52362.0,52362.0,,,
2021-05-01,1.779,155.0,155.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2021-06-01,0.735,62.0,62.0,0.0,0.0,0.0,,,,11052.0,135619.0,135619.0,,,
2021-07-01,0.709,62.0,62.0,0.0,0.0,0.0,,,,10183.0,131433.0,131433.0,,,
2021-08-01,0.401,37.0,37.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
