measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2003-01-01,0.0,0.0,0.0,,,,,,,3898.0,52376.0,52376.0,0.0,0.0,0.0
2003-02-01,4.0,46.0,46.0,,,,,,,9142.0,93416.0,93416.0,6479.0,66201.0,66201.0
2003-03-01,1.0,17.0,17.0,,,,,,,5472.0,66389.0,66389.0,5351.0,64919.0,64919.0
2003-04-01,0.0,0.0,0.0,,,,,,,7134.0,84277.0,84277.0,0.0,0.0,0.0
2003-05-01,,,,1369.0,15254.0,15254.0,,,,29596.0,329718.0,329718.0,50.0,562.0,562.0
2003-06-01,,,,0.0,0.0,0.0,,,,8577.0,111327.0,111327.0,2134.0,27705.0,27705.0
2003-07-01,1230.0,15215.0,15215.0,0.0,0.0,0.0,,,,17631.0,218379.0,218379.0,0.0,0.0,0.0
2003-08-01,3.0,35.0,35.0,0.0,0.0,0.0,,,,22851.0,252931.0,252931.0,0.0,0.0,0.0
2003-09-01,3.0,35.0,35.0,,,,,,,5308.0,65289.0,65289.0,0.0,0.0,0.0
2003-10-01,0.0,0.0,0.0,,,,,,,-144.0,0.0,0.0,0.0,0.0,0.0
2003-11-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2003-12-01,0.0,0.0,0.0,,,,,,,17847.0,103707.0,103707.0,0.0,0.0,0.0
2004-01-01,67.0,677.0,677.0,0.0,0.0,0.0,,,,493.0,10861.0,10861.0,0.0,0.0,0.0
2004-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,-177.0,0.0,0.0,0.0,0.0,0.0
2004-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,-182.0,0.0,0.0,0.0,0.0,0.0
2004-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2004-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1715.0,26475.0,26475.0,0.0,0.0,0.0
2004-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1809.0,23520.0,23520.0,0.0,0.0,0.0
2004-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,12038.0,150064.0,150064.0,0.0,0.0,0.0
2004-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,21604.0,246349.0,246349.0,0.0,0.0,0.0
2004-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2589.0,32619.0,32619.0,0.0,0.0,0.0
2004-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,3506.0,44084.0,44084.0,0.0,0.0,0.0
2004-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2004-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2183.0,28223.0,28223.0,0.0,0.0,0.0
2005-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-01,0.0,237.8,237.8,0.0,0.0,0.0,,,,2239.0,37853.04,37853.04,0.0,0.0,0.0
2005-06-01,0.0,232.0,232.0,0.0,0.0,0.0,,,,9061.0,110174.62,110174.62,0.0,0.0,0.0
2005-07-01,0.0,174.0,174.0,0.0,0.0,0.0,,,,5333.0,66458.12,66458.12,0.0,0.0,0.0
2005-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,12346.0,117086.09,117086.09,0.0,0.0,0.0
2005-09-01,0.0,23.2,23.2,0.0,0.0,0.0,,,,11019.0,156231.07,156231.07,0.0,0.0,0.0
2005-10-01,0.0,11.6,11.6,0.0,0.0,0.0,,,,0.0,158.0,158.0,0.0,0.0,0.0
2005-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1654.0,27745.09,27745.09,0.0,0.0,0.0
2006-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,6.0,0.0,0.0,0.0
2006-05-01,0.0,52.0,52.0,0.0,0.0,0.0,,,,7495.0,96571.0,96571.0,0.0,0.0,0.0
2006-06-01,0.0,8468.0,8468.0,0.0,0.0,0.0,,,,14093.0,163896.0,163896.0,0.0,0.0,0.0
2006-07-01,0.0,5957.0,5957.0,0.0,0.0,0.0,,,,14708.0,174884.0,174884.0,0.0,0.0,0.0
2006-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,17865.0,221380.0,221380.0,0.0,0.0,0.0
2006-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2742.0,42514.0,42514.0,0.0,0.0,0.0
2006-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2006-11-01,0.0,6.0,6.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2006-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1902.0,28428.0,28428.0,0.0,0.0,0.0
2007-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2413.0,37808.0,37808.0,0.0,0.0,0.0
2007-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,4865.0,66594.0,66594.0,0.0,0.0,0.0
2007-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,12836.0,169867.0,169867.0,0.0,0.0,0.0
2007-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,25129.0,295947.0,295947.0,0.0,0.0,0.0
2007-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,16349.0,202264.0,202264.0,0.0,0.0,0.0
2007-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,6814.0,101903.0,101903.0,0.0,0.0,0.0
2007-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,40.0,8127.0,8127.0,0.0,0.0,0.0
2008-01-01,0.0,0.0,0.0,,,,,,,5965.0,82858.0,82858.0,0.0,0.0,0.0
2008-02-01,0.0,0.0,0.0,,,,,,,0.0,873.0,873.0,0.0,0.0,0.0
2008-03-01,0.0,0.0,0.0,,,,,,,4856.0,65671.0,65671.0,0.0,0.0,0.0
2008-04-01,0.0,0.0,0.0,,,,,,,1966.0,30077.0,30077.0,0.0,0.0,0.0
2008-05-01,0.0,0.0,0.0,,,,,,,12028.0,148676.0,148676.0,0.0,0.0,0.0
2008-06-01,0.0,35.0,35.0,,,,,,,15670.0,192124.0,192124.0,0.0,0.0,0.0
2008-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,14505.0,187399.0,187399.0,0.0,0.0,0.0
2008-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,11912.0,159961.0,159961.0,0.0,0.0,0.0
2008-09-01,0.0,0.0,0.0,,,,,,,2954.0,39925.0,39925.0,0.0,0.0,0.0
2008-10-01,0.0,0.0,0.0,,,,,,,-25.0,8250.0,8250.0,0.0,0.0,0.0
2008-11-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-01,0.0,0.0,0.0,,,,,,,-254.0,1758.0,1758.0,0.0,0.0,0.0
2009-01-01,0.0,0.0,0.0,0.998,17.0,17.0,,,,2551.002,44496.0,44496.0,0.0,0.0,0.0
2009-02-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-01,0.0,0.0,0.0,,,,,,,1628.0,28144.0,28144.0,0.0,0.0,0.0
2009-04-01,0.0,0.0,0.0,1.931,35.0,35.0,,,,727.0690000000001,13102.0,13102.0,0.0,0.0,0.0
2009-05-01,0.0,0.0,0.0,0.876,17.0,17.0,,,,889.124,17668.0,17668.0,0.0,0.0,0.0
2009-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,14106.0,177609.0,177609.0,0.0,0.0,0.0
2009-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,14573.0,193669.0,193669.0,0.0,0.0,0.0
2009-08-01,0.0,0.0,0.0,4.316,58.0,58.0,,,,10433.684,140198.0,140198.0,0.0,0.0,0.0
2009-09-01,0.0,0.0,0.0,13.261000000000001,203.0,203.0,,,,3849.739,58930.0,58930.0,0.0,0.0,0.0
2009-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1885.0,28946.0,28946.0,0.0,0.0,0.0
2009-11-01,0.0,0.0,0.0,0.0,35.0,35.0,,,,0.0,1191.0,1191.0,0.0,0.0,0.0
2009-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,4232.0,67253.0,67253.0,0.0,0.0,0.0
2010-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,8006.0,108688.0,108688.0,0.0,0.0,0.0
2010-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,6176.0,74097.0,74097.0,0.0,0.0,0.0
2010-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,19702.0,234338.0,234338.0,0.0,0.0,0.0
2010-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1217.0,15398.0,15398.0,0.0,0.0,0.0
2010-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2010-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2010-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2322.0,33435.0,33435.0,0.0,0.0,0.0
2011-02-01,0.0,0.0,0.0,7.858,99.0,99.0,,,,13191.142,165518.0,165518.0,0.0,0.0,0.0
2011-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,995.0,17990.0,17990.0,0.0,0.0,0.0
2011-04-01,0.0,0.0,0.0,1.815,29.0,29.0,,,,1393.185,22257.0,22257.0,0.0,0.0,0.0
2011-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,630.0,8227.0,8227.0,0.0,0.0,0.0
2011-06-01,0.0,0.0,0.0,4.84,70.0,70.0,,,,3417.16,49140.0,49140.0,0.0,0.0,0.0
2011-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,17220.0,212771.0,212771.0,0.0,0.0,0.0
2011-08-01,0.0,0.0,0.0,54.71,644.0,644.0,,,,34491.29,405873.0,405873.0,0.0,0.0,0.0
2011-09-01,0.0,0.0,0.0,18.521,232.0,232.0,,,,8710.479,109108.0,109108.0,0.0,0.0,0.0
2011-10-01,0.0,0.0,0.0,3.879,52.0,52.0,,,,2816.121,37901.0,37901.0,0.0,0.0,0.0
2011-11-01,0.0,0.0,0.0,0.0,17.0,17.0,,,,0.0,972.0,972.0,0.0,0.0,0.0
2011-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,287.0,5348.0,5348.0,0.0,0.0,0.0
2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,515.0,8648.0,8648.0,0.0,0.0,0.0
2012-02-01,0.0,64.0,64.0,0.0,0.0,0.0,,,,261.0,4925.0,4925.0,0.0,0.0,0.0
2012-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2204.0,29546.0,29546.0,0.0,0.0,0.0
2012-04-01,0.0,106355.0,106355.0,0.0,0.0,0.0,,,,9864.0,121472.0,121472.0,0.0,0.0,0.0
2012-05-01,0.0,137327.0,137327.0,0.0,0.0,0.0,,,,2624.0,35231.0,35231.0,0.0,0.0,0.0
2012-06-01,0.0,41.0,41.0,0.0,0.0,0.0,,,,10723.0,134239.0,134239.0,0.0,0.0,0.0
2012-07-01,0.0,35.0,35.0,0.0,0.0,0.0,,,,10353.0,134825.0,134825.0,0.0,0.0,0.0
2012-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,12268.0,155229.0,155229.0,0.0,0.0,0.0
2012-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,4763.0,60259.0,60259.0,0.0,0.0,0.0
2012-10-01,0.0,35.0,35.0,0.0,0.0,0.0,,,,515.0,6777.0,6777.0,0.0,0.0,0.0
2012-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-01,0.0,6.0,6.0,0.391,6.0,6.0,,,,1102.609,16353.0,16353.0,0.0,0.0,0.0
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1880.0,27504.0,27504.0,0.0,0.0,0.0
2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-01,0.0,6.0,6.0,0.388,6.0,6.0,,,,329.612,4926.0,4926.0,0.0,0.0,0.0
2013-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,774.0,11909.0,11909.0,0.0,0.0,0.0
