measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed"
2003-01-01,88.77,987.0,987.0
2003-02-01,77.379,860.0,860.0
2003-03-01,74.869,832.0,832.0
2003-04-01,75.46600000000001,839.0,839.0
2003-05-01,75.975,845.0,845.0
2003-06-01,81.869,910.0,910.0
2003-07-01,91.796,1021.0,1021.0
2003-08-01,91.661,1019.0,1019.0
2003-09-01,76.86,855.0,855.0
2003-10-01,69.863,777.0,777.0
2003-11-01,61.931000000000004,689.0,689.0
2003-12-01,73.562,818.0,818.0
2004-01-01,24.167,275.0,275.0
2004-02-01,24.167,275.0,275.0
2004-03-01,24.167,275.0,275.0
2004-04-01,24.167,275.0,275.0
2004-05-01,24.167,275.0,275.0
2004-06-01,24.167,275.0,275.0
2004-07-01,24.167,275.0,275.0
2004-08-01,24.167,275.0,275.0
2004-09-01,24.167,275.0,275.0
2004-10-01,24.167,275.0,275.0
2004-11-01,24.167,275.0,275.0
2004-12-01,24.167,275.0,275.0
2005-01-01,52.748000000000005,553.52,553.52
2005-02-01,26.771,280.92,280.92
2005-03-01,32.4,340.0,340.0
2005-04-01,33.762,354.29,354.29
2005-05-01,39.782000000000004,417.47,417.47
2005-06-01,36.019,377.97,377.97
2005-07-01,57.675,605.22,605.22
2005-08-01,63.826,669.77,669.77
2005-09-01,63.383,665.13,665.13
2005-10-01,37.821000000000005,396.88,396.88
2005-11-01,30.146,316.34,316.34
2005-12-01,65.668,689.1,689.1
2006-01-01,93.167,978.0,978.0
2006-02-01,92.196,967.0,967.0
2006-03-01,80.837,848.0,848.0
2006-04-01,106.638,1119.0,1119.0
2006-05-01,96.37400000000001,1011.0,1011.0
2006-06-01,115.259,1209.0,1209.0
2006-07-01,111.81,1173.0,1173.0
2006-08-01,120.33,1263.0,1263.0
2006-09-01,85.48400000000001,897.0,897.0
2006-10-01,110.027,1154.0,1154.0
2006-11-01,96.037,1008.0,1008.0
2006-12-01,106.84100000000001,1121.0,1121.0
2007-01-01,234.70600000000002,2897.0,2897.0
2007-02-01,235.012,2903.0,2903.0
2007-03-01,127.275,1569.0,1569.0
2007-04-01,117.122,1446.0,1446.0
2007-05-01,124.944,1546.0,1546.0
2007-06-01,112.257,1387.0,1387.0
2007-07-01,176.46800000000002,2177.0,2177.0
2007-08-01,438.595,5416.0,5416.0
2007-09-01,178.31300000000002,2201.0,2201.0
2007-10-01,159.375,1971.0,1971.0
2007-11-01,115.145,1422.0,1422.0
2007-12-01,105.78800000000001,1304.0,1304.0
2008-01-01,36.491,446.0,446.0
2008-02-01,21.995,264.0,264.0
2008-03-01,23.677,286.0,286.0
2008-04-01,31.316000000000003,380.0,380.0
2008-05-01,29.102,352.0,352.0
2008-06-01,71.181,864.0,864.0
2008-07-01,10.226,127.0,127.0
2008-08-01,21.504,259.0,259.0
2008-09-01,23.013,281.0,281.0
2008-10-01,28.921000000000003,352.0,352.0
2008-11-01,21.506,259.0,259.0
2008-12-01,44.068000000000005,534.0,534.0
2009-01-01,14.372,198.0,198.0
2009-02-01,15.613000000000001,209.0,209.0
2009-03-01,21.505,292.0,292.0
2009-04-01,11.423,154.0,154.0
2009-05-01,7.341,99.0,99.0
2009-06-01,21.557000000000002,292.0,292.0
2009-07-01,11.271,154.0,154.0
2009-08-01,3.862,50.0,50.0
2009-09-01,9.276,127.0,127.0
2009-10-01,16.415,220.0,220.0
2009-11-01,24.416,330.0,330.0
2009-12-01,24.949,336.0,336.0
2010-01-01,35.47,414.0,414.0
2010-02-01,18.678,218.0,218.0
2010-03-01,10.897,129.0,129.0
2010-04-01,14.792000000000002,174.0,174.0
2010-05-01,17.96,213.0,213.0
2010-06-01,24.898,291.0,291.0
2010-07-01,19.818,230.0,230.0
2010-08-01,11.064,129.0,129.0
2010-09-01,7.304,84.0,84.0
2010-10-01,7.033,84.0,84.0
2010-11-01,17.225,202.0,202.0
2010-12-01,45.861000000000004,538.0,538.0
2011-01-01,73.216,700.0,700.0
2011-02-01,34.456,330.0,330.0
2011-03-01,31.288,297.0,297.0
2011-04-01,39.474,375.0,375.0
2011-05-01,41.18,392.0,392.0
2011-06-01,27.965,269.0,269.0
2011-07-01,29.952,286.0,286.0
2011-08-01,23.654,224.0,224.0
2011-09-01,16.046,151.0,151.0
2011-10-01,17.716,168.0,168.0
2011-11-01,57.564,549.0,549.0
2011-12-01,32.489,308.0,308.0
2012-01-01,0.0,264.0,264.0
2012-02-01,0.0,253.0,253.0
2012-03-01,0.0,146.0,146.0
2012-04-01,0.0,141.0,141.0
2012-05-01,0.0,197.0,197.0
2012-06-01,0.0,214.0,214.0
2012-07-01,0.0,180.0,180.0
2012-08-01,0.0,152.0,152.0
2012-09-01,0.0,101.0,101.0
2012-10-01,0.0,62.0,62.0
2012-11-01,0.0,163.0,163.0
2012-12-01,0.0,107.0,107.0
2013-01-01,0.069,84.0,84.0
2013-02-01,0.084,112.0,112.0
2013-03-01,0.072,95.0,95.0
2013-04-01,0.083,107.0,107.0
2013-05-01,0.101,135.0,135.0
2013-06-01,0.068,90.0,90.0
2013-07-01,0.198,258.0,258.0
2013-08-01,0.068,90.0,90.0
2013-09-01,0.059,79.0,79.0
2013-10-01,0.051,67.0,67.0
2013-11-01,0.094,123.0,123.0
2013-12-01,0.053,67.0,67.0
2014-01-01,-466.697,1240.0,1240.0
2014-02-01,-54.416,146.0,146.0
2014-03-01,-65.959,174.0,174.0
2014-04-01,-31.957,84.0,84.0
2014-05-01,-41.238,112.0,112.0
2014-06-01,-24.301,67.0,67.0
2014-07-01,-20.951,56.0,56.0
2014-08-01,-25.727,67.0,67.0
2014-09-01,-19.596,50.0,50.0
2014-10-01,-19.068,50.0,50.0
