measured_on,Municiapl Landfill Gas - Combustion (Gas) Turbine (including jet engine design) - Municipal Landfill Gas - Generation,Municiapl Landfill Gas - Combustion (Gas) Turbine (including jet engine design) - Municipal Landfill Gas - Quantity Consumed For Electricity,Municiapl Landfill Gas - Combustion (Gas) Turbine (including jet engine design) - Municipal Landfill Gas - Total Fuel Consumed,"Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Total Fuel Consumed"
2012-09-01,0.0,0.0,0.0,994.91,12624.0,12624.0
2012-10-01,0.0,0.0,0.0,961.165,12196.0,12196.0
2012-11-01,0.0,0.0,0.0,1017.312,12908.0,12908.0
2012-12-01,0.0,0.0,0.0,964.429,12237.0,12237.0
2013-01-01,,,,910.654,11420.0,11420.0
2013-02-01,,,,790.091,9908.0,9908.0
2013-03-01,,,,985.581,12360.0,12360.0
2013-04-01,,,,984.775,12350.0,12350.0
2013-05-01,,,,1035.229,12983.0,12983.0
2013-06-01,,,,970.016,12165.0,12165.0
2013-07-01,,,,959.408,12031.0,12031.0
2013-08-01,,,,1021.168,12806.0,12806.0
2013-09-01,,,,919.598,11532.0,11532.0
2013-10-01,,,,954.601,11971.0,11971.0
2013-11-01,,,,986.314,12369.0,12369.0
2013-12-01,,,,948.565,11896.0,11896.0
2014-01-01,,,,852.968,10748.0,10748.0
2014-02-01,,,,726.154,9150.0,9150.0
2014-03-01,,,,929.326,11710.0,11710.0
2014-04-01,,,,822.983,10370.0,10370.0
2014-05-01,,,,941.955,11869.0,11869.0
2014-06-01,,,,944.819,11905.0,11905.0
2014-07-01,,,,904.279,11395.0,11395.0
2014-08-01,,,,935.768,11791.0,11791.0
2014-09-01,,,,886.096,11166.0,11166.0
2014-10-01,,,,865.051,10900.0,10900.0
2014-11-01,,,,914.496,11523.0,11523.0
2014-12-01,,,,890.105,11216.0,11216.0
2015-01-01,,,,772.093,9727.0,9727.0
2015-02-01,,,,706.824,8904.0,8904.0
2015-03-01,,,,757.361,9541.0,9541.0
2015-04-01,,,,652.493,8220.0,8220.0
2015-05-01,,,,743.351,9365.0,9365.0
2015-06-01,,,,753.434,9491.0,9491.0
2015-07-01,,,,798.029,10053.0,10053.0
2015-08-01,,,,811.693,10226.0,10226.0
2015-09-01,,,,739.994,9322.0,9322.0
2015-10-01,,,,715.356,9012.0,9012.0
2015-11-01,,,,811.459,10223.0,10223.0
2015-12-01,,,,838.913,10568.0,10568.0
2016-01-01,,,,802.411,10153.0,10153.0
2016-02-01,,,,673.84,8527.0,8527.0
2016-03-01,,,,778.512,9851.0,9851.0
2016-04-01,,,,748.812,9475.0,9475.0
2016-05-01,,,,730.467,9243.0,9243.0
2016-06-01,,,,751.226,9506.0,9506.0
2016-07-01,,,,780.225,9873.0,9873.0
2016-08-01,,,,770.649,9751.0,9751.0
2016-09-01,,,,742.685,9398.0,9398.0
2016-10-01,,,,713.225,9025.0,9025.0
2016-11-01,,,,755.493,9560.0,9560.0
2016-12-01,,,,696.455,8813.0,8813.0
2017-01-01,,,,644.8,8154.0,8154.0
2017-02-01,,,,575.139,7273.0,7273.0
2017-03-01,,,,644.23,8147.0,8147.0
2017-04-01,,,,693.302,8767.0,8767.0
2017-05-01,,,,724.711,9165.0,9165.0
2017-06-01,,,,694.258,8779.0,8779.0
2017-07-01,,,,707.839,8951.0,8951.0
2017-08-01,,,,691.678,8747.0,8747.0
2017-09-01,,,,602.477,7619.0,7619.0
2017-10-01,,,,659.021,8334.0,8334.0
2017-11-01,,,,767.92,9711.0,9711.0
2017-12-01,,,,703.625,8898.0,8898.0
2018-01-01,,,,620.328,7640.0,7640.0
2018-02-01,,,,626.124,7712.0,7712.0
2018-03-01,,,,653.846,8053.0,8053.0
2018-04-01,,,,531.014,6541.0,6541.0
2018-05-01,,,,571.594,7040.0,7040.0
2018-06-01,,,,641.619,7902.0,7902.0
2018-07-01,,,,674.918,8313.0,8313.0
2018-08-01,,,,659.748,8126.0,8126.0
2018-09-01,,,,651.966,8030.0,8030.0
2018-10-01,,,,641.428,7900.0,7900.0
2018-11-01,,,,651.535,8025.0,8025.0
2018-12-01,,,,693.88,8546.0,8546.0
2019-01-01,,,,430.217,5339.0,5339.0
2019-02-01,,,,528.498,6558.0,6558.0
2019-03-01,,,,643.045,7980.0,7980.0
2019-04-01,,,,619.152,7683.0,7683.0
2019-05-01,,,,667.195,8280.0,8280.0
2019-06-01,,,,599.264,7437.0,7437.0
2019-07-01,,,,609.132,7559.0,7559.0
2019-08-01,,,,632.103,7844.0,7844.0
2019-09-01,,,,587.891,7296.0,7296.0
2019-10-01,,,,591.126,7336.0,7336.0
2019-11-01,,,,641.32,7958.0,7958.0
2019-12-01,,,,575.057,7136.0,7136.0
2020-01-01,,,,540.643,6125.0,6125.0
2020-02-01,,,,468.201,5304.0,5304.0
2020-03-01,,,,564.947,6400.0,6400.0
2020-04-01,,,,499.264,5656.0,5656.0
2020-05-01,,,,570.083,6458.0,6458.0
2020-06-01,,,,556.987,6310.0,6310.0
2020-07-01,,,,529.849,6003.0,6003.0
2020-08-01,,,,547.439,6202.0,6202.0
2020-09-01,,,,484.873,5493.0,5493.0
2020-10-01,,,,585.444,6633.0,6633.0
2020-11-01,,,,519.591,5887.0,5887.0
2020-12-01,,,,519.679,5888.0,5888.0
2021-01-01,,,,504.909,5846.0,5846.0
2021-02-01,,,,438.471,5077.0,5077.0
2021-03-01,,,,490.421,5679.0,5679.0
2021-04-01,,,,501.957,5813.0,5813.0
2021-05-01,,,,549.109,6359.0,6359.0
2021-06-01,,,,524.457,6073.0,6073.0
2021-07-01,,,,513.295,5944.0,5944.0
2021-08-01,,,,518.409,6003.0,6003.0
2021-09-01,,,,498.407,5771.0,5771.0
2021-10-01,,,,536.49,6212.0,6212.0
2021-11-01,,,,521.642,6041.0,6041.0
2021-12-01,,,,533.433,6177.0,6177.0
2022-01-01,,,,494.059,6227.0,6227.0
2022-02-01,,,,438.348,5524.0,5524.0
2022-03-01,,,,447.109,5634.0,5634.0
2022-04-01,,,,455.895,5746.0,5746.0
2022-05-01,,,,487.704,6146.0,6146.0
2022-06-01,,,,491.947,6200.0,6200.0
2022-07-01,,,,492.379,6205.0,6205.0
2022-08-01,,,,482.494,6080.0,6080.0
2022-09-01,,,,466.798,5883.0,5883.0
2022-10-01,,,,502.5,6333.0,6333.0
2022-11-01,,,,447.963,5645.0,5645.0
2022-12-01,,,,500.804,6311.0,6311.0
2023-01-01,,,,476.627,6036.0,6036.0
2023-02-01,,,,423.164,5359.0,5359.0
2023-03-01,,,,467.575,5921.0,5921.0
2023-04-01,,,,398.554,5047.0,5047.0
2023-05-01,,,,442.653,5605.0,5605.0
2023-06-01,,,,451.626,5719.0,5719.0
2023-07-01,,,,478.875,6064.0,6064.0
2023-08-01,,,,467.332,5918.0,5918.0
2023-09-01,,,,437.395,5539.0,5539.0
2023-10-01,,,,454.746,5759.0,5759.0
2023-11-01,,,,465.73,5897.0,5897.0
2023-12-01,,,,478.723,6062.0,6062.0
2024-01-01,,,,422.484,5585.0,5585.0
2024-02-01,,,,392.998,5195.0,5195.0
2024-03-01,,,,369.546,4885.0,4885.0
2024-04-01,,,,366.1,4839.0,4839.0
2024-05-01,,,,398.689,5270.0,5270.0
2024-06-01,,,,402.747,5324.0,5324.0
2024-07-01,,,,416.745,5509.0,5509.0
2024-08-01,,,,409.478,5412.0,5412.0
2024-09-01,,,,409.429,5412.0,5412.0
2024-10-01,,,,401.183,5303.0,5303.0
2024-11-01,,,,353.44,4672.0,4672.0
2024-12-01,,,,382.161,5052.0,5052.0
