measured_on,"Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Total Fuel Consumed"
2008-01-01,0.0,0.0,0.0
2008-02-01,0.0,0.0,0.0
2008-03-01,0.0,0.0,0.0
2008-04-01,0.0,0.0,0.0
2008-05-01,0.0,0.0,0.0
2008-06-01,0.0,0.0,0.0
2008-07-01,0.0,0.0,0.0
2008-08-01,1611.621,19363.0,19363.0
2008-09-01,1694.0430000000001,20353.0,20353.0
2008-10-01,1529.498,18376.0,18376.0
2008-11-01,2322.201,27900.0,27900.0
2008-12-01,2014.6370000000002,24205.0,24205.0
2009-01-01,2651.33,16580.0,16580.0
2009-02-01,2525.502,15793.0,15793.0
2009-03-01,2624.284,16410.0,16410.0
2009-04-01,2077.406,12991.0,12991.0
2009-05-01,2169.447,13567.0,13567.0
2009-06-01,2097.0370000000003,13113.0,13113.0
2009-07-01,2091.138,13077.0,13077.0
2009-08-01,1992.88,12462.0,12462.0
2009-09-01,1718.3770000000002,10746.0,10746.0
2009-10-01,1713.016,10712.0,10712.0
2009-11-01,1842.961,11525.0,11525.0
2009-12-01,1000.6220000000001,6257.0,6257.0
2010-01-01,2006.779,14351.0,14351.0
2010-02-01,1717.0140000000001,12279.0,12279.0
2010-03-01,1886.266,13489.0,13489.0
2010-04-01,1909.98,13659.0,13659.0
2010-05-01,1832.247,13103.0,13103.0
2010-06-01,1825.4730000000002,13054.0,13054.0
2010-07-01,1963.17,14039.0,14039.0
2010-08-01,1868.799,13364.0,13364.0
2010-09-01,1735.486,12411.0,12411.0
2010-10-01,1861.91,13315.0,13315.0
2010-11-01,2017.0710000000001,14425.0,14425.0
2010-12-01,2136.8050000000003,15281.0,15281.0
2011-01-01,1916.702,25943.0,25943.0
2011-02-01,1703.815,23061.0,23061.0
2011-03-01,1795.786,24306.0,24306.0
2011-04-01,1670.656,22613.0,22613.0
2011-05-01,1674.286,22662.0,22662.0
2011-06-01,1714.064,23200.0,23200.0
2011-07-01,1897.409,25682.0,25682.0
2011-08-01,1855.268,25111.0,25111.0
2011-09-01,1704.23,23067.0,23067.0
2011-10-01,1771.378,23976.0,23976.0
2011-11-01,1991.8,26960.0,26960.0
2011-12-01,2070.606,28026.0,28026.0
2012-01-01,1758.691,14017.0,14017.0
2012-02-01,1682.619,13411.0,13411.0
2012-03-01,1702.7,13570.0,13570.0
2012-04-01,1699.412,13544.0,13544.0
2012-05-01,1713.333,13655.0,13655.0
2012-06-01,1651.672,13164.0,13164.0
2012-07-01,1754.339,13982.0,13982.0
2012-08-01,1655.92,13198.0,13198.0
2012-09-01,1465.939,11684.0,11684.0
2012-10-01,1663.607,13259.0,13259.0
2012-11-01,1828.625,14574.0,14574.0
2012-12-01,1980.143,15782.0,15782.0
2013-01-01,1576.62,13933.0,13933.0
2013-02-01,1400.415,12376.0,12376.0
2013-03-01,1517.488,13410.0,13410.0
2013-04-01,1418.904,12539.0,12539.0
2013-05-01,1515.676,13395.0,13395.0
2013-06-01,1445.046,12770.0,12770.0
2013-07-01,1516.517,13402.0,13402.0
2013-08-01,1391.586,12298.0,12298.0
2013-09-01,1313.854,11611.0,11611.0
2013-10-01,1417.293,12525.0,12525.0
2013-11-01,1573.6,13906.0,13906.0
2013-12-01,1678.001,14829.0,14829.0
2014-01-01,1492.494,17895.0,17895.0
2014-02-01,1238.414,14849.0,14849.0
2014-03-01,1434.5,17200.0,17200.0
2014-04-01,1323.515,15869.0,15869.0
2014-05-01,1324.517,15882.0,15882.0
2014-06-01,1266.546,15186.0,15186.0
2014-07-01,1229.82,14746.0,14746.0
2014-08-01,1218.034,14604.0,14604.0
2014-09-01,1092.219,13096.0,13096.0
2014-10-01,1249.565,14983.0,14983.0
2014-11-01,1238.667,14852.0,14852.0
2014-12-01,1250.269,14991.0,14991.0
2015-01-01,1285.368,15148.0,15148.0
2015-02-01,1123.788,13243.0,13243.0
2015-03-01,1224.18,14427.0,14427.0
2015-04-01,1228.278,14474.0,14474.0
2015-05-01,1207.385,14228.0,14228.0
2015-06-01,1158.767,13655.0,13655.0
2015-07-01,1389.467,16374.0,16374.0
2015-08-01,1334.858,15731.0,15731.0
2015-09-01,1223.188,14415.0,14415.0
2015-10-01,1404.793,16555.0,16555.0
2015-11-01,1415.533,16682.0,16682.0
2015-12-01,1485.395,17505.0,17505.0
2016-01-01,1228.916,16792.0,16792.0
2016-02-01,1144.081,15633.0,15633.0
2016-03-01,1194.26,16319.0,16319.0
2016-04-01,1272.52,17388.0,17388.0
2016-05-01,1266.813,17310.0,17310.0
2016-06-01,1189.999,16260.0,16260.0
2016-07-01,1205.392,16471.0,16471.0
2016-08-01,1195.212,16332.0,16332.0
2016-09-01,1086.848,14851.0,14851.0
2016-10-01,1059.396,14476.0,14476.0
2016-11-01,1190.699,16270.0,16270.0
2016-12-01,1331.864,18199.0,18199.0
2017-01-01,1282.577,18305.0,18305.0
2017-02-01,1223.835,17466.0,17466.0
2017-03-01,1251.868,17867.0,17867.0
2017-04-01,1133.837,16182.0,16182.0
2017-05-01,1150.515,16420.0,16420.0
2017-06-01,1091.893,15583.0,15583.0
2017-07-01,1129.842,16125.0,16125.0
2017-08-01,1072.665,15309.0,15309.0
2017-09-01,996.912,14228.0,14228.0
2017-10-01,1178.867,16825.0,16825.0
2017-11-01,1216.858,17367.0,17367.0
2017-12-01,1256.331,17930.0,17930.0
2018-01-01,1081.606,16015.0,16015.0
2018-02-01,1025.794,15188.0,15188.0
2018-03-01,1091.72,16165.0,16165.0
2018-04-01,1051.266,15565.0,15565.0
2018-05-01,950.863,14079.0,14079.0
2018-06-01,1028.618,15230.0,15230.0
2018-07-01,1033.632,15304.0,15304.0
2018-08-01,1028.162,15223.0,15223.0
2018-09-01,844.864,12509.0,12509.0
2018-10-01,1048.509,15525.0,15525.0
2018-11-01,1060.901,15708.0,15708.0
2018-12-01,1090.065,16140.0,16140.0
2019-01-01,816.633,10966.0,10966.0
2019-02-01,719.499,9662.0,9662.0
2019-03-01,777.156,10436.0,10436.0
2019-04-01,731.259,9819.0,9819.0
2019-05-01,783.702,10524.0,10524.0
2019-06-01,757.826,10177.0,10177.0
2019-07-01,769.398,10332.0,10332.0
2019-08-01,744.65,9999.0,9999.0
2019-09-01,729.11,9790.0,9790.0
2019-10-01,767.078,10301.0,10301.0
2019-11-01,727.783,9773.0,9773.0
2019-12-01,811.906,10902.0,10902.0
2020-01-01,947.462,10774.0,10774.0
2020-02-01,906.082,10303.0,10303.0
2020-03-01,1008.455,11467.0,11467.0
2020-04-01,935.067,10633.0,10633.0
2020-05-01,920.03,10462.0,10462.0
2020-06-01,812.035,9234.0,9234.0
2020-07-01,880.85,10016.0,10016.0
2020-08-01,889.533,10115.0,10115.0
2020-09-01,822.113,9349.0,9349.0
2020-10-01,829.925,9437.0,9437.0
2020-11-01,859.206,9770.0,9770.0
2020-12-01,991.242,11272.0,11272.0
2021-01-01,1027.624,13365.0,13365.0
2021-02-01,959.356,12478.0,12478.0
2021-03-01,1021.616,13287.0,13287.0
2021-04-01,1004.639,13066.0,13066.0
2021-05-01,1013.53,13182.0,13182.0
2021-06-01,930.949,12108.0,12108.0
2021-07-01,960.328,12490.0,12490.0
2021-08-01,929.204,12085.0,12085.0
2021-09-01,855.442,11126.0,11126.0
2021-10-01,908.238,11813.0,11813.0
2021-11-01,906.132,11785.0,11785.0
2021-12-01,1066.942,13877.0,13877.0
2022-01-01,664.185,8943.0,8943.0
2022-02-01,636.878,8574.0,8574.0
2022-03-01,679.77,9152.0,9152.0
2022-04-01,659.484,8879.0,8879.0
2022-05-01,602.681,8114.0,8114.0
2022-06-01,624.859,8412.0,8412.0
2022-07-01,687.045,9250.0,9250.0
2022-08-01,629.784,8479.0,8479.0
2022-09-01,575.277,7745.0,7745.0
2022-10-01,625.566,8422.0,8422.0
2022-11-01,622.24,8377.0,8377.0
2022-12-01,661.231,8902.0,8902.0
2023-01-01,25.106,696.0,696.0
2023-02-01,23.055,640.0,640.0
2023-03-01,23.182,643.0,643.0
2023-04-01,23.191,643.0,643.0
2023-05-01,25.668,712.0,712.0
2023-06-01,22.803,633.0,633.0
2023-07-01,23.693,658.0,658.0
2023-08-01,22.97,638.0,638.0
2023-09-01,20.931,581.0,581.0
2023-10-01,23.53,653.0,653.0
2023-11-01,23.586,654.0,654.0
2023-12-01,25.285,702.0,702.0
2024-01-01,-7.818,0.0,0.0
2024-02-01,-7.356,0.0,0.0
2024-03-01,-7.044,0.0,0.0
2024-04-01,-7.114,0.0,0.0
2024-05-01,-7.427,0.0,0.0
2024-06-01,-6.371,0.0,0.0
2024-07-01,-6.87,0.0,0.0
