measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2003-01-01,362.505,4256.0,4256.0,5172.249,61646.0,61646.0
2003-02-01,299.541,3517.0,3517.0,4273.876,50939.0,50939.0
2003-03-01,318.11400000000003,3735.0,3735.0,4538.88,54097.0,54097.0
2003-04-01,303.004,3558.0,3558.0,4323.29,51527.0,51527.0
2003-05-01,312.07300000000004,3664.0,3664.0,4452.685,53070.0,53070.0
2003-06-01,329.228,3865.0,3865.0,4697.448,55987.0,55987.0
2003-07-01,396.344,4653.0,4653.0,5655.0650000000005,67400.0,67400.0
2003-08-01,383.111,4498.0,4498.0,5466.264,65150.0,65150.0
2003-09-01,308.462,3622.0,3622.0,4401.159000000001,52456.0,52456.0
2003-10-01,294.788,3461.0,3461.0,4206.064,50130.0,50130.0
2003-11-01,246.952,2899.0,2899.0,3523.527,41995.0,41995.0
2003-12-01,358.87800000000004,4214.0,4214.0,5120.494000000001,61029.0,61029.0
2004-01-01,3.5,43.0,43.0,18.75,228.0,228.0
2004-02-01,3.5,43.0,43.0,18.75,228.0,228.0
2004-03-01,3.5,43.0,43.0,18.75,228.0,228.0
2004-04-01,3.5,43.0,43.0,18.75,228.0,228.0
2004-05-01,3.5,43.0,43.0,18.75,228.0,228.0
2004-06-01,3.5,43.0,43.0,18.75,228.0,228.0
2004-07-01,3.5,43.0,43.0,18.75,228.0,228.0
2004-08-01,3.5,43.0,43.0,18.75,228.0,228.0
2004-09-01,3.5,43.0,43.0,18.75,228.0,228.0
2004-10-01,3.5,43.0,43.0,18.75,228.0,228.0
2004-11-01,3.5,43.0,43.0,18.75,228.0,228.0
2004-12-01,3.5,43.0,43.0,18.75,228.0,228.0
2005-01-01,24.616,484.15,484.15,104.035,2023.97,2023.97
2005-02-01,12.493,245.72,245.72,86.364,1680.18,1680.18
2005-03-01,15.12,297.39,297.39,106.955,2080.77,2080.77
2005-04-01,15.755,309.89,309.89,105.38300000000001,2050.2,2050.2
2005-05-01,18.565,365.15,365.15,124.23,2416.85,2416.85
2005-06-01,16.809,330.6,330.6,156.782,3050.14,3050.14
2005-07-01,26.915,529.38,529.38,196.494,3822.73,3822.73
2005-08-01,29.786,585.84,585.84,203.547,3959.93,3959.93
2005-09-01,29.579,581.77,581.77,154.886,3013.26,3013.26
2005-10-01,17.65,347.14,347.14,123.735,2407.23,2407.23
2005-11-01,14.068000000000001,276.7,276.7,105.56700000000001,2053.77,2053.77
2005-12-01,30.645,602.74,602.74,103.022,2004.26,2004.26
2006-01-01,19.937,331.0,331.0,56.138000000000005,932.0,932.0
2006-02-01,19.729,328.0,328.0,66.60300000000001,1105.0,1105.0
2006-03-01,17.298000000000002,288.0,288.0,75.96600000000001,1261.0,1261.0
2006-04-01,22.82,379.0,379.0,84.97,1410.0,1410.0
2006-05-01,20.623,343.0,343.0,98.417,1633.0,1633.0
2006-06-01,24.665,410.0,410.0,125.409,2081.0,2081.0
2006-07-01,23.926000000000002,398.0,398.0,157.667,2617.0,2617.0
2006-08-01,25.75,428.0,428.0,159.655,2650.0,2650.0
2006-09-01,18.293,304.0,304.0,108.63,1803.0,1803.0
2006-10-01,23.545,391.0,391.0,98.355,1632.0,1632.0
2006-11-01,20.551000000000002,342.0,342.0,73.044,1212.0,1212.0
2006-12-01,22.863,380.0,380.0,76.146,1264.0,1264.0
2007-01-01,3.2710000000000004,47.0,47.0,0.42700000000000005,6.0,6.0
2007-02-01,2.261,35.0,35.0,1.264,18.0,18.0
