measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Residual Fuel Oil Generation,Residual Fuel Oil Quantity Consumed For Electricity,Residual Fuel Oil Total Fuel Consumed
2001-01-01,,,,83509.0,893013.0,893013.0,14675.0,170472.0,170472.0
2001-02-01,,,,62794.0,665129.0,665129.0,2255.0,26240.0,26240.0
2001-03-01,,,,136494.0,1397279.0,1397279.0,0.0,0.0,0.0
2001-04-01,,,,209949.0,3239818.0,3239818.0,0.0,0.0,0.0
2001-05-01,,,,195032.0,2031400.0,2031400.0,0.0,0.0,0.0
2001-06-01,,,,205335.0,2196011.0,2196011.0,0.0,0.0,0.0
2001-07-01,,,,320745.0,3392770.0,3392770.0,0.0,0.0,0.0
2001-08-01,,,,270411.0,2904419.0,2904419.0,0.0,0.0,0.0
2001-09-01,,,,199067.0,2164692.0,2164692.0,0.0,0.0,0.0
2001-10-01,,,,138136.0,1449837.0,1449837.0,0.0,0.0,0.0
2001-11-01,,,,125436.0,1344810.0,1344810.0,0.0,0.0,0.0
2001-12-01,,,,49140.0,564242.0,564242.0,0.0,0.0,0.0
2002-01-01,,,,31910.0,374845.0,374845.0,0.0,0.0,0.0
2002-02-01,,,,49624.0,563631.0,563631.0,0.0,0.0,0.0
2002-03-01,,,,84831.0,904039.0,904039.0,0.0,0.0,0.0
2002-04-01,,,,133743.0,1446274.0,1446274.0,0.0,0.0,0.0
2002-05-01,,,,99549.0,1142504.0,1142504.0,0.0,0.0,0.0
2002-06-01,,,,144641.0,1657542.0,1657542.0,946.0,10701.0,10701.0
2002-07-01,,,,238349.0,2594540.0,2594540.0,0.0,0.0,0.0
2002-08-01,,,,221114.0,2375057.0,2375057.0,0.0,0.0,0.0
2002-09-01,,,,179297.0,1946666.0,1946666.0,0.0,0.0,0.0
2002-10-01,,,,98667.0,1076698.0,1076698.0,0.0,0.0,0.0
2002-11-01,,,,19849.0,221826.0,221826.0,0.0,0.0,0.0
2002-12-01,,,,91434.0,1023974.0,1023974.0,0.0,0.0,0.0
2003-01-01,,,,104797.0,1158247.0,1158247.0,203.0,2552.0,2552.0
2003-02-01,,,,41476.0,452091.0,452091.0,2866.0,34102.0,34102.0
2003-03-01,,,,65973.0,695659.0,695659.0,0.0,0.0,0.0
2003-04-01,,,,122095.0,1332489.0,1332489.0,1106.0,11983.0,11983.0
2003-05-01,,,,123855.0,1368241.0,1368241.0,0.0,0.0,0.0
2003-06-01,,,,153633.0,1658906.0,1658906.0,0.0,0.0,0.0
2003-07-01,,,,255672.0,2774750.0,2774750.0,0.0,0.0,0.0
2003-08-01,,,,262703.0,2885355.0,2885355.0,0.0,0.0,0.0
2003-09-01,,,,154149.0,1699100.0,1699100.0,0.0,0.0,0.0
2003-10-01,,,,155386.0,1668948.0,1668948.0,0.0,0.0,0.0
2003-11-01,,,,88170.0,992907.0,992907.0,0.0,0.0,0.0
2003-12-01,,,,61980.0,751624.0,751624.0,934.0,12146.0,12146.0
2004-01-01,,,,73380.0,822899.0,822899.0,0.0,0.0,0.0
2004-02-01,,,,43737.0,478024.0,478024.0,0.0,0.0,0.0
2004-03-01,,,,35725.0,415580.0,415580.0,0.0,0.0,0.0
2004-04-01,,,,51560.0,581366.0,581366.0,0.0,0.0,0.0
2004-05-01,,,,77232.0,852121.0,852121.0,0.0,0.0,0.0
2004-06-01,,,,114453.0,1302514.0,1302514.0,0.0,0.0,0.0
2004-07-01,,,,151472.0,1686273.0,1686273.0,0.0,0.0,0.0
2004-08-01,,,,110961.0,1225062.0,1225062.0,0.0,0.0,0.0
2004-09-01,,,,93334.0,1023784.0,1023784.0,0.0,0.0,0.0
2004-10-01,,,,90349.0,999242.0,999242.0,1098.0,12142.0,12142.0
2004-11-01,,,,42302.0,463586.0,463586.0,0.0,0.0,0.0
2004-12-01,,,,63978.0,660844.0,660844.0,0.0,0.0,0.0
2005-01-01,,,,58776.0,615159.23,615159.23,0.0,0.0,0.0
2005-02-01,,,,44901.0,488194.71,488194.71,0.0,0.0,0.0
2005-03-01,,,,83022.0,917023.56,917023.56,0.0,0.0,0.0
2005-04-01,,,,153619.0,1639640.68,1639640.68,0.0,0.0,0.0
2005-05-01,,,,178429.0,1912022.79,1912022.79,0.0,0.0,0.0
2005-06-01,,,,194885.0,2114401.12,2114401.12,0.0,0.0,0.0
2005-07-01,,,,262364.0,2806352.63,2806352.63,0.0,0.0,0.0
2005-08-01,,,,251651.0,2692771.46,2692771.46,0.0,0.0,0.0
2005-09-01,,,,169367.0,1860658.25,1860658.25,1336.0,14923.44,14923.44
2005-10-01,,,,144188.0,1582213.84,1582213.84,4579.0,50232.84,50232.84
2005-11-01,,,,84999.0,939226.08,939226.08,0.0,0.0,0.0
2005-12-01,,,,77641.0,841908.91,841908.91,0.0,0.0,0.0
2006-01-01,,,,22503.0,262143.0,262143.0,0.0,0.0,0.0
2006-02-01,,,,148393.0,1552855.0,1552855.0,4508.0,48140.0,48140.0
2006-03-01,,,,134219.0,1421959.0,1421959.0,0.0,0.0,0.0
2006-04-01,,,,145994.0,1545220.0,1545220.0,6.0,53.0,53.0
2006-05-01,,,,111821.0,1273706.0,1273706.0,41.0,465.0,465.0
2006-06-01,,,,155575.0,1729513.0,1729513.0,267.0,2969.0,2969.0
2006-07-01,,,,224429.0,2389945.0,2389945.0,26.0,270.0,270.0
2006-08-01,,,,236503.0,2540972.0,2540972.0,3533.0,37973.0,37973.0
2006-09-01,,,,104551.0,1116542.0,1116542.0,0.0,0.0,0.0
2006-10-01,,,,92902.0,1009908.0,1009908.0,0.0,0.0,0.0
2006-11-01,,,,58636.0,668153.0,668153.0,0.0,0.0,0.0
2006-12-01,,,,78273.0,857977.0,857977.0,0.0,0.0,0.0
2007-01-01,,,,69592.0,780086.0,780086.0,0.0,0.0,0.0
2007-02-01,,,,59735.0,665149.0,665149.0,0.0,0.0,0.0
2007-03-01,,,,136797.523,1466157.0,1466157.0,237.476,2545.0,2545.0
2007-04-01,,,,104820.301,1270071.0,1270071.0,969.6990000000001,11750.0,11750.0
2007-05-01,,,,87324.0,1006441.0,1006441.0,0.0,0.0,0.0
2007-06-01,,,,56300.0,687604.0,687604.0,0.0,0.0,0.0
2007-07-01,,,,111833.0,1244684.0,1244684.0,0.0,0.0,0.0
2007-08-01,,,,155521.0,1787729.0,1787729.0,0.0,0.0,0.0
2007-09-01,,,,82115.0,936688.0,936688.0,0.0,0.0,0.0
2007-10-01,,,,66541.0,811261.0,811261.0,0.0,0.0,0.0
2007-11-01,,,,65944.0,777610.0,777610.0,0.0,0.0,0.0
2007-12-01,,,,63435.0,753861.0,753861.0,0.0,0.0,0.0
2008-01-01,8.58,106.0,106.0,55408.42,683503.0,683503.0,0.0,0.0,0.0
2008-02-01,0.0,0.0,0.0,68410.0,810308.0,810308.0,0.0,0.0,0.0
2008-03-01,0.0,0.0,0.0,65883.0,788652.0,788652.0,0.0,0.0,0.0
2008-04-01,0.0,0.0,0.0,43968.0,529762.0,529762.0,0.0,0.0,0.0
2008-05-01,0.0,0.0,0.0,87953.0,1001873.0,1001873.0,0.0,0.0,0.0
2008-06-01,0.0,0.0,0.0,140640.0,1631147.0,1631147.0,0.0,0.0,0.0
2008-07-01,0.0,0.0,0.0,163360.0,1887926.0,1887926.0,0.0,0.0,0.0
2008-08-01,0.0,0.0,0.0,119216.0,1348972.0,1348972.0,0.0,0.0,0.0
2008-09-01,0.0,0.0,0.0,59929.0,696194.0,696194.0,0.0,0.0,0.0
2008-10-01,0.0,0.0,0.0,60530.0,740057.0,740057.0,0.0,0.0,0.0
2008-11-01,0.0,0.0,0.0,68024.0,774359.0,774359.0,0.0,0.0,0.0
2008-12-01,0.0,0.0,0.0,16844.0,181018.0,181018.0,0.0,0.0,0.0
2009-01-01,0.0,0.0,0.0,46196.0,554197.0,554197.0,,,
2009-02-01,0.0,0.0,0.0,46554.0,569829.0,569829.0,,,
2009-03-01,0.0,0.0,0.0,89898.0,1047752.0,1047752.0,,,
2009-04-01,0.0,0.0,0.0,61860.0,770933.0,770933.0,,,
2009-05-01,0.0,0.0,0.0,84381.0,987534.0,987534.0,,,
2009-06-01,0.0,0.0,0.0,119192.0,1458707.0,1458707.0,,,
2009-07-01,0.0,0.0,0.0,140073.0,1645226.0,1645226.0,,,
2009-08-01,0.0,0.0,0.0,126018.0,1492947.0,1492947.0,,,
2009-09-01,0.0,0.0,0.0,83036.0,989675.0,989675.0,,,
2009-10-01,0.0,0.0,0.0,67739.0,798016.0,798016.0,,,
2009-11-01,0.0,0.0,0.0,52505.0,641080.0,641080.0,,,
2009-12-01,0.0,0.0,0.0,125699.0,1454135.0,1454135.0,,,
2010-01-01,0.0,0.0,0.0,143024.0,1630521.0,1630521.0,,,
2010-02-01,0.0,0.0,0.0,89203.0,1047460.0,1047460.0,,,
2010-03-01,0.0,0.0,0.0,89890.0,1044926.0,1044926.0,,,
2010-04-01,0.0,0.0,0.0,148298.0,1594431.0,1594431.0,,,
2010-05-01,0.0,0.0,0.0,130351.0,1463271.0,1463271.0,,,
2010-06-01,0.0,0.0,0.0,140581.0,1531014.0,1531014.0,,,
2010-07-01,0.0,0.0,0.0,183799.0,1970336.0,1970336.0,,,
2010-08-01,0.0,0.0,0.0,188581.0,2095641.0,2095641.0,,,
2010-09-01,0.0,0.0,0.0,153206.0,1755858.0,1755858.0,,,
2010-10-01,0.0,0.0,0.0,146986.0,1648731.0,1648731.0,,,
2010-11-01,0.0,0.0,0.0,53768.0,658745.0,658745.0,,,
2010-12-01,0.0,0.0,0.0,74626.0,778339.0,778339.0,0.0,0.0,0.0
2011-01-01,0.0,0.0,0.0,80351.0,934276.0,934276.0,0.0,0.0,0.0
2011-02-01,0.0,0.0,0.0,90848.0,1017845.0,1017845.0,0.0,0.0,0.0
2011-03-01,0.0,0.0,0.0,56535.0,643908.0,643908.0,,,
2011-04-01,0.0,0.0,0.0,69902.0,840339.0,840339.0,0.0,0.0,0.0
2011-05-01,0.0,0.0,0.0,78111.0,932496.0,932496.0,0.0,0.0,0.0
2011-06-01,0.0,0.0,0.0,155776.0,1810810.0,1810810.0,0.0,0.0,0.0
2011-07-01,0.0,0.0,0.0,253273.0,2831194.0,2831194.0,0.0,0.0,0.0
2011-08-01,0.0,0.0,0.0,229105.0,2554923.0,2554923.0,0.0,0.0,0.0
2011-09-01,0.0,0.0,0.0,148978.0,1689128.0,1689128.0,0.0,0.0,0.0
2011-10-01,0.0,0.0,0.0,90102.0,1027979.0,1027979.0,0.0,0.0,0.0
2011-11-01,0.0,0.0,0.0,53717.0,641911.0,641911.0,0.0,0.0,0.0
2011-12-01,0.0,0.0,0.0,52632.0,617060.0,617060.0,0.0,0.0,0.0
2012-01-01,0.0,0.0,0.0,61630.0,737950.0,737950.0,0.0,0.0,0.0
2012-02-01,0.0,0.0,0.0,58940.0,688347.0,688347.0,0.0,0.0,0.0
2012-03-01,0.0,0.0,0.0,51913.0,589919.0,589919.0,0.0,0.0,0.0
2012-04-01,0.0,0.0,0.0,89497.0,1026793.0,1026793.0,0.0,0.0,0.0
2012-05-01,0.0,0.0,0.0,91710.0,1043127.0,1043127.0,0.0,0.0,0.0
2012-06-01,0.0,0.0,0.0,172209.0,1996336.0,1996336.0,0.0,0.0,0.0
2012-07-01,0.0,0.0,0.0,152849.0,1829267.0,1829267.0,0.0,0.0,0.0
2012-08-01,0.0,0.0,0.0,156714.0,1855578.0,1855578.0,0.0,0.0,0.0
2012-09-01,0.0,0.0,0.0,148722.0,1786286.0,1786286.0,0.0,0.0,0.0
2012-10-01,0.0,0.0,0.0,88212.0,1035843.0,1035843.0,0.0,0.0,0.0
2012-11-01,0.0,0.0,0.0,76315.0,883476.0,883476.0,0.0,0.0,0.0
2012-12-01,0.0,0.0,0.0,53842.0,605980.0,605980.0,0.0,0.0,0.0
2013-01-01,0.0,0.0,0.0,61123.0,736014.0,736014.0,0.0,0.0,0.0
2013-02-01,0.0,0.0,0.0,53494.0,649448.0,649448.0,,,
2013-03-01,0.0,0.0,0.0,78938.0,923577.0,923577.0,0.0,0.0,0.0
2013-04-01,0.0,0.0,0.0,50195.0,617557.0,617557.0,0.0,0.0,0.0
2013-05-01,0.0,0.0,0.0,77663.0,924782.0,924782.0,,,
2013-06-01,0.0,0.0,0.0,125184.0,1496806.0,1496806.0,0.0,0.0,0.0
2013-07-01,0.0,0.0,0.0,149596.0,1799103.0,1799103.0,0.0,0.0,0.0
2013-08-01,0.0,0.0,0.0,204212.0,2342925.0,2342925.0,0.0,0.0,0.0
2013-09-01,0.0,0.0,0.0,174239.0,1974559.0,1974559.0,0.0,0.0,0.0
2013-10-01,0.0,0.0,0.0,173628.0,1952828.0,1952828.0,0.0,0.0,0.0
2013-11-01,0.0,0.0,0.0,53204.0,619869.0,619869.0,0.0,0.0,0.0
2013-12-01,0.0,0.0,0.0,80362.0,943235.0,943235.0,0.0,0.0,0.0
2014-01-01,0.0,0.0,0.0,113612.0,1357496.0,1357496.0,0.0,0.0,0.0
2014-02-01,302.337,3604.0,3604.0,90316.663,1076750.0,1076750.0,0.0,0.0,0.0
2014-03-01,0.0,0.0,0.0,34283.0,416006.0,416006.0,0.0,0.0,0.0
2014-04-01,0.0,0.0,0.0,33566.0,425870.0,425870.0,0.0,0.0,0.0
2014-05-01,0.0,0.0,0.0,46050.0,558443.0,558443.0,0.0,0.0,0.0
2014-06-01,0.0,0.0,0.0,64344.0,803326.0,803326.0,0.0,0.0,0.0
2014-07-01,0.0,0.0,0.0,83682.0,1033281.0,1033281.0,0.0,0.0,0.0
2014-08-01,0.0,0.0,0.0,120158.0,1453280.0,1453280.0,0.0,0.0,0.0
2014-09-01,0.0,0.0,0.0,76585.0,919470.0,919470.0,0.0,0.0,0.0
2014-10-01,0.0,0.0,0.0,20454.0,234533.0,234533.0,0.0,0.0,0.0
2014-11-01,0.0,0.0,0.0,56692.0,658038.0,658038.0,0.0,0.0,0.0
2014-12-01,0.0,0.0,0.0,33965.0,415899.0,415899.0,0.0,0.0,0.0
2015-01-01,0.0,0.0,0.0,75616.0,890837.0,890837.0,0.0,0.0,0.0
2015-02-01,0.0,0.0,0.0,39240.0,478149.0,478149.0,0.0,0.0,0.0
2015-03-01,0.0,0.0,0.0,36575.0,453930.0,453930.0,0.0,0.0,0.0
2015-04-01,0.0,0.0,0.0,34575.0,419863.0,419863.0,0.0,0.0,0.0
2015-05-01,0.0,0.0,0.0,40708.0,504899.0,504899.0,0.0,0.0,0.0
2015-06-01,0.0,0.0,0.0,49069.0,609337.0,609337.0,0.0,0.0,0.0
2015-07-01,0.0,0.0,0.0,119136.0,1452796.0,1452796.0,0.0,0.0,0.0
2015-08-01,0.0,0.0,0.0,137985.0,1633671.0,1633671.0,0.0,0.0,0.0
2015-09-01,7.496,94.0,94.0,64523.504,809864.0,809864.0,0.0,0.0,0.0
2015-10-01,0.0,0.0,0.0,5236.0,61159.0,61159.0,0.0,0.0,0.0
2015-11-01,0.0,0.0,0.0,22026.0,269248.0,269248.0,0.0,0.0,0.0
2015-12-01,0.0,0.0,0.0,39100.0,468024.0,468024.0,,,
2016-01-01,0.0,0.0,0.0,38701.0,481701.0,481701.0,0.0,0.0,0.0
2016-02-01,0.0,0.0,0.0,36310.0,434289.0,434289.0,0.0,0.0,0.0
2016-03-01,0.0,0.0,0.0,35110.0,406655.0,406655.0,0.0,0.0,0.0
2016-04-01,0.0,0.0,0.0,32760.0,395124.0,395124.0,0.0,0.0,0.0
2016-05-01,0.0,0.0,0.0,45313.0,541423.0,541423.0,0.0,0.0,0.0
2016-06-01,0.0,0.0,0.0,99889.0,1147266.0,1147266.0,0.0,0.0,0.0
2016-07-01,0.0,0.0,0.0,82786.0,988378.0,988378.0,0.0,0.0,0.0
2016-08-01,0.0,0.0,0.0,82027.0,962152.0,962152.0,0.0,0.0,0.0
2016-09-01,0.0,0.0,0.0,43183.0,495585.0,495585.0,0.0,0.0,0.0
2016-10-01,0.0,0.0,0.0,17929.0,214486.0,214486.0,0.0,0.0,0.0
2016-11-01,0.0,0.0,0.0,32391.0,380950.0,380950.0,0.0,0.0,0.0
2016-12-01,0.0,0.0,0.0,30169.0,355304.0,355304.0,0.0,0.0,0.0
2017-01-01,0.0,0.0,0.0,28335.0,336196.0,336196.0,0.0,0.0,0.0
2017-02-01,0.0,0.0,0.0,26285.0,313786.0,313786.0,0.0,0.0,0.0
2017-03-01,0.0,0.0,0.0,31328.0,367701.0,367701.0,0.0,0.0,0.0
2017-04-01,0.0,0.0,0.0,27347.0,315569.0,315569.0,0.0,0.0,0.0
2017-05-01,0.0,0.0,0.0,38410.0,450990.0,450990.0,0.0,0.0,0.0
2017-06-01,0.0,0.0,0.0,16192.0,530902.0,530902.0,0.0,0.0,0.0
2017-07-01,0.0,0.0,0.0,78528.0,942775.0,942775.0,0.0,0.0,0.0
2017-08-01,0.0,0.0,0.0,36855.0,474715.0,474715.0,0.0,0.0,0.0
2017-09-01,0.0,0.0,0.0,51241.0,604849.0,604849.0,0.0,0.0,0.0
2017-10-01,0.0,0.0,0.0,42293.0,474572.0,474572.0,0.0,0.0,0.0
2017-11-01,0.0,0.0,0.0,3273.0,44384.0,44384.0,0.0,0.0,0.0
2017-12-01,0.0,0.0,0.0,28269.0,376290.0,376290.0,0.0,0.0,0.0
2018-01-01,0.0,0.0,0.0,38824.0,447620.0,447620.0,0.0,0.0,0.0
2018-02-01,0.0,0.0,0.0,28754.0,330713.0,330713.0,0.0,0.0,0.0
2018-03-01,0.0,0.0,0.0,20194.0,244378.0,244378.0,0.0,0.0,0.0
2018-04-01,0.0,0.0,0.0,46750.0,556524.0,556524.0,0.0,0.0,0.0
2018-05-01,0.0,0.0,0.0,26255.0,312475.0,312475.0,0.0,0.0,0.0
2018-06-01,0.0,0.0,0.0,71778.0,856846.0,856846.0,0.0,0.0,0.0
2018-07-01,0.0,0.0,0.0,127016.0,1455886.0,1455886.0,0.0,0.0,0.0
2018-08-01,0.0,0.0,0.0,59433.0,696642.0,696642.0,0.0,0.0,0.0
2018-09-01,0.0,0.0,0.0,32459.0,343114.0,343114.0,0.0,0.0,0.0
2018-10-01,0.0,0.0,0.0,37458.0,436883.0,436883.0,0.0,0.0,0.0
2018-11-01,0.0,0.0,0.0,53493.0,643977.0,643977.0,0.0,0.0,0.0
