measured_on,Natural Gas - Fuel Cell - Natural Gas - Generation,Natural Gas - Fuel Cell - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Fuel Cell - Natural Gas - Total Fuel Consumed
2018-01-01,3172.209,21376.0,21376.0
2018-02-01,2785.272,18768.0,18768.0
2018-03-01,2896.783,19520.0,19520.0
2018-04-01,2180.073,14690.0,14690.0
2018-05-01,1990.098,13410.0,13410.0
2018-06-01,2722.37,18344.0,18344.0
2018-07-01,4750.522,32010.0,32010.0
2018-08-01,4394.657,29613.0,29613.0
2018-09-01,3536.827,23832.0,23832.0
2018-10-01,3953.367,26639.0,26639.0
2018-11-01,3534.157,23814.0,23814.0
2018-12-01,3560.665,23993.0,23993.0
2019-01-01,3140.625,23373.0,23373.0
2019-02-01,2912.023,21674.0,21674.0
2019-03-01,2539.425,18900.0,18900.0
2019-04-01,1781.908,13262.0,13262.0
2019-05-01,1535.495,11428.0,11428.0
2019-06-01,2053.233,15282.0,15282.0
2019-07-01,3236.725,24090.0,24090.0
2019-08-01,3801.92,28297.0,28297.0
2019-09-01,3345.408,24899.0,24899.0
2019-10-01,3426.42,25502.0,25502.0
2019-11-01,3360.424,25011.0,25011.0
2019-12-01,3485.394,25941.0,25941.0
2020-01-01,2431.072,18465.0,18465.0
2020-02-01,2146.867,16307.0,16307.0
2020-03-01,2383.165,18101.0,18101.0
2020-04-01,1685.375,12801.0,12801.0
2020-05-01,1584.71,12036.0,12036.0
2020-06-01,2229.228,16932.0,16932.0
2020-07-01,3118.454,23686.0,23686.0
2020-08-01,3878.015,29456.0,29456.0
2020-09-01,3377.147,25651.0,25651.0
2020-10-01,3507.252,26640.0,26640.0
2020-11-01,2801.468,21278.0,21278.0
2020-12-01,3105.247,23586.0,23586.0
2021-01-01,2786.95,19799.0,19799.0
2021-02-01,2363.421,16791.0,16791.0
2021-03-01,2541.134,18053.0,18053.0
2021-04-01,2254.835,16020.0,16020.0
2021-05-01,2356.592,16743.0,16743.0
2021-06-01,3222.506,22894.0,22894.0
2021-07-01,4446.997,31593.0,31593.0
2021-08-01,4060.257,28846.0,28846.0
2021-09-01,3454.8,24544.0,24544.0
2021-10-01,3293.486,23399.0,23399.0
2021-11-01,3026.876,21504.0,21504.0
2021-12-01,3124.146,22195.0,22195.0
2022-01-01,2974.422,20527.0,20527.0
2022-02-01,2469.564,17042.0,17042.0
2022-03-01,2285.002,15769.0,15769.0
2022-04-01,2340.606,16152.0,16152.0
2022-05-01,2147.904,14823.0,14823.0
2022-06-01,2921.293,20160.0,20160.0
2022-07-01,3902.553,26931.0,26931.0
2022-08-01,4708.95,32497.0,32497.0
2022-09-01,4315.74,29783.0,29783.0
2022-10-01,3963.344,27352.0,27352.0
2022-11-01,3639.649,25118.0,25118.0
2022-12-01,4022.973,27763.0,27763.0
2023-01-01,3395.121,24277.0,24277.0
2023-02-01,2891.985,20678.0,20678.0
2023-03-01,2779.569,19875.0,19875.0
2023-04-01,2171.424,15526.0,15526.0
2023-05-01,1406.42,10056.0,10056.0
2023-06-01,1850.197,13229.0,13229.0
2023-07-01,4282.844,30624.0,30624.0
2023-08-01,4321.475,30900.0,30900.0
2023-09-01,3058.859,21872.0,21872.0
2023-10-01,3735.435,26710.0,26710.0
2023-11-01,3509.023,25091.0,25091.0
2023-12-01,3950.648,28249.0,28249.0
2024-01-01,3177.0,23481.0,23481.0
2024-02-01,2916.0,21670.0,21670.0
2024-03-01,3111.0,23079.0,23079.0
2024-04-01,2977.0,22143.0,22143.0
2024-05-01,3221.0,23420.0,23420.0
2024-06-01,3116.0,22449.0,22449.0
2024-07-01,3067.0,22489.0,22489.0
2024-08-01,3183.0,23009.0,23009.0
2024-09-01,3143.0,22688.0,22688.0
2024-10-01,3247.0,23569.0,23569.0
2024-11-01,3120.0,22634.0,22634.0
2024-12-01,3277.0,24329.0,24329.0
