measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed"
2003-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-03-01,4.0,36.0,36.0,,,
2003-04-01,20.0,336.0,336.0,4.0,30.0,30.0
2003-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-06-01,21.0,220.0,220.0,149.0,2204.0,2204.0
2003-07-01,0.0,0.0,0.0,8.0,133.0,133.0
2003-08-01,8.0,133.0,133.0,0.0,0.0,0.0
2003-09-01,3.0,41.0,41.0,1.0,17.0,17.0
2003-10-01,1.0,17.0,17.0,7.0,70.0,70.0
2003-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2004-01-01,16.985,267.0,267.0,1.131,14.0,14.0
2004-02-01,16.454,259.0,259.0,1.463,18.0,18.0
2004-03-01,29.193,460.0,460.0,1.3130000000000002,16.0,16.0
2004-04-01,31.316000000000003,493.0,493.0,0.89,11.0,11.0
2004-05-01,193.203,3042.0,3042.0,0.965,12.0,12.0
2004-06-01,18.577,293.0,293.0,0.927,12.0,12.0
2004-07-01,72.71600000000001,1145.0,1145.0,1.477,18.0,18.0
2004-08-01,8.492,134.0,134.0,1.5630000000000002,20.0,20.0
2004-09-01,9.554,150.0,150.0,1.2730000000000001,16.0,16.0
2004-10-01,99.786,1571.0,1571.0,0.931,12.0,12.0
2004-11-01,13.269,209.0,209.0,0.541,7.0,7.0
2004-12-01,16.454,259.0,259.0,0.524,7.0,7.0
2007-01-01,22.191000000000003,222.0,222.0,2.011,39.0,39.0
2007-02-01,17.185,172.0,172.0,1.5570000000000002,28.0,28.0
2007-03-01,33.984,338.0,338.0,3.08,55.0,55.0
2007-04-01,20.671,205.0,205.0,1.873,33.0,33.0
2007-05-01,19.071,188.0,188.0,1.728,33.0,33.0
2007-06-01,18.644000000000002,183.0,183.0,1.69,33.0,33.0
2007-07-01,27.53,272.0,272.0,2.495,44.0,44.0
2007-08-01,34.751000000000005,344.0,344.0,3.149,55.0,55.0
2007-09-01,28.868000000000002,288.0,288.0,2.616,50.0,50.0
2007-10-01,34.862,344.0,344.0,3.1590000000000003,55.0,55.0
2007-11-01,25.575,255.0,255.0,2.318,44.0,44.0
2007-12-01,36.668,366.0,366.0,3.323,61.0,61.0
2008-01-01,1840.305,26362.0,26362.0,144.75300000000001,1711.0,1711.0
2008-02-01,1684.47,24127.0,24127.0,132.497,1572.0,1572.0
2008-03-01,1127.144,16144.0,16144.0,88.659,1050.0,1050.0
2008-04-01,1137.4180000000001,16288.0,16288.0,89.467,1061.0,1061.0
2008-05-01,1189.818,17042.0,17042.0,93.589,1111.0,1111.0
2008-06-01,797.046,11415.0,11415.0,62.694,744.0,744.0
2008-07-01,828.1890000000001,11859.0,11859.0,65.144,772.0,772.0
2008-08-01,819.599,11737.0,11737.0,64.468,766.0,766.0
2008-09-01,855.172,12247.0,12247.0,67.266,800.0,800.0
2008-10-01,973.552,13943.0,13943.0,76.578,911.0,911.0
2008-11-01,1187.307,17003.0,17003.0,93.391,1111.0,1111.0
2008-12-01,2014.98,28857.0,28857.0,158.494,1883.0,1883.0
2009-01-01,838.104,11995.0,11995.0,125.274,1308.0,1308.0
2009-02-01,615.109,8802.0,8802.0,91.94200000000001,971.0,971.0
2009-03-01,638.892,9139.0,9139.0,95.497,1005.0,1005.0
2009-04-01,656.448,9391.0,9391.0,98.12100000000001,1034.0,1034.0
2009-05-01,393.555,5632.0,5632.0,58.826,623.0,623.0
2009-06-01,386.473,5529.0,5529.0,57.767,611.0,611.0
2009-07-01,435.71200000000005,6238.0,6238.0,65.12700000000001,685.0,685.0
2009-08-01,433.454,6203.0,6203.0,64.789,685.0,685.0
2009-09-01,288.737,4130.0,4130.0,43.158,457.0,457.0
2009-10-01,286.088,4096.0,4096.0,42.762,451.0,451.0
2009-11-01,543.8090000000001,7780.0,7780.0,81.285,857.0,857.0
2009-12-01,551.619,7894.0,7894.0,82.452,868.0,868.0
2010-01-01,43.052,703.0,703.0,0.92,23.0,23.0
2010-02-01,34.206,560.0,560.0,0.73,11.0,11.0
2010-03-01,30.277,497.0,497.0,0.646,11.0,11.0
2010-04-01,26.805,440.0,440.0,0.5720000000000001,11.0,11.0
2010-05-01,22.29,366.0,366.0,0.47600000000000003,6.0,6.0
2010-06-01,17.497,286.0,286.0,0.373,6.0,6.0
2010-07-01,20.075,331.0,331.0,0.42800000000000005,6.0,6.0
2010-08-01,20.467000000000002,337.0,337.0,0.437,6.0,6.0
2010-09-01,18.740000000000002,308.0,308.0,0.4,6.0,6.0
2010-10-01,22.464000000000002,371.0,371.0,0.47900000000000004,11.0,11.0
2010-11-01,25.586000000000002,417.0,417.0,0.546,11.0,11.0
2010-12-01,46.541000000000004,765.0,765.0,0.993,17.0,17.0
2011-01-01,127.736,2216.0,2216.0,6.477,80.0,80.0
2011-02-01,114.074,1982.0,1982.0,5.784,74.0,74.0
2011-03-01,99.871,1736.0,1736.0,5.064,63.0,63.0
2011-04-01,64.707,1125.0,1125.0,3.281,40.0,40.0
2011-05-01,67.819,1177.0,1177.0,3.439,40.0,40.0
2011-06-01,63.009,1097.0,1097.0,3.195,40.0,40.0
2011-07-01,66.585,1154.0,1154.0,3.376,40.0,40.0
2011-08-01,60.098,1045.0,1045.0,3.047,40.0,40.0
2011-09-01,66.602,1154.0,1154.0,3.377,40.0,40.0
2011-10-01,117.745,2045.0,2045.0,5.97,74.0,74.0
2011-11-01,109.014,1891.0,1891.0,5.527,69.0,69.0
2011-12-01,107.74,1874.0,1874.0,5.463,69.0,69.0
2012-01-01,62.061,1297.0,1297.0,3.43,46.0,46.0
2012-02-01,36.602,760.0,760.0,2.023,29.0,29.0
2012-03-01,55.514,1154.0,1154.0,3.068,40.0,40.0
2012-04-01,35.151,731.0,731.0,1.942,23.0,23.0
2012-05-01,43.986,914.0,914.0,2.431,29.0,29.0
2012-06-01,35.894,748.0,748.0,1.983,23.0,23.0
2012-07-01,56.124,1165.0,1165.0,3.101,40.0,40.0
2012-08-01,52.296,1085.0,1085.0,2.89,40.0,40.0
2012-09-01,48.686,1011.0,1011.0,2.69,34.0,34.0
2012-10-01,36.163,754.0,754.0,1.998,29.0,29.0
2012-11-01,38.785,805.0,805.0,2.143,29.0,29.0
2012-12-01,59.738,1240.0,1240.0,3.301,40.0,40.0
2013-01-01,29.27,914.0,914.0,2.431,46.0,46.0
2013-02-01,20.194,628.0,628.0,1.676,34.0,34.0
2013-03-01,20.426,634.0,634.0,1.695,34.0,34.0
2013-04-01,23.561,737.0,737.0,1.956,40.0,40.0
2013-05-01,23.745,743.0,743.0,1.971,40.0,40.0
2013-06-01,17.052,531.0,531.0,1.415,29.0,29.0
2013-07-01,16.146,503.0,503.0,1.34,23.0,23.0
2013-08-01,15.931,497.0,497.0,1.322,23.0,23.0
2013-09-01,18.696,583.0,583.0,1.552,29.0,29.0
2013-10-01,17.991,560.0,560.0,1.493,29.0,29.0
2013-11-01,23.45,731.0,731.0,1.946,34.0,34.0
2013-12-01,26.538,828.0,828.0,2.203,40.0,40.0
2014-01-01,0.0,206.0,206.0,0.0,11.0,11.0
2014-02-01,0.0,206.0,206.0,0.0,11.0,11.0
2014-03-01,0.0,200.0,200.0,0.0,11.0,11.0
2014-04-01,0.0,188.0,188.0,0.0,11.0,11.0
2014-05-01,0.0,160.0,160.0,0.0,11.0,11.0
2014-06-01,0.0,97.0,97.0,0.0,6.0,6.0
2014-07-01,0.0,166.0,166.0,0.0,11.0,11.0
2014-08-01,0.0,137.0,137.0,0.0,6.0,6.0
2014-09-01,0.0,160.0,160.0,0.0,11.0,11.0
2014-10-01,0.0,211.0,211.0,0.0,11.0,11.0
2014-11-01,0.0,154.0,154.0,0.0,11.0,11.0
2014-12-01,0.0,200.0,200.0,0.0,11.0,11.0
2015-01-01,-3.815,297.0,297.0,-0.618,23.0,23.0
2015-02-01,-3.365,257.0,257.0,-0.546,23.0,23.0
2015-03-01,-3.385,257.0,257.0,-0.549,23.0,23.0
2015-04-01,-3.506,268.0,268.0,-0.569,23.0,23.0
2015-05-01,-2.817,217.0,217.0,-0.457,17.0,17.0
2015-06-01,-2.807,217.0,217.0,-0.455,17.0,17.0
2015-07-01,-2.917,223.0,223.0,-0.473,17.0,17.0
2015-08-01,-3.312,251.0,251.0,-0.537,23.0,23.0
2015-09-01,-2.983,228.0,228.0,-0.484,17.0,17.0
2015-10-01,-3.412,263.0,263.0,-0.553,23.0,23.0
2015-11-01,-2.386,183.0,183.0,-0.387,17.0,17.0
2015-12-01,-2.295,177.0,177.0,-0.372,17.0,17.0
2016-01-01,0.649,244.0,244.0,0.0,11.0,11.0
2016-02-01,0.72,266.0,266.0,0.0,11.0,11.0
2016-03-01,0.681,255.0,255.0,0.0,11.0,11.0
2016-04-01,0.558,205.0,205.0,0.0,6.0,6.0
2016-05-01,0.509,188.0,188.0,0.0,6.0,6.0
2016-06-01,0.512,188.0,188.0,0.0,6.0,6.0
2016-07-01,0.428,161.0,161.0,0.0,6.0,6.0
2016-08-01,0.561,211.0,211.0,0.0,6.0,6.0
2016-09-01,0.572,211.0,211.0,0.0,6.0,6.0
2016-10-01,0.657,244.0,244.0,0.0,11.0,11.0
2016-11-01,0.916,344.0,344.0,0.0,11.0,11.0
2016-12-01,1.237,460.0,460.0,0.0,17.0,17.0
2017-01-01,-15.104,221.0,221.0,-2.025,17.0,17.0
2017-02-01,-12.193,176.0,176.0,-1.636,11.0,11.0
2017-03-01,-14.04,204.0,204.0,-1.883,17.0,17.0
2017-04-01,-12.944,187.0,187.0,-1.736,11.0,11.0
2017-05-01,-12.93,187.0,187.0,-1.735,11.0,11.0
2017-06-01,-13.638,198.0,198.0,-1.83,11.0,11.0
2017-07-01,-13.898,204.0,204.0,-1.864,17.0,17.0
2017-08-01,-14.356,210.0,210.0,-1.926,17.0,17.0
2017-09-01,-14.279,210.0,210.0,-1.916,17.0,17.0
2017-10-01,-14.574,210.0,210.0,-1.955,17.0,17.0
2017-11-01,-12.908,187.0,187.0,-1.732,11.0,11.0
2017-12-01,-13.136,193.0,193.0,-1.762,11.0,11.0
2018-01-01,-6.893,232.0,232.0,-0.161,34.0,34.0
