measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed"
2018-02-01,-6.426,210.0,210.0,-0.149,23.0,23.0
2018-03-01,-6.427,210.0,210.0,-0.149,23.0,23.0
2018-04-01,-6.492,215.0,215.0,-0.151,28.0,28.0
2018-05-01,-7.429,244.0,244.0,-0.173,28.0,28.0
2018-06-01,-6.935,227.0,227.0,-0.161,28.0,28.0
2018-07-01,-7.473,249.0,249.0,-0.174,28.0,28.0
2018-08-01,-7.631,249.0,249.0,-0.177,28.0,28.0
2018-09-01,-7.768,255.0,255.0,-0.181,28.0,28.0
2018-10-01,-8.157,272.0,272.0,-0.19,34.0,34.0
2018-11-01,-7.339,244.0,244.0,-0.171,28.0,28.0
2018-12-01,-7.03,232.0,232.0,-0.163,28.0,28.0
2019-01-01,-9.223,346.0,346.0,-0.143,6.0,6.0
2019-02-01,-10.252,391.0,391.0,-0.158,11.0,11.0
2019-03-01,-10.16,385.0,385.0,-0.156,11.0,11.0
2019-04-01,-9.337,357.0,357.0,-0.144,11.0,11.0
2019-05-01,-10.161,385.0,385.0,-0.156,11.0,11.0
2019-06-01,-8.731,334.0,334.0,-0.134,11.0,11.0
2019-07-01,-9.945,380.0,380.0,-0.153,11.0,11.0
2019-08-01,-11.011,419.0,419.0,-0.169,11.0,11.0
2019-09-01,-13.075,499.0,499.0,-0.201,11.0,11.0
2019-10-01,-13.742,521.0,521.0,-0.211,11.0,11.0
2019-11-01,-10.438,397.0,397.0,-0.161,11.0,11.0
2019-12-01,-13.925,527.0,527.0,-0.214,11.0,11.0
2020-01-01,-16.463,589.0,589.0,-0.974,68.0,68.0
2020-02-01,-10.674,374.0,374.0,-0.633,45.0,45.0
2020-03-01,-10.776,380.0,380.0,-0.639,45.0,45.0
2020-04-01,-10.341,363.0,363.0,-0.613,40.0,40.0
2020-05-01,-8.756,306.0,306.0,-0.519,34.0,34.0
2020-06-01,-11.024,385.0,385.0,-0.653,45.0,45.0
2020-07-01,-14.37,504.0,504.0,-0.852,57.0,57.0
2020-08-01,-14.724,516.0,516.0,-0.873,62.0,62.0
2020-09-01,-9.362,329.0,329.0,-0.555,40.0,40.0
2020-10-01,-11.206,397.0,397.0,-0.664,45.0,45.0
2020-11-01,-8.69,306.0,306.0,-0.515,34.0,34.0
2020-12-01,-8.614,300.0,300.0,-0.51,34.0,34.0
2021-01-01,-24.947,159.0,159.0,-2.142,17.0,17.0
2021-02-01,-27.625,170.0,170.0,-2.373,11.0,11.0
2021-03-01,-29.876,181.0,181.0,-2.566,11.0,11.0
2021-04-01,-28.719,176.0,176.0,-2.467,11.0,11.0
2021-05-01,-14.873,91.0,91.0,-1.277,6.0,6.0
2021-06-01,-19.965,119.0,119.0,-1.715,11.0,11.0
2021-07-01,-19.511,119.0,119.0,-1.676,11.0,11.0
2021-08-01,-28.137,170.0,170.0,-2.417,11.0,11.0
2021-09-01,-36.443,221.0,221.0,-3.13,17.0,17.0
2021-10-01,-36.207,221.0,221.0,-3.11,17.0,17.0
2021-11-01,-28.27,170.0,170.0,-2.428,11.0,11.0
2021-12-01,-31.427,193.0,193.0,-2.699,17.0,17.0
2022-01-01,-15.852,408.0,408.0,-0.197,11.0,11.0
2022-02-01,-13.073,334.0,334.0,-0.163,6.0,6.0
2022-03-01,-15.139,391.0,391.0,-0.189,11.0,11.0
2022-04-01,-13.459,346.0,346.0,-0.168,6.0,6.0
2022-05-01,-12.613,323.0,323.0,-0.158,6.0,6.0
2022-06-01,-15.36,397.0,397.0,-0.192,11.0,11.0
2022-07-01,-13.99,357.0,357.0,-0.175,6.0,6.0
2022-08-01,-9.409,244.0,244.0,-0.118,6.0,6.0
2022-09-01,-11.022,283.0,283.0,-0.138,6.0,6.0
2022-10-01,-12.367,317.0,317.0,-0.155,6.0,6.0
2022-11-01,-11.741,300.0,300.0,-0.147,6.0,6.0
2022-12-01,-15.975,408.0,408.0,-0.2,11.0,11.0
2023-01-01,-14.233,476.0,476.0,-10.282,17.0,17.0
2023-02-01,-11.048,368.0,368.0,-7.984,17.0,17.0
2023-03-01,-10.426,346.0,346.0,-7.534,17.0,17.0
2023-04-01,-12.325,408.0,408.0,-8.907,17.0,17.0
2023-05-01,-12.179,402.0,402.0,-8.801,17.0,17.0
2023-06-01,-10.486,346.0,346.0,-7.578,17.0,17.0
2023-07-01,-9.93,329.0,329.0,-7.175,17.0,17.0
2023-08-01,-10.335,340.0,340.0,-7.469,17.0,17.0
2023-09-01,-8.964,295.0,295.0,-6.478,11.0,11.0
2023-10-01,-10.168,334.0,334.0,-7.348,17.0,17.0
2023-11-01,-12.823,425.0,425.0,-9.267,17.0,17.0
2023-12-01,-14.083,465.0,465.0,-10.177,23.0,23.0
2024-01-01,-6.759,374.0,374.0,-8.43,17.0,17.0
2024-02-01,-6.088,329.0,329.0,-7.59,23.0,23.0
2024-03-01,-7.338,397.0,397.0,-9.148,23.0,23.0
2024-04-01,-7.731,419.0,419.0,-9.638,28.0,28.0
2024-05-01,-4.532,244.0,244.0,-5.65,17.0,17.0
2024-06-01,-8.091,436.0,436.0,-10.087,28.0,28.0
2024-07-01,-4.746,255.0,255.0,-5.917,17.0,17.0
2024-08-01,-6.854,368.0,368.0,-8.545,23.0,23.0
2024-09-01,-4.552,244.0,244.0,-5.675,17.0,17.0
2024-10-01,-7.227,391.0,391.0,-9.01,23.0,23.0
2024-11-01,-7.07,380.0,380.0,-8.814,23.0,23.0
2024-12-01,-6.012,323.0,323.0,-7.496,23.0,23.0
