measured_on,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed
2003-01-01,29394.0,220580.0,322007.0,7277.0,45495.0,45495.0
2003-02-01,26027.04,205138.0,297770.0,6394.24,41800.0,41800.0
2003-03-01,25618.0,199284.0,289410.0,6193.0,42130.0,42130.0
2003-04-01,29326.0,213938.0,320760.0,6193.0,46640.0,46640.0
2003-05-01,29122.0,212938.0,322080.0,7226.0,49940.0,49940.0
2003-06-01,27686.0,200151.0,306570.0,6856.0,48950.0,48950.0
2003-07-01,28658.0,310608.0,310608.0,7139.0,-57646.0,46764.0
2003-08-01,27866.0,307476.0,307476.0,7124.0,-53616.0,46872.0
2003-09-01,27128.0,299916.0,299916.0,7038.0,-57544.0,46656.0
2003-10-01,19203.09,219778.0,219778.0,5025.57,-19746.0,65484.0
2003-11-01,24907.66,313632.0,313632.0,5942.22,-51375.0,54108.0
2003-12-01,27982.0,193205.0,301021.0,6416.0,52228.0,52228.0
2004-01-01,24548.247,152024.63,325715.2,5756.639,35650.24,317642.49
2004-02-01,24750.157,153275.03,328394.22,5468.811000000001,33867.75,301760.57
2004-03-01,24229.206,150048.84,321482.05,5835.567,36139.03,321997.6
2004-04-01,24607.672,152392.64,326503.67,5955.298000000001,36880.51,328604.14
2004-05-01,21321.201,132039.88,282897.57,5537.626,34293.92,305557.68
2004-06-01,23276.86,144151.07,308845.98,5371.098,33262.62,296368.92
2004-07-01,32883.95,203646.73,436316.4,8073.566000000001,49998.72,445486.93
2004-08-01,33919.922,210062.39,450062.04,8321.283000000001,51532.81,459155.61
2004-09-01,31418.738,194572.83,416875.42,7584.5070000000005,46970.03,418501.41
2004-10-01,29982.259,185676.87,397815.68,7302.813,45225.53,402957.96
2004-11-01,28273.379,175093.96,375141.62,6733.292,41698.54,371532.69
2004-12-01,30828.969,190920.45,409050.15,7421.99,45963.58,409533.99
2005-01-01,21260.513,131664.04,249439.21,4912.147,30420.39,43277.86
2005-02-01,19189.83,118840.53,225144.91,4433.725,27457.58,39062.78
2005-03-01,20709.715,128253.01,242976.97,4784.888,29632.29,42156.65
2005-04-01,20809.177,128868.97,244143.92,4807.868,29774.6,42359.12
2005-05-01,22854.843,141537.56,268144.71,5280.51,32701.63,46523.27
2005-06-01,29355.715,181796.76,344416.27,6782.508000000001,42003.33,59756.43
2005-07-01,37590.54,232794.13,441031.45,8685.127,53786.05,76519.22
2005-08-01,38955.764,241248.82,457048.97,9000.556,55739.47,79298.27
2005-09-01,29380.962,181953.11,344712.48,6788.341,42039.46,59807.83
2005-10-01,22805.304,141230.77,267563.49,5269.064,32630.74,46422.43
2005-11-01,20347.775,126011.56,238730.51,4701.263,29114.41,41419.9
2005-12-01,23216.212,143775.48,272384.48,5364.003000000001,33218.69,47258.87
2006-01-01,24646.136,152630.84,307212.02,5734.1410000000005,35510.91,44044.92
2006-02-01,21729.874,134570.75,270861.06,5055.646000000001,31309.07,38833.29
2006-03-01,24068.775,149055.31,300015.27,5599.812,34679.03,43013.13
2006-04-01,22932.774,142020.18,285855.1,5335.512000000001,33042.25,40982.99
2006-05-01,26730.039,165536.23,333187.69,6218.979,38513.46,47769.06
2006-06-01,28332.553,175460.42,353162.88,6591.818,40822.41,50632.89
2006-07-01,31901.204,197560.7,397645.83,7422.0960000000005,45964.23,57010.4
2006-08-01,32955.886,204092.22,410792.35,7667.477000000001,47483.85,58895.21
2006-09-01,26833.887000000002,166179.35,334482.14,6243.14,38663.09,47954.64
2006-10-01,28129.622,174203.7,350633.38,6544.604,40530.02,50270.24
2006-11-01,23761.55,147152.7,296185.73,5528.334,34236.37,42464.08
2006-12-01,26645.979,165015.65,332139.88,6199.421,38392.34,47618.82
2007-01-01,21293.25,131867.0,254609.0,5295.676,32795.0,38640.0
2007-02-01,19368.572,119947.0,231595.0,4817.005,29831.0,35147.0
