measured_on,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed
2001-01-01,121419.0,1497704.0,1497704.0,115.0,1358.0,1358.0
2001-02-01,57304.0,679399.0,679399.0,250.0,2964.0,2964.0
2001-03-01,98801.0,1211496.0,1211496.0,206.0,2217.0,2217.0
2001-04-01,102260.0,1235530.0,1235530.0,151.0,1605.0,1605.0
2001-05-01,84323.0,1027461.0,1027461.0,170.0,1823.0,1823.0
2001-06-01,75674.0,969932.0,969932.0,372.0,4181.0,4181.0
2001-07-01,82949.0,1050777.0,1050777.0,476.0,5292.0,5292.0
2001-08-01,91468.0,1173306.0,1173306.0,309.0,3475.0,3475.0
2001-09-01,73009.0,936530.0,936530.0,119.0,2246.0,2246.0
2001-10-01,61983.0,1123249.0,1123249.0,239.0,3804.0,3804.0
2001-11-01,66505.0,866256.0,866256.0,431.0,4927.0,4927.0
2001-12-01,35080.0,574358.0,574358.0,510.0,7332.0,7332.0
2002-01-01,43129.0,778619.0,778619.0,46.0,719.0,719.0
2002-02-01,32336.0,475065.0,475065.0,288.0,3677.0,3677.0
2002-03-01,43915.0,514063.0,514063.0,199.0,2100.0,2100.0
2002-04-01,25654.0,333363.0,333363.0,288.0,3364.0,3364.0
2002-05-01,30573.0,418471.0,418471.0,365.0,4385.0,4385.0
2002-06-01,62768.0,852658.0,852658.0,400.0,4901.0,4901.0
2002-07-01,99791.0,1377252.0,1377252.0,1349.0,16275.0,16275.0
2002-08-01,90787.0,1193403.0,1193403.0,466.0,6357.0,6357.0
2002-09-01,65007.0,839474.0,839474.0,449.0,5922.0,5922.0
2002-10-01,74357.0,958465.0,958465.0,659.0,8677.0,8677.0
2002-11-01,74379.0,957875.0,957875.0,216.0,2778.0,2778.0
2002-12-01,71722.0,877187.0,877187.0,267.0,3221.0,3221.0
2003-01-01,94164.0,1182000.0,1182000.0,514.0,6641.0,6641.0
2003-02-01,107139.0,1376377.0,1376377.0,253.0,3358.0,3358.0
2003-03-01,16965.0,244212.0,244212.0,77.0,1160.0,1160.0
2003-04-01,28105.0,373485.0,373485.0,131.0,1804.0,1804.0
