measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed
2020-01-01,-8.672,0.0,0.0
2020-02-01,-6.702,0.0,0.0
2020-03-01,-10.284,0.0,0.0
2020-04-01,-9.119,0.0,0.0
2020-05-01,-8.835,0.0,0.0
2020-06-01,-7.846,0.0,0.0
2020-07-01,-9.277,0.0,0.0
2020-08-01,-9.245,0.0,0.0
2020-09-01,-9.995,0.0,0.0
2020-10-01,-10.674,0.0,0.0
2020-11-01,-10.522,0.0,0.0
2020-12-01,-9.829,0.0,0.0
2024-01-01,-3.0,0.0,0.0
2024-02-01,-4.0,0.0,0.0
2024-03-01,-4.0,0.0,0.0
2024-04-01,-9.0,0.0,0.0
2024-05-01,-9.0,0.0,0.0
2024-06-01,-9.0,0.0,0.0
2024-07-01,-9.0,0.0,0.0
2024-08-01,-9.0,0.0,0.0
2024-09-01,-9.0,0.0,0.0
2024-10-01,-12.0,0.0,0.0
2024-11-01,-6.0,0.0,0.0
2024-12-01,-5.0,0.0,0.0
