measured_on,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2003-01-01,4119.861,109978.0,110083.0,2032.0890000000002,54246.0,54298.0
2003-02-01,3800.849,101462.0,101559.0,1874.739,50045.0,50093.0
2003-03-01,3479.549,92885.0,92974.0,1716.26,45815.0,45859.0
2003-04-01,3669.837,97964.0,98059.0,1810.1190000000001,48320.0,48367.0
2003-05-01,3650.786,97456.0,97550.0,1800.722,48069.0,48116.0
2003-06-01,3637.0860000000002,97090.0,97184.0,1793.9640000000002,47889.0,47935.0
2003-07-01,4000.826,106800.0,106903.0,1973.3760000000002,52678.0,52729.0
2003-08-01,4204.23,112230.0,112338.0,2073.703,55357.0,55410.0
2003-09-01,3761.42,100409.0,100506.0,1855.2910000000002,49526.0,49574.0
2003-10-01,3157.6580000000004,84292.0,84373.0,1557.49,41577.0,41617.0
2003-11-01,2784.889,74341.0,74413.0,1373.625,36668.0,36704.0
2003-12-01,4052.009,108166.0,108270.0,1998.622,53352.0,53404.0
2004-01-01,0.0,0.0,0.0,24399.714,143044.37,721064.09
2004-02-01,0.0,0.0,0.0,1922.866,11272.88,56824.81
2004-03-01,0.0,0.0,0.0,2861.8830000000003,16777.91,84574.81
2004-04-01,0.0,0.0,0.0,2941.878,17246.89,86938.79
2004-05-01,0.0,0.0,0.0,1707.297,10009.1,50454.32
2004-06-01,0.0,0.0,0.0,4485.6230000000005,26297.16,132559.81
2004-07-01,0.0,0.0,0.0,4953.5560000000005,29040.44,146388.27
2004-08-01,0.0,0.0,0.0,6412.035,37590.83,189489.45
2004-09-01,0.0,0.0,0.0,2371.219,13901.38,70074.67
2004-10-01,0.0,0.0,0.0,1021.589,5989.11,30190.16
2004-11-01,0.0,0.0,0.0,857.903,5029.49,25352.91
2004-12-01,0.0,0.0,0.0,7096.837,41605.51,209726.81
2005-01-01,0.0,0.0,0.0,7760.831,45498.21,207556.2
2005-02-01,0.0,0.0,0.0,3168.521,18575.59,84739.14
2005-03-01,0.0,0.0,0.0,4360.367,25562.84,116613.96
2005-04-01,0.0,0.0,0.0,2517.56,14759.31,67329.78
2005-05-01,0.0,0.0,0.0,1033.945,6061.54,27651.9
2005-06-01,0.0,0.0,0.0,5796.673000000001,33983.25,155026.62
2005-07-01,0.0,0.0,0.0,7065.62,41422.5,188963.4
2005-08-01,0.0,0.0,0.0,8315.487000000001,48749.9,222389.94
2005-09-01,0.0,0.0,0.0,6493.5740000000005,38068.86,173664.6
2005-10-01,0.0,0.0,0.0,5949.048000000001,34876.55,159101.76
2005-11-01,0.0,0.0,0.0,2748.8410000000003,16115.2,73515.18
2005-12-01,0.0,0.0,0.0,8164.484,47864.63,218351.52
2006-01-01,2851.19482,16715.25,90500.15,3256.76618,19092.93,103373.44
2006-02-01,2842.78436,16665.95,90236.38,3001.46164,17596.2,95273.15
2006-03-01,3101.13024,18180.51,98443.01,2849.26676,16703.95,90447.8
2006-04-01,2607.21095,15284.89,82767.33,2186.50005,12818.45,69411.63
2006-05-01,2529.10266,14826.97,80290.05,1986.83234,11647.89,63074.89
2006-06-01,3234.82425,18964.29,102706.46,1929.38275,11311.09,61258.37
2006-07-01,4843.90172,28397.58,153809.39,2300.50628,13486.82,73048.44
2006-08-01,4560.233,26734.56,144807.41,1966.353,11527.83,62440.34
2006-09-01,3235.0837,18965.82,102711.91,2057.3403000000003,12061.25,65319.28
2006-10-01,3607.668,21150.11,114549.06,1949.421,11428.56,61897.14
2006-11-01,3103.54687,18194.68,98527.5,2389.06513,14006.0,75845.03
2006-12-01,3033.06787,17781.49,96275.34,3282.45513,19243.54,104191.36
2007-01-01,-2292.152,37622.0,199034.0,-2.8480000000000003,44.0,247.0
2007-02-01,-8.964,142.0,714.0,-1995.036,31630.0,158868.0
2007-03-01,-32.554,425.0,2259.0,-2052.446,26844.0,142409.0
2007-04-01,-1810.0890000000002,26045.0,138438.0,-158.911,2289.0,12154.0
2007-05-01,-1921.0,14779.0,112654.0,0.0,0.0,0.0
2007-06-01,-7849.0,0.0,112297.0,0.0,0.0,0.0
2007-07-01,-8301.0,0.0,22750.0,0.0,0.0,0.0
2007-08-01,-6432.0,11413.0,96135.0,0.0,0.0,0.0
