measured_on,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2007-09-01,-2714.0,32727.0,164002.0,0.0,0.0,0.0
2007-10-01,-2856.0,32608.0,164044.0,0.0,0.0,0.0
2007-11-01,-2647.0,30458.0,166261.0,0.0,0.0,0.0
2007-12-01,-1961.0,8058.0,469603.0,0.0,0.0,0.0
2008-01-01,3388.21,19864.0,153620.0,0.0,0.0,0.0
2008-02-01,5352.46,31379.0,162290.0,0.0,0.0,0.0
2008-03-01,5282.62,30970.0,165237.0,0.0,0.0,0.0
2008-04-01,2218.39,13005.0,73777.0,0.0,0.0,0.0
2008-05-01,3260.17,19113.0,106719.0,0.0,0.0,0.0
2008-06-01,4237.93,24845.0,142485.0,0.0,0.0,0.0
2008-07-01,638.26,3742.0,86868.0,0.0,0.0,0.0
2008-08-01,56.26,330.0,74796.0,0.0,0.0,0.0
2008-09-01,2594.75,15212.0,116070.0,0.0,0.0,0.0
2008-10-01,4130.26,24214.0,145542.0,0.0,0.0,0.0
2008-11-01,3821.8,22405.0,138387.0,0.0,0.0,0.0
2008-12-01,606.4820000000001,3556.0,23599.0,1710.8480000000002,10030.0,66572.0
2009-01-01,4067.9210000000003,23848.0,130986.0,563.8290000000001,3305.0,18155.0
2009-02-01,4089.52,23975.0,146658.0,0.0,0.0,0.0
2009-03-01,5810.3,34063.0,162726.0,0.0,0.0,0.0
2009-04-01,4094.37,24003.0,120349.0,0.0,0.0,0.0
2009-05-01,4840.3,28376.0,144629.0,0.0,0.0,0.0
2009-06-01,2513.27,14734.0,89466.0,0.0,0.0,0.0
2009-07-01,4062.36,23816.0,116923.0,0.0,0.0,0.0
2009-08-01,4775.31,27995.0,149871.0,0.0,0.0,0.0
2009-09-01,4326.2,25363.0,142688.0,0.0,0.0,0.0
2009-10-01,4286.43,25129.0,139312.0,0.0,0.0,0.0
2009-11-01,3696.67,21672.0,114579.0,0.0,0.0,0.0
2009-12-01,4200.1,24623.0,120789.0,0.0,0.0,0.0
2010-01-01,5091.53,29849.0,40772.0,0.0,0.0,0.0
2010-02-01,5028.4800000000005,29480.0,40262.0,0.0,0.0,0.0
2010-03-01,4390.22,25738.0,35150.0,0.0,0.0,0.0
2010-04-01,4651.150000000001,27268.0,115069.0,0.0,0.0,0.0
2010-05-01,4597.8,26955.0,37239.0,0.0,0.0,0.0
2010-06-01,4580.34,26852.0,36258.0,0.0,0.0,0.0
2010-07-01,4665.7,27353.0,37107.0,0.0,0.0,0.0
2010-08-01,4529.900000000001,26557.0,36219.0,0.0,0.0,0.0
2010-09-01,4002.2200000000003,23463.0,32046.0,0.0,0.0,0.0
2010-10-01,4169.06,24441.0,33379.0,0.0,0.0,0.0
2010-11-01,4629.81,27142.0,37070.0,0.0,0.0,0.0
2010-12-01,4732.63,27745.0,37898.0,0.0,0.0,0.0
2011-01-01,4921.78,28854.0,120197.0,0.0,0.0,0.0
2011-02-01,4387.31,25721.0,107134.0,0.0,0.0,0.0
2011-03-01,4709.35,27609.0,115011.0,0.0,0.0,0.0
2011-04-01,4457.15,26130.0,108855.0,0.0,0.0,0.0
2011-05-01,4753.97,27870.0,116099.0,0.0,0.0,0.0
2011-06-01,4228.23,24788.0,103252.0,0.0,0.0,0.0
2011-07-01,4857.76,28479.0,118627.0,0.0,0.0,0.0
2011-08-01,4913.05,28803.0,119994.0,0.0,0.0,0.0
2011-09-01,5192.41,30441.0,126815.0,0.0,0.0,0.0
2011-10-01,4545.42,26648.0,111010.0,0.0,0.0,0.0
2011-11-01,4627.87,27131.0,113018.0,0.0,0.0,0.0
2011-12-01,4568.7,26784.0,111575.0,0.0,0.0,0.0
2012-01-01,4371.79,10776.0,10776.0,0.0,0.0,0.0
2012-02-01,4552.21,10880.0,10880.0,0.0,0.0,0.0
2012-03-01,4463.94,10326.0,10326.0,0.0,0.0,0.0
2012-04-01,3237.86,6770.0,6770.0,0.0,0.0,0.0
2012-05-01,4618.17,9278.0,9278.0,0.0,0.0,0.0
2012-06-01,5257.4,8274.0,8274.0,0.0,0.0,0.0
2012-07-01,2825.61,5934.0,5934.0,0.0,0.0,0.0
2012-08-01,4908.2,10648.0,10648.0,0.0,0.0,0.0
2012-09-01,4843.21,9470.0,9470.0,0.0,0.0,0.0
2012-10-01,4593.92,8798.0,8798.0,0.0,0.0,0.0
2012-11-01,6512.58,9607.0,9607.0,0.0,0.0,0.0
2012-12-01,8445.79,9045.0,9045.0,0.0,0.0,0.0
2013-01-01,3472.0,19744.0,175091.0,0.0,0.0,0.0
2013-02-01,4662.022,26511.0,134056.0,662.978,3770.0,19064.0
2013-03-01,5889.0,33489.0,169020.0,0.0,0.0,0.0
2013-04-01,5821.0,33102.0,161654.0,0.0,0.0,0.0
2013-05-01,5643.0,32090.0,166030.0,0.0,0.0,0.0
2013-06-01,1999.0,11368.0,51259.0,0.0,0.0,0.0
2013-07-01,5588.0,31777.0,145114.0,0.0,0.0,0.0
2013-08-01,5892.0,33506.0,164071.0,0.0,0.0,0.0
2013-09-01,5529.0,31442.0,157841.0,0.0,0.0,0.0
2013-10-01,5293.0,30100.0,161760.0,0.0,0.0,0.0
2013-11-01,5105.0,29030.0,145264.0,0.0,0.0,0.0
2013-12-01,5393.0,30668.0,162433.0,0.0,0.0,0.0
2014-01-01,0.0,0.0,132.0,0.0,0.0,7812.0
2014-02-01,0.0,0.0,153.0,0.0,0.0,5153.0
2014-03-01,0.0,0.0,151.0,0.0,0.0,7529.0
2014-04-01,0.0,0.0,136.0,0.0,0.0,0.0
2014-05-01,0.0,0.0,153.0,0.0,0.0,0.0
2014-06-01,0.0,0.0,159.0,0.0,0.0,0.0
2014-07-01,0.0,0.0,53.0,0.0,0.0,0.0
2014-08-01,0.0,0.0,5.0,0.0,0.0,0.0
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0
