measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2003-01-01,167.773,1680.0,1680.0,4178.765,41247.0,41247.0
2003-02-01,138.632,1388.0,1388.0,3452.951,34083.0,34083.0
2003-03-01,147.228,1474.0,1474.0,3667.054,36196.0,36196.0
2003-04-01,140.235,1404.0,1404.0,3492.8740000000003,34477.0,34477.0
2003-05-01,144.433,1446.0,1446.0,3597.414,35509.0,35509.0
2003-06-01,152.372,1526.0,1526.0,3795.164,37461.0,37461.0
2003-07-01,183.434,1837.0,1837.0,4568.842000000001,45097.0,45097.0
2003-08-01,177.31,1776.0,1776.0,4416.3060000000005,43592.0,43592.0
2003-09-01,142.761,1430.0,1430.0,3555.786,35098.0,35098.0
2003-10-01,136.433,1366.0,1366.0,3398.164,33542.0,33542.0
2003-11-01,114.293,1145.0,1145.0,2846.7290000000003,28099.0,28099.0
2003-12-01,166.094,1663.0,1663.0,4136.952,40834.0,40834.0
2004-01-01,99.083,992.0,992.0,3714.0,38667.0,38667.0
2004-02-01,99.083,992.0,992.0,3714.0,38667.0,38667.0
2004-03-01,99.083,992.0,992.0,3714.0,38667.0,38667.0
2004-04-01,99.083,992.0,992.0,3714.0,38667.0,38667.0
2004-05-01,99.083,992.0,992.0,3714.0,38667.0,38667.0
2004-06-01,99.083,992.0,992.0,3714.0,38667.0,38667.0
2004-07-01,99.083,992.0,992.0,3714.0,38667.0,38667.0
2004-08-01,99.083,992.0,992.0,3714.0,38667.0,38667.0
2004-09-01,99.083,992.0,992.0,3714.0,38667.0,38667.0
2004-10-01,99.083,992.0,992.0,3714.0,38667.0,38667.0
2004-11-01,99.083,992.0,992.0,3714.0,38667.0,38667.0
2004-12-01,99.083,992.0,992.0,3714.0,38667.0,38667.0
2005-01-01,137.339,1299.6,1299.6,2819.87,27732.83,27732.83
2005-02-01,69.703,659.58,659.58,2340.896,23022.22,23022.22
2005-03-01,84.361,798.28,798.28,2899.0080000000003,28511.14,28511.14
2005-04-01,87.906,831.82,831.82,2856.4190000000003,28092.28,28092.28
2005-05-01,103.58200000000001,980.16,980.16,3367.257,33116.26,33116.26
2005-06-01,93.78200000000001,887.43,887.43,4249.57,41793.63,41793.63
2005-07-01,150.169,1421.0,1421.0,5325.982,52379.92,52379.92
2005-08-01,166.184,1572.55,1572.55,5517.14,54259.91,54259.91
2005-09-01,165.031,1561.63,1561.63,4198.1990000000005,41288.4,41288.4
2005-10-01,98.474,931.82,931.82,3353.849,32984.39,32984.39
2005-11-01,78.491,742.73,742.73,2861.388,28141.15,28141.15
2005-12-01,170.979,1617.91,1617.91,2792.4210000000003,27462.87,27462.87
2006-01-01,140.556,1357.0,1357.0,1403.212,14078.0,14078.0
2006-02-01,139.091,1343.0,1343.0,1664.7830000000001,16702.0,16702.0
2006-03-01,121.95400000000001,1177.0,1177.0,1898.8380000000002,19050.0,19050.0
2006-04-01,160.87800000000001,1553.0,1553.0,2123.8920000000003,21308.0,21308.0
2006-05-01,145.394,1403.0,1403.0,2459.9970000000003,24680.0,24680.0
2006-06-01,173.885,1678.0,1678.0,3134.705,31449.0,31449.0
2006-07-01,168.681,1628.0,1628.0,3941.0080000000003,39538.0,39538.0
2006-08-01,181.535,1752.0,1752.0,3990.7090000000003,40036.0,40036.0
2006-09-01,128.964,1245.0,1245.0,2715.288,27241.0,27241.0
2006-10-01,165.99200000000002,1602.0,1602.0,2458.453,24664.0,24664.0
2006-11-01,144.885,1399.0,1399.0,1825.784,18317.0,18317.0
2006-12-01,161.185,1556.0,1556.0,1903.333,19095.0,19095.0
2007-01-01,44.417,489.0,489.0,50.165,553.0,553.0
2007-02-01,30.709000000000003,337.0,337.0,148.322,1634.0,1634.0
2007-03-01,41.501000000000005,460.0,460.0,89.476,986.0,986.0
2007-04-01,45.958000000000006,506.0,506.0,41.844,461.0,461.0
2007-05-01,76.32,843.0,843.0,384.536,4237.0,4237.0
2007-06-01,30.135,332.0,332.0,661.897,7292.0,7292.0
2007-07-01,26.288,291.0,291.0,1232.885,13583.0,13583.0
2007-08-01,51.161,564.0,564.0,2230.14,24570.0,24570.0
2007-09-01,19.754,215.0,215.0,588.563,6484.0,6484.0
2007-10-01,41.082,454.0,454.0,355.632,3918.0,3918.0
2007-11-01,64.302,710.0,710.0,47.837,527.0,527.0
2007-12-01,72.726,803.0,803.0,379.35,4179.0,4179.0
2008-01-01,32.43,372.0,372.0,167.917,1915.0,1915.0
2008-02-01,13.646,156.0,156.0,63.09,720.0,720.0
2008-03-01,15.136000000000001,174.0,174.0,91.214,1041.0,1041.0
2008-04-01,19.771,228.0,228.0,169.02200000000002,1929.0,1929.0
2008-05-01,33.586,384.0,384.0,171.46200000000002,1957.0,1957.0
2008-06-01,29.634,336.0,336.0,274.11400000000003,3128.0,3128.0
2008-07-01,21.268,240.0,240.0,527.98,6025.0,6025.0
2008-08-01,13.285,150.0,150.0,445.03400000000005,5079.0,5079.0
2008-09-01,15.707,180.0,180.0,179.598,2050.0,2050.0
2008-10-01,17.237000000000002,198.0,198.0,177.286,2023.0,2023.0
2008-11-01,12.779,144.0,144.0,221.02800000000002,2522.0,2522.0
2008-12-01,13.173,150.0,150.0,250.603,2860.0,2860.0
2009-01-01,45.381,468.0,468.0,171.65800000000002,1777.0,1777.0
2009-02-01,30.45,318.0,318.0,114.62400000000001,1186.0,1186.0
2009-03-01,41.016000000000005,426.0,426.0,198.29,2053.0,2053.0
2009-04-01,60.974000000000004,630.0,630.0,156.675,1622.0,1622.0
2009-05-01,37.093,384.0,384.0,168.507,1744.0,1744.0
2009-06-01,8.675,90.0,90.0,421.605,4364.0,4364.0
2009-07-01,58.441,606.0,606.0,482.69100000000003,4996.0,4996.0
2009-08-01,33.719,348.0,348.0,519.898,5382.0,5382.0
2009-09-01,32.519,336.0,336.0,161.559,1672.0,1672.0
2009-10-01,32.147,330.0,330.0,167.14,1730.0,1730.0
2009-11-01,35.659,372.0,372.0,147.219,1524.0,1524.0
2009-12-01,34.309000000000005,354.0,354.0,179.751,1861.0,1861.0
2010-01-01,51.113,516.0,516.0,469.95700000000005,4768.0,4768.0
2010-02-01,36.256,366.0,366.0,188.768,1915.0,1915.0
2010-03-01,45.317,462.0,462.0,224.37400000000002,2276.0,2276.0
2010-04-01,32.477000000000004,330.0,330.0,244.377,2479.0,2479.0
2010-05-01,39.266000000000005,396.0,396.0,293.992,2983.0,2983.0
2010-06-01,60.387,612.0,612.0,732.77,7434.0,7434.0
2010-07-01,38.675000000000004,390.0,390.0,1142.8500000000001,11595.0,11595.0
2010-08-01,40.563,414.0,414.0,1274.526,12931.0,12931.0
2010-09-01,29.986,306.0,306.0,402.92600000000004,4088.0,4088.0
2010-10-01,59.551,606.0,606.0,270.944,2749.0,2749.0
2010-11-01,45.129000000000005,456.0,456.0,156.704,1590.0,1590.0
2010-12-01,37.572,384.0,384.0,249.52,2531.0,2531.0
2011-01-01,40.414,426.0,426.0,194.331,1983.0,1983.0
2011-02-01,53.757,546.0,546.0,253.454,2587.0,2587.0
2011-03-01,92.384,942.0,942.0,237.922,2429.0,2429.0
2011-04-01,49.863,510.0,510.0,262.66,2681.0,2681.0
2011-05-01,44.063,450.0,450.0,237.044,2420.0,2420.0
2011-06-01,31.952,324.0,324.0,991.917,10126.0,10126.0
2011-07-01,34.809,354.0,354.0,1559.821,15923.0,15923.0
2011-08-01,22.031,222.0,222.0,1114.827,11380.0,11380.0
2011-09-01,65.867,672.0,672.0,370.642,3784.0,3784.0
2011-10-01,58.334,594.0,594.0,196.316,2004.0,2004.0
2011-11-01,28.759,294.0,294.0,154.069,1573.0,1573.0
2011-12-01,52.599,534.0,534.0,173.165,1768.0,1768.0
2012-01-01,70.724,762.0,762.0,399.549,4318.0,4318.0
2012-02-01,60.511,654.0,654.0,340.5,3680.0,3680.0
2012-03-01,29.823,324.0,324.0,438.592,4740.0,4740.0
2012-04-01,56.951,618.0,618.0,553.955,5986.0,5986.0
2012-05-01,70.912,768.0,768.0,985.012,10646.0,10646.0
2012-06-01,67.759,732.0,732.0,906.159,9793.0,9793.0
2012-07-01,18.074,198.0,198.0,1630.052,17617.0,17617.0
2012-08-01,54.569,588.0,588.0,1012.209,10940.0,10940.0
2012-09-01,25.198,270.0,270.0,487.024,5264.0,5264.0
2012-10-01,35.695,384.0,384.0,223.109,2411.0,2411.0
2012-11-01,116.128,1254.0,1254.0,180.012,1946.0,1946.0
2012-12-01,67.094,726.0,726.0,134.389,1452.0,1452.0
2013-01-01,20.612,302.0,302.0,59.459,856.0,856.0
2013-02-01,11.119,162.0,162.0,130.083,1876.0,1876.0
2013-03-01,13.463,191.0,191.0,163.886,2363.0,2363.0
2013-04-01,11.443,162.0,162.0,119.878,1729.0,1729.0
2013-05-01,39.083,563.0,563.0,192.667,2778.0,2778.0
2013-06-01,24.594,354.0,354.0,266.926,3849.0,3849.0
2013-07-01,10.156,145.0,145.0,259.971,3749.0,3749.0
2013-08-01,6.377,93.0,93.0,234.835,3386.0,3386.0
2013-09-01,10.695,157.0,157.0,222.507,3208.0,3208.0
2013-10-01,17.412,249.0,249.0,125.564,1811.0,1811.0
2013-11-01,10.88,157.0,157.0,85.729,1236.0,1236.0
2013-12-01,33.331,481.0,481.0,102.33,1476.0,1476.0
2014-01-01,17.957,165.0,165.0,300.272,2959.0,2959.0
2014-02-01,18.918,187.0,187.0,230.89,2277.0,2277.0
2014-03-01,24.062,237.0,237.0,124.607,1228.0,1228.0
2014-04-01,14.698,143.0,143.0,233.164,2299.0,2299.0
2014-05-01,25.509,253.0,253.0,400.729,3951.0,3951.0
2014-06-01,17.664,176.0,176.0,292.015,2880.0,2880.0
2014-07-01,4.212,44.0,44.0,350.323,3454.0,3454.0
2014-08-01,18.923,187.0,187.0,398.588,3930.0,3930.0
2014-09-01,17.122,171.0,171.0,213.996,2110.0,2110.0
2014-10-01,12.093,121.0,121.0,174.233,1718.0,1718.0
2014-11-01,4.783,50.0,50.0,223.138,2200.0,2200.0
2014-12-01,19.864,198.0,198.0,167.24,1649.0,1649.0
2015-01-01,33.41,422.0,422.0,103.155,1307.0,1307.0
2015-02-01,20.804,262.0,262.0,182.507,2313.0,2313.0
2015-03-01,37.43,473.0,473.0,222.731,2823.0,2823.0
2015-04-01,26.163,331.0,331.0,193.119,2448.0,2448.0
2015-05-01,22.287,285.0,285.0,210.262,2665.0,2665.0
2015-06-01,5.69,74.0,74.0,342.613,4343.0,4343.0
2015-07-01,7.859,97.0,97.0,621.633,7880.0,7880.0
2015-08-01,11.604,148.0,148.0,397.401,5037.0,5037.0
2015-09-01,16.135,205.0,205.0,290.972,3688.0,3688.0
2015-10-01,6.465,80.0,80.0,109.837,1392.0,1392.0
2015-11-01,32.645,416.0,416.0,135.948,1723.0,1723.0
2015-12-01,26.841,342.0,342.0,126.489,1603.0,1603.0
2016-01-01,22.981,302.0,302.0,70.765,936.0,936.0
2016-02-01,18.008,239.0,239.0,64.162,848.0,848.0
2016-03-01,11.538,154.0,154.0,137.732,1821.0,1821.0
2016-04-01,14.528,194.0,194.0,153.336,2027.0,2027.0
2016-05-01,29.522,388.0,388.0,290.567,3840.0,3840.0
2016-06-01,21.517,285.0,285.0,443.56,5863.0,5863.0
2016-07-01,16.415,217.0,217.0,403.762,5337.0,5337.0
2016-08-01,2.993,40.0,40.0,402.528,5320.0,5320.0
2016-09-01,12.965,171.0,171.0,368.632,4873.0,4873.0
2016-10-01,16.803,222.0,222.0,158.566,2096.0,2096.0
2016-11-01,48.078,633.0,633.0,192.948,2550.0,2550.0
2016-12-01,33.476,445.0,445.0,170.618,2255.0,2255.0
2017-01-01,17.135,265.0,265.0,114.889,1757.0,1757.0
2017-02-01,9.344,144.0,144.0,75.78,1158.0,1158.0
2017-03-01,12.012,185.0,185.0,151.778,2321.0,2321.0
2017-04-01,14.569,225.0,225.0,165.654,2532.0,2532.0
2017-05-01,15.529,237.0,237.0,120.926,1848.0,1848.0
2017-06-01,10.667,162.0,162.0,200.131,3059.0,3059.0
2017-07-01,8.386,127.0,127.0,312.548,4778.0,4778.0
2017-08-01,6.94,104.0,104.0,187.79,2871.0,2871.0
2017-09-01,10.861,167.0,167.0,145.226,2220.0,2220.0
2017-10-01,12.608,190.0,190.0,205.321,3139.0,3139.0
2017-11-01,19.718,300.0,300.0,178.673,2732.0,2732.0
2017-12-01,19.238,294.0,294.0,172.277,2634.0,2634.0
2018-01-01,22.904,320.0,320.0,152.687,2146.0,2146.0
