measured_on,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Total Fuel Consumed,Kerosene - Combined Cycle Combustion Turbine Part - Waste Oil - Generation,Kerosene - Combined Cycle Combustion Turbine Part - Waste Oil - Quantity Consumed For Electricity,Kerosene - Combined Cycle Combustion Turbine Part - Waste Oil - Total Fuel Consumed,Kerosene - Combined Cycle Steam Part - Waste Oil - Generation,Kerosene - Combined Cycle Steam Part - Waste Oil - Quantity Consumed For Electricity,Kerosene - Combined Cycle Steam Part - Waste Oil - Total Fuel Consumed,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed
2004-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,13102.530999999999,141711.22,149343.91,3954.6940000000004,0.0,0.0
2004-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,15707.478,170280.51,179035.34,4788.52,0.0,0.0
2005-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,11844.534,98404.25,155238.61,0.0,0.0,167.6
2005-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10500.487,87237.92,137623.06,0.0,0.0,148.57
2005-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,12530.49,104103.16,164228.99,0.0,0.0,177.3
2005-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,12846.827000000001,106731.28,168375.01,0.0,0.0,181.78
2005-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10421.851,86584.62,136592.44,0.0,0.0,147.46
2005-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,17730.648,147306.01,232384.08,0.0,0.0,250.88
2005-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,22848.435,189824.52,299459.59,0.0,0.0,323.29
2005-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,24428.396,202950.82,320167.11,0.0,0.0,345.65
2005-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,16159.608,134253.82,211793.48,0.0,0.0,228.65
2005-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,11175.211,92843.52,146466.23,0.0,0.0,158.12
2005-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10031.012,83337.52,131469.96,0.0,0.0,141.94
2005-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10837.853,90040.75,142044.69,0.0,0.0,153.35
2006-01-01,,,,,,,226.34564,2598.85,2795.81,86.46746999999999,0.0,0.0,4607.69936,52388.43,56914.1,1781.69253,694.57,694.57
2006-02-01,,,,,,,283.73082999999997,3247.14,3504.63,107.11435,0.0,0.0,4594.27117,52062.11,56748.21,1755.60065,692.55,692.55
2006-03-01,,,,,,,516.61636,5852.35,6381.22,187.8085,0.0,0.0,5012.09964,56207.47,61909.23,1844.3135,755.53,755.53
2006-04-01,,,,,,,244.95271,2805.95,3025.64,92.78837999999999,0.0,0.0,4213.99429,47798.19,52051.04,1615.74662,635.22,635.22
2006-05-01,,,,,,,169.18203,1946.45,2089.73,65.10472,0.0,0.0,4087.86497,46574.48,50493.13,1592.29228,616.21,616.21
2006-06-01,,,,,,,162.88243,1879.08,2011.92,63.295539999999995,0.0,0.0,5229.16957,59743.79,64590.45,2056.83546,788.25,788.25
2006-07-01,,,,,,,201.91492,2332.75,2494.04,78.86898,0.0,0.0,7831.00708,89602.32,96728.27,3096.16002,1180.45,1180.45
2006-08-01,,,,,,,214.85820999999999,2480.04,2653.92,83.65405,0.0,0.0,7372.68179,84280.07,91067.07,2905.55095,1111.36,1111.36
2006-09-01,,,,,,,125.61198,1451.91,1551.55,49.14819,0.0,0.0,5229.44402,59864.5,64593.87,2071.09481,788.29,788.29
2006-10-01,,,,,,,125.06544,1446.6,1544.8,49.05628,0.0,0.0,5832.11956,66811.49,72038.08,2315.53672,879.14,879.14
2006-11-01,,,,,,,203.23420000000002,2338.76,2510.34,78.27355,0.0,0.0,5016.3998,57167.05,61962.37,1955.59245,756.17,756.17
2006-12-01,,,,,,,226.41638,2601.65,2796.68,86.73411999999999,0.0,0.0,4901.73662,55775.19,60546.02,1900.64088,738.89,738.89
2007-01-01,,,,,,,0.0,0.0,0.0,,,,2346.3630000000003,26625.0,28635.0,858.45,0.0,0.0
2007-02-01,,,,,,,0.0,0.0,0.0,,,,1208.973,13719.0,14754.0,442.32,0.0,0.0
2007-03-01,,,,,,,0.0,0.0,0.0,,,,2545.174,28882.0,31062.0,931.2,0.0,0.0
2007-04-01,,,,,,,0.0,0.0,0.0,,,,448.071,5085.0,5468.0,163.93,0.0,0.0
2007-05-01,,,,,,,0.0,0.0,0.0,,,,1736.5510000000002,19678.0,21193.0,635.35,28.0,28.0
2007-06-01,,,,,,,0.0,0.0,0.0,,,,5792.962,64679.0,70698.0,2119.45,1058.0,1058.0
2007-07-01,,,,,,,0.0,0.0,0.0,,,,24417.807,271163.0,297998.0,8933.7,5921.0,5921.0
2007-08-01,,,,,,,0.0,0.0,0.0,,,,33103.288,355895.0,403997.0,12111.42,19748.0,19748.0
2007-09-01,,,,,,,0.0,0.0,0.0,,,,15708.55,171083.0,191709.0,5747.25,7172.0,7172.0
2007-10-01,,,,,,,0.0,0.0,0.0,,,,10827.665,121270.0,132142.0,3961.48,1597.0,1597.0
2007-11-01,,,,,,,0.0,0.0,0.0,,,,10981.396,124613.0,134019.0,4017.74,0.0,0.0
2007-12-01,,,,,,,0.0,0.0,0.0,,,,5183.15,58816.0,63256.0,1896.35,0.0,0.0
2008-01-01,,,,,,,0.937,11.0,12.0,0.35600000000000004,0.0,0.0,190.786,2186.0,2369.0,72.394,0.0,0.0
2008-02-01,,,,,,,0.47000000000000003,5.0,6.0,0.17800000000000002,0.0,0.0,313.958,3598.0,3884.0,119.132,0.0,0.0
2008-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-01,,,,,,,0.9400000000000001,11.0,12.0,0.35200000000000004,0.0,0.0,441.305,4987.0,5463.0,167.458,70.0,70.0
2008-05-01,,,,,,,0.47000000000000003,5.0,6.0,0.17800000000000002,0.0,0.0,206.592,2367.0,2558.0,78.39200000000001,0.0,0.0
2008-06-01,,,,,,,37.611000000000004,427.0,466.0,13.893,0.0,0.0,17920.585,199320.0,221846.0,6800.357,6061.0,6061.0
2008-07-01,,,,,,,55.006,626.0,681.0,20.314,0.0,0.0,26290.498,292351.0,325458.0,9976.506000000001,8955.0,8955.0
2008-08-01,,,,,,,27.739,316.0,343.0,10.295,0.0,0.0,13354.632,149337.0,165318.0,5067.655000000001,3715.0,3715.0
2008-09-01,,,,,,,27.268,311.0,338.0,10.084,0.0,0.0,12974.210000000001,144492.0,160613.0,4923.336,4201.0,4201.0
2008-10-01,,,,,,,15.515,178.0,192.0,5.878,0.0,0.0,7497.529,85781.0,92812.0,2844.952,144.0,144.0
2008-11-01,,,,,,,11.754000000000001,135.0,146.0,4.456,0.0,0.0,5711.862,65399.0,70706.0,2167.3740000000003,62.0,62.0
2008-12-01,,,,,,,1.411,16.0,17.0,0.535,0.0,0.0,706.692,8099.0,8747.0,268.15500000000003,0.0,0.0
2009-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,203.32,2350.0,2526.0,79.54,0.0,0.0
2009-02-01,,,,,,,0.467,6.0,6.0,0.183,0.0,0.0,272.278,3147.0,3391.0,106.51700000000001,0.0,0.0
2009-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,820.714,9485.0,10203.0,321.07,0.0,0.0
2009-04-01,,,,,,,1.871,22.0,23.0,0.732,0.0,0.0,1815.601,20985.0,22596.0,710.278,0.0,0.0
2009-05-01,,,,,,,4.2090000000000005,49.0,52.0,1.6440000000000001,0.0,0.0,4632.453,53447.0,57647.0,1812.256,95.0,95.0
2009-06-01,,,,,,,5.612,65.0,70.0,2.1910000000000003,0.0,0.0,5855.9220000000005,67531.0,72876.0,2290.889,153.0,153.0
2009-07-01,,,,,,,10.289,118.0,128.0,4.008,0.0,0.0,11226.798,129152.0,139709.0,4392.032,609.0,609.0
2009-08-01,,,,,,,17.772000000000002,205.0,221.0,6.902,0.0,0.0,18997.502,217844.0,236414.0,7432.028,1732.0,1732.0
2009-09-01,,,,,,,11.224,129.0,140.0,4.377,0.0,0.0,12150.716,139946.0,151208.0,4753.473,494.0,494.0
2009-10-01,,,,,,,2.806,32.0,35.0,1.098,0.0,0.0,3007.3050000000003,34759.0,37424.0,1176.482,0.0,0.0
2009-11-01,,,,,,,3.274,38.0,41.0,1.2810000000000001,0.0,0.0,3339.09,38594.0,41555.0,1306.279,0.0,0.0
2009-12-01,,,,,,,3.274,38.0,41.0,1.2810000000000001,0.0,0.0,3373.8030000000003,38995.0,41987.0,1319.8590000000002,0.0,0.0
2010-01-01,,,,,,,45.111000000000004,538.0,558.0,19.602,0.0,0.0,2651.559,31601.0,32827.0,1152.1580000000001,0.0,0.0
2010-02-01,,,,,,,20.821,248.0,258.0,9.047,0.0,0.0,1229.29,14651.0,15218.0,534.153,0.0,0.0
2010-03-01,,,,,,,4.772,57.0,59.0,2.0740000000000003,0.0,0.0,285.432,3401.0,3533.0,124.02600000000001,0.0,0.0
2010-04-01,,,,,,,65.495,779.0,811.0,28.273,0.0,0.0,3854.4970000000003,45620.0,47721.0,1675.047,319.0,319.0
2010-05-01,,,,,,,225.979,2679.0,2798.0,96.568,0.0,0.0,13295.314,155651.0,164605.0,5778.722000000001,2816.0,2816.0
2010-06-01,,,,,,,340.482,4034.0,4215.0,145.084,0.0,0.0,20016.241,233604.0,247817.0,8700.346,4973.0,4973.0
2010-07-01,,,,,,,517.453,6116.0,6406.0,218.702,0.0,0.0,30438.428,352052.0,376848.0,13232.288,10764.0,10764.0
2010-08-01,,,,,,,453.26,5355.0,5612.0,191.234,0.0,0.0,26667.458,307832.0,330160.0,11593.296,10038.0,10038.0
2010-09-01,,,,,,,281.49600000000004,3328.0,3485.0,119.02900000000001,0.0,0.0,16554.824,191571.0,204961.0,7196.711,5756.0,5756.0
2010-10-01,,,,,,,7.376,88.0,91.0,3.205,0.0,0.0,445.78900000000004,5313.0,5517.0,193.705,0.0,0.0
2010-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-12-01,,,,,,,47.708000000000006,563.0,591.0,20.124000000000002,0.0,0.0,2796.295,32272.0,34623.0,1215.656,1060.0,1060.0
2011-01-01,,,,,,,14.501,176.0,187.0,6.698,0.0,0.0,2507.905,29660.0,32359.0,1199.012,1137.0,1137.0
2011-02-01,,,,,,,3.077,38.0,40.0,1.413,0.0,0.0,563.094,6618.0,7263.0,269.217,297.0,297.0
2011-03-01,,,,,,,14.062,170.0,181.0,6.388,0.0,0.0,2441.377,28327.0,31500.0,1167.312,1654.0,1654.0
2011-04-01,,,,,,,18.457,226.0,238.0,8.822,0.0,0.0,3208.111,39393.0,41392.0,1533.478,0.0,0.0
2011-05-01,,,,,,,81.739,998.0,1055.0,38.391,0.0,0.0,14251.124,171721.0,183871.0,6812.719,3277.0,3277.0
2011-06-01,,,,,,,117.336,1424.0,1514.0,54.036,0.0,0.0,20469.794,241290.0,264104.0,9786.614,10080.0,10080.0
2011-07-01,,,,,,,186.329,2250.0,2404.0,84.474,0.0,0.0,32426.364,375340.0,418377.0,15504.396,22868.0,22868.0
2011-08-01,,,,,,,151.613,1837.0,1956.0,69.508,0.0,0.0,26395.537,309540.0,340563.0,12620.032,14601.0,14601.0
2011-09-01,,,,,,,58.448,714.0,754.0,27.427,0.0,0.0,10183.37,122585.0,131389.0,4868.163,2463.0,2463.0
2011-10-01,,,,,,,48.78,599.0,629.0,23.317,0.0,0.0,8502.641,104406.0,109703.0,4064.263,0.0,0.0
2011-11-01,,,,,,,33.839,415.0,437.0,16.15,0.0,0.0,5911.976,72475.0,76276.0,2825.95,120.0,120.0
2011-12-01,,,,,,,22.411,274.0,289.0,10.638,0.0,0.0,3867.735,47142.0,49906.0,1848.852,351.0,351.0
2012-01-01,,,,,,,0.464,6.0,6.0,0.2,0.0,0.0,13919.265,164350.0,170181.0,6070.06,1721.0,1721.0
2012-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3618.951,42892.0,44245.0,1578.19,286.0,286.0
2012-03-01,,,,,,,0.464,6.0,6.0,0.201,0.0,0.0,12731.482,150693.0,155659.0,5552.079,1207.0,1207.0
2012-04-01,,,,,,,0.464,6.0,6.0,0.202,0.0,0.0,22696.388,270791.0,277489.0,9897.678,0.0,0.0
2012-05-01,,,,,,,0.928,11.0,11.0,0.401,0.0,0.0,25411.806,300481.0,310693.0,11081.849,2708.0,2708.0
2012-06-01,,,,,,,0.928,11.0,11.0,0.401,0.0,0.0,28657.073,338535.0,350369.0,12497.079,3374.0,3374.0
2012-07-01,,,,,,,1.391,17.0,17.0,0.593,0.0,0.0,43294.79,504119.0,529334.0,18880.457,12433.0,12433.0
2012-08-01,,,,,,,0.928,11.0,11.0,0.385,0.0,0.0,35145.383,396996.0,429695.0,15326.585,22324.0,22324.0
2012-09-01,,,,,,,0.928,11.0,11.0,0.39,0.0,0.0,33050.084,379800.0,404077.0,14412.84,14522.0,14522.0
2012-10-01,,,,,,,0.464,6.0,6.0,0.192,0.0,0.0,23452.653,264148.0,286735.0,10227.488,15666.0,15666.0
2012-11-01,,,,,,,1.391,17.0,17.0,0.581,0.0,0.0,41969.101,478048.0,513126.0,18302.349,22687.0,22687.0
2012-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3047.304,35862.0,37256.0,1328.9,495.0,495.0
2013-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,636.32,7113.0,7330.0,227.95,68.0,68.0
2013-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,7262.39,81893.0,83700.0,2947.83,2934.0,2934.0
2013-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,30205.8,336339.0,349707.0,13838.99,29584.0,29584.0
2013-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,15963.29,179718.0,188731.0,7615.47,16174.0,16174.0
2013-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,20563.03,232892.0,260939.0,10435.26,24641.0,24641.0
2013-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,15875.02,178727.0,204055.0,8186.8,21178.0,21178.0
2013-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,34377.77,393192.0,430152.0,18479.47,45945.0,45945.0
2013-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,28786.69,331152.0,344699.0,14302.65,26833.0,26833.0
2013-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,14301.68,164008.0,171716.0,7125.62,14010.0,14010.0
2013-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,11351.91,130195.0,136058.0,5468.86,9552.0,9552.0
2013-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,19204.06,220593.0,222092.0,8081.07,6091.0,6091.0
2013-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,9490.48,107175.0,109851.0,3872.24,3843.0,3843.0
2014-01-01,5060.374,58829.0,58829.0,1930.031,0.0,0.0,0.0,0.0,0.0,,,,2838.336,32997.0,32997.0,1153.599,2166.0,2166.0
2014-02-01,1314.932,15117.0,15117.0,506.973,0.0,0.0,0.0,0.0,0.0,,,,41.128,473.0,473.0,15.857,0.0,0.0
2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,12757.44,157068.0,157068.0,5868.5,14754.0,14754.0
2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,26606.13,316644.0,316644.0,12866.08,33168.0,33168.0
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,24914.45,297335.0,297335.0,12435.4,30989.0,30989.0
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,34157.58,397173.0,397173.0,15284.29,28060.0,28060.0
2014-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,31744.22,367158.0,367158.0,11930.03,4925.0,4925.0
2014-12-01,57.65,670.0,670.0,21.413,0.0,0.0,0.0,0.0,0.0,,,,17059.94,198189.0,198189.0,6503.777,5230.0,5230.0
2015-01-01,341.661,3992.0,3992.0,118.409,0.0,0.0,0.0,0.0,0.0,,,,4124.219,48184.0,48184.0,1468.511,1321.0,1321.0
2015-02-01,5747.679,63467.0,63467.0,2042.61,0.0,0.0,0.0,0.0,0.0,,,,147.981,1634.0,1634.0,52.59,0.0,0.0
2015-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,7838.57,89490.0,89490.0,3333.89,5724.0,5724.0
2015-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,37061.76,428738.0,428738.0,16113.64,22112.0,22112.0
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,23273.21,274106.0,274106.0,10344.08,13848.0,13848.0
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,10933.84,130719.0,130719.0,5275.83,8614.0,8614.0
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,32239.89,386974.0,386974.0,16308.61,33293.0,33293.0
2015-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,30453.15,365689.0,365689.0,15122.3,30086.0,30086.0
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,9433.25,113133.0,113133.0,4601.68,8751.0,8751.0
2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,5041.09,59555.0,59555.0,2046.7,2831.0,2831.0
2015-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,13818.62,161816.0,161816.0,6509.67,13273.0,13273.0
2015-12-01,299.993,3519.0,3519.0,121.945,0.0,0.0,0.0,0.0,0.0,,,,3258.937,38226.0,38226.0,1413.565,2563.0,2563.0
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,135.8,1925.0,1925.0,27.16,0.0,0.0
2016-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,3049.68,35794.0,35794.0,1319.2,2307.0,2307.0
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,4481.4,52501.0,52501.0,2149.52,5100.0,5100.0
2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.91,118.0,118.0,0.0,0.0,0.0
2016-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,16248.47,199375.0,199375.0,8758.13,22444.0,22444.0
2016-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,35196.45,423084.0,423084.0,19267.11,57614.0,57614.0
2016-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,22574.81,276393.0,276393.0,12100.75,35157.0,35157.0
2016-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,17275.7,209704.0,209704.0,9071.44,25753.0,25753.0
2016-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,11525.54,137911.0,137911.0,5926.7,17594.0,17594.0
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,311.37,4346.0,4346.0,134.83,299.0,299.0
2016-12-01,275.377,3335.0,3335.0,93.026,0.0,0.0,0.0,0.0,0.0,,,,556.883,6744.0,6744.0,205.734,631.0,631.0
2017-01-01,29.613,442.0,442.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,23.737,354.0,354.0,0.0,0.0,0.0
2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,423.89,5160.0,5160.0,184.3,473.0,473.0
2017-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,3500.73,40733.0,40733.0,1409.41,785.0,785.0
2017-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2235.85,28056.0,28056.0,1084.46,2787.0,2787.0
2017-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,7505.86,93037.0,93037.0,3864.48,11173.0,11173.0
2017-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,8051.97,98773.0,98773.0,4223.38,13109.0,13109.0
2017-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,3330.01,41146.0,41146.0,1720.78,5315.0,5315.0
2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,346.29,4580.0,4580.0,159.08,470.0,470.0
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,6315.67,75235.0,75235.0,3156.38,9559.0,9559.0
2017-12-01,686.996,8105.0,8105.0,203.13,0.0,0.0,0.0,0.0,0.0,,,,126.834,1496.0,1496.0,40.34,113.0,113.0
2018-01-01,1014.598,11922.0,11922.0,339.937,0.0,0.0,0.0,0.0,0.0,,,,1093.212,12846.0,12846.0,390.473,849.0,849.0
2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
