measured_on,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2003-01-01,3080.041,16480.0,47052.0
2003-02-01,2718.085,14544.0,41523.0
2003-03-01,2796.818,14965.0,42725.0
2003-04-01,2511.78,13440.0,38371.0
2003-05-01,2563.246,13715.0,39157.0
2003-06-01,2718.417,14545.0,41528.0
2003-07-01,3143.8830000000003,16822.0,48027.0
2003-08-01,3333.2670000000003,17835.0,50920.0
2003-09-01,2793.199,14946.0,42670.0
2003-10-01,2620.1020000000003,14019.0,40026.0
2003-11-01,2611.349,13973.0,39892.0
2003-12-01,2898.253,15508.0,44275.0
2004-01-01,2153.237,10026.44,41171.56
2004-02-01,1338.6480000000001,6233.34,25595.99
2004-03-01,1277.711,5949.59,24430.82
2004-04-01,1102.624,5134.31,21083.03
2004-05-01,4427.26,20615.3,84652.65
2004-06-01,5340.363,24867.12,102111.89
2004-07-01,7172.5070000000005,33398.4,137143.91
2004-08-01,5074.385,23628.6,97026.17
2004-09-01,3447.8050000000003,16054.52,65924.71
2004-10-01,1259.067,5862.78,24074.34
2004-11-01,1185.911,5522.13,22675.54
2004-12-01,2134.542,9939.38,40814.1
2005-01-01,2536.531,11811.22,46762.84
2005-02-01,2248.701,10470.96,41456.47
2005-03-01,2683.43,12495.25,49471.03
2005-04-01,2751.174,12810.7,50719.93
2005-05-01,2231.8610000000003,10392.54,41146.01
2005-06-01,3797.0550000000003,17680.78,70001.51
2005-07-01,4893.039000000001,22784.18,90206.81
2005-08-01,5231.3910000000005,24359.69,96444.57
2005-09-01,3460.6130000000003,16114.16,63798.97
2005-10-01,2393.194,11143.78,44120.31
2005-11-01,2148.1620000000003,10002.8,39602.96
2005-12-01,2320.9480000000003,10807.37,42788.41
2006-01-01,2267.715,10559.49,47746.7
2006-02-01,2261.105,10528.72,47607.53
2006-03-01,2466.744,11486.26,51937.25
2006-04-01,2073.949,9657.23,43666.96
2006-05-01,2011.874,9368.19,42359.98
2006-06-01,2573.575,11983.72,54186.58
2006-07-01,3854.0910000000003,17946.37,81147.83
2006-08-01,3628.523,16896.03,76398.5
2006-09-01,2573.712,11984.35,54189.47
2006-10-01,2870.322,13365.5,60434.58
2006-11-01,2468.8610000000003,11496.12,51981.82
2006-12-01,2412.427,11233.34,50793.61
2007-01-01,1929.178,8984.0,17286.0
2007-02-01,3726.561,17353.0,33391.0
2007-03-01,2363.38,11004.0,21177.0
2007-04-01,2530.345,11783.0,22673.0
2007-05-01,3739.483,17412.0,33507.0
2007-06-01,4495.923,20935.0,40286.0
2007-07-01,5409.917,25191.0,48475.0
2007-08-01,12510.116,58253.0,112095.0
2007-09-01,4371.418000000001,20355.0,39169.0
2007-10-01,4039.896,18811.0,36199.0
2007-11-01,1765.651,8221.0,15821.0
2007-12-01,2026.0120000000002,9434.0,18154.0
2008-01-01,1259.7340000000002,5749.0,39716.0
2008-02-01,1000.7760000000001,4567.0,31552.0
2008-03-01,726.745,3316.0,22913.0
2008-04-01,555.852,2537.0,17525.0
2008-05-01,463.67,2116.0,14618.0
2008-06-01,1711.622,7811.0,53963.0
2008-07-01,2947.34,13450.0,92923.0
2008-08-01,1841.707,8404.0,58065.0
2008-09-01,1072.453,4894.0,33812.0
2008-10-01,555.775,2536.0,17522.0
2008-11-01,554.979,2533.0,17497.0
2008-12-01,1209.347,5519.0,38128.0
2009-01-01,3772.1150000000002,17213.0,54050.0
2009-02-01,2169.4,9900.0,31085.0
2009-03-01,2657.474,12127.0,38078.0
2009-04-01,2608.965,11906.0,37383.0
2009-05-01,2297.41,10484.0,32918.0
2009-06-01,4657.627,21254.0,66737.0
2009-07-01,2851.39,13012.0,40856.0
