measured_on,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Generation,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Quantity Consumed For Electricity,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Total Fuel Consumed
2003-01-01,879.796,9009.99,9009.99
2003-02-01,794.547,8136.96,8136.96
2003-03-01,815.195,8348.41,8348.41
2003-04-01,735.7710000000001,7535.03,7535.03
2003-05-01,744.368,7623.07,7623.07
2003-06-01,825.638,8455.36,8455.36
2003-07-01,959.836,9829.68,9829.68
2003-08-01,974.4110000000001,9978.94,9978.94
2003-09-01,821.4680000000001,8412.65,8412.65
2003-10-01,787.183,8061.54,8061.54
2003-11-01,773.18,7918.14,7918.14
2003-12-01,872.6070000000001,8936.37,8936.37
2004-01-01,682.1080000000001,6836.09,6836.09
2004-02-01,612.326,6136.73,6136.73
2004-03-01,712.5010000000001,7140.69,7140.69
2004-04-01,631.12,6325.08,6325.08
2004-05-01,654.058,6554.97,6554.97
2004-06-01,657.582,6590.29,6590.29
2004-07-01,675.505,6769.91,6769.91
2004-08-01,674.64,6761.24,6761.24
2004-09-01,640.604,6420.13,6420.13
2004-10-01,631.095,6324.83,6324.83
2004-11-01,694.6310000000001,6961.59,6961.59
2004-12-01,745.83,7474.71,7474.71
2005-01-01,966.365,9662.68,9662.68
2005-02-01,785.289,7852.1,7852.1
2005-03-01,858.008,8579.22,8579.22
2005-04-01,1075.603,10754.95,10754.95
2005-05-01,796.931,7968.51,7968.51
2005-06-01,714.004,7139.32,7139.32
2005-07-01,606.23,6061.69,6061.69
2005-08-01,478.004,4779.57,4779.57
2005-09-01,412.918,4128.77,4128.77
2005-10-01,839.885,8398.01,8398.01
2005-11-01,922.3090000000001,9222.17,9222.17
2005-12-01,975.4540000000001,9753.57,9753.57
2006-01-01,1119.6860000000001,11106.0,11106.0
2006-02-01,1009.6260000000001,10014.0,10014.0
2006-03-01,889.495,8823.0,8823.0
2006-04-01,968.186,9603.0,9603.0
2006-05-01,1144.718,11354.0,11354.0
2006-06-01,1124.76,11156.0,11156.0
2006-07-01,1179.4640000000002,11699.0,11699.0
2006-08-01,1170.941,11615.0,11615.0
2006-09-01,760.08,7539.0,7539.0
2006-10-01,670.0640000000001,6646.0,6646.0
2006-11-01,784.866,7785.0,7785.0
2006-12-01,831.114,8244.0,8244.0
2007-01-01,884.405,8741.0,8741.0
2007-02-01,701.3040000000001,6932.0,6932.0
2007-03-01,837.2460000000001,8275.0,8275.0
2007-04-01,732.133,7236.0,7236.0
2007-05-01,780.9580000000001,7719.0,7719.0
2007-06-01,673.691,6659.0,6659.0
2007-07-01,646.135,6386.0,6386.0
2007-08-01,648.83,6413.0,6413.0
2007-09-01,609.7710000000001,6027.0,6027.0
2007-10-01,627.8190000000001,6205.0,6205.0
2007-11-01,694.259,6862.0,6862.0
2007-12-01,729.4490000000001,7210.0,7210.0
2008-01-01,975.2040000000001,9610.0,9610.0
2008-02-01,815.1560000000001,8033.0,8033.0
2008-03-01,1056.66,10412.0,10412.0
2008-04-01,960.3950000000001,9464.0,9464.0
2008-05-01,1004.6260000000001,9900.0,9900.0
2008-06-01,924.094,9106.0,9106.0
2008-07-01,978.332,9640.0,9640.0
2008-08-01,934.004,9204.0,9204.0
2008-09-01,845.1170000000001,8328.0,8328.0
2008-10-01,864.926,8523.0,8523.0
2008-11-01,980.7470000000001,9664.0,9664.0
2008-12-01,1023.739,10088.0,10088.0
2009-01-01,942.058,9194.0,9194.0
2009-02-01,865.402,8446.0,8446.0
2009-03-01,1057.62,10322.0,10322.0
2009-04-01,968.734,9455.0,9455.0
2009-05-01,1019.316,9949.0,9949.0
2009-06-01,934.018,9116.0,9116.0
2009-07-01,979.798,9563.0,9563.0
2009-08-01,956.431,9335.0,9335.0
2009-09-01,865.691,8449.0,8449.0
2009-10-01,898.212,8767.0,8767.0
2009-11-01,971.072,9478.0,9478.0
2009-12-01,1026.6480000000001,10020.0,10020.0
2010-01-01,729.316,7115.0,7115.0
2010-02-01,654.932,6390.0,6390.0
2010-03-01,769.046,7503.0,7503.0
2010-04-01,678.496,6619.0,6619.0
2010-05-01,684.3000000000001,6676.0,6676.0
2010-06-01,682.422,6658.0,6658.0
2010-07-01,713.419,6960.0,6960.0
2010-08-01,685.461,6687.0,6687.0
2010-09-01,643.6750000000001,6280.0,6280.0
2010-10-01,665.196,6490.0,6490.0
2010-11-01,733.409,7155.0,7155.0
2010-12-01,783.3280000000001,7642.0,7642.0
2011-01-01,653.071,6345.0,6345.0
2011-02-01,566.161,5501.0,5501.0
2011-03-01,752.935,7316.0,7316.0
2011-04-01,682.362,6630.0,6630.0
2011-05-01,797.277,7746.0,7746.0
2011-06-01,791.964,7695.0,7695.0
2011-07-01,764.351,7426.0,7426.0
2011-08-01,731.991,7112.0,7112.0
2011-09-01,692.511,6728.0,6728.0
2011-10-01,734.875,7140.0,7140.0
2011-11-01,796.288,7737.0,7737.0
2011-12-01,860.214,8358.0,8358.0
2012-01-01,714.799,6802.0,6802.0
2012-02-01,690.069,6567.0,6567.0
2012-03-01,736.966,7013.0,7013.0
2012-04-01,613.58,5839.0,5839.0
2012-05-01,601.115,5720.0,5720.0
2012-06-01,548.009,5215.0,5215.0
2012-07-01,527.738,5022.0,5022.0
2012-08-01,510.239,4855.0,4855.0
2012-09-01,479.179,4560.0,4560.0
2012-10-01,478.86,4557.0,4557.0
2012-11-01,573.518,5458.0,5458.0
2012-12-01,578.928,5509.0,5509.0
2013-01-01,871.068,8311.0,8311.0
2013-02-01,744.347,7102.0,7102.0
2013-03-01,858.803,8194.0,8194.0
2013-04-01,758.288,7235.0,7235.0
2013-05-01,781.255,7454.0,7454.0
2013-06-01,760.072,7252.0,7252.0
2013-07-01,874.29,8342.0,8342.0
2013-08-01,830.777,7926.0,7926.0
2013-09-01,763.64,7286.0,7286.0
2013-10-01,820.901,7832.0,7832.0
