measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2012-04-01,9695.636,102193.0,102193.0,223.825,2359.0,2359.0,332895.54,3508758.0,3508758.0
2012-05-01,10110.485,107166.0,107166.0,396.828,4206.0,4206.0,317360.69,3363857.0,3363857.0
2012-06-01,7858.584,83524.0,83524.0,181.905,1933.0,1933.0,383121.51,4071943.0,4071943.0
2012-07-01,10370.78,112693.0,112693.0,59.307,644.0,644.0,388816.91,4225030.0,4225030.0
2012-08-01,13935.34,151409.0,151409.0,87.911,955.0,955.0,397271.75,4316410.0,4316410.0
2012-09-01,11150.82,119750.0,119750.0,540.083,5800.0,5800.0,331378.1,3558721.0,3558721.0
2012-10-01,15802.456,167840.0,167840.0,595.925,6329.0,6329.0,312326.62,3317263.0,3317263.0
2012-11-01,8286.27,88257.0,88257.0,504.039,5368.0,5368.0,318220.69,3389348.0,3389348.0
2012-12-01,0.0,0.0,0.0,650.025,6899.0,6899.0,398998.98,4234782.0,4234782.0
2013-01-01,0.0,0.0,0.0,321.044,3418.0,3418.0,425212.96,4526873.0,4526873.0
2013-02-01,0.0,0.0,0.0,107.257,1134.0,1134.0,420610.74,4445204.0,4445204.0
2013-03-01,0.0,0.0,0.0,200.895,2083.0,2083.0,463576.11,4806509.0,4806509.0
2013-04-01,0.0,0.0,0.0,385.686,4149.0,4149.0,306724.31,3299286.0,3299286.0
2013-05-01,0.0,0.0,0.0,622.784,6663.0,6663.0,321451.22,3439191.0,3439191.0
2013-06-01,0.0,0.0,0.0,467.589,5006.0,5006.0,347364.41,3718860.0,3718860.0
2013-07-01,0.0,0.0,0.0,287.841,3136.0,3136.0,381568.16,4157057.0,4157057.0
2013-08-01,0.0,0.0,0.0,305.224,3234.0,3234.0,348722.78,3694603.0,3694603.0
2013-09-01,0.0,0.0,0.0,337.263,3585.0,3585.0,317699.74,3376808.0,3376808.0
2013-10-01,0.0,0.0,0.0,620.491,6617.0,6617.0,260382.51,2776795.0,2776795.0
2013-11-01,0.0,0.0,0.0,110.553,1157.0,1157.0,355765.45,3721845.0,3721845.0
2013-12-01,0.0,0.0,0.0,144.842,1481.0,1481.0,369826.16,3781460.0,3781460.0
2014-01-01,0.0,0.0,0.0,370.008,3861.0,3861.0,386816.99,4036556.0,4036556.0
2014-02-01,0.0,0.0,0.0,166.812,1717.0,1717.0,298347.19,3070531.0,3070531.0
2014-03-01,0.0,0.0,0.0,546.894,5804.0,5804.0,332272.11,3526024.0,3526024.0
2014-04-01,0.0,0.0,0.0,452.265,4619.0,4619.0,309273.74,3158735.0,3158735.0
2014-05-01,0.0,0.0,0.0,496.562,5507.0,5507.0,208915.44,2317121.0,2317121.0
2014-06-01,0.0,0.0,0.0,310.313,3375.0,3375.0,277844.69,3021848.0,3021848.0
2014-07-01,0.0,0.0,0.0,241.996,2606.0,2606.0,317978.0,3424386.0,3424386.0
2014-08-01,0.0,0.0,0.0,114.461,1184.0,1184.0,344797.54,3566635.0,3566635.0
2014-09-01,0.0,0.0,0.0,348.016,3790.0,3790.0,302737.98,3296978.0,3296978.0
2014-10-01,0.0,0.0,0.0,152.421,1718.0,1718.0,319792.58,3604428.0,3604428.0
2014-11-01,0.0,0.0,0.0,451.915,5095.0,5095.0,304004.09,3427173.0,3427173.0
2014-12-01,0.0,0.0,0.0,591.836,6575.0,6575.0,306687.16,3406897.0,3406897.0
2015-01-01,0.0,0.0,0.0,174.626,1955.0,1955.0,295021.37,3302736.0,3302736.0
2015-02-01,0.0,0.0,0.0,354.474,3909.0,3909.0,278520.53,3071034.0,3071034.0
2015-03-01,0.0,0.0,0.0,279.822,3138.0,3138.0,293529.18,3291853.0,3291853.0
2015-04-01,0.0,0.0,0.0,204.46,2309.0,2309.0,293659.54,3316618.0,3316618.0
2015-05-01,0.0,0.0,0.0,461.947,5329.0,5329.0,271452.05,3131403.0,3131403.0
2015-06-01,0.0,0.0,0.0,500.379,5803.0,5803.0,240169.62,2785093.0,2785093.0
2015-07-01,0.0,0.0,0.0,382.601,4322.0,4322.0,276345.4,3121933.0,3121933.0
2015-08-01,0.0,0.0,0.0,437.985,4796.0,4796.0,257828.02,2823261.0,2823261.0
2015-09-01,0.0,0.0,0.0,597.991,6632.0,6632.0,236423.01,2621852.0,2621852.0
2015-10-01,0.0,0.0,0.0,5.52,59.0,59.0,145584.48,1561496.0,1561496.0
2015-11-01,0.0,0.0,0.0,618.973,6691.0,6691.0,136733.03,1478002.0,1478002.0
2015-12-01,0.0,0.0,0.0,529.129,5684.0,5684.0,230063.87,2471457.0,2471457.0
2016-01-01,0.0,0.0,0.0,321.995,3375.0,3375.0,219929.01,2305175.0,2305175.0
2016-02-01,0.0,0.0,0.0,465.494,4974.0,4974.0,172428.51,1842339.0,1842339.0
2016-03-01,0.0,0.0,0.0,616.141,6928.0,6928.0,194040.86,2181695.0,2181695.0
2016-04-01,0.0,0.0,0.0,494.632,5151.0,5151.0,297416.37,3097396.0,3097396.0
2016-05-01,0.0,0.0,0.0,722.211,7401.0,7401.0,189282.79,1939778.0,1939778.0
2016-06-01,0.0,0.0,0.0,382.344,4085.0,4085.0,247003.66,2639327.0,2639327.0
2016-07-01,0.0,0.0,0.0,737.811,8053.0,8053.0,255849.19,2792370.0,2792370.0
2016-08-01,0.0,0.0,0.0,482.36,5092.0,5092.0,288618.64,3046817.0,3046817.0
2016-09-01,0.0,0.0,0.0,388.032,4026.0,4026.0,287437.97,2982497.0,2982497.0
2016-10-01,0.0,0.0,0.0,296.141,3079.0,3079.0,220488.86,2292382.0,2292382.0
2016-11-01,0.0,0.0,0.0,787.686,8289.0,8289.0,154483.31,1625742.0,1625742.0
2016-12-01,0.0,0.0,0.0,559.99,5566.0,5566.0,278628.01,2769285.0,2769285.0
2017-01-01,0.0,0.0,0.0,788.095,7993.0,7993.0,280412.91,2844121.0,2844121.0
2017-02-01,0.0,0.0,0.0,184.602,1836.0,1836.0,289164.4,2875185.0,2875185.0
2017-03-01,0.0,0.0,0.0,294.04,2901.0,2901.0,281144.96,2774051.0,2774051.0
2017-04-01,0.0,0.0,0.0,518.525,5210.0,5210.0,278538.48,2798937.0,2798937.0
2017-05-01,0.0,0.0,0.0,479.928,4855.0,4855.0,243206.07,2460410.0,2460410.0
2017-06-01,0.0,0.0,0.0,717.585,7224.0,7224.0,248411.42,2500652.0,2500652.0
2017-07-01,0.0,0.0,0.0,122.076,1243.0,1243.0,327404.92,3334791.0,3334791.0
2017-08-01,0.0,0.0,0.0,262.949,2664.0,2664.0,287683.05,2915074.0,2915074.0
2017-09-01,0.0,0.0,0.0,606.625,6039.0,6039.0,260873.38,2597198.0,2597198.0
2017-10-01,0.0,0.0,0.0,275.926,2961.0,2961.0,197403.07,2118000.0,2118000.0
2017-11-01,0.0,0.0,0.0,455.544,4914.0,4914.0,166666.46,1798006.0,1798006.0
2017-12-01,0.0,0.0,0.0,850.603,8941.0,8941.0,238243.4,2504182.0,2504182.0
2018-01-01,0.0,0.0,0.0,492.643,5151.0,5151.0,327245.36,3421806.0,3421806.0
2018-02-01,0.0,0.0,0.0,391.686,4085.0,4085.0,305483.31,3186355.0,3186355.0
2018-03-01,0.0,0.0,0.0,490.541,5151.0,5151.0,334202.46,3509526.0,3509526.0
2018-04-01,0.0,0.0,0.0,460.854,4855.0,4855.0,283063.15,2982144.0,2982144.0
2018-05-01,0.0,0.0,0.0,323.533,3375.0,3375.0,190177.47,1983860.0,1983860.0
2018-06-01,0.0,0.0,0.0,368.397,3967.0,3967.0,214075.6,2305267.0,2305267.0
2018-07-01,0.0,0.0,0.0,717.893,7816.0,7816.0,278424.11,3031211.0,3031211.0
2018-08-01,0.0,0.0,0.0,381.053,4085.0,4085.0,337045.95,3613661.0,3613661.0
2018-09-01,0.0,0.0,0.0,479.367,5210.0,5210.0,281763.63,3062628.0,3062628.0
2018-10-01,0.0,0.0,0.0,740.359,8053.0,8053.0,233084.64,2535158.0,2535158.0
2018-11-01,0.0,0.0,0.0,714.22,7460.0,7460.0,234243.78,2446820.0,2446820.0
2018-12-01,0.0,0.0,0.0,506.887,5447.0,5447.0,264357.11,2840944.0,2840944.0
2019-01-01,0.0,0.0,0.0,660.469,7224.0,7224.0,309876.53,3389153.0,3389153.0
2019-02-01,0.0,0.0,0.0,328.908,3553.0,3553.0,278643.09,3009678.0,3009678.0
2019-03-01,0.0,0.0,0.0,490.396,5270.0,5270.0,170935.6,1836836.0,1836836.0
2019-04-01,0.0,0.0,0.0,303.521,3375.0,3375.0,77143.479,857790.0,857790.0
2019-05-01,0.0,0.0,0.0,931.18,10066.0,10066.0,285332.82,3084338.0,3084338.0
2019-06-01,0.0,0.0,0.0,201.757,2132.0,2132.0,320774.24,3388977.0,3388977.0
2019-07-01,0.0,0.0,0.0,726.277,7757.0,7757.0,333041.72,3556828.0,3556828.0
2019-08-01,0.0,0.0,0.0,268.546,2842.0,2842.0,301526.45,3191120.0,3191120.0
2019-09-01,0.0,0.0,0.0,558.872,6039.0,6039.0,259382.13,2802997.0,2802997.0
2019-10-01,0.0,0.0,0.0,443.908,4678.0,4678.0,299993.09,3161115.0,3161115.0
2019-11-01,0.0,0.0,0.0,256.97,2712.0,2712.0,319900.03,3375916.0,3375916.0
2019-12-01,0.0,0.0,0.0,420.556,4429.0,4429.0,250359.44,2636557.0,2636557.0
2020-01-01,0.0,0.0,0.0,413.083,4441.0,4441.0,292752.92,3147172.0,3147172.0
2020-02-01,0.0,0.0,0.0,343.692,3730.0,3730.0,242127.31,2627909.0,2627909.0
2020-03-01,0.0,0.0,0.0,44.904,474.0,474.0,299953.1,3164116.0,3164116.0
2020-04-01,0.0,0.0,0.0,448.333,4796.0,4796.0,171493.67,1834541.0,1834541.0
2020-05-01,0.0,0.0,0.0,459.671,5092.0,5092.0,240923.33,2668857.0,2668857.0
2020-06-01,0.0,0.0,0.0,716.316,8289.0,8289.0,260061.68,3009502.0,3009502.0
2020-07-01,0.0,0.0,0.0,948.223,11428.0,11428.0,246160.78,2966612.0,2966612.0
2020-08-01,0.0,0.0,0.0,308.921,3375.0,3375.0,285582.08,3119991.0,3119991.0
2020-09-01,0.0,0.0,0.0,596.311,6632.0,6632.0,247698.69,2754636.0,2754636.0
2020-10-01,0.0,0.0,0.0,594.901,6395.0,6395.0,266692.1,2866713.0,2866713.0
2020-11-01,0.0,0.0,0.0,431.778,4678.0,4678.0,261394.22,2831766.0,2831766.0
2020-12-01,0.0,0.0,0.0,298.645,3375.0,3375.0,285156.36,3222537.0,3222537.0
2021-01-01,0.0,0.0,0.0,367.118,4026.0,4026.0,214298.88,2350274.0,2350274.0
2021-02-01,0.0,0.0,0.0,331.041,3730.0,3730.0,245212.96,2763108.0,2763108.0
2021-03-01,0.0,0.0,0.0,315.043,3434.0,3434.0,187871.96,2047930.0,2047930.0
2021-04-01,0.0,0.0,0.0,391.906,4500.0,4500.0,73645.094,845612.0,845612.0
2021-05-01,0.0,0.0,0.0,366.213,4026.0,4026.0,283282.79,3114519.0,3114519.0
2021-06-01,0.0,0.0,0.0,208.85,2309.0,2309.0,302694.15,3346793.0,3346793.0
2021-07-01,0.0,0.0,0.0,646.462,7342.0,7342.0,223568.54,2539129.0,2539129.0
2021-08-01,0.0,0.0,0.0,265.48,2901.0,2901.0,241401.52,2638146.0,2638146.0
2021-09-01,0.0,0.0,0.0,279.791,3079.0,3079.0,233353.21,2567899.0,2567899.0
2021-10-01,0.0,0.0,0.0,220.808,2428.0,2428.0,244244.19,2685271.0,2685271.0
2021-11-01,0.0,0.0,0.0,490.286,5210.0,5210.0,222081.71,2360158.0,2360158.0
2021-12-01,0.0,0.0,0.0,475.521,5033.0,5033.0,237854.48,2517420.0,2517420.0
2022-01-01,0.0,0.0,0.0,645.337,6987.0,6987.0,190331.66,2060638.0,2060638.0
2022-02-01,0.0,0.0,0.0,147.633,1539.0,1539.0,247157.37,2577253.0,2577253.0
2022-03-01,0.0,0.0,0.0,409.945,4322.0,4322.0,249893.06,2634792.0,2634792.0
2022-04-01,0.0,0.0,0.0,379.064,4145.0,4145.0,216932.94,2371952.0,2371952.0
2022-05-01,0.0,0.0,0.0,491.352,5566.0,5566.0,183505.65,2078641.0,2078641.0
2022-06-01,0.0,0.0,0.0,112.916,1243.0,1243.0,239205.08,2634086.0,2634086.0
2022-07-01,0.0,0.0,0.0,163.107,1836.0,1836.0,226502.89,2548925.0,2548925.0
2022-08-01,0.0,0.0,0.0,335.156,3789.0,3789.0,219186.84,2478237.0,2478237.0
2022-09-01,0.0,0.0,0.0,255.798,2901.0,2901.0,184932.2,2097526.0,2097526.0
2022-10-01,0.0,0.0,0.0,405.44,4441.0,4441.0,226488.56,2480708.0,2480708.0
2022-11-01,0.0,0.0,0.0,120.722,1303.0,1303.0,264286.28,2851711.0,2851711.0
2022-12-01,0.0,0.0,0.0,218.381,2309.0,2309.0,246953.62,2611318.0,2611318.0
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
