measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed",Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2016-05-01,0.0,0.0,0.0,,,,17451.237,222924.0,222924.0
2016-06-01,0.0,0.0,0.0,,,,19514.235,249277.0,249277.0
2016-07-01,0.0,0.0,0.0,,,,21813.472,278647.0,278647.0
2016-08-01,0.0,0.0,0.0,,,,22455.079,286844.0,286844.0
2016-09-01,0.0,0.0,0.0,,,,18969.641,242320.0,242320.0
2016-10-01,0.0,0.0,0.0,,,,14948.382,190953.0,190953.0
2016-11-01,0.0,0.0,0.0,,,,13368.636,170772.0,170772.0
2016-12-01,0.0,0.0,0.0,,,,12451.311,159054.0,159054.0
2017-01-01,0.0,0.0,0.0,,,,11729.412,151077.0,151077.0
2017-02-01,0.0,0.0,0.0,,,,10394.892,133887.0,133887.0
2017-03-01,0.0,0.0,0.0,,,,12247.574,157749.0,157749.0
2017-04-01,0.0,0.0,0.0,,,,12106.718,155935.0,155935.0
2017-05-01,0.0,0.0,0.0,,,,13816.492,177957.0,177957.0
2017-06-01,0.0,0.0,0.0,,,,17698.059,227952.0,227952.0
2017-07-01,0.0,0.0,0.0,,,,21711.063,279639.0,279639.0
2017-08-01,0.0,0.0,0.0,,,,20726.154,266954.0,266954.0
2017-09-01,0.0,0.0,0.0,,,,15285.249,196874.0,196874.0
2017-10-01,0.0,0.0,0.0,,,,13507.827,173982.0,173982.0
2017-11-01,0.0,0.0,0.0,,,,11233.912,144693.0,144693.0
2017-12-01,0.0,0.0,0.0,,,,14691.648,189229.0,189229.0
2018-01-01,0.0,0.0,0.0,,,,11429.952,141851.0,141851.0
2018-02-01,0.0,0.0,0.0,,,,10280.784,127589.0,127589.0
2018-03-01,0.0,0.0,0.0,,,,10394.056,128996.0,128996.0
2018-04-01,0.0,0.0,0.0,,,,9649.339,119753.0,119753.0
2018-05-01,0.0,0.0,0.0,,,,13056.661,162039.0,162039.0
2018-06-01,0.0,0.0,0.0,,,,14240.255,176728.0,176728.0
2018-07-01,0.0,0.0,0.0,,,,17708.342,219769.0,219769.0
2018-08-01,0.0,0.0,0.0,,,,16486.675,204607.0,204607.0
2018-09-01,0.0,0.0,0.0,,,,13987.009,173586.0,173586.0
2018-10-01,0.0,0.0,0.0,,,,11751.243,145839.0,145839.0
2018-11-01,0.0,0.0,0.0,,,,10144.497,125898.0,125898.0
2018-12-01,0.0,0.0,0.0,,,,10976.187,136220.0,136220.0
2019-01-01,0.0,0.0,0.0,,,,12048.899,150125.0,150125.0
2019-02-01,0.0,0.0,0.0,,,,9686.46,120690.0,120690.0
2019-03-01,0.0,0.0,0.0,,,,10408.244,129683.0,129683.0
2019-04-01,0.0,0.0,0.0,,,,9378.32,116850.0,116850.0
2019-05-01,0.0,0.0,0.0,,,,12757.047,158948.0,158948.0
2019-06-01,0.0,0.0,0.0,,,,14716.93,183368.0,183368.0
2019-07-01,0.0,0.0,0.0,,,,16934.588,210998.0,210998.0
2019-08-01,0.0,0.0,0.0,,,,18231.946,227163.0,227163.0
2019-09-01,0.0,0.0,0.0,,,,15757.339,196330.0,196330.0
2019-10-01,0.0,0.0,0.0,,,,12218.348,152236.0,152236.0
2019-11-01,0.0,0.0,0.0,,,,11082.741,138087.0,138087.0
2019-12-01,0.0,0.0,0.0,,,,12322.138,153529.0,153529.0
2020-01-01,0.0,0.0,0.0,,,,18143.818,229256.0,229256.0
2020-02-01,0.0,0.0,0.0,,,,17262.317,218119.0,218119.0
2020-03-01,0.0,0.0,0.0,,,,16821.457,212548.0,212548.0
2020-04-01,0.0,0.0,0.0,,,,14977.872,189253.0,189253.0
2020-05-01,0.0,0.0,0.0,,,,17931.253,226571.0,226571.0
2020-06-01,0.0,0.0,0.0,,,,21208.601,267982.0,267982.0
2020-07-01,0.0,0.0,0.0,,,,25803.585,326042.0,326042.0
2020-08-01,0.0,0.0,0.0,,,,24974.482,315566.0,315566.0
2020-09-01,0.0,0.0,0.0,,,,20608.462,260399.0,260399.0
2020-10-01,0.0,0.0,0.0,,,,17821.49,225184.0,225184.0
2020-11-01,0.0,0.0,0.0,,,,13959.151,176382.0,176382.0
2020-12-01,0.0,0.0,0.0,,,,15341.512,193849.0,193849.0
2021-01-01,0.0,0.0,0.0,,,,16384.38,210799.0,210799.0
2021-02-01,0.0,0.0,0.0,,,,28168.016,362405.0,362405.0
2021-03-01,0.0,0.0,0.0,,,,8718.121,112166.0,112166.0
2021-04-01,0.0,0.0,0.0,,,,994.48,12795.0,12795.0
2021-05-01,0.0,0.0,0.0,,,,7171.988,92274.0,92274.0
2021-06-01,0.0,0.0,0.0,,,,23612.877,303800.0,303800.0
2021-07-01,0.0,0.0,0.0,,,,25153.603,323622.0,323622.0
2021-08-01,0.0,0.0,0.0,,,,26958.224,346841.0,346841.0
2021-09-01,0.0,0.0,0.0,,,,12427.395,159889.0,159889.0
2021-10-01,0.0,0.0,0.0,,,,7925.603,101970.0,101970.0
2021-11-01,0.0,0.0,0.0,,,,4517.97,58128.0,58128.0
2021-12-01,0.0,0.0,0.0,,,,6080.343,78229.0,78229.0
2022-01-01,0.0,0.0,0.0,,,,4842.413,63410.0,63410.0
2022-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0
2022-03-01,0.0,0.0,0.0,,,,5240.887,68628.0,68628.0
2022-04-01,0.0,0.0,0.0,,,,1003.615,13142.0,13142.0
2022-05-01,0.0,0.0,0.0,,,,13268.166,173742.0,173742.0
2022-06-01,0.0,0.0,0.0,,,,18015.729,235910.0,235910.0
2022-07-01,0.0,0.0,0.0,,,,16935.755,221769.0,221769.0
2022-08-01,0.0,0.0,0.0,,,,7725.238,101160.0,101160.0
2022-09-01,0.0,0.0,0.0,,,,2925.168,38304.0,38304.0
2022-10-01,0.0,0.0,0.0,,,,9562.992,125224.0,125224.0
2022-11-01,0.0,0.0,0.0,,,,3336.101,43685.0,43685.0
2022-12-01,0.0,0.0,0.0,,,,8437.936,110492.0,110492.0
2023-01-01,0.0,0.0,0.0,,,,7830.98,76054.0,76054.0
2023-02-01,0.0,0.0,0.0,,,,7385.91,71732.0,71732.0
2023-03-01,0.0,0.0,0.0,,,,7289.325,70794.0,70794.0
2023-04-01,0.0,0.0,0.0,,,,7039.854,68371.0,68371.0
2023-05-01,0.0,0.0,0.0,,,,10050.76,97613.0,97613.0
2023-06-01,0.0,0.0,0.0,,,,11610.424,112761.0,112761.0
2023-07-01,0.0,0.0,0.0,,,,12733.114,123664.0,123664.0
2023-08-01,0.0,0.0,0.0,,,,14014.918,136113.0,136113.0
2023-09-01,0.0,0.0,0.0,,,,11806.672,114666.0,114666.0
2023-10-01,0.0,0.0,0.0,,,,8715.034,84641.0,84641.0
2023-11-01,0.0,0.0,0.0,,,,8080.148,78474.0,78474.0
2023-12-01,0.0,0.0,0.0,,,,8585.861,83386.0,83386.0
2024-01-01,0.0,0.0,0.0,,,,10829.253,139634.0,139634.0
2024-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-03-01,0.0,0.0,0.0,,,,4940.177,63699.0,63699.0
2024-04-01,0.0,0.0,0.0,,,,7769.558,100182.0,100182.0
2024-05-01,0.0,0.0,0.0,,,,24900.546,321072.0,321072.0
2024-06-01,0.0,0.0,0.0,,,,20665.679,266467.0,266467.0
2024-07-01,0.0,0.0,0.0,,,,19878.189,256313.0,256313.0
2024-08-01,0.0,0.0,0.0,,,,19989.614,257750.0,257750.0
2024-09-01,0.0,0.0,0.0,,,,10186.838,131351.0,131351.0
2024-10-01,0.0,0.0,0.0,,,,14304.373,184444.0,184444.0
2024-11-01,0.0,0.0,0.0,,,,3924.574,50604.0,50604.0
2024-12-01,0.0,0.0,0.0,,,,2171.199,27996.0,27996.0
