measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed"
2003-01-01,0.0,0.0,0.0
2003-02-01,32.0,336.0,336.0
2003-03-01,37.0,388.0,388.0
2003-04-01,0.0,0.0,0.0
2003-05-01,0.0,0.0,0.0
2003-06-01,0.0,0.0,0.0
2003-07-01,0.0,0.0,0.0
2003-08-01,0.0,0.0,0.0
2003-09-01,0.0,0.0,0.0
2003-10-01,0.0,0.0,0.0
2003-11-01,0.0,0.0,0.0
2003-12-01,0.0,0.0,0.0
2004-01-01,0.129,1.0,1.0
2004-02-01,0.42300000000000004,5.0,5.0
2004-03-01,0.23900000000000002,3.0,3.0
2004-04-01,0.221,2.0,2.0
2004-05-01,0.46,5.0,5.0
2004-06-01,0.304,3.0,3.0
2004-07-01,0.138,2.0,2.0
2004-08-01,0.41400000000000003,5.0,5.0
2004-09-01,1.693,18.0,18.0
2004-10-01,0.11,1.0,1.0
2004-11-01,2.6220000000000003,29.0,29.0
2004-12-01,0.248,3.0,3.0
2005-01-01,21.441000000000003,230.87,230.87
2005-02-01,7.3660000000000005,79.32,79.32
2005-03-01,8.165,87.92,87.92
2005-04-01,9.89,106.49,106.49
2005-05-01,9.185,98.9,98.9
2005-06-01,11.922,128.37,128.37
2005-07-01,12.135,130.66,130.66
2005-08-01,14.255,153.5,153.5
2005-09-01,9.332,100.48,100.48
2005-10-01,10.363000000000001,111.58,111.58
2005-11-01,8.331,89.71,89.71
2005-12-01,17.615,189.68,189.68
2006-01-01,19.156000000000002,196.0,196.0
2006-02-01,10.024000000000001,102.0,102.0
2006-03-01,8.42,86.0,86.0
2006-04-01,16.129,165.0,165.0
2006-05-01,15.077,154.0,154.0
2006-06-01,13.704,140.0,140.0
2006-07-01,19.85,203.0,203.0
2006-08-01,19.255,197.0,197.0
2006-09-01,8.846,90.0,90.0
2006-10-01,9.344000000000001,95.0,95.0
2006-11-01,11.003,112.0,112.0
2006-12-01,12.191,124.0,124.0
2007-01-01,3.447,41.0,41.0
2007-02-01,3.926,46.0,46.0
2007-03-01,3.2720000000000002,41.0,41.0
2007-04-01,3.471,41.0,41.0
2007-05-01,3.5740000000000003,41.0,41.0
2007-06-01,4.2010000000000005,52.0,52.0
2007-07-01,3.285,41.0,41.0
2007-08-01,2.629,29.0,29.0
2007-09-01,2.49,29.0,29.0
2007-10-01,3.577,41.0,41.0
2007-11-01,2.9370000000000003,35.0,35.0
2007-12-01,5.19,64.0,64.0
2008-01-01,5.847,58.0,58.0
2008-02-01,3.528,41.0,41.0
2008-03-01,5.649,64.0,64.0
2008-04-01,4.194,46.0,46.0
2008-05-01,3.9560000000000004,46.0,46.0
2008-06-01,6.7620000000000005,75.0,75.0
2008-07-01,5.501,58.0,58.0
2008-08-01,5.71,64.0,64.0
2008-09-01,4.651,52.0,52.0
2008-10-01,5.073,58.0,58.0
2008-11-01,4.3790000000000004,46.0,46.0
2008-12-01,6.75,75.0,75.0
2009-01-01,3.601,41.0,41.0
2009-02-01,3.188,41.0,41.0
2009-03-01,2.9370000000000003,35.0,35.0
2009-04-01,2.384,29.0,29.0
2009-05-01,5.11,64.0,64.0
2009-06-01,3.919,52.0,52.0
2009-07-01,2.545,35.0,35.0
2009-08-01,2.829,35.0,35.0
2009-09-01,2.69,35.0,35.0
2009-10-01,2.581,35.0,35.0
2009-11-01,2.67,35.0,35.0
2009-12-01,3.5460000000000003,46.0,46.0
2010-01-01,2.464,23.0,23.0
2010-02-01,1.587,17.0,17.0
2010-03-01,2.039,23.0,23.0
2010-04-01,1.5310000000000001,17.0,17.0
2010-05-01,3.236,35.0,35.0
2010-06-01,2.673,29.0,29.0
2010-07-01,2.253,23.0,23.0
2010-08-01,2.322,23.0,23.0
2010-09-01,1.8960000000000001,17.0,17.0
2010-10-01,1.1760000000000002,12.0,12.0
2010-11-01,1.5590000000000002,17.0,17.0
2010-12-01,2.2640000000000002,23.0,23.0
2011-01-01,5.198,64.0,64.0
2011-02-01,3.075,35.0,35.0
2011-03-01,2.823,29.0,29.0
2011-04-01,3.486,35.0,35.0
2011-05-01,3.481,35.0,35.0
2011-06-01,4.471,46.0,46.0
2011-07-01,2.876,29.0,29.0
2011-08-01,2.791,29.0,29.0
2011-09-01,1.681,17.0,17.0
2011-10-01,2.174,23.0,23.0
2011-11-01,3.698,41.0,41.0
2011-12-01,3.246,35.0,35.0
2012-01-01,21.536,226.0,226.0
2012-02-01,8.5,93.0,93.0
2012-03-01,9.25,99.0,99.0
2012-04-01,8.007,87.0,87.0
2012-05-01,7.842,81.0,81.0
2012-06-01,12.365,133.0,133.0
2012-07-01,15.954,168.0,168.0
2012-08-01,12.288,128.0,128.0
2012-09-01,9.479,99.0,99.0
2012-10-01,12.017,128.0,128.0
2012-11-01,13.473,145.0,145.0
2012-12-01,17.289,186.0,186.0
2013-01-01,8.057,93.0,93.0
2013-02-01,7.817,81.0,81.0
2013-03-01,7.752,81.0,81.0
2013-04-01,5.082,52.0,52.0
2013-05-01,10.738,110.0,110.0
2013-06-01,9.165,93.0,93.0
2013-07-01,13.164,139.0,139.0
2013-08-01,6.736,70.0,70.0
2013-09-01,9.018,93.0,93.0
2013-10-01,5.769,58.0,58.0
2013-11-01,7.813,81.0,81.0
2013-12-01,6.889,70.0,70.0
2014-01-01,24.88,270.0,270.0
2014-02-01,12.746,135.0,135.0
2014-03-01,12.175,129.0,129.0
2014-04-01,7.402,76.0,76.0
2014-05-01,7.079,76.0,76.0
2014-06-01,8.287,88.0,88.0
2014-07-01,5.482,59.0,59.0
2014-08-01,8.058,88.0,88.0
2014-09-01,3.458,35.0,35.0
2014-10-01,3.749,41.0,41.0
2014-11-01,4.911,53.0,53.0
2014-12-01,5.773,59.0,59.0
2015-01-01,5.251,64.0,64.0
2015-02-01,3.978,41.0,41.0
2015-03-01,4.482,46.0,46.0
2015-04-01,3.101,35.0,35.0
2015-05-01,4.869,52.0,52.0
2015-06-01,5.413,58.0,58.0
2015-07-01,5.825,64.0,64.0
2015-08-01,3.459,35.0,35.0
2015-09-01,2.704,29.0,29.0
2015-10-01,2.858,29.0,29.0
2015-11-01,4.23,46.0,46.0
2015-12-01,6.83,75.0,75.0
2016-01-01,8.193,81.0,81.0
2016-02-01,8.152,87.0,87.0
2016-03-01,8.458,93.0,93.0
2016-04-01,6.934,75.0,75.0
2016-05-01,11.087,116.0,116.0
2016-06-01,9.573,104.0,104.0
2016-07-01,8.682,93.0,93.0
2016-08-01,8.706,93.0,93.0
2016-09-01,6.103,64.0,64.0
2016-10-01,5.923,64.0,64.0
2016-11-01,11.046,116.0,116.0
2016-12-01,15.143,162.0,162.0
2017-01-01,2.854,35.0,35.0
2017-02-01,2.249,23.0,23.0
2017-03-01,2.959,35.0,35.0
2017-04-01,2.253,23.0,23.0
2017-05-01,3.292,35.0,35.0
2017-06-01,3.305,35.0,35.0
2017-07-01,3.077,35.0,35.0
2017-08-01,2.564,29.0,29.0
2017-09-01,2.456,29.0,29.0
2017-10-01,2.287,23.0,23.0
2017-11-01,4.902,52.0,52.0
2017-12-01,2.802,29.0,29.0
2018-01-01,5.662,56.0,56.0
2018-02-01,3.399,39.0,39.0
2018-03-01,3.388,39.0,39.0
2018-04-01,4.756,50.0,50.0
2018-05-01,7.328,79.0,79.0
2018-06-01,4.581,50.0,50.0
2018-07-01,3.458,39.0,39.0
2018-08-01,3.932,45.0,45.0
2018-09-01,5.129,56.0,56.0
2018-10-01,4.402,45.0,45.0
2018-11-01,5.571,62.0,62.0
2018-12-01,5.394,56.0,56.0
2019-01-01,12.06,99.0,99.0
2019-02-01,14.433,127.0,127.0
2019-03-01,14.808,127.0,127.0
2019-04-01,15.342,132.0,132.0
2019-05-01,8.889,77.0,77.0
2019-06-01,16.196,143.0,143.0
2019-07-01,13.979,121.0,121.0
2019-08-01,7.988,72.0,72.0
2019-09-01,7.534,66.0,66.0
2019-10-01,6.857,61.0,61.0
2019-11-01,21.448,187.0,187.0
2019-12-01,12.466,110.0,110.0
