measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2001-01-01,19.11,192.0,192.0,,,
2001-02-01,16.677,168.0,168.0,,,
2001-03-01,15.833,159.0,159.0,,,
2001-04-01,13.676,138.0,138.0,,,
2001-05-01,14.683,148.0,148.0,,,
2001-06-01,18.195,183.0,183.0,,,
2001-07-01,21.399,215.0,215.0,,,
2001-08-01,21.817,219.0,219.0,,,
2001-09-01,17.877000000000002,180.0,180.0,,,
2001-10-01,17.612000000000002,177.0,177.0,,,
2001-11-01,17.475,176.0,176.0,,,
2001-12-01,18.646,188.0,188.0,,,
2002-01-01,0.9430000000000001,12.0,12.0,0.0,0.0,0.0
2002-02-01,0.7060000000000001,9.0,9.0,0.0,0.0,0.0
2002-03-01,0.8470000000000001,11.0,11.0,0.0,0.0,0.0
2002-04-01,0.792,10.0,10.0,0.0,0.0,0.0
2002-05-01,0.825,11.0,11.0,0.0,0.0,0.0
2002-06-01,1.0090000000000001,13.0,13.0,0.0,0.0,0.0
2002-07-01,1.089,14.0,14.0,0.0,0.0,0.0
2002-08-01,1.092,14.0,14.0,0.0,0.0,0.0
2002-09-01,0.9510000000000001,13.0,13.0,0.0,0.0,0.0
2002-10-01,0.868,11.0,11.0,0.0,0.0,0.0
2002-11-01,0.8440000000000001,11.0,11.0,0.0,0.0,0.0
2002-12-01,1.035,14.0,14.0,0.0,0.0,0.0
2003-01-01,26.691000000000003,283.0,283.0,0.0,0.0,0.0
2003-02-01,24.099,255.0,255.0,0.0,0.0,0.0
2003-03-01,23.084,244.0,244.0,0.0,0.0,0.0
2003-04-01,19.412000000000003,205.0,205.0,0.0,0.0,0.0
2003-05-01,22.484,238.0,238.0,0.0,0.0,0.0
2003-06-01,25.343,268.0,268.0,0.0,0.0,0.0
2003-07-01,29.705,314.0,314.0,0.0,0.0,0.0
2003-08-01,30.286,321.0,321.0,0.0,0.0,0.0
2003-09-01,22.931,243.0,243.0,0.0,0.0,0.0
2003-10-01,22.55,239.0,239.0,0.0,0.0,0.0
2003-11-01,23.58,250.0,250.0,0.0,0.0,0.0
2003-12-01,26.834,284.0,284.0,0.0,0.0,0.0
2004-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2004-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2004-03-01,1.25,14.0,14.0,0.0,0.0,0.0
2004-04-01,0.096,1.0,1.0,0.0,0.0,0.0
2004-05-01,0.48100000000000004,5.0,5.0,0.0,0.0,0.0
2004-06-01,0.385,4.0,4.0,0.0,0.0,0.0
2004-07-01,2.885,32.0,32.0,0.0,0.0,0.0
2004-08-01,15.192,169.0,169.0,0.0,0.0,0.0
2004-09-01,0.48100000000000004,5.0,5.0,0.0,0.0,0.0
2004-10-01,1.923,21.0,21.0,0.0,0.0,0.0
2004-11-01,2.212,25.0,25.0,0.0,0.0,0.0
2004-12-01,0.096,1.0,1.0,0.0,0.0,0.0
2005-01-01,48.549,540.07,540.07,0.06,1.6,1.6
2005-02-01,16.68,185.55,185.55,0.048,1.28,1.28
2005-03-01,18.488,205.66,205.66,0.067,1.77,1.77
2005-04-01,22.394000000000002,249.12,249.12,0.064,1.68,1.68
2005-05-01,20.798000000000002,231.36,231.36,0.061000000000000006,1.61,1.61
2005-06-01,26.994,300.29,300.29,0.115,3.04,3.04
2005-07-01,27.476000000000003,305.65,305.65,0.151,4.0,4.0
2005-08-01,32.278,359.07,359.07,0.15,3.97,3.97
2005-09-01,21.13,235.05,235.05,0.091,2.4,2.4
2005-10-01,23.465,261.03,261.03,0.065,1.7,1.7
2005-11-01,18.864,209.84,209.84,0.057,1.49,1.49
2005-12-01,39.886,443.71,443.71,0.07100000000000001,1.87,1.87
2006-01-01,14.455,153.0,153.0,0.0,0.0,0.0
2006-02-01,7.564,80.0,80.0,0.0,0.0,0.0
2006-03-01,6.354,67.0,67.0,0.0,0.0,0.0
2006-04-01,12.171000000000001,129.0,129.0,0.0,0.0,0.0
2006-05-01,11.377,121.0,121.0,0.0,0.0,0.0
2006-06-01,10.341000000000001,110.0,110.0,0.0,0.0,0.0
2006-07-01,14.979000000000001,159.0,159.0,0.0,0.0,0.0
2006-08-01,14.53,154.0,154.0,0.0,0.0,0.0
2006-09-01,6.675,71.0,71.0,0.0,0.0,0.0
2006-10-01,7.051,75.0,75.0,0.0,0.0,0.0
2006-11-01,8.303,88.0,88.0,0.0,0.0,0.0
2006-12-01,9.2,98.0,98.0,0.0,0.0,0.0
2007-01-01,18.028000000000002,157.0,157.0,0.0,0.0,0.0
2007-02-01,28.651,249.0,249.0,0.0,0.0,0.0
2007-03-01,13.781,122.0,122.0,0.0,0.0,0.0
2007-04-01,12.738000000000001,110.0,110.0,0.0,0.0,0.0
2007-05-01,27.606,238.0,238.0,0.0,0.0,0.0
2007-06-01,7.728000000000001,70.0,70.0,0.0,0.0,0.0
2007-07-01,10.289,87.0,87.0,0.0,0.0,0.0
2007-08-01,4.827,41.0,41.0,0.0,0.0,0.0
2007-09-01,13.365,116.0,116.0,0.0,0.0,0.0
2007-10-01,15.892000000000001,139.0,139.0,0.0,0.0,0.0
2007-11-01,16.36,145.0,145.0,0.0,0.0,0.0
2007-12-01,22.736,197.0,197.0,0.0,0.0,0.0
2008-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-01,7.099,58.0,58.0,0.0,0.0,0.0
2009-02-01,3.907,35.0,35.0,0.0,0.0,0.0
2009-03-01,10.174000000000001,93.0,93.0,0.0,0.0,0.0
2009-04-01,6.159000000000001,58.0,58.0,0.0,0.0,0.0
2009-05-01,8.108,75.0,75.0,0.0,0.0,0.0
2009-06-01,4.573,41.0,41.0,0.0,0.0,0.0
2009-07-01,2.845,23.0,23.0,0.0,0.0,0.0
2009-08-01,4.281000000000001,41.0,41.0,0.0,0.0,0.0
2009-09-01,5.1530000000000005,46.0,46.0,0.0,0.0,0.0
2009-10-01,4.915,46.0,46.0,0.0,0.0,0.0
2009-11-01,6.104,52.0,52.0,0.0,0.0,0.0
2009-12-01,5.682,52.0,52.0,0.0,0.0,0.0
2010-01-01,4.282,46.0,46.0,0.0,0.0,0.0
2010-02-01,3.577,35.0,35.0,0.0,0.0,0.0
2010-03-01,2.2600000000000002,23.0,23.0,0.0,0.0,0.0
2010-04-01,3.297,35.0,35.0,0.0,0.0,0.0
2010-05-01,4.678,46.0,46.0,0.0,0.0,0.0
2010-06-01,8.532,87.0,87.0,0.0,0.0,0.0
2010-07-01,17.896,186.0,186.0,0.0,0.0,0.0
2010-08-01,3.149,35.0,35.0,0.0,0.0,0.0
2010-09-01,6.005,64.0,64.0,0.0,0.0,0.0
2010-10-01,5.641,58.0,58.0,0.0,0.0,0.0
2010-11-01,8.398,87.0,87.0,0.0,0.0,0.0
2010-12-01,3.285,35.0,35.0,0.0,0.0,0.0
2011-01-01,10.75,128.0,128.0,0.0,0.0,0.0
2011-02-01,7.681,99.0,99.0,0.0,0.0,0.0
2011-03-01,6.005,75.0,75.0,0.0,0.0,0.0
2011-04-01,3.578,46.0,46.0,0.0,0.0,0.0
2011-05-01,9.016,116.0,116.0,0.0,0.0,0.0
2011-06-01,4.563,58.0,58.0,0.0,0.0,0.0
2011-07-01,3.644,46.0,46.0,0.0,0.0,0.0
2011-08-01,6.226,81.0,81.0,0.0,0.0,0.0
2011-09-01,5.829,75.0,75.0,0.0,0.0,0.0
2011-10-01,5.73,75.0,75.0,0.0,0.0,0.0
2011-11-01,5.917,75.0,75.0,0.0,0.0,0.0
2011-12-01,4.061,52.0,52.0,0.0,0.0,0.0
2012-01-01,3.258,35.0,35.0,0.0,0.0,0.0
2012-02-01,2.052,23.0,23.0,0.0,0.0,0.0
2012-03-01,1.508,17.0,17.0,0.0,0.0,0.0
2012-04-01,3.031,35.0,35.0,0.0,0.0,0.0
