measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2003-01-01,29.645,369.0,369.0
2003-02-01,27.752000000000002,345.0,345.0
2003-03-01,26.811,334.0,334.0
2003-04-01,25.672,319.0,319.0
2003-05-01,26.045,324.0,324.0
2003-06-01,27.179000000000002,338.0,338.0
2003-07-01,31.342000000000002,390.0,390.0
2003-08-01,31.777,395.0,395.0
2003-09-01,27.536,343.0,343.0
2003-10-01,28.552,355.0,355.0
2003-11-01,29.305,365.0,365.0
2003-12-01,30.587,381.0,381.0
2004-01-01,-6.304,3.0,3.0
2004-02-01,-1.828,1.0,1.0
2004-03-01,-1.454,1.0,1.0
2004-04-01,-3.4330000000000003,2.0,2.0
2004-05-01,-6.529,3.0,3.0
2004-06-01,-3.238,2.0,2.0
2004-07-01,-17.904,8.0,8.0
2004-08-01,-2.153,1.0,1.0
2004-09-01,-6.909000000000001,3.0,3.0
2004-10-01,-1.3110000000000002,1.0,1.0
2004-11-01,-1.737,1.0,1.0
2004-12-01,-8.199,4.0,4.0
2005-01-01,-8.883000000000001,7.03,7.03
2005-02-01,-3.052,2.42,2.42
2005-03-01,-3.383,2.68,2.68
2005-04-01,-4.097,3.24,3.24
2005-05-01,-3.805,3.01,3.01
2005-06-01,-4.939,3.91,3.91
2005-07-01,-5.027,3.98,3.98
2005-08-01,-5.906000000000001,4.67,4.67
2005-09-01,-3.866,3.06,3.06
2005-10-01,-4.293,3.4,3.4
2005-11-01,-3.451,2.73,2.73
2005-12-01,-7.298,5.77,5.77
2006-01-01,-5.641,19.0,19.0
2006-02-01,-2.952,10.0,10.0
2006-03-01,-2.48,8.0,8.0
2006-04-01,-4.75,16.0,16.0
2006-05-01,-4.44,15.0,15.0
2006-06-01,-4.035,14.0,14.0
2006-07-01,-5.845,20.0,20.0
2006-08-01,-5.67,19.0,19.0
2006-09-01,-2.605,9.0,9.0
2006-10-01,-2.7520000000000002,9.0,9.0
2006-11-01,-3.24,11.0,11.0
2006-12-01,-3.59,12.0,12.0
2007-01-01,-12.974,6.0,6.0
2007-02-01,-27.832,12.0,12.0
2007-03-01,-4.533,0.0,0.0
2007-04-01,-3.215,0.0,0.0
2007-05-01,-3.966,0.0,0.0
2007-06-01,-4.231,0.0,0.0
2007-07-01,-3.35,0.0,0.0
2007-08-01,-0.29700000000000004,0.0,0.0
2007-09-01,-1.077,0.0,0.0
2007-10-01,-0.945,0.0,0.0
2007-11-01,-3.673,0.0,0.0
2007-12-01,-5.907,0.0,0.0
2008-01-01,-20.046,0.0,0.0
2008-02-01,-25.624000000000002,0.0,0.0
2008-03-01,-10.134,0.0,0.0
2008-04-01,-11.345,0.0,0.0
2008-05-01,-4.687,0.0,0.0
2008-06-01,-4.647,0.0,0.0
2008-07-01,-2.204,0.0,0.0
2008-08-01,-2.684,0.0,0.0
2008-09-01,-3.9050000000000002,0.0,0.0
2008-10-01,-3.016,0.0,0.0
2008-11-01,-10.092,0.0,0.0
2008-12-01,-25.616,0.0,0.0
2009-01-01,0.0,0.0,0.0
2009-02-01,0.0,0.0,0.0
2009-03-01,0.0,0.0,0.0
2009-04-01,0.0,0.0,0.0
2009-05-01,0.0,0.0,0.0
2009-06-01,0.0,0.0,0.0
2009-07-01,0.0,0.0,0.0
2009-08-01,0.0,0.0,0.0
2009-09-01,0.0,0.0,0.0
2009-10-01,0.0,0.0,0.0
2009-11-01,0.0,0.0,0.0
2009-12-01,-70.0,26.0,26.0
2010-01-01,0.0,0.0,0.0
2010-02-01,0.0,0.0,0.0
2010-03-01,0.0,0.0,0.0
2010-04-01,0.0,0.0,0.0
2010-05-01,0.0,0.0,0.0
2010-06-01,0.0,0.0,0.0
2010-07-01,0.0,0.0,0.0
2010-08-01,0.0,0.0,0.0
2010-09-01,0.0,0.0,0.0
2010-10-01,0.0,0.0,0.0
2010-11-01,0.0,0.0,0.0
2010-12-01,-66.0,29.0,29.0
2011-01-01,-2.92,6.0,6.0
2011-02-01,-3.215,6.0,6.0
2011-03-01,-5.175,6.0,6.0
2011-04-01,-5.15,6.0,6.0
2011-05-01,-2.432,0.0,0.0
2011-06-01,-1.633,0.0,0.0
2011-07-01,-3.937,6.0,6.0
2011-08-01,-2.066,0.0,0.0
2011-09-01,-2.639,6.0,6.0
2011-10-01,-0.822,0.0,0.0
2011-11-01,-4.519,6.0,6.0
2011-12-01,-28.492,29.0,29.0
2012-01-01,-0.291,0.0,0.0
2012-02-01,-2.91,6.0,6.0
2012-03-01,-0.691,0.0,0.0
2012-04-01,-0.726,0.0,0.0
2012-05-01,-9.196,23.0,23.0
2012-06-01,-4.724,6.0,6.0
2012-07-01,-11.491,23.0,23.0
2012-08-01,-1.113,0.0,0.0
2012-09-01,-0.779,0.0,0.0
2012-10-01,-2.457,6.0,6.0
2012-11-01,-1.021,0.0,0.0
2012-12-01,-0.601,0.0,0.0
2013-01-01,-6.091,0.0,0.0
2013-02-01,-0.612,0.0,0.0
2013-03-01,-1.628,0.0,0.0
2013-04-01,-1.754,0.0,0.0
2013-05-01,-6.094,0.0,0.0
2013-06-01,-4.628,0.0,0.0
2013-07-01,-5.312,0.0,0.0
2013-08-01,-1.654,0.0,0.0
2013-09-01,-13.266,0.0,0.0
2013-10-01,-8.183,0.0,0.0
2013-11-01,-6.15,0.0,0.0
2013-12-01,-16.628,0.0,0.0
2014-01-01,-21.117,0.0,0.0
2014-02-01,-11.87,0.0,0.0
2014-03-01,-22.666,0.0,0.0
2014-04-01,-3.206,0.0,0.0
2014-05-01,-3.071,0.0,0.0
2014-06-01,-3.628,0.0,0.0
2014-07-01,-2.895,0.0,0.0
2014-08-01,-1.449,0.0,0.0
2014-09-01,-0.89,0.0,0.0
2014-10-01,-2.456,0.0,0.0
2014-11-01,-1.686,0.0,0.0
2014-12-01,-3.066,0.0,0.0
2015-01-01,0.0,0.0,0.0
2015-02-01,0.0,0.0,0.0
2015-03-01,0.0,0.0,0.0
2015-04-01,0.0,0.0,0.0
2015-05-01,0.0,0.0,0.0
2015-06-01,0.0,0.0,0.0
2015-07-01,0.0,0.0,0.0
2015-08-01,0.0,0.0,0.0
