measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2021-04-01,12.573,176.0,176.0
2021-05-01,14.391,203.0,203.0
2021-06-01,19.589,276.0,276.0
2021-07-01,21.581,305.0,305.0
2021-08-01,22.008,311.0,311.0
2021-09-01,18.597,262.0,262.0
2021-10-01,15.736,222.0,222.0
2021-11-01,12.943,182.0,182.0
2021-12-01,13.582,192.0,192.0
2022-01-01,21.463,328.0,328.0
2022-02-01,19.107,293.0,293.0
2022-03-01,15.215,233.0,233.0
2022-04-01,15.861,242.0,242.0
2022-05-01,23.43,359.0,359.0
2022-06-01,28.521,437.0,437.0
2022-07-01,33.609,515.0,515.0
2022-08-01,33.784,517.0,517.0
2022-09-01,28.478,436.0,436.0
2022-10-01,22.01,337.0,337.0
2022-11-01,20.629,316.0,316.0
2022-12-01,22.893,350.0,350.0
2023-01-01,19.723,301.0,301.0
2023-02-01,18.602,284.0,284.0
2023-03-01,18.359,280.0,280.0
2023-04-01,17.731,270.0,270.0
2023-05-01,25.314,386.0,386.0
2023-06-01,29.242,446.0,446.0
2023-07-01,32.07,490.0,490.0
2023-08-01,35.298,539.0,539.0
2023-09-01,29.736,454.0,454.0
2023-10-01,21.95,335.0,335.0
2023-11-01,20.351,311.0,311.0
2023-12-01,21.624,330.0,330.0
2024-01-01,18.057,292.0,292.0
2024-02-01,12.468,202.0,202.0
2024-03-01,14.149,229.0,229.0
2024-04-01,13.293,215.0,215.0
2024-05-01,17.761,287.0,287.0
2024-06-01,20.037,324.0,324.0
2024-07-01,21.659,350.0,350.0
2024-08-01,24.473,396.0,396.0
2024-09-01,20.306,329.0,329.0
2024-10-01,17.589,284.0,284.0
2024-11-01,14.091,228.0,228.0
2024-12-01,15.117,245.0,245.0
