measured_on,Wood Waste Solids Generation,Wood Waste Solids Quantity Consumed For Electricity,Wood Waste Solids Total Fuel Consumed
2010-01-01,-197.0,3457.0,48756.0
2011-01-01,2127.065,25192.0,71196.0
2011-02-01,3364.891,39852.0,98107.0
2011-03-01,2550.557,30208.0,78302.0
2011-04-01,4026.538,47688.0,119833.0
2011-05-01,4458.673,52806.0,114223.0
2011-06-01,5563.978,65897.0,117538.0
2011-07-01,3410.025,40387.0,82280.0
2011-08-01,4608.48,54581.0,104312.0
2011-09-01,4733.319,56059.0,110942.0
2011-10-01,5174.096,61280.0,125103.0
2011-11-01,3685.631,43651.0,88876.0
2011-12-01,4268.534,50554.0,110500.0
2012-01-01,4399.134,52101.0,105366.0
2012-02-01,4875.443,57742.0,117640.0
2012-03-01,5767.562,68308.0,138788.0
2012-04-01,4890.808,57924.0,137377.0
2012-05-01,4800.54,56855.0,117470.0
2012-06-01,5008.925,59323.0,118966.0
2012-07-01,4694.907,55604.0,105825.0
2012-08-01,5057.9,59903.0,123743.0
2012-09-01,5927.932,70208.0,130339.0
2012-10-01,5855.909,69355.0,135949.0
2012-11-01,4260.851,50463.0,104533.0
2012-12-01,4780.373,56616.0,119204.0
2013-01-01,4921.0,61985.0,134062.0
2013-02-01,4784.0,59835.0,124933.0
2013-03-01,5204.0,64908.0,135388.0
2013-04-01,5539.0,67342.0,135660.0
2013-05-01,5539.0,68718.0,139094.0
2013-06-01,6252.0,76781.0,140726.0
2013-07-01,6479.0,79682.0,145826.0
2013-08-01,5536.0,68172.0,128452.0
2013-09-01,5797.0,71072.0,131529.0
2013-10-01,6458.0,79397.0,153408.0
2013-11-01,5921.0,72914.0,141508.0
2013-12-01,6674.0,81888.0,149634.0
2014-01-01,6383.0,61390.0,61390.0
2014-02-01,5458.0,53466.0,53466.0
2014-03-01,6130.0,60270.0,60270.0
2014-04-01,6150.0,58814.0,58814.0
2014-05-01,6287.0,59577.0,59577.0
2014-06-01,6357.0,57785.0,57785.0
2014-07-01,6505.0,58814.0,58814.0
2014-08-01,6015.0,53487.0,53487.0
2014-09-01,2995.0,25382.0,25382.0
2014-10-01,0.0,0.0,0.0
2014-11-01,0.0,0.0,0.0
2014-12-01,0.0,0.0,0.0
2015-01-01,0.0,0.0,0.0
2015-02-01,0.0,0.0,19763.0
2015-03-01,6073.0,72949.0,125055.0
2015-04-01,5747.0,69025.0,126900.0
2015-05-01,5807.0,69753.0,125593.0
2015-06-01,5985.0,71891.0,128992.0
2015-07-01,5666.0,68058.0,126439.0
2015-08-01,6025.0,72369.0,127823.0
2015-09-01,6447.0,77441.0,129300.0
2015-10-01,6456.0,77543.0,132237.0
2015-11-01,5314.0,63827.0,112689.0
2015-12-01,6243.0,74984.0,130392.0
2016-01-01,5475.0,27400.0,131499.0
2016-02-01,5142.0,25732.0,125824.0
2016-03-01,5231.0,26178.0,128300.0
2016-04-01,4927.0,24656.0,120718.0
2016-05-01,5275.0,26400.0,121502.0
2016-06-01,5297.0,26509.0,119795.0
2016-07-01,4630.0,23173.0,111182.0
2016-08-01,6354.0,31798.0,138466.0
2016-09-01,5622.0,28135.0,119826.0
2016-10-01,6297.0,31514.0,137959.0
2016-11-01,5905.0,29552.0,132576.0
2016-12-01,5858.0,29320.0,132576.0
2017-01-01,4984.0,24941.0,128915.0
2017-02-01,4473.0,22387.0,118011.0
2017-03-01,5541.0,27732.0,132560.0
2017-04-01,5558.0,27817.0,127685.0
2017-05-01,5580.0,27926.0,121887.0
2017-06-01,6031.0,30182.0,130961.0
2017-07-01,6344.0,31751.0,134867.0
2017-08-01,4697.0,23505.0,106660.0
2017-09-01,6168.0,30869.0,106291.0
2017-10-01,5424.0,27144.0,126039.0
2017-11-01,5537.0,27708.0,127239.0
2017-12-01,6094.0,30499.0,135759.0
2018-01-01,5215.0,26097.0,126947.0
2018-02-01,4808.0,24064.0,118395.0
2018-03-01,4923.0,24637.0,128162.0
2018-04-01,5263.0,26339.0,125239.0
2018-05-01,5059.0,25320.0,105584.0
2018-06-01,5573.0,27893.0,119610.0
2018-07-01,4874.0,24391.0,111090.0
2018-08-01,4716.0,23600.0,107045.0
2018-09-01,3304.0,16534.0,81729.0
2018-10-01,4619.0,23116.0,106891.0
2018-11-01,3172.0,15875.0,75162.0
2018-12-01,4624.0,23140.0,111290.0
2019-01-01,4514.0,22590.0,111367.0
2019-02-01,4066.0,20349.0,99785.0
2019-03-01,5132.0,25685.0,120625.0
2019-04-01,5147.0,25761.0,116119.0
2019-05-01,5454.0,27296.0,116519.0
2019-06-01,2620.0,23420.0,101431.0
2019-07-01,50.0,251.0,39234.0
2019-08-01,0.0,0.0,44325.0
2019-09-01,4750.0,23770.0,114981.0
2019-10-01,5029.0,25168.0,122040.0
2019-11-01,4913.0,24585.0,116888.0
2019-12-01,4996.0,25002.0,116934.0
2020-01-01,4595.0,22998.0,119380.0
2020-02-01,4428.0,22159.0,113935.0
2020-03-01,4763.0,23837.0,122194.0
2020-04-01,4761.0,23827.0,118257.0
2020-05-01,5252.0,26282.0,120610.0
2020-06-01,4582.0,22931.0,87343.0
2020-07-01,4416.0,22102.0,102708.0
2020-08-01,5184.0,25945.0,120225.0
2020-09-01,5131.0,25680.0,116965.0
2020-10-01,5085.0,25448.0,101969.0
2020-11-01,4908.0,24562.0,118011.0
2020-12-01,5000.0,25021.0,120333.0
2021-01-01,5004.0,25045.0,120979.0
2021-02-01,4428.0,22159.0,108967.0
2021-03-01,4931.0,24675.0,121118.0
2021-04-01,4172.0,20880.0,109721.0
2021-05-01,152.0,758.0,42649.0
2021-06-01,3204.0,16036.0,103523.0
2021-07-01,5305.0,26547.0,115565.0
2021-08-01,2149.0,10757.0,77100.0
2021-09-01,3649.0,18264.0,86266.0
2021-10-01,5265.0,26348.0,119133.0
2021-11-01,5073.0,25386.0,115073.0
2021-12-01,5058.0,25315.0,114689.0
2022-01-01,687.0,3440.0,59198.0
2022-02-01,3665.0,18340.0,96817.0
2022-03-01,4630.0,23173.0,116380.0
2022-04-01,4822.0,24130.0,117026.0
2022-05-01,3990.0,19970.0,100631.0
2022-06-01,4456.0,22301.0,99355.0
2022-07-01,3258.0,16307.0,83590.0
2022-08-01,0.0,0.0,43233.0
2022-09-01,0.0,0.0,1476.0
2022-10-01,0.0,0.0,0.0
2022-11-01,3354.0,16785.0,78623.0
2022-12-01,5180.0,25926.0,120164.0
2023-01-01,4929.0,24666.0,121071.0
2023-02-01,4936.0,24704.0,114704.0
2023-03-01,5455.0,27301.0,126501.0
2023-04-01,3423.0,17131.0,91019.0
2023-05-01,5004.0,25045.0,115196.0
2023-06-01,5464.0,27343.0,122994.0
2023-07-01,5798.0,29016.0,127362.0
2023-08-01,4981.0,24927.0,110536.0
2023-09-01,1543.0,7720.0,34882.0
2023-10-01,5812.0,29087.0,130684.0
2023-11-01,5114.0,25595.0,121210.0
2023-12-01,4988.0,24964.0,124578.0
2024-01-01,4948.0,24765.0,125424.0
2024-02-01,4415.0,22097.0,114166.0
2024-03-01,4786.0,23950.0,123886.0
2024-04-01,4520.0,22619.0,119456.0
2024-05-01,5168.0,25865.0,126531.0
2024-06-01,5364.0,26846.0,125931.0
2024-07-01,5500.0,27523.0,126993.0
2024-08-01,5583.0,27940.0,128254.0
2024-09-01,4126.0,20643.0,93111.0
2024-10-01,5912.0,29590.0,135452.0
2024-11-01,5446.0,27253.0,127331.0
2024-12-01,5510.0,27576.0,127592.0
