measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2021-10-01,-0.253,0.0,0.0,63.921,565.0,565.0
2021-11-01,-0.341,0.0,0.0,47.286,418.0,418.0
2021-12-01,-0.406,0.0,0.0,31.793,281.0,281.0
2022-01-01,-1.565,0.0,0.0,37.541,128.0,128.0
2022-02-01,-1.361,0.0,0.0,47.866,163.0,163.0
2022-03-01,-1.423,0.0,0.0,77.964,266.0,266.0
2022-04-01,-1.205,0.0,0.0,86.114,294.0,294.0
2022-05-01,-1.466,0.0,0.0,113.229,386.0,386.0
2022-06-01,-2.138,0.0,0.0,139.902,477.0,477.0
2022-07-01,-1.609,0.0,0.0,132.868,453.0,453.0
2022-08-01,-1.582,0.0,0.0,121.985,416.0,416.0
2022-09-01,-1.441,0.0,0.0,91.724,313.0,313.0
2022-10-01,-1.65,0.0,0.0,81.207,277.0,277.0
2022-11-01,-1.762,0.0,0.0,50.182,171.0,171.0
2022-12-01,-1.798,0.0,0.0,21.418,73.0,73.0
2023-01-01,-1.0,0.0,0.0,18.0,61.0,61.0
2023-02-01,-1.0,0.0,0.0,34.0,116.0,116.0
2023-03-01,-1.0,0.0,0.0,80.0,273.0,273.0
2023-04-01,-1.0,0.0,0.0,123.0,420.0,420.0
2023-05-01,-2.0,0.0,0.0,153.0,522.0,522.0
2023-06-01,-2.0,0.0,0.0,154.0,525.0,525.0
2023-07-01,-2.0,0.0,0.0,157.0,536.0,536.0
2023-08-01,-2.0,0.0,0.0,113.0,386.0,386.0
2023-09-01,-1.0,0.0,0.0,54.0,184.0,184.0
2023-10-01,0.0,0.0,0.0,38.0,130.0,130.0
2023-11-01,-2.0,0.0,0.0,50.0,171.0,171.0
2023-12-01,-2.0,0.0,0.0,28.0,96.0,96.0
2024-01-01,0.0,0.0,0.0,7.0,24.0,24.0
2024-02-01,0.0,0.0,0.0,65.0,222.0,222.0
2024-03-01,-1.0,0.0,0.0,86.0,293.0,293.0
2024-04-01,-1.0,0.0,0.0,13.0,44.0,44.0
2024-05-01,-1.0,0.0,0.0,5.0,17.0,17.0
2024-06-01,-8.0,0.0,0.0,45.0,154.0,154.0
2024-07-01,-9.0,0.0,0.0,69.0,235.0,235.0
2024-08-01,0.0,0.0,0.0,3.0,10.0,10.0
2024-09-01,0.0,0.0,0.0,46.0,157.0,157.0
2024-10-01,0.0,0.0,0.0,69.0,235.0,235.0
2024-11-01,0.0,0.0,0.0,35.0,119.0,119.0
2024-12-01,0.0,0.0,0.0,9.0,31.0,31.0
