measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2022-01-01,29.367,424.0,424.0
2022-02-01,26.146,376.0,376.0
2022-03-01,20.821,300.0,300.0
2022-04-01,21.704,312.0,312.0
2022-05-01,32.063,461.0,461.0
2022-06-01,39.029,562.0,562.0
2022-07-01,45.992,661.0,661.0
2022-08-01,46.231,665.0,665.0
2022-09-01,38.97,560.0,560.0
2022-10-01,30.119,433.0,433.0
2022-11-01,28.23,406.0,406.0
2022-12-01,31.328,451.0,451.0
2023-01-01,29.178,420.0,420.0
2023-02-01,27.518,396.0,396.0
2023-03-01,27.159,391.0,391.0
2023-04-01,26.229,378.0,378.0
2023-05-01,37.447,540.0,540.0
2023-06-01,43.258,624.0,624.0
2023-07-01,47.441,684.0,684.0
2023-08-01,52.217,752.0,752.0
2023-09-01,43.989,634.0,634.0
2023-10-01,32.47,468.0,468.0
2023-11-01,30.105,434.0,434.0
2023-12-01,31.989,461.0,461.0
2024-01-01,26.44,418.0,418.0
2024-02-01,18.254,287.0,287.0
2024-03-01,20.715,325.0,325.0
2024-04-01,19.462,306.0,306.0
2024-05-01,26.004,409.0,409.0
2024-06-01,29.337,461.0,461.0
2024-07-01,31.711,498.0,498.0
2024-08-01,35.831,563.0,563.0
2024-09-01,29.73,468.0,468.0
2024-10-01,25.753,404.0,404.0
2024-11-01,20.631,324.0,324.0
2024-12-01,22.132,348.0,348.0
