measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed"
2022-06-01,-49.449,0.0,0.0
2022-07-01,-51.375,0.0,0.0
2022-08-01,-52.783,0.0,0.0
2022-09-01,-47.325,0.0,0.0
2022-10-01,-52.811,0.0,0.0
2022-11-01,-48.892,0.0,0.0
2022-12-01,-49.365,0.0,0.0
2023-01-01,-79.0,0.0,0.0
2023-02-01,-62.0,0.0,0.0
2023-03-01,-69.0,0.0,0.0
2023-04-01,-85.0,0.0,0.0
2023-05-01,-74.0,0.0,0.0
2023-06-01,-62.0,0.0,0.0
2023-07-01,-60.0,0.0,0.0
2023-08-01,-86.0,0.0,0.0
2023-09-01,-80.0,0.0,0.0
2023-10-01,-53.0,0.0,0.0
2023-11-01,-45.0,0.0,0.0
2023-12-01,-56.0,0.0,0.0
2024-01-01,-62.0,0.0,0.0
2024-02-01,-68.0,0.0,0.0
2024-03-01,-69.0,0.0,0.0
2024-04-01,-75.0,0.0,0.0
2024-05-01,-69.0,0.0,0.0
2024-06-01,-89.0,0.0,0.0
2024-07-01,-83.0,0.0,0.0
2024-08-01,-97.0,0.0,0.0
2024-09-01,-62.0,0.0,0.0
2024-10-01,-83.0,0.0,0.0
2024-11-01,-74.0,0.0,0.0
2024-12-01,-86.0,0.0,0.0
