measured_on,"Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Generation","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Quantity Consumed For Electricity","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Total Fuel Consumed"
2014-11-01,9755.0,91836.0,91836.0
2014-12-01,10253.0,102276.0,102276.0
2015-01-01,10278.0,104751.0,104751.0
2015-02-01,9371.0,96435.0,96435.0
2015-03-01,10266.0,90144.0,90144.0
2015-04-01,10084.0,98442.0,98442.0
2015-05-01,4913.0,55287.0,55287.0
2015-06-01,10280.0,86904.0,86904.0
2015-07-01,9935.0,82845.0,82845.0
2015-08-01,10079.0,82359.0,82359.0
2015-09-01,9932.0,135648.0,135648.0
2015-10-01,10292.0,112401.0,112401.0
2015-11-01,9753.0,97533.0,97533.0
2015-12-01,10127.0,105354.0,105354.0
2016-01-01,10115.0,101088.0,101088.0
2016-02-01,9678.0,91476.0,91476.0
2016-03-01,10410.0,106920.0,106920.0
2016-04-01,10071.0,104229.0,104229.0
2016-05-01,6530.0,71775.0,71775.0
2016-06-01,9925.0,94536.0,94536.0
2016-07-01,10140.0,102519.0,102519.0
2016-08-01,10573.0,101898.0,101898.0
2016-09-01,9979.0,92259.0,92259.0
2016-10-01,10404.0,100539.0,100539.0
2016-11-01,10052.0,98703.0,98703.0
2016-12-01,10339.0,105111.0,105111.0
2017-01-01,10163.0,97497.0,97497.0
2017-02-01,9525.0,108675.0,108675.0
2017-03-01,10659.0,107496.0,107496.0
2017-04-01,10019.0,100143.0,100143.0
2017-05-01,6502.0,73494.0,73494.0
2017-06-01,10138.0,106704.0,106704.0
2017-07-01,10111.0,95958.0,95958.0
2017-08-01,10474.0,109557.0,109557.0
2017-09-01,9920.0,100152.0,100152.0
2017-10-01,10272.0,116559.0,116559.0
2017-11-01,9985.0,80370.0,80370.0
2017-12-01,10193.0,111546.0,111546.0
2018-01-01,10370.0,115623.0,115623.0
2018-02-01,9488.0,96435.0,96435.0
2018-03-01,10602.0,104499.0,104499.0
2018-04-01,10084.0,107451.0,107451.0
2018-05-01,6997.0,83898.0,83898.0
2018-06-01,10033.0,107910.0,107910.0
2018-07-01,10105.0,98343.0,98343.0
2018-08-01,10555.0,101997.0,101997.0
2018-09-01,9813.0,107784.0,107784.0
2018-10-01,10460.0,101997.0,101997.0
2018-11-01,10044.0,109557.0,109557.0
2018-12-01,10089.0,84600.0,84600.0
2019-01-01,10423.0,101457.0,101457.0
2019-02-01,9893.0,98091.0,98091.0
2019-03-01,10395.0,105111.0,105111.0
2019-04-01,10195.0,100989.0,100989.0
2019-05-01,1626.0,18493.0,45198.0
2019-06-01,10004.0,92376.0,92376.0
2019-07-01,10401.0,105570.0,105570.0
2019-08-01,10655.0,106551.0,106551.0
2019-09-01,9924.0,112869.0,118593.0
2019-10-01,10649.0,97848.0,97848.0
2019-11-01,10111.0,102024.0,102024.0
2019-12-01,10318.0,109188.0,109188.0
2020-01-01,10397.0,110601.0,110601.0
2020-02-01,9994.0,94203.0,94203.0
2020-03-01,10427.0,102861.0,102861.0
2020-04-01,10290.0,98649.0,98649.0
2020-05-01,10346.0,99153.0,99153.0
2020-06-01,7472.0,84982.0,88335.0
2020-07-01,10536.0,99819.0,99819.0
2020-08-01,10538.0,106632.0,106632.0
2020-09-01,10161.0,99225.0,99225.0
2020-10-01,10659.0,113958.0,113958.0
2020-11-01,10040.0,100494.0,100494.0
2020-12-01,10316.0,108792.0,108792.0
2021-01-01,10234.0,112860.0,112860.0
2021-02-01,9818.0,108558.0,108558.0
2021-03-01,10750.0,101871.0,101871.0
2021-04-01,9658.0,92871.0,92871.0
2021-05-01,7527.0,85607.0,86175.0
2021-06-01,9993.0,99171.0,99171.0
2021-07-01,10628.0,99612.0,99612.0
2021-08-01,10147.0,96471.0,96471.0
2021-09-01,10247.0,104418.0,104418.0
2021-10-01,10614.0,116253.0,116253.0
2021-11-01,10247.0,116543.0,117522.0
2021-12-01,10079.0,110943.0,110943.0
2022-01-01,10439.0,116703.0,116703.0
2022-02-01,9724.0,108594.0,108594.0
2022-03-01,10786.0,114930.0,114930.0
2022-04-01,10312.0,81531.0,81531.0
2022-05-01,10357.0,115128.0,115128.0
2022-06-01,13432.0,102258.0,102258.0
2022-07-01,13871.0,110277.0,110277.0
2022-08-01,13808.0,129096.0,129096.0
2022-09-01,13427.0,123777.0,123777.0
2022-10-01,13919.0,118233.0,118233.0
2022-11-01,11366.0,102330.0,102330.0
2022-12-01,13990.0,117414.0,117414.0
2023-01-01,13865.0,151740.0,151740.0
2023-02-01,11216.0,127563.0,137970.0
2023-03-01,12908.0,124839.0,124839.0
2023-04-01,9444.0,107410.0,133200.0
2023-05-01,8214.0,93421.0,99153.0
2023-06-01,11190.0,116415.0,116415.0
2023-07-01,10280.0,104220.0,104220.0
2023-08-01,10766.0,116649.0,116649.0
2023-09-01,10124.0,110403.0,110403.0
2023-10-01,10439.0,115767.0,115767.0
2023-11-01,11440.0,125001.0,125001.0
2023-12-01,10379.0,118044.0,152874.0
2024-01-01,13306.0,148518.0,148518.0
2024-02-01,12158.0,137970.0,137970.0
2024-03-01,13874.0,141219.0,141219.0
2024-04-01,10377.0,117630.0,117630.0
2024-05-01,7113.0,80899.0,124848.0
2024-06-01,10138.0,111735.0,111735.0
2024-07-01,10467.0,115731.0,115731.0
2024-08-01,7853.0,87129.0,87129.0
2024-09-01,10122.0,115121.0,118404.0
2024-10-01,10388.0,118146.0,135468.0
2024-11-01,9542.0,108524.0,113697.0
2024-12-01,10370.0,86463.0,86463.0
