measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed",Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2022-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,0.0,0.0,0.0,31.0,106.0,106.0
2023-02-01,0.0,0.0,0.0,106.0,362.0,362.0
2023-03-01,0.0,0.0,0.0,222.0,757.0,757.0
2023-04-01,0.0,0.0,0.0,352.0,1201.0,1201.0
2023-05-01,0.0,0.0,0.0,408.0,1392.0,1392.0
2023-06-01,0.0,0.0,0.0,317.0,1082.0,1082.0
2023-07-01,0.0,0.0,0.0,480.0,1638.0,1638.0
2023-08-01,0.0,0.0,0.0,327.0,1116.0,1116.0
2023-09-01,0.0,0.0,0.0,256.0,873.0,873.0
2023-10-01,0.0,0.0,0.0,173.0,590.0,590.0
2023-11-01,0.0,0.0,0.0,82.0,280.0,280.0
2023-12-01,0.0,0.0,0.0,37.0,126.0,126.0
2024-01-01,-1.0,0.0,0.0,42.0,143.0,143.0
2024-02-01,-2.0,0.0,0.0,80.0,273.0,273.0
2024-03-01,-1.0,0.0,0.0,86.0,293.0,293.0
2024-04-01,-3.0,0.0,0.0,188.0,641.0,641.0
2024-05-01,0.0,0.0,0.0,250.0,853.0,853.0
2024-06-01,-1.0,0.0,0.0,197.0,672.0,672.0
2024-07-01,-1.0,0.0,0.0,61.0,208.0,208.0
2024-08-01,-5.0,0.0,0.0,52.0,177.0,177.0
2024-09-01,-1.0,0.0,0.0,119.0,406.0,406.0
2024-10-01,-3.0,0.0,0.0,136.0,464.0,464.0
2024-11-01,-3.0,0.0,0.0,73.0,249.0,249.0
2024-12-01,-3.0,0.0,0.0,52.0,177.0,177.0
