measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2003-01-01,-11.302000000000001,11.0,11.0,-11.302000000000001,146.0,146.0
2003-02-01,-9.339,9.0,9.0,-9.339,121.0,121.0
2003-03-01,-9.918000000000001,9.0,9.0,-9.918000000000001,128.0,128.0
2003-04-01,-9.447000000000001,9.0,9.0,-9.447000000000001,122.0,122.0
2003-05-01,-9.73,9.0,9.0,-9.73,126.0,126.0
2003-06-01,-10.265,10.0,10.0,-10.265,133.0,133.0
2003-07-01,-12.357000000000001,12.0,12.0,-12.357000000000001,160.0,160.0
2003-08-01,-11.945,11.0,11.0,-11.945,155.0,155.0
2003-09-01,-9.617,9.0,9.0,-9.617,124.0,124.0
2003-10-01,-9.191,9.0,9.0,-9.191,119.0,119.0
2003-11-01,-7.699000000000001,7.0,7.0,-7.699000000000001,100.0,100.0
2003-12-01,-11.189,11.0,11.0,-11.189,145.0,145.0
2004-01-01,-14.25,11.0,11.0,-14.25,84.0,84.0
2004-02-01,-14.25,11.0,11.0,-14.25,84.0,84.0
2004-03-01,-14.25,11.0,11.0,-14.25,84.0,84.0
2004-04-01,-14.25,11.0,11.0,-14.25,84.0,84.0
2004-05-01,-14.25,11.0,11.0,-14.25,84.0,84.0
2004-06-01,-14.25,11.0,11.0,-14.25,84.0,84.0
2004-07-01,-14.25,11.0,11.0,-14.25,84.0,84.0
2004-08-01,-14.25,11.0,11.0,-14.25,84.0,84.0
2004-09-01,-14.25,11.0,11.0,-14.25,84.0,84.0
2004-10-01,-14.25,11.0,11.0,-14.25,84.0,84.0
2004-11-01,-14.25,11.0,11.0,-14.25,84.0,84.0
2004-12-01,-14.25,11.0,11.0,-14.25,84.0,84.0
2005-01-01,2.833,35.13,35.13,25.827,294.99,294.99
2005-02-01,1.4380000000000002,17.83,17.83,21.44,244.88,244.88
2005-03-01,1.74,21.58,21.58,26.551000000000002,303.27,303.27
2005-04-01,1.8130000000000002,22.48,22.48,26.161,298.81,298.81
2005-05-01,2.136,26.49,26.49,30.84,352.25,352.25
2005-06-01,1.9340000000000002,23.98,23.98,38.921,444.55,444.55
2005-07-01,3.097,38.41,38.41,48.78,557.16,557.16
2005-08-01,3.4280000000000004,42.5,42.5,50.53,577.15,577.15
2005-09-01,3.4040000000000004,42.21,42.21,38.45,439.18,439.18
2005-10-01,2.031,25.18,25.18,30.717000000000002,350.85,350.85
2005-11-01,1.619,20.07,20.07,26.207,299.33,299.33
2005-12-01,3.527,43.73,43.73,25.575,292.12,292.12
2006-01-01,2.914,52.0,52.0,25.003,417.0,417.0
2006-02-01,2.8840000000000003,52.0,52.0,29.664,495.0,495.0
2006-03-01,2.528,46.0,46.0,33.834,565.0,565.0
2006-04-01,3.335,60.0,60.0,37.844,632.0,632.0
2006-05-01,3.0140000000000002,54.0,54.0,43.833000000000006,732.0,732.0
2006-06-01,3.605,65.0,65.0,55.856,932.0,932.0
2006-07-01,3.4970000000000003,63.0,63.0,70.223,1172.0,1172.0
2006-08-01,3.7630000000000003,68.0,68.0,71.108,1187.0,1187.0
2006-09-01,2.674,48.0,48.0,48.382000000000005,808.0,808.0
2006-10-01,3.4410000000000003,62.0,62.0,43.806000000000004,731.0,731.0
2006-11-01,3.004,54.0,54.0,32.533,543.0,543.0
2006-12-01,3.342,60.0,60.0,33.914,566.0,566.0
2007-01-01,-0.35100000000000003,12.0,12.0,-0.337,13.0,13.0
2007-02-01,-0.24300000000000002,12.0,12.0,-0.996,39.0,39.0
2007-03-01,-0.328,12.0,12.0,-0.601,24.0,24.0
2007-04-01,-0.364,12.0,12.0,-0.281,11.0,11.0
2007-05-01,-0.604,23.0,23.0,-2.581,101.0,101.0
2007-06-01,-0.23800000000000002,12.0,12.0,-4.444,174.0,174.0
2007-07-01,-0.20800000000000002,6.0,6.0,-8.277000000000001,323.0,323.0
2007-08-01,-0.405,17.0,17.0,-14.971,584.0,584.0
2007-09-01,-0.156,6.0,6.0,-3.951,154.0,154.0
2007-10-01,-0.325,12.0,12.0,-2.387,93.0,93.0
2007-11-01,-0.509,17.0,17.0,-0.321,12.0,12.0
2007-12-01,-0.575,23.0,23.0,-2.547,100.0,100.0
2008-01-01,0.0,0.0,0.0,-10.383000000000001,23.0,23.0
2008-02-01,0.0,0.0,0.0,-3.902,9.0,9.0
2008-03-01,0.0,0.0,0.0,-5.641,12.0,12.0
2008-04-01,0.0,0.0,0.0,-10.453000000000001,23.0,23.0
2008-05-01,0.0,0.0,0.0,-10.604000000000001,23.0,23.0
2008-06-01,0.0,0.0,0.0,-16.952,37.0,37.0
2008-07-01,0.0,0.0,0.0,-32.652,71.0,71.0
2008-08-01,0.0,0.0,0.0,-27.522000000000002,60.0,60.0
2008-09-01,0.0,0.0,0.0,-11.107000000000001,24.0,24.0
2008-10-01,0.0,0.0,0.0,-10.964,24.0,24.0
2008-11-01,0.0,0.0,0.0,-13.669,29.0,29.0
2008-12-01,-18.653000000000002,41.0,41.0,-15.498000000000001,34.0,34.0
2009-01-01,0.0,0.0,0.0,-6.014,13.0,13.0
2009-02-01,0.0,0.0,0.0,-4.016,10.0,10.0
2009-03-01,0.0,0.0,0.0,-6.947,16.0,16.0
2009-04-01,0.0,0.0,0.0,-5.489,12.0,12.0
2009-05-01,0.0,0.0,0.0,-5.9030000000000005,13.0,13.0
2009-06-01,0.0,0.0,0.0,-14.77,33.0,33.0
2009-07-01,0.0,0.0,0.0,-16.91,38.0,38.0
2009-08-01,0.0,0.0,0.0,-18.213,42.0,42.0
2009-09-01,0.0,0.0,0.0,-5.66,13.0,13.0
2009-10-01,0.0,0.0,0.0,-5.855,13.0,13.0
2009-11-01,0.0,0.0,0.0,-5.157,11.0,11.0
2009-12-01,-12.769,29.0,29.0,-6.297000000000001,14.0,14.0
2010-01-01,0.0,0.0,0.0,-7.0520000000000005,40.0,40.0
2010-02-01,0.0,0.0,0.0,-2.8320000000000003,16.0,16.0
2010-03-01,0.0,0.0,0.0,-3.366,19.0,19.0
2010-04-01,0.0,0.0,0.0,-3.6660000000000004,21.0,21.0
2010-05-01,0.0,0.0,0.0,-4.4110000000000005,25.0,25.0
2010-06-01,0.0,0.0,0.0,-10.994,62.0,62.0
2010-07-01,0.0,0.0,0.0,-17.147000000000002,97.0,97.0
2010-08-01,0.0,0.0,0.0,-19.122,107.0,107.0
2010-09-01,0.0,0.0,0.0,-6.045,34.0,34.0
2010-10-01,0.0,0.0,0.0,-4.065,23.0,23.0
2010-11-01,0.0,0.0,0.0,-2.351,13.0,13.0
2010-12-01,-7.205,41.0,41.0,-3.744,21.0,21.0
2011-01-01,0.029,12.0,12.0,0.155,59.0,59.0
2011-02-01,0.04,18.0,18.0,0.201,75.0,75.0
2011-03-01,0.07,24.0,24.0,0.189,71.0,71.0
2011-04-01,0.038,12.0,12.0,0.209,78.0,78.0
2011-05-01,0.033,12.0,12.0,0.188,70.0,70.0
2011-06-01,0.024,12.0,12.0,0.788,295.0,295.0
2011-07-01,0.026,12.0,12.0,1.24,463.0,463.0
2011-08-01,0.017,6.0,6.0,0.886,331.0,331.0
2011-09-01,0.05,18.0,18.0,0.295,110.0,110.0
2011-10-01,0.044,18.0,18.0,0.156,58.0,58.0
2011-11-01,0.022,6.0,6.0,0.122,46.0,46.0
2011-12-01,0.04,12.0,12.0,0.138,51.0,51.0
2012-01-01,2.624,42.0,42.0,19.182,324.0,324.0
2012-02-01,2.243,36.0,36.0,16.348,275.0,275.0
2012-03-01,1.106,18.0,18.0,21.058,354.0,354.0
2012-04-01,2.111,36.0,36.0,26.596,447.0,447.0
2012-05-01,2.629,42.0,42.0,47.292,796.0,796.0
2012-06-01,2.512,42.0,42.0,43.506,732.0,732.0
2012-07-01,0.67,12.0,12.0,78.262,1316.0,1316.0
2012-08-01,2.023,36.0,36.0,48.598,817.0,817.0
2012-09-01,0.934,18.0,18.0,23.383,393.0,393.0
2012-10-01,1.323,24.0,24.0,10.712,180.0,180.0
2012-11-01,4.305,72.0,72.0,8.643,145.0,145.0
2012-12-01,2.488,42.0,42.0,6.452,109.0,109.0
2013-01-01,-0.753,6.0,6.0,-2.129,25.0,25.0
2013-02-01,-0.406,6.0,6.0,-4.661,55.0,55.0
2013-03-01,-0.492,6.0,6.0,-5.872,69.0,69.0
2013-04-01,-0.418,6.0,6.0,-4.295,51.0,51.0
2013-05-01,-1.427,18.0,18.0,-6.903,81.0,81.0
2013-06-01,-0.898,12.0,12.0,-9.564,113.0,113.0
2013-07-01,-0.371,6.0,6.0,-9.314,110.0,110.0
2013-08-01,-0.233,0.0,0.0,-8.414,99.0,99.0
2013-09-01,-0.391,6.0,6.0,-7.972,94.0,94.0
2013-10-01,-0.636,6.0,6.0,-4.499,53.0,53.0
2013-11-01,-0.397,6.0,6.0,-3.072,36.0,36.0
2013-12-01,-1.217,12.0,12.0,-3.666,43.0,43.0
2014-01-01,0.0,0.0,0.0,-11.827,16.0,16.0
2014-02-01,0.0,0.0,0.0,-9.095,13.0,13.0
2014-03-01,0.0,0.0,0.0,-4.908,7.0,7.0
2014-04-01,0.0,0.0,0.0,-9.185,13.0,13.0
2014-05-01,0.0,0.0,0.0,-15.785,23.0,23.0
2014-06-01,0.0,0.0,0.0,-11.503,17.0,17.0
2014-07-01,0.0,0.0,0.0,-13.8,20.0,20.0
2014-08-01,0.0,0.0,0.0,-15.701,23.0,23.0
2014-09-01,0.0,0.0,0.0,-8.429,12.0,12.0
2014-10-01,0.0,0.0,0.0,-6.863,10.0,10.0
2014-11-01,0.0,0.0,0.0,-8.79,13.0,13.0
2014-12-01,-12.526,18.0,18.0,-6.588,9.0,9.0
2015-01-01,0.0,0.0,0.0,-4.149,5.0,5.0
2015-02-01,0.0,0.0,0.0,-7.34,9.0,9.0
2015-03-01,0.0,0.0,0.0,-8.957,11.0,11.0
2015-04-01,0.0,0.0,0.0,-7.767,10.0,10.0
2015-05-01,0.0,0.0,0.0,-8.456,11.0,11.0
2015-06-01,0.0,0.0,0.0,-13.779,18.0,18.0
2015-07-01,0.0,0.0,0.0,-25.0,32.0,32.0
2015-08-01,0.0,0.0,0.0,-15.982,20.0,20.0
2015-09-01,0.0,0.0,0.0,-11.702,15.0,15.0
2015-10-01,0.0,0.0,0.0,-4.417,6.0,6.0
2015-11-01,0.0,0.0,0.0,-5.467,7.0,7.0
2015-12-01,-18.897,24.0,24.0,-5.087,6.0,6.0
2016-01-01,-1.21,6.0,6.0,-2.896,10.0,10.0
2016-02-01,-0.949,6.0,6.0,-2.625,10.0,10.0
2016-03-01,-0.608,0.0,0.0,-5.635,21.0,21.0
2016-04-01,-0.765,0.0,0.0,-6.273,23.0,23.0
2016-05-01,-1.555,6.0,6.0,-11.887,44.0,44.0
2016-06-01,-1.134,6.0,6.0,-18.147,66.0,66.0
2016-07-01,-0.865,6.0,6.0,-16.518,60.0,60.0
2016-08-01,-0.158,0.0,0.0,-16.468,60.0,60.0
2016-09-01,-0.683,0.0,0.0,-15.081,55.0,55.0
2016-10-01,-0.885,6.0,6.0,-6.487,24.0,24.0
2016-11-01,-2.533,6.0,6.0,-7.894,29.0,29.0
2016-12-01,-1.764,6.0,6.0,-6.98,26.0,26.0
2017-01-01,0.0,0.0,0.0,-7.197,18.0,18.0
2017-02-01,0.0,0.0,0.0,-4.745,12.0,12.0
2017-03-01,0.0,0.0,0.0,-9.504,23.0,23.0
2017-04-01,0.0,0.0,0.0,-10.373,25.0,25.0
2017-05-01,0.0,0.0,0.0,-7.572,18.0,18.0
2017-06-01,0.0,0.0,0.0,-12.532,30.0,30.0
2017-07-01,0.0,0.0,0.0,-19.572,48.0,48.0
2017-08-01,0.0,0.0,0.0,-11.76,29.0,29.0
2017-09-01,0.0,0.0,0.0,-9.094,22.0,22.0
2017-10-01,0.0,0.0,0.0,-12.857,31.0,31.0
2017-11-01,0.0,0.0,0.0,-11.189,27.0,27.0
2017-12-01,-14.817,36.0,36.0,-10.788,26.0,26.0
2018-01-01,0.0,0.0,0.0,-8.266,20.0,20.0
2018-02-01,0.0,0.0,0.0,-8.507,22.0,22.0
2018-03-01,0.0,0.0,0.0,-10.314,27.0,27.0
2018-04-01,0.0,0.0,0.0,-9.58,25.0,25.0
2018-05-01,0.0,0.0,0.0,-14.671,38.0,38.0
2018-06-01,0.0,0.0,0.0,-14.43,37.0,37.0
2018-07-01,0.0,0.0,0.0,-17.895,46.0,46.0
2018-08-01,0.0,0.0,0.0,-13.32,34.0,34.0
2018-09-01,0.0,0.0,0.0,-12.025,31.0,31.0
2018-10-01,0.0,0.0,0.0,-8.825,23.0,23.0
2018-11-01,0.0,0.0,0.0,-8.066,21.0,21.0
2018-12-01,-18.66,48.0,48.0,-7.441,19.0,19.0
2019-01-01,0.0,0.0,0.0,-8.26,22.0,22.0
2019-02-01,0.0,0.0,0.0,-7.336,18.0,18.0
