measured_on,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Generation,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Quantity Consumed For Electricity,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Total Fuel Consumed
2003-01-01,3170.0,32463.97,32463.97
2003-02-01,2844.0,29125.4,29125.4
2003-03-01,3217.0,32945.3,32945.3
2003-04-01,3142.0,32177.22,32177.22
2003-05-01,3372.0,34532.65,34532.65
2003-06-01,3165.0,32412.77,32412.77
2003-07-01,2820.0,28879.62,28879.62
2003-08-01,1377.0,14101.86,14101.86
2003-09-01,484.0,4956.64,4956.64
2003-10-01,183.0,1874.1,1874.1
2003-11-01,676.0,6922.92,6922.92
2003-12-01,1982.0,20297.66,20297.66
2004-01-01,1816.6670000000001,18206.64,18206.64
2004-02-01,1663.1940000000002,16668.53,16668.53
2004-03-01,2361.29,23664.85,23664.85
2004-04-01,2280.484,22855.01,22855.01
2004-05-01,2108.6620000000003,21133.01,21133.01
2004-06-01,2285.636,22906.64,22906.64
2004-07-01,2397.725,24030.0,24030.0
2004-08-01,2082.245,20868.26,20868.26
2004-09-01,1569.671,15731.24,15731.24
2004-10-01,1347.008,13499.71,13499.71
2004-11-01,1206.059,12087.12,12087.12
2004-12-01,1507.36,15106.76,15106.76
2005-01-01,2377.606,23773.68,23773.68
2005-02-01,2178.515,21782.97,21782.97
2005-03-01,2270.067,22698.4,22698.4
2005-04-01,2268.429,22682.02,22682.02
2005-05-01,3199.4230000000002,31991.03,31991.03
2005-06-01,2983.074,29827.75,29827.75
2005-07-01,2772.9790000000003,27727.02,27727.02
2005-08-01,2301.186,23009.56,23009.56
2005-09-01,1823.8490000000002,18236.67,18236.67
2005-10-01,1968.2930000000001,19680.96,19680.96
2005-11-01,2121.072,21208.6,21208.6
2005-12-01,2374.5080000000003,23742.71,23742.71
2006-01-01,1877.728,18625.0,18625.0
2006-02-01,1647.405,16341.0,16341.0
2006-03-01,1770.612,17563.0,17563.0
2006-04-01,2137.577,21203.0,21203.0
2006-05-01,2306.731,22880.0,22880.0
2006-06-01,2382.525,23632.0,23632.0
2006-07-01,1946.8220000000001,19311.0,19311.0
2006-08-01,1596.307,15834.0,15834.0
2006-09-01,1170.251,11608.0,11608.0
2006-10-01,1106.758,10978.0,10978.0
2006-11-01,1284.202,12738.0,12738.0
2006-12-01,1393.082,13818.0,13818.0
2007-01-01,1104.894,10921.0,10921.0
2007-02-01,957.7180000000001,9466.0,9466.0
2007-03-01,1281.794,12669.0,12669.0
2007-04-01,1250.48,12360.0,12360.0
2007-05-01,1658.3290000000002,16391.0,16391.0
2007-06-01,1522.7810000000002,15051.0,15051.0
2007-07-01,1878.1,18563.0,18563.0
2007-08-01,1590.221,15718.0,15718.0
2007-09-01,1189.3010000000002,11755.0,11755.0
2007-10-01,991.567,9801.0,9801.0
2007-11-01,956.0980000000001,9450.0,9450.0
2007-12-01,810.716,8013.0,8013.0
2008-01-01,1186.711,11694.0,11694.0
2008-02-01,930.192,9166.0,9166.0
2008-03-01,1091.836,10759.0,10759.0
2008-04-01,2055.8,20258.0,20258.0
2008-05-01,2445.936,24102.0,24102.0
2008-06-01,2075.462,20452.0,20452.0
2008-07-01,2521.5170000000003,24847.0,24847.0
2008-08-01,2587.574,25498.0,25498.0
2008-09-01,1295.511,12766.0,12766.0
