measured_on,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2015-01-01,844.447,822.0,822.0
2015-02-01,873.672,851.0,851.0
2015-03-01,853.799,831.0,831.0
2015-04-01,626.219,610.0,610.0
2015-05-01,719.11,700.0,700.0
2015-06-01,819.763,798.0,798.0
2015-07-01,993.908,967.0,967.0
2015-08-01,841.712,819.0,819.0
2015-09-01,833.201,811.0,811.0
2015-10-01,941.287,916.0,916.0
2015-11-01,866.378,844.0,844.0
2015-12-01,1018.684,991.0,991.0
2016-01-01,676.032,3796.0,7023.0
2016-02-01,684.307,3843.0,7108.0
2016-03-01,778.853,4374.0,8090.0
2016-04-01,894.604,5024.0,9292.0
2016-05-01,921.158,5173.0,9569.0
2016-06-01,876.271,4921.0,9102.0
2016-07-01,986.485,5540.0,10247.0
2016-08-01,1178.198,6616.0,12238.0
2016-09-01,705.117,3960.0,7324.0
2016-10-01,681.92,3829.0,7084.0
2016-11-01,707.198,3971.0,7346.0
2016-12-01,632.437,3551.0,6570.0
2017-01-01,666.509,3743.0,6710.0
2017-02-01,543.957,3055.0,5477.0
2017-03-01,860.387,4832.0,8664.0
2017-04-01,612.862,3442.0,6171.0
2017-05-01,716.262,4022.0,7213.0
2017-06-01,803.207,4510.0,8088.0
2017-07-01,957.268,5376.0,9639.0
2017-08-01,853.527,4793.0,8594.0
2017-09-01,750.909,4217.0,7561.0
2017-10-01,824.653,4631.0,8303.0
2017-11-01,697.097,3915.0,7020.0
2017-12-01,866.562,4866.0,8726.0
2018-01-01,814.785,4575.0,8504.0
2018-02-01,706.344,3966.0,7373.0
2018-03-01,936.703,5260.0,9777.0
2018-04-01,779.635,4378.0,8137.0
2018-05-01,851.143,4780.0,8883.0
2018-06-01,744.509,4181.0,7771.0
2018-07-01,820.728,4609.0,8567.0
2018-08-01,852.318,4786.0,8896.0
2018-09-01,708.399,3978.0,7394.0
2018-10-01,671.182,3769.0,7005.0
2018-11-01,597.093,3353.0,6232.0
2018-12-01,657.621,3693.0,6864.0
2019-01-01,665.785,3739.0,6981.0
2019-02-01,569.256,3197.0,5969.0
2019-03-01,609.987,3425.0,6396.0
2019-04-01,629.668,3536.0,6603.0
2019-05-01,596.358,3349.0,6253.0
2019-06-01,621.034,3487.0,6512.0
2019-07-01,847.777,4761.0,8890.0
2019-08-01,793.98,4459.0,8325.0
2019-09-01,629.937,3537.0,6606.0
2019-10-01,741.528,4164.0,7775.0
2019-11-01,672.941,3779.0,7056.0
2019-12-01,706.749,3969.0,7411.0
2020-01-01,772.857,4340.0,8097.0
2020-02-01,680.255,3820.0,7128.0
2020-03-01,647.298,3635.0,6782.0
2020-04-01,575.862,3234.0,6034.0
2020-05-01,583.503,3277.0,6114.0
2020-06-01,636.303,3573.0,6667.0
2020-07-01,856.166,4808.0,8971.0
2020-08-01,683.878,3840.0,7165.0
2020-09-01,592.699,3328.0,6211.0
2020-10-01,648.327,3641.0,6794.0
2020-11-01,495.764,2784.0,5195.0
2020-12-01,617.108,3465.0,6467.0
2021-01-01,790.552,4439.0,8248.0
2021-02-01,833.999,4683.0,8701.0
2021-03-01,543.538,3052.0,5671.0
2021-04-01,662.23,3719.0,6909.0
2021-05-01,573.837,3222.0,5987.0
2021-06-01,794.34,4461.0,8287.0
2021-07-01,853.312,4792.0,8903.0
2021-08-01,884.82,4969.0,9231.0
2021-09-01,707.786,3975.0,7384.0
2021-10-01,687.403,3860.0,7171.0
2021-11-01,752.627,4226.0,7852.0
2021-12-01,697.336,3916.0,7276.0
2022-01-01,449.695,2525.0,4795.0
2022-02-01,367.221,2062.0,3916.0
2022-03-01,376.825,2116.0,4019.0
2022-04-01,331.004,1859.0,3530.0
2022-05-01,312.725,1756.0,3335.0
2022-06-01,490.259,2753.0,5229.0
2022-07-01,655.569,3681.0,6992.0
2022-08-01,598.33,3360.0,6381.0
2022-09-01,528.873,2970.0,5641.0
2022-10-01,513.3,2882.0,5475.0
2022-11-01,349.276,1961.0,3726.0
2022-12-01,476.703,2677.0,5085.0
2023-01-01,329.948,1853.0,3602.0
2023-02-01,322.541,1811.0,3521.0
2023-03-01,360.107,2022.0,3930.0
2023-04-01,349.816,1964.0,3818.0
2023-05-01,321.018,1803.0,3504.0
2023-06-01,367.62,2064.0,4012.0
2023-07-01,447.335,2512.0,4882.0
2023-08-01,432.149,2427.0,4716.0
2023-09-01,394.177,2214.0,4302.0
2023-10-01,347.403,1951.0,3791.0
2023-11-01,337.242,1894.0,3680.0
2023-12-01,398.684,2239.0,4352.0
2024-01-01,345.972,1943.0,3699.0
2024-02-01,400.506,2249.0,4282.0
2024-03-01,374.66,2104.0,4005.0
2024-04-01,379.915,2133.0,4061.0
2024-05-01,437.774,2458.0,4680.0
2024-06-01,407.268,2287.0,4354.0
2024-07-01,526.925,2959.0,5633.0
2024-08-01,514.331,2888.0,5498.0
2024-09-01,419.483,2356.0,4484.0
2024-10-01,296.783,1667.0,3172.0
2024-11-01,365.932,2055.0,3912.0
2024-12-01,363.811,2043.0,3890.0
