measured_on,Municiapl Landfill Gas Generation,Municiapl Landfill Gas Quantity Consumed For Electricity,Municiapl Landfill Gas Total Fuel Consumed
2011-01-01,0.0,0.0,0.0
2011-02-01,0.0,0.0,0.0
2011-03-01,0.0,0.0,0.0
2011-04-01,0.0,0.0,0.0
2011-05-01,0.0,0.0,0.0
2011-06-01,0.0,0.0,0.0
2011-07-01,0.0,0.0,0.0
2011-08-01,0.0,0.0,0.0
2011-09-01,0.0,0.0,0.0
2011-10-01,0.0,0.0,0.0
2011-11-01,0.0,0.0,0.0
2011-12-01,170.0,1810.0,1810.0
2012-01-01,995.843,9955.0,9955.0
2012-02-01,952.376,9520.0,9520.0
2012-03-01,705.441,7051.0,7051.0
2012-04-01,922.544,9221.0,9221.0
2012-05-01,1006.654,10062.0,10062.0
2012-06-01,944.235,9438.0,9438.0
2012-07-01,1025.638,10252.0,10252.0
2012-08-01,990.411,9900.0,9900.0
2012-09-01,965.977,9656.0,9656.0
2012-10-01,906.268,9059.0,9059.0
2012-11-01,949.715,9493.0,9493.0
2012-12-01,1022.898,10225.0,10225.0
2013-01-01,1025.443,10861.0,10861.0
2013-02-01,928.48,9833.0,9833.0
2013-03-01,1001.688,10609.0,10609.0
2013-04-01,918.575,9728.0,9728.0
2013-05-01,962.393,10192.0,10192.0
2013-06-01,914.478,9685.0,9685.0
2013-07-01,984.384,10425.0,10425.0
2013-08-01,1100.983,11660.0,11660.0
2013-09-01,999.967,10590.0,10590.0
2013-10-01,1068.051,11312.0,11312.0
2013-11-01,1066.058,11291.0,11291.0
2013-12-01,1099.5,11645.0,11645.0
2014-01-01,680.802,7172.0,7172.0
2014-02-01,841.221,8862.0,8862.0
2014-03-01,917.248,9663.0,9663.0
2014-04-01,730.128,7691.0,7691.0
2014-05-01,550.759,5802.0,5802.0
2014-06-01,788.592,8307.0,8307.0
2014-07-01,1344.718,14165.0,14165.0
2014-08-01,1000.445,10539.0,10539.0
2014-09-01,1005.083,10587.0,10587.0
2014-10-01,878.437,9253.0,9253.0
2014-11-01,903.558,9518.0,9518.0
2014-12-01,963.009,10144.0,10144.0
2015-01-01,934.757,9460.0,9460.0
2015-02-01,709.688,7183.0,7183.0
2015-03-01,1206.91,12215.0,12215.0
2015-04-01,904.18,9151.0,9151.0
2015-05-01,680.583,6888.0,6888.0
2015-06-01,875.498,8860.0,8860.0
2015-07-01,912.444,9235.0,9235.0
2015-08-01,1005.315,10175.0,10175.0
2015-09-01,989.798,10017.0,10017.0
2015-10-01,876.794,8874.0,8874.0
2015-11-01,931.584,9428.0,9428.0
2015-12-01,863.449,8739.0,8739.0
2016-01-01,1146.281,11355.0,11355.0
2016-02-01,1070.113,10600.0,10600.0
2016-03-01,1084.567,10743.0,10743.0
2016-04-01,945.277,9363.0,9363.0
2016-05-01,714.322,7076.0,7076.0
2016-06-01,1108.236,10978.0,10978.0
2016-07-01,1046.539,10367.0,10367.0
2016-08-01,1083.53,10733.0,10733.0
2016-09-01,1091.581,10813.0,10813.0
2016-10-01,923.718,9150.0,9150.0
2016-11-01,963.637,9545.0,9545.0
2016-12-01,1125.199,11146.0,11146.0
2017-01-01,766.439,8003.0,8003.0
2017-02-01,685.959,7163.0,7163.0
2017-03-01,782.481,8171.0,8171.0
2017-04-01,727.884,7601.0,7601.0
2017-05-01,775.953,8103.0,8103.0
2017-06-01,737.637,7703.0,7703.0
2017-07-01,786.359,8211.0,8211.0
2017-08-01,779.772,8143.0,8143.0
2017-09-01,738.767,7715.0,7715.0
2017-10-01,653.931,6829.0,6829.0
2017-11-01,741.231,7740.0,7740.0
2017-12-01,816.587,8527.0,8527.0
2018-01-01,560.335,5914.0,5914.0
2018-02-01,518.814,5475.0,5475.0
2018-03-01,523.661,5526.0,5526.0
2018-04-01,491.997,5192.0,5192.0
2018-05-01,497.681,5252.0,5252.0
2018-06-01,466.247,4920.0,4920.0
2018-07-01,488.366,5154.0,5154.0
2018-08-01,504.005,5318.0,5318.0
2018-09-01,494.43,5218.0,5218.0
2018-10-01,498.391,5259.0,5259.0
2018-11-01,482.555,5092.0,5092.0
2018-12-01,513.518,5419.0,5419.0
2019-01-01,546.12,5795.0,5795.0
2019-02-01,491.094,5211.0,5211.0
2019-03-01,550.293,5839.0,5839.0
2019-04-01,511.856,5431.0,5431.0
2019-05-01,466.09,4945.0,4945.0
2019-06-01,484.094,5136.0,5136.0
2019-07-01,530.605,5630.0,5630.0
2019-08-01,549.253,5828.0,5828.0
2019-09-01,509.095,5402.0,5402.0
2019-10-01,462.187,4904.0,4904.0
2019-11-01,489.41,5193.0,5193.0
2019-12-01,534.903,5676.0,5676.0
2020-01-01,927.691,9500.0,9500.0
2020-02-01,846.988,8674.0,8674.0
2020-03-01,894.381,9159.0,9159.0
2020-04-01,833.111,8532.0,8532.0
2020-05-01,878.244,8994.0,8994.0
2020-06-01,815.693,8353.0,8353.0
2020-07-01,910.861,9328.0,9328.0
2020-08-01,870.199,8912.0,8912.0
2020-09-01,862.654,8834.0,8834.0
2020-10-01,836.856,8570.0,8570.0
2020-11-01,831.729,8518.0,8518.0
2020-12-01,776.593,7953.0,7953.0
2021-01-01,852.345,8168.0,8168.0
2021-02-01,779.326,7468.0,7468.0
2021-03-01,883.636,8468.0,8468.0
2021-04-01,736.955,7063.0,7063.0
2021-05-01,787.488,7547.0,7547.0
2021-06-01,806.454,7728.0,7728.0
2021-07-01,783.435,7508.0,7508.0
2021-08-01,776.83,7445.0,7445.0
2021-09-01,798.144,7649.0,7649.0
2021-10-01,768.659,7366.0,7366.0
2021-11-01,750.197,7189.0,7189.0
2021-12-01,772.531,7403.0,7403.0
2022-01-01,694.459,7090.0,7090.0
2022-02-01,615.589,6285.0,6285.0
2022-03-01,675.188,6893.0,6893.0
2022-04-01,538.508,5498.0,5498.0
2022-05-01,549.353,5608.0,5608.0
2022-06-01,599.378,6119.0,6119.0
2022-07-01,646.247,6598.0,6598.0
2022-08-01,678.786,6930.0,6930.0
2022-09-01,654.521,6683.0,6683.0
2022-10-01,657.144,6709.0,6709.0
2022-11-01,562.767,5745.0,5745.0
2022-12-01,635.06,6484.0,6484.0
2023-01-01,431.723,5259.0,5259.0
2023-02-01,422.309,5145.0,5145.0
2023-03-01,452.526,5513.0,5513.0
2023-04-01,402.675,4906.0,4906.0
2023-05-01,497.639,6063.0,6063.0
2023-06-01,454.838,5541.0,5541.0
2023-07-01,468.41,5707.0,5707.0
2023-08-01,492.794,6004.0,6004.0
2023-09-01,460.712,5613.0,5613.0
2023-10-01,463.495,5647.0,5647.0
2023-11-01,462.706,5637.0,5637.0
2023-12-01,523.173,6374.0,6374.0
2024-01-01,471.453,5130.0,5130.0
2024-02-01,421.5,4586.0,4586.0
2024-03-01,506.278,5509.0,5509.0
2024-04-01,425.404,4629.0,4629.0
2024-05-01,480.951,5233.0,5233.0
2024-06-01,451.161,4909.0,4909.0
2024-07-01,473.993,5158.0,5158.0
2024-08-01,463.511,5044.0,5044.0
2024-09-01,442.299,4813.0,4813.0
2024-10-01,438.041,4767.0,4767.0
2024-11-01,452.152,4920.0,4920.0
2024-12-01,480.257,5226.0,5226.0
