measured_on,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed",Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2015-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5891.0,62030.0,62030.0,,,
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6377.0,65376.0,65376.0,,,
2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2898.0,29008.0,29008.0,,,
2015-11-01,0.0,0.0,0.0,0.0,0.0,0.0,45.938,468.0,468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492.062,15201.0,15201.0,,,
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,56.166,558.0,558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4545.834,45190.0,45190.0,,,
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,84.415,850.0,850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1410.585,14199.0,14199.0,,,
2016-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1992.0,22170.0,22170.0,,,
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,3587.0,3587.0,12.0,0.0,0.0,6975.0,72194.0,72194.0,,,
2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7673.0,75803.0,75803.0,,,
2016-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.0,8134.0,8134.0,140.0,0.0,0.0,6059.0,61995.0,61995.0,,,
2016-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1673.0,17363.0,17363.0,,,
2016-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2329.0,32130.0,32130.0,496.0,0.0,0.0,6830.0,67804.0,67804.0,,,
2016-08-01,0.0,0.0,0.0,0.0,0.0,0.0,126.907,1401.0,1401.0,0.0,0.0,0.0,2033.0,28117.0,28117.0,436.0,0.0,0.0,5247.093,57933.0,57933.0,,,
2016-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552.0,7669.0,7669.0,120.0,0.0,0.0,4371.0,41796.0,41796.0,,,
2016-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,6256.0,6256.0,79.0,0.0,0.0,3825.0,39440.0,39440.0,,,
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,66.943,694.0,694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1747.057,18101.0,18101.0,,,
2016-12-01,0.0,0.0,0.0,0.0,0.0,0.0,69.733,780.0,780.0,0.0,0.0,0.0,224.0,3179.0,3179.0,24.0,0.0,0.0,3000.267,33554.0,33554.0,,,
2017-01-01,0.0,0.0,0.0,0.0,0.0,0.0,517.197,5176.0,5176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2327.362,23308.0,23308.0,,,
2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0,280.18,2808.0,2808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2091.692,20949.0,20949.0,,,
2017-03-01,0.0,0.0,0.0,0.0,0.0,0.0,336.528,3370.0,3370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2259.685,22631.0,22631.0,,,
2017-04-01,0.0,0.0,0.0,0.0,0.0,0.0,232.948,2333.0,2333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2674.091,26781.0,26781.0,,,
2017-05-01,0.0,0.0,0.0,0.0,0.0,0.0,238.786,2391.0,2391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2439.11,24428.0,24428.0,,,
2017-06-01,0.0,0.0,0.0,0.0,0.0,0.0,237.631,2380.0,2380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2980.456,29850.0,29850.0,,,
2017-07-01,0.0,0.0,0.0,0.0,0.0,0.0,163.103,1633.0,1633.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3539.204,35445.0,35445.0,,,
2017-08-01,0.0,0.0,0.0,0.0,0.0,0.0,159.616,1598.0,1598.0,0.0,0.0,0.0,783.0,11821.0,11821.0,103.0,0.0,0.0,3550.319,35557.0,35557.0,,,
2017-09-01,0.0,0.0,0.0,0.0,0.0,0.0,271.089,2716.0,2716.0,0.0,0.0,0.0,991.0,13928.0,13928.0,215.0,0.0,0.0,2713.696,27178.0,27178.0,,,
2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0,263.403,2640.0,2640.0,0.0,0.0,0.0,2274.0,31760.0,31760.0,486.0,0.0,0.0,2525.016,25288.0,25288.0,,,
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0,442.889,4435.0,4435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1674.319,16769.0,16769.0,,,
2017-12-01,0.0,0.0,0.0,0.0,0.0,0.0,6137.949,61472.0,61472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2069.731,20728.0,20728.0,,,
2018-01-01,65.334,948.0,948.0,12.177,0.0,0.0,5980.437,58153.0,58153.0,0.0,0.0,0.0,213.666,3101.0,3101.0,39.823,0.0,0.0,2513.915,24446.0,24446.0,,,
2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0,230.175,2237.0,2237.0,0.0,0.0,0.0,415.0,5519.0,5519.0,80.0,0.0,0.0,2465.336,23974.0,23974.0,,,
2018-03-01,0.0,0.0,0.0,0.0,0.0,0.0,255.548,2486.0,2486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2699.258,26249.0,26249.0,,,
2018-04-01,0.0,0.0,0.0,0.0,0.0,0.0,195.902,1907.0,1907.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1675.98,16298.0,16298.0,,,
2018-05-01,0.0,0.0,0.0,0.0,0.0,0.0,217.251,2115.0,2115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1667.257,16214.0,16214.0,,,
2018-06-01,0.0,0.0,0.0,0.0,0.0,0.0,186.987,1820.0,1820.0,0.0,0.0,0.0,53.0,993.0,993.0,1.0,0.0,0.0,2096.415,20386.0,20386.0,,,
2018-07-01,0.0,0.0,0.0,0.0,0.0,0.0,257.671,2503.0,2503.0,0.0,0.0,0.0,1132.0,16075.0,16075.0,245.0,0.0,0.0,3967.682,38584.0,38584.0,,,
2018-08-01,0.0,0.0,0.0,0.0,0.0,0.0,464.169,4514.0,4514.0,0.0,0.0,0.0,1357.0,18999.0,18999.0,301.0,0.0,0.0,4427.519,43056.0,43056.0,,,
2018-09-01,0.0,0.0,0.0,0.0,0.0,0.0,228.273,2219.0,2219.0,0.0,0.0,0.0,1093.0,14884.0,14884.0,234.0,0.0,0.0,2828.819,27509.0,27509.0,,,
2018-10-01,0.0,0.0,0.0,0.0,0.0,0.0,206.681,2011.0,2011.0,0.0,0.0,0.0,1206.0,16934.0,16934.0,195.0,0.0,0.0,2243.686,21818.0,21818.0,,,
2018-11-01,0.0,0.0,0.0,0.0,0.0,0.0,444.442,4323.0,4323.0,0.0,0.0,0.0,879.0,11851.0,11851.0,154.0,0.0,0.0,1696.023,16493.0,16493.0,,,
2018-12-01,0.0,0.0,0.0,0.0,0.0,0.0,244.423,2376.0,2376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1914.151,18614.0,18614.0,,,
2019-01-01,0.0,0.0,0.0,0.0,0.0,0.0,191.815,1943.0,1943.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,964.747,9779.0,9779.0,,,
2019-02-01,0.0,0.0,0.0,0.0,0.0,0.0,119.983,1217.0,1217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,848.347,8599.0,8599.0,,,
2019-03-01,0.0,0.0,0.0,0.0,0.0,0.0,125.06,1269.0,1269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,827.991,8394.0,8394.0,,,
2019-04-01,0.0,0.0,0.0,0.0,0.0,0.0,97.138,986.0,986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594.075,6022.0,6022.0,,,
2019-05-01,0.0,0.0,0.0,0.0,0.0,0.0,49.67,502.0,502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,507.447,5144.0,5144.0,,,
2019-06-01,0.0,0.0,0.0,0.0,0.0,0.0,60.497,611.0,611.0,0.0,0.0,0.0,105.0,1709.0,1709.0,9.0,0.0,0.0,650.769,6597.0,6597.0,,,
2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0,82.259,836.0,836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1309.364,13273.0,13273.0,,,
2019-08-01,0.0,0.0,0.0,0.0,0.0,0.0,156.884,1591.0,1591.0,0.0,0.0,0.0,245.0,3512.0,3512.0,47.0,0.0,0.0,976.087,9895.0,9895.0,,,
2019-09-01,0.0,0.0,0.0,0.0,0.0,0.0,75.574,767.0,767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662.055,6711.0,6711.0,,,
2019-10-01,0.0,0.0,0.0,0.0,0.0,0.0,118.873,1205.0,1205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685.302,6947.0,6947.0,,,
2019-11-01,0.0,0.0,0.0,0.0,0.0,0.0,164.298,1666.0,1666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625.888,6345.0,6345.0,,,
2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0,186.253,1885.0,1885.0,0.0,0.0,0.0,3242.0,47091.0,47091.0,301.0,0.0,0.0,898.624,9109.0,9109.0,,,
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,107.771,1056.0,1056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.191,19655.0,19655.0,,,
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,115.023,1119.0,1119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1589.088,15483.0,15483.0,,,
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,89.389,871.0,871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,703.881,6858.0,6858.0,,,
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,99.312,969.0,969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,813.535,7927.0,7927.0,,,
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,69.482,675.0,675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.573,5588.0,5588.0,,,
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,67.492,658.0,658.0,0.0,0.0,0.0,45.0,772.0,772.0,1.0,0.0,0.0,1527.776,14885.0,14885.0,,,
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,80.183,779.0,779.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3041.696,29636.0,29636.0,,,
2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0,75.652,739.0,739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2564.087,24982.0,24982.0,,,
2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0,85.779,837.0,837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492.509,14542.0,14542.0,,,
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,134.663,1310.0,1310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1624.987,15833.0,15833.0,,,
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,135.606,1321.0,1321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1186.75,11563.0,11563.0,,,
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,759.474,7397.0,7397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1735.101,16905.0,16905.0,,,
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,393.12,3825.0,3825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815.632,7930.0,7930.0,,,
2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0,772.683,7510.0,7510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1603.138,15587.0,15587.0,,,
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,311.918,3034.0,3034.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647.158,6292.0,6292.0,,,
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,814.583,7923.0,7923.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1690.072,16433.0,16433.0,,,
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,191.698,1866.0,1866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.729,3868.0,3868.0,,,
2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,826.312,8034.0,8034.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1714.405,16670.0,16670.0,,,
2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0,665.195,6470.0,6470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.126,13419.0,13419.0,,,
2021-08-01,0.0,0.0,0.0,0.0,0.0,0.0,1027.394,9987.0,9987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2131.603,20726.0,20726.0,,,
2021-09-01,0.0,0.0,0.0,0.0,0.0,0.0,330.478,3215.0,3215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685.666,6667.0,6667.0,,,
2021-10-01,0.0,0.0,0.0,0.0,0.0,0.0,862.961,8388.0,8388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1790.445,17409.0,17409.0,,,
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,629.646,6121.0,6121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1306.369,12702.0,12702.0,,,
2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0,593.433,5772.0,5772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1231.236,11972.0,11972.0,,,
2022-01-01,0.0,0.0,0.0,0.0,0.0,0.0,1254.017,12132.0,12132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864.61,18036.0,18036.0,,,
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,618.46,5985.0,5985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,919.594,8895.0,8895.0,,,
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,1469.428,14215.0,14215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2184.905,21134.0,21134.0,,,
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,133.378,1291.0,1291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.321,1918.0,1918.0,,,
2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0,1455.676,14082.0,14082.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2164.457,20936.0,20936.0,,,
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,868.591,8404.0,8404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1291.515,12493.0,12493.0,,,
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,1919.643,18568.0,18568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2854.334,27609.0,27609.0,,,
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,1701.886,16461.0,16461.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2530.549,24477.0,24477.0,,,
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,246.364,2385.0,2385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.321,3543.0,3543.0,,,
2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0,437.628,4231.0,4231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.713,6294.0,6294.0,,,
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1179.678,11408.0,11408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1754.074,16967.0,16967.0,,,
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,2695.257,26069.0,26069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4007.601,38764.0,38764.0,,,
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,391.57,3954.0,3954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2923.61,29506.0,29506.0,,,
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,164.026,1657.0,1657.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1224.68,12360.0,12360.0,,,
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,45.909,465.0,465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.77,3459.0,3459.0,,,
2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,97.876,988.0,988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730.782,7375.0,7375.0,,,
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,28.579,291.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.381,2154.0,2154.0,,,
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,462.101,4663.0,4663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3450.219,34819.0,34819.0,,,
2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0,288.107,2907.0,2907.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2151.113,21709.0,21709.0,,,
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,145.82,1471.0,1471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1088.745,10987.0,10987.0,,,
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,492.146,4965.0,4965.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3674.545,37084.0,37084.0,,,
2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0,741.319,7483.0,7483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5534.969,55859.0,55859.0,,,
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,359.589,3628.0,3628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2684.825,27095.0,27095.0,,,
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,594.98,6006.0,6006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4442.342,44832.0,44832.0,,,
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,73.336,680.0,680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1131.564,10522.0,10522.0,,,
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,22.867,215.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.832,3281.0,3281.0,,,
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,85.5,796.0,796.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1319.255,12267.0,12267.0,,,
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,98.987,918.0,918.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1527.358,14203.0,14203.0,,,
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,32.355,302.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499.232,4642.0,4642.0,,,
2024-06-01,0.0,0.0,0.0,0.0,0.0,0.0,66.36,616.0,616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1023.93,9521.0,9521.0,,,
2024-07-01,0.0,0.0,0.0,0.0,0.0,0.0,286.586,2666.0,2666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4422.0,41119.0,41119.0,,,
2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0,152.83,1423.0,1423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2358.157,21927.0,21927.0,,,
2024-09-01,0.0,0.0,0.0,0.0,0.0,0.0,62.831,587.0,587.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,969.475,9015.0,9015.0,,,
2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0,223.621,2080.0,2080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3450.449,32085.0,32085.0,,,
2024-11-01,0.0,0.0,0.0,0.0,0.0,0.0,92.186,860.0,860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1422.426,13226.0,13226.0,,,
2024-12-01,0.0,0.0,0.0,0.0,0.0,0.0,222.513,2068.0,2068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3433.349,31926.0,31926.0,,,
