measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed"
2003-01-01,444.942,5267.0,5267.0,0.0,0.0,0.0
2003-02-01,379.769,4495.0,4495.0,0.0,0.0,0.0
2003-03-01,347.129,4109.0,4109.0,0.0,0.0,0.0
2003-04-01,301.536,3569.0,3569.0,0.0,0.0,0.0
2003-05-01,318.398,3769.0,3769.0,0.0,0.0,0.0
2003-06-01,376.641,4458.0,4458.0,0.0,0.0,0.0
2003-07-01,465.015,5504.0,5504.0,0.0,0.0,0.0
2003-08-01,493.77200000000005,5845.0,5845.0,0.0,0.0,0.0
2003-09-01,365.954,4332.0,4332.0,0.0,0.0,0.0
2003-10-01,336.634,3985.0,3985.0,0.0,0.0,0.0
2003-11-01,345.272,4087.0,4087.0,0.0,0.0,0.0
2003-12-01,454.336,5378.0,5378.0,0.0,0.0,0.0
2005-01-01,92.308,1680.95,1680.95,30.183,322.36,322.36
2005-02-01,46.849000000000004,853.13,853.13,15.319,163.61,163.61
2005-03-01,56.7,1032.52,1032.52,18.54,198.01,198.01
2005-04-01,59.083000000000006,1075.91,1075.91,19.319000000000003,206.34,206.34
2005-05-01,69.619,1267.78,1267.78,22.764,243.13,243.13
2005-06-01,63.032000000000004,1147.83,1147.83,20.611,220.13,220.13
2005-07-01,100.932,1837.99,1837.99,33.003,352.48,352.48
2005-08-01,111.69600000000001,2034.0,2034.0,36.523,390.07,390.07
2005-09-01,110.921,2019.89,2019.89,36.269,387.37,387.37
2005-10-01,66.186,1205.26,1205.26,21.642,231.14,231.14
2005-11-01,52.755,960.68,960.68,17.25,184.24,184.24
2005-12-01,114.918,2092.68,2092.68,37.576,401.33,401.33
2006-01-01,51.99,876.0,876.0,24.231,223.0,223.0
2006-02-01,51.448,867.0,867.0,23.979000000000003,220.0,220.0
2006-03-01,45.109,760.0,760.0,21.024,193.0,193.0
2006-04-01,59.506,1003.0,1003.0,27.735,255.0,255.0
2006-05-01,53.779,906.0,906.0,25.065,230.0,230.0
2006-06-01,64.318,1084.0,1084.0,29.977,275.0,275.0
2006-07-01,62.393,1051.0,1051.0,29.08,267.0,267.0
2006-08-01,67.147,1131.0,1131.0,31.296000000000003,288.0,288.0
2006-09-01,47.702000000000005,804.0,804.0,22.233,204.0,204.0
2006-10-01,61.398,1035.0,1035.0,28.616,263.0,263.0
2006-11-01,53.591,903.0,903.0,24.977,230.0,230.0
