measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2003-01-01,13.506,160.0,160.0
2003-02-01,12.036000000000001,142.0,142.0
2003-03-01,12.03,142.0,142.0
2003-04-01,12.709000000000001,150.0,150.0
2003-05-01,13.853000000000002,164.0,164.0
2003-06-01,15.492,183.0,183.0
2003-07-01,20.199,239.0,239.0
2003-08-01,20.465,242.0,242.0
2003-09-01,13.612,161.0,161.0
2003-10-01,13.037,154.0,154.0
2003-11-01,10.71,127.0,127.0
2003-12-01,13.809000000000001,163.0,163.0
2004-01-01,0.0,0.0,0.0
2004-02-01,0.749,6.0,6.0
2004-03-01,0.749,6.0,6.0
2004-04-01,0.0,0.0,0.0
2004-05-01,0.899,8.0,8.0
2004-06-01,0.599,5.0,5.0
2004-07-01,60.044000000000004,503.0,503.0
2004-08-01,0.749,6.0,6.0
2004-09-01,3.418,29.0,29.0
2004-10-01,1.7970000000000002,15.0,15.0
2004-11-01,1.048,9.0,9.0
2004-12-01,1.947,16.0,16.0
2005-01-01,8.596,81.71,81.71
2005-02-01,4.363,41.47,41.47
2005-03-01,5.28,50.19,50.19
2005-04-01,5.502000000000001,52.31,52.31
2005-05-01,6.4830000000000005,61.63,61.63
2005-06-01,5.87,55.8,55.8
2005-07-01,9.399000000000001,89.35,89.35
2005-08-01,10.401,98.88,98.88
2005-09-01,10.329,98.19,98.19
2005-10-01,6.163,58.59,58.59
2005-11-01,4.913,46.7,46.7
2005-12-01,10.701,101.73,101.73
2006-01-01,6.978000000000001,66.0,66.0
2006-02-01,6.905,65.0,65.0
2006-03-01,6.054,57.0,57.0
2006-04-01,7.987,75.0,75.0
2006-05-01,7.218,68.0,68.0
2006-06-01,8.633000000000001,81.0,81.0
2006-07-01,8.374,79.0,79.0
2006-08-01,9.012,85.0,85.0
2006-09-01,6.402,60.0,60.0
2006-10-01,8.241,78.0,78.0
2006-11-01,7.1930000000000005,68.0,68.0
2006-12-01,8.002,75.0,75.0
2007-01-01,0.681,6.0,6.0
2007-02-01,0.608,6.0,6.0
2007-03-01,6.203,64.0,64.0
2007-04-01,2.217,23.0,23.0
2007-05-01,0.20600000000000002,0.0,0.0
2007-06-01,0.446,6.0,6.0
2007-07-01,0.09,0.0,0.0
2007-08-01,0.199,0.0,0.0
2007-09-01,0.133,0.0,0.0
2007-10-01,0.42900000000000005,6.0,6.0
2007-11-01,0.635,6.0,6.0
2007-12-01,0.156,0.0,0.0
2008-01-01,0.256,0.0,0.0
2008-02-01,1.6480000000000001,29.0,29.0
2008-03-01,1.556,18.0,18.0
2008-04-01,1.11,12.0,12.0
2008-05-01,1.322,12.0,12.0
2008-06-01,0.08700000000000001,0.0,0.0
2008-07-01,0.5630000000000001,6.0,6.0
2008-08-01,0.278,6.0,6.0
2008-09-01,1.1720000000000002,12.0,12.0
2008-10-01,0.18,0.0,0.0
2008-11-01,0.687,6.0,6.0
2008-12-01,0.14100000000000001,0.0,0.0
2009-01-01,2.543,23.0,23.0
2009-02-01,0.905,12.0,12.0
2009-03-01,0.14400000000000002,0.0,0.0
2009-04-01,0.279,6.0,6.0
2009-05-01,1.0410000000000001,12.0,12.0
2009-06-01,0.8290000000000001,12.0,12.0
2009-07-01,0.534,6.0,6.0
2009-08-01,0.559,6.0,6.0
2009-09-01,0.552,6.0,6.0
2009-10-01,0.09,0.0,0.0
2009-11-01,1.5810000000000002,18.0,18.0
2009-12-01,0.9430000000000001,12.0,12.0
2010-01-01,0.596,6.0,6.0
2010-02-01,1.076,6.0,6.0
2010-03-01,0.03,0.0,0.0
2010-04-01,0.131,0.0,0.0
2010-05-01,1.6960000000000002,18.0,18.0
2010-06-01,0.101,0.0,0.0
2010-07-01,0.343,6.0,6.0
2010-08-01,0.395,6.0,6.0
2010-09-01,0.397,6.0,6.0
2010-10-01,1.9720000000000002,23.0,23.0
2010-11-01,0.496,6.0,6.0
2010-12-01,1.7670000000000001,18.0,18.0
2011-01-01,2.308,23.0,23.0
2011-02-01,1.281,12.0,12.0
2011-03-01,2.055,18.0,18.0
2011-04-01,2.387,23.0,23.0
2011-05-01,0.782,6.0,6.0
2011-06-01,0.807,6.0,6.0
2011-07-01,1.727,18.0,18.0
2011-08-01,1.738,18.0,18.0
2011-09-01,2.012,18.0,18.0
2011-10-01,2.114,18.0,18.0
2011-11-01,1.063,12.0,12.0
2011-12-01,2.726,23.0,23.0
2012-01-01,0.51,6.0,6.0
2012-02-01,0.876,12.0,12.0
2012-03-01,0.104,0.0,0.0
2012-04-01,1.155,12.0,12.0
2012-05-01,2.111,23.0,23.0
2012-06-01,0.828,6.0,6.0
2012-07-01,0.365,6.0,6.0
2012-08-01,0.01,0.0,0.0
2012-09-01,0.511,6.0,6.0
