measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed",Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2023-01-01,0.0,0.0,0.0,98.0,334.0,334.0
2023-02-01,0.0,0.0,0.0,167.0,570.0,570.0
2023-03-01,0.0,0.0,0.0,258.0,880.0,880.0
2023-04-01,0.0,0.0,0.0,281.0,959.0,959.0
2023-05-01,0.0,0.0,0.0,402.0,1372.0,1372.0
2023-06-01,0.0,0.0,0.0,300.0,1024.0,1024.0
2023-07-01,0.0,0.0,0.0,338.0,1153.0,1153.0
2023-08-01,-4.0,0.0,0.0,293.0,1000.0,1000.0
2023-09-01,0.0,0.0,0.0,233.0,795.0,795.0
2023-10-01,-10.0,0.0,0.0,200.0,682.0,682.0
2023-11-01,-3.0,0.0,0.0,150.0,512.0,512.0
2023-12-01,-5.0,0.0,0.0,90.0,307.0,307.0
2024-01-01,-3.0,0.0,0.0,67.0,229.0,229.0
2024-02-01,-2.0,0.0,0.0,151.0,515.0,515.0
2024-03-01,-2.0,0.0,0.0,251.0,856.0,856.0
2024-04-01,0.0,0.0,0.0,277.0,945.0,945.0
2024-05-01,-1.0,0.0,0.0,324.0,1105.0,1105.0
2024-06-01,-10.0,0.0,0.0,340.0,1160.0,1160.0
2024-07-01,-5.0,0.0,0.0,315.0,1075.0,1075.0
2024-08-01,-6.0,0.0,0.0,279.0,952.0,952.0
2024-09-01,-1.0,0.0,0.0,226.0,771.0,771.0
2024-10-01,-1.0,0.0,0.0,229.0,781.0,781.0
2024-11-01,-1.0,0.0,0.0,145.0,495.0,495.0
2024-12-01,-3.0,0.0,0.0,86.0,293.0,293.0
