measured_on,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2003-01-01,12516.0,168487.0,168487.0
2003-02-01,-103.0,0.0,0.0
2003-03-01,30355.0,369387.0,369387.0
2003-04-01,9384.0,165746.0,165746.0
2003-05-01,68179.0,865245.0,865245.0
2003-06-01,51036.0,580563.0,580563.0
2003-07-01,50258.0,655954.0,655954.0
2003-08-01,57412.0,760753.0,760753.0
2003-09-01,59358.0,640149.0,640149.0
2003-10-01,27473.0,378750.0,378750.0
2003-11-01,24380.0,276997.0,276997.0
2003-12-01,-181.0,0.0,0.0
2004-01-01,-168.0,0.0,0.0
2004-02-01,-150.0,0.0,0.0
2004-03-01,-414.0,12588.0,12588.0
2004-04-01,1501.0,25868.0,25868.0
2004-05-01,-130.0,0.0,0.0
2004-06-01,40996.0,504955.0,504955.0
2004-07-01,60920.0,688982.0,688982.0
2004-08-01,21304.0,322820.0,322820.0
2004-09-01,60322.0,705115.0,705115.0
2004-10-01,23628.0,278467.0,278467.0
2004-11-01,2555.0,33875.0,33875.0
2004-12-01,4503.0,65006.0,65006.0
2005-01-01,3881.0,57373.68,57373.68
2005-02-01,687.0,13698.43,13698.43
2005-03-01,6270.0,112265.09,112265.09
2005-04-01,11303.0,114036.0,114036.0
2005-05-01,819.0,48122.96,48122.96
2005-06-01,20142.0,256444.55,256444.55
2005-07-01,66552.0,852398.33,852398.33
2005-08-01,38014.0,452619.89,452619.89
2005-09-01,3926.0,46923.45,46923.45
2005-10-01,18629.0,245626.16,245626.16
2005-11-01,9201.0,116110.05,116110.05
2005-12-01,581.0,7261.28,7261.28
2006-01-01,-242.0,0.0,0.0
2006-02-01,-173.0,0.0,0.0
2006-03-01,-348.0,5390.0,5390.0
2006-04-01,9927.0,168955.0,168955.0
2006-05-01,3635.0,65985.0,65985.0
2006-06-01,6494.0,126523.0,126523.0
2006-07-01,20175.0,262335.0,262335.0
2006-08-01,10291.0,148320.0,148320.0
2006-09-01,9692.0,140171.0,140171.0
2006-10-01,21330.0,243171.0,243171.0
2006-11-01,1495.0,15765.0,15765.0
2006-12-01,-152.0,1.0,1.0
2007-01-01,-104.0,0.0,0.0
2007-02-01,-118.0,0.0,0.0
2007-03-01,-133.0,0.0,0.0
2007-04-01,6612.0,147784.0,147784.0
2007-05-01,12959.0,150094.0,150094.0
2007-06-01,7679.0,116138.0,116138.0
2007-07-01,19626.0,265462.0,265462.0
2007-08-01,13340.0,222776.0,222776.0
2007-09-01,14248.0,176028.0,176028.0
2007-10-01,33545.0,438564.0,438564.0
2007-11-01,-217.0,3.0,3.0
2007-12-01,-178.0,0.0,0.0
2008-01-01,-84.0,0.0,0.0
2008-02-01,-68.0,175.0,175.0
2008-03-01,7800.0,124313.0,124313.0
2008-04-01,5763.0,108372.0,108372.0
2008-05-01,3819.0,33865.0,33865.0
2008-06-01,4830.0,70014.0,70014.0
2008-07-01,444.0,14156.0,14156.0
2008-08-01,3286.0,48302.0,48302.0
2008-09-01,1946.0,31059.0,31059.0
2008-10-01,-182.0,0.0,0.0
2008-11-01,0.0,0.0,0.0
2008-12-01,0.0,0.0,0.0
2009-01-01,-148.0,0.0,0.0
2009-02-01,-132.0,0.0,0.0
2009-03-01,-128.0,0.0,0.0
2009-04-01,-142.0,0.0,0.0
2009-05-01,-122.0,0.0,0.0
2009-06-01,0.0,0.0,0.0
2009-07-01,-122.0,0.0,0.0
2009-08-01,-126.0,0.0,0.0
2009-09-01,0.0,0.0,0.0
2009-10-01,-158.0,0.0,0.0
2009-11-01,0.0,0.0,0.0
2009-12-01,-134.0,0.0,0.0
