measured_on,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Generation,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Quantity Consumed For Electricity,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Total Fuel Consumed
2003-01-01,838.467,8586.74,8586.74
2003-02-01,757.2230000000001,7754.72,7754.72
2003-03-01,776.9010000000001,7956.24,7956.24
2003-04-01,701.2080000000001,7181.07,7181.07
2003-05-01,709.4010000000001,7264.98,7264.98
2003-06-01,786.854,8058.17,8058.17
2003-07-01,914.748,9367.93,9367.93
2003-08-01,928.638,9510.18,9510.18
2003-09-01,782.879,8017.46,8017.46
2003-10-01,750.205,7682.85,7682.85
2003-11-01,736.86,7546.18,7546.18
2003-12-01,831.616,8516.58,8516.58
2004-01-01,754.4730000000001,7561.33,7561.33
2004-02-01,677.288,6787.78,6787.78
2004-03-01,788.091,7898.25,7898.25
2004-04-01,698.076,6996.12,6996.12
2004-05-01,723.447,7250.39,7250.39
2004-06-01,727.346,7289.46,7289.46
2004-07-01,747.17,7488.14,7488.14
2004-08-01,746.2130000000001,7478.55,7478.55
2004-09-01,708.567,7101.26,7101.26
2004-10-01,698.048,6995.84,6995.84
2004-11-01,768.325,7700.15,7700.15
2004-12-01,824.956,8267.71,8267.71
2005-01-01,802.315,8022.35,8022.35
2005-02-01,651.979,6519.14,6519.14
2005-03-01,712.3530000000001,7122.82,7122.82
2005-04-01,893.009,8929.2,8929.2
2005-05-01,661.645,6615.78,6615.78
2005-06-01,592.795,5927.36,5927.36
2005-07-01,503.317,5032.66,5032.66
2005-08-01,396.85900000000004,3968.19,3968.19
2005-09-01,342.821,3427.87,3427.87
2005-10-01,697.307,6972.37,6972.37
2005-11-01,765.738,7656.62,7656.62
2005-12-01,809.8620000000001,8097.81,8097.81
2006-01-01,1050.985,10425.0,10425.0
2006-02-01,947.678,9400.0,9400.0
2006-03-01,834.918,8282.0,8282.0
2006-04-01,908.78,9014.0,9014.0
2006-05-01,1074.481,10658.0,10658.0
2006-06-01,1055.747,10472.0,10472.0
2006-07-01,1107.095,10981.0,10981.0
2006-08-01,1099.095,10902.0,10902.0
2006-09-01,713.443,7077.0,7077.0
2006-10-01,628.95,6239.0,6239.0
2006-11-01,736.7090000000001,7307.0,7307.0
2006-12-01,780.119,7738.0,7738.0
2007-01-01,932.105,9213.0,9213.0
2007-02-01,739.129,7306.0,7306.0
2007-03-01,882.402,8722.0,8722.0
2007-04-01,771.62,7627.0,7627.0
2007-05-01,823.0780000000001,8135.0,8135.0
2007-06-01,710.025,7018.0,7018.0
2007-07-01,680.984,6731.0,6731.0
2007-08-01,683.8240000000001,6759.0,6759.0
2007-09-01,642.659,6352.0,6352.0
2007-10-01,661.68,6540.0,6540.0
2007-11-01,731.7030000000001,7232.0,7232.0
2007-12-01,768.791,7599.0,7599.0
2008-01-01,1009.1890000000001,9945.0,9945.0
2008-02-01,843.5640000000001,8312.0,8312.0
2008-03-01,1093.4850000000001,10775.0,10775.0
2008-04-01,993.865,9794.0,9794.0
2008-05-01,1039.637,10245.0,10245.0
2008-06-01,956.2990000000001,9423.0,9423.0
2008-07-01,1012.427,9976.0,9976.0
2008-08-01,966.5540000000001,9524.0,9524.0
2008-09-01,874.5690000000001,8618.0,8618.0
2008-10-01,895.0690000000001,8820.0,8820.0
2008-11-01,1014.926,10001.0,10001.0
2008-12-01,1059.416,10439.0,10439.0
2009-01-01,815.004,7954.0,7954.0
2009-02-01,748.6840000000001,7307.0,7307.0
2009-03-01,914.9770000000001,8930.0,8930.0
2009-04-01,838.0790000000001,8180.0,8180.0
2009-05-01,881.839,8607.0,8607.0
2009-06-01,808.045,7887.0,7887.0
2009-07-01,847.6510000000001,8273.0,8273.0
2009-08-01,827.435,8076.0,8076.0
2009-09-01,748.9340000000001,7310.0,7310.0
2009-10-01,777.068,7584.0,7584.0
2009-11-01,840.1020000000001,8199.0,8199.0
2009-12-01,888.182,8669.0,8669.0
2010-01-01,737.024,7190.0,7190.0
2010-02-01,661.852,6457.0,6457.0
2010-03-01,777.172,7582.0,7582.0
2010-04-01,685.6650000000001,6689.0,6689.0
2010-05-01,691.53,6747.0,6747.0
2010-06-01,689.6320000000001,6728.0,6728.0
2010-07-01,720.957,7034.0,7034.0
2010-08-01,692.7040000000001,6758.0,6758.0
2010-09-01,650.476,6346.0,6346.0
2010-10-01,672.225,6558.0,6558.0
2010-11-01,741.158,7231.0,7231.0
2010-12-01,791.605,7723.0,7723.0
2011-01-01,900.118,8746.0,8746.0
2011-02-01,780.332,7582.0,7582.0
2011-03-01,1037.76,10083.0,10083.0
2011-04-01,940.491,9138.0,9138.0
2011-05-01,1098.877,10677.0,10677.0
2011-06-01,1091.553,10606.0,10606.0
2011-07-01,1053.494,10236.0,10236.0
2011-08-01,1008.894,9802.0,9802.0
2011-09-01,954.478,9274.0,9274.0
2011-10-01,1012.869,9841.0,9841.0
2011-11-01,1097.512,10663.0,10663.0
2011-12-01,1185.622,11520.0,11520.0
2012-01-01,636.458,6057.0,6057.0
2012-02-01,614.438,5847.0,5847.0
2012-03-01,656.195,6244.0,6244.0
2012-04-01,546.332,5199.0,5199.0
2012-05-01,535.234,5093.0,5093.0
2012-06-01,487.948,4643.0,4643.0
2012-07-01,469.899,4472.0,4472.0
2012-08-01,454.318,4323.0,4323.0
2012-09-01,426.662,4060.0,4060.0
2012-10-01,426.377,4057.0,4057.0
2012-11-01,510.661,4859.0,4859.0
2012-12-01,515.478,4905.0,4905.0
2014-01-01,700.416,6661.0,6661.0
2014-02-01,667.444,6347.0,6347.0
2014-03-01,741.368,7050.0,7050.0
2014-04-01,722.577,6872.0,6872.0
2014-05-01,793.325,7545.0,7545.0
2014-06-01,758.332,7212.0,7212.0
2014-07-01,785.075,7466.0,7466.0
2014-08-01,773.798,7359.0,7359.0
2014-09-01,720.069,6848.0,6848.0
2014-10-01,750.757,7140.0,7140.0
2014-11-01,785.197,7467.0,7467.0
2014-12-01,801.642,7624.0,7624.0
2015-01-01,592.66,5523.0,5523.0
2015-02-01,513.063,4781.0,4781.0
2015-03-01,588.026,5480.0,5480.0
2015-04-01,566.537,5280.0,5280.0
2015-05-01,594.61,5541.0,5541.0
2015-06-01,598.07,5573.0,5573.0
2015-07-01,700.07,6524.0,6524.0
2015-08-01,685.907,6392.0,6392.0
2015-09-01,634.624,5914.0,5914.0
2015-10-01,621.571,5792.0,5792.0
2015-11-01,650.717,6064.0,6064.0
2015-12-01,661.145,6161.0,6161.0
2016-01-01,623.423,5755.0,5755.0
2016-02-01,584.354,5395.0,5395.0
2016-03-01,625.941,5779.0,5779.0
2016-04-01,633.589,5849.0,5849.0
2016-05-01,637.466,5885.0,5885.0
2016-06-01,610.108,5633.0,5633.0
2016-07-01,607.157,5605.0,5605.0
2016-08-01,595.472,5497.0,5497.0
2016-09-01,543.583,5018.0,5018.0
2016-10-01,560.286,5173.0,5173.0
2016-11-01,607.38,5607.0,5607.0
2016-12-01,614.241,5671.0,5671.0
2017-01-01,702.886,6476.0,6476.0
2017-02-01,657.048,6053.0,6053.0
2017-03-01,748.166,6893.0,6893.0
2017-04-01,698.962,6440.0,6440.0
2017-05-01,741.722,6833.0,6833.0
2017-06-01,745.991,6873.0,6873.0
2017-07-01,773.708,7128.0,7128.0
2017-08-01,756.117,6966.0,6966.0
2017-09-01,691.583,6372.0,6372.0
2017-10-01,689.933,6356.0,6356.0
